"","SRF.NS.Open","SRF.NS.High","SRF.NS.Low","SRF.NS.Close","SRF.NS.Volume","SRF.NS.Adjusted"
"67",409.399993896484,412.450012207031,406.690002441406,408.440002441406,331345,397.989196777344
"68",408,417.799987792969,408,412.010009765625,1377000,401.467803955078
"69",411,416.380004882812,408.209991455078,414.040008544922,1325760,403.445831298828
"70",414.980010986328,420.959991455078,411.690002441406,417.679992675781,546815,406.992736816406
"71",413.399993896484,429.760009765625,413.239990234375,427.570007324219,1074635,416.629638671875
"72",426.600006103516,434.980010986328,426,430.640014648438,1260230,419.621185302734
"73",430.820007324219,435.779998779297,430.640014648438,432.579986572266,849250,421.511505126953
"74",432.399993896484,438,430.519989013672,436.869995117188,754235,425.691711425781
"75",435.899993896484,446,434.429992675781,443.75,820260,432.395690917969
"76",445,446.339996337891,440.010009765625,442.660003662109,577235,431.333557128906
"77",441.980010986328,444.290008544922,435.140014648438,441.200012207031,422005,429.910949707031
"78",439.109985351562,446.839996337891,430.809997558594,434.049987792969,812610,422.943939208984
"79",435.399993896484,470.559997558594,434.410003662109,463.760009765625,2173005,451.893737792969
"80",462.450012207031,479.989990234375,456.600006103516,476.109985351562,1877330,463.927673339844
"81",474.209991455078,489.320007324219,474.209991455078,478.489990234375,1235715,466.246795654297
"82",481.799987792969,482.350006103516,467,469.940002441406,1088490,457.915557861328
"83",472.600006103516,472.880004882812,456,459.630004882812,596395,447.869354248047
"84",459,471.679992675781,454.200012207031,463.040008544922,653090,451.192108154297
"85",466.399993896484,466.399993896484,458.309997558594,463.070007324219,379800,451.221343994141
"86",463.390014648438,482.700012207031,460.420013427734,480.399993896484,1118620,468.107940673828
"87",480,480.269989013672,464.459991455078,466.910003662109,886070,454.963134765625
"88",467.220001220703,470.929992675781,444.799987792969,446.989990234375,935580,435.552795410156
"89",451.600006103516,455.480010986328,443,449.339996337891,869190,437.842620849609
