"","ASTRAL.NS.Open","ASTRAL.NS.High","ASTRAL.NS.Low","ASTRAL.NS.Close","ASTRAL.NS.Volume","ASTRAL.NS.Adjusted"
"67",418.522613525391,426.60009765625,416.250091552734,423.045104980469,704188,419.168884277344
"68",427.050109863281,436.050109863281,421.447601318359,427.252593994141,431128,423.337860107422
"69",427.477600097656,431.955108642578,419.400115966797,422.077606201172,64999,418.210205078125
"70",423.000091552734,430.200103759766,421.222595214844,428.107604980469,52662,424.185028076172
"71",427.500091552734,436.050109863281,422.572601318359,426.847595214844,100757,422.936553955078
"72",429.637603759766,429.727600097656,420.1201171875,423.247619628906,95535,419.369537353516
"73",426.60009765625,427.275115966797,414.000091552734,415.305114746094,74295,411.499816894531
"74",418.4326171875,421.132598876953,407.745086669922,417.892608642578,55753,414.063507080078
"75",418.927612304688,418.927612304688,407.880096435547,415.327606201172,82593,411.522064208984
"76",411.97509765625,422.550109863281,411.97509765625,419.242614746094,26393,415.401306152344
"77",422.977600097656,427.500091552734,410.445098876953,412.222595214844,28299,408.445526123047
"78",409.297607421875,411.525115966797,399.712585449219,401.445098876953,126579,397.766784667969
"79",401.715087890625,412.785095214844,397.440093994141,407.542602539062,44957,403.808441162109
"80",408.060089111328,414.900115966797,404.10009765625,406.575103759766,39717,402.849792480469
"81",408.510101318359,429.637603759766,408.172607421875,427.590118408203,81037,423.672271728516
"82",424.800109863281,427.500091552734,418.657592773438,421.605102539062,44404,417.742065429688
"83",420.300109863281,429.750122070312,418.590118408203,424.822601318359,203866,420.930053710938
"84",427.950103759766,429.750122070312,422.145111083984,427.455108642578,220444,423.538543701172
"85",427.455108642578,434.205108642578,425.700103759766,432.000122070312,64186,428.041900634766
"86",434.250122070312,439.627593994141,426.60009765625,437.130096435547,156691,433.124816894531
"87",438.637603759766,438.750122070312,427.950103759766,433.530120849609,79435,429.557830810547
"88",434.205108642578,435.60009765625,427.545104980469,432.135101318359,41779,428.175537109375
"89",435.60009765625,435.60009765625,428.490112304688,432.090118408203,458859,428.130981445312
"90",432.090118408203,436.410095214844,428.400115966797,433.327606201172,38959,429.357147216797
"91",432.900115966797,436.500122070312,427.387603759766,434.295104980469,61082,430.315826416016
"92",429.750122070312,436.455108642578,422.437591552734,433.575103759766,88206,429.602416992188
"93",432.000122070312,433.35009765625,427.050109863281,428.490112304688,46804,424.56396484375
"94",429.750122070312,432.000122070312,416.250091552734,419.535095214844,27955,415.691040039062
"95",426.150115966797,426.150115966797,412.875091552734,413.572601318359,22773,409.783203125
"96",418.477600097656,420.300109863281,409.522613525391,417.375091552734,35662,413.55078125
"97",420.277618408203,420.277618408203,404.122589111328,406.777587890625,32253,403.050354003906
"98",402.885101318359,438.750122070312,398.317596435547,431.707611083984,139559,427.751983642578
"99",431.550109863281,436.500122070312,423.000091552734,431.032592773438,128546,427.083129882812
"100",433.800109863281,436.477600097656,415.215087890625,434.385101318359,86915,430.404968261719
"101",437.805114746094,437.805114746094,424.35009765625,432.045104980469,78639,428.086456298828
"102",432.000122070312,458.550109863281,431.707611083984,455.827606201172,338608,451.651031494141
"103",456.750122070312,472.050109863281,438.030120849609,465.795104980469,146091,461.527221679688
"104",469.800109863281,476.100128173828,443.250122070312,451.35009765625,147628,447.214538574219
"105",454.095123291016,463.140106201172,443.340118408203,447.727600097656,46051,443.625183105469
"106",450.450103759766,451.777618408203,429.750122070312,433.980102539062,58748,430.003692626953
"107",432.000122070312,465.277618408203,432.000122070312,462.037628173828,96348,457.804138183594
"108",462.352600097656,472.050109863281,450.450103759766,453.285125732422,101704,449.1318359375
"109",454.950103759766,463.500122070312,446.175109863281,455.355102539062,945846,451.182891845703
"110",457.200103759766,459.517608642578,447.795104980469,450.540100097656,42955,446.411895751953
"111",453.982604980469,456.457611083984,447.345123291016,452.497619628906,55231,448.3515625
"112",460.800109863281,460.800109863281,447.997619628906,453.600128173828,42377,449.443939208984
"113",455.445098876953,462.555114746094,443.700103759766,452.925109863281,49633,448.775115966797
"114",454.095123291016,457.942626953125,447.750122070312,451.237609863281,19948,447.103118896484
"115",447.772613525391,459.000122070312,446.400115966797,456.277618408203,22071,452.096923828125
"116",456.277618408203,459.000122070312,448.200103759766,450.090118408203,155239,445.966125488281
"117",452.250122070312,452.925109863281,444.825103759766,447.277618408203,38886,443.179321289062
"118",449.10009765625,460.327606201172,444.150115966797,456.952606201172,47691,452.765655517578
"119",457.537628173828,458.955108642578,452.295104980469,457.087615966797,581108,452.899444580078
"120",457.200103759766,457.200103759766,447.750122070312,448.605102539062,22842,444.494689941406
"121",448.425109863281,479.137603759766,445.500122070312,462.105102539062,119817,457.870941162109
"122",470.227630615234,470.227630615234,450.450103759766,454.725128173828,48039,450.558624267578
"123",458.3701171875,458.3701171875,445.500122070312,447.907623291016,32884,443.803558349609
"124",448.650115966797,454.612609863281,447.795104980469,453.487609863281,50899,449.332427978516
"125",457.650115966797,463.050109863281,441.22509765625,444.510101318359,229202,440.437255859375
"126",443.565124511719,447.300109863281,437.422607421875,441.315124511719,67984,437.271453857422
"127",445.050109863281,447.750122070312,439.132598876953,441.337615966797,576093,437.293823242188
"128",443.250122070312,443.250122070312,432.045104980469,437.310119628906,47931,433.303192138672
"129",441.360107421875,447.300109863281,435.667602539062,446.062622070312,34544,441.975524902344
"130",456.750122070312,456.750122070312,447.367614746094,450.877624511719,57679,446.746337890625
"131",457.650115966797,466.650115966797,452.700103759766,466.020111083984,240699,461.750122070312
"132",465.750122070312,476.550109863281,459.450103759766,464.827606201172,141391,460.568572998047
"133",468.000122070312,486.000122070312,462.802612304688,481.230133056641,177908,476.82080078125
"134",483.750122070312,487.642608642578,464.985107421875,472.252624511719,69417,467.925537109375
"135",472.050109863281,480.960113525391,464.490112304688,466.762603759766,46115,462.48583984375
"136",470.475128173828,486.000122070312,470.340118408203,480.060119628906,47928,475.661468505859
"137",485.010131835938,495.000122070312,475.200103759766,479.362609863281,170235,474.970306396484
"138",481.500122070312,482.400115966797,469.800109863281,472.095123291016,28033,467.769470214844
"139",475.627624511719,493.650115966797,466.200103759766,470.317626953125,170966,466.008239746094
"140",470.317626953125,490.455108642578,470.272613525391,484.2451171875,133477,479.808135986328
"141",484.2451171875,503.955139160156,484.2451171875,492.255126953125,66808,487.744812011719
"142",495.000122070312,498.937622070312,490.477630615234,491.805114746094,117513,487.298919677734
"143",491.872619628906,499.950134277344,491.872619628906,498.082611083984,158224,493.518798828125
"144",501.750122070312,506.250122070312,492.975128173828,503.325134277344,52402,498.713317871094
"145",503.325134277344,526.050109863281,495.000122070312,500.197631835938,196497,495.614501953125
"146",499.950134277344,510.660125732422,490.050109863281,502.2451171875,58468,497.643188476562
"147",500.445129394531,509.715118408203,489.150115966797,493.695129394531,479639,489.171539306641
"148",490.950134277344,497.317626953125,481.500122070312,490.050109863281,90191,485.559936523438
"149",495.000122070312,495.000122070312,477.450103759766,480.037628173828,58675,475.639221191406
"150",480.037628173828,487.350128173828,475.335113525391,479.992614746094,337382,475.594573974609
"151",485.9326171875,485.9326171875,469.845123291016,473.107604980469,252086,468.772674560547
"152",477.000122070312,497.250122070312,476.797607421875,489.262634277344,393759,484.779632568359
"153",492.750122070312,506.025115966797,490.500122070312,495.652618408203,75084,491.111114501953
"154",494.550109863281,502.200134277344,489.57763671875,496.395111083984,36542,491.846740722656
"155",496.395111083984,506.092620849609,494.325134277344,503.302612304688,170495,498.690979003906
"156",508.657623291016,517.455139160156,495.000122070312,515.137634277344,78442,510.577362060547
"157",516.600158691406,537.66015625,502.312622070312,506.902618408203,292086,502.415252685547
"158",510.975128173828,522.945129394531,505.395111083984,507.150115966797,31977,502.660552978516
"159",517.050109863281,526.050109863281,498.757629394531,503.257629394531,38715,498.802551269531
"160",507.600128173828,512.07763671875,499.9951171875,503.820129394531,48091,499.360076904297
"161",501.300109863281,522.000122070312,500.422637939453,504.990112304688,95428,500.519622802734
"162",510.750122070312,513.000122070312,502.650115966797,506.070129394531,38573,501.590148925781
"163",503.100128173828,512.730102539062,501.750122070312,506.047637939453,203208,501.567810058594
"164",506.047637939453,513.022644042969,503.325134277344,506.677612304688,27499,502.192230224609
"165",515.227600097656,515.250122070312,496.170135498047,501.075134277344,484642,496.639343261719
"166",506.160125732422,511.650115966797,496.395111083984,507.105133056641,61442,502.615905761719
"167",507.150115966797,519.615112304688,495.450134277344,497.880126953125,87082,493.472625732422
"168",498.195129394531,517.050109863281,498.195129394531,509.760131835938,80593,505.247497558594
"169",507.892639160156,519.6826171875,504.067626953125,515.137634277344,64368,510.577362060547
"170",507.600128173828,517.050109863281,499.950134277344,506.542633056641,41844,502.058471679688
"171",506.542633056641,510.727630615234,496.125122070312,498.060119628906,58119,493.651062011719
"172",501.750122070312,512.10009765625,497.722625732422,500.242614746094,69111,495.814178466797
"173",500.242614746094,504.855133056641,490.500122070312,494.775115966797,43157,490.395111083984
"174",497.025115966797,497.250122070312,479.250122070312,481.140106201172,48388,476.880798339844
"175",478.867614746094,500.917633056641,470.340118408203,495.562622070312,90011,491.175659179688
"176",495.000122070312,502.177612304688,486.225128173828,492.95263671875,55788,488.588775634766
"177",499.050109863281,505.350128173828,490.500122070312,496.012634277344,73379,491.621643066406
"178",491.062622070312,501.727630615234,486.045135498047,492.075134277344,48533,487.719024658203
"179",489.060119628906,495.20263671875,478.597625732422,483.052612304688,30948,478.7763671875
"180",485.460113525391,489.892608642578,470.700103759766,482.580108642578,79079,478.308074951172
"181",482.580108642578,483.772613525391,426.442596435547,455.445098876953,212622,451.413177490234
"182",450.000122070312,456.705108642578,435.397613525391,453.825103759766,67715,449.807586669922
"183",450.000122070312,468.000122070312,437.535095214844,445.320098876953,120917,441.377899169922
"184",443.025115966797,443.430114746094,428.400115966797,431.66259765625,173535,427.84130859375
"185",431.66259765625,454.500122070312,409.545104980469,443.070098876953,667557,439.147796630859
"186",433.147613525391,449.055114746094,419.400115966797,429.615112304688,565066,425.811950683594
"187",432.810119628906,432.810119628906,407.722595214844,414.202606201172,309913,410.535858154297
"188",405.000091552734,409.522613525391,379.215087890625,394.965087890625,610788,391.468627929688
"189",380.700103759766,387.000091552734,374.377593994141,378.990081787109,196257,375.634979248047
"190",372.690093994141,376.830108642578,367.200103759766,372.735107421875,133871,369.435455322266
"191",375.300079345703,387.337585449219,371.272583007812,382.230102539062,118833,378.846374511719
"192",378.427581787109,404.910095214844,378.427581787109,402.300109863281,62846,398.738708496094
"193",394.267608642578,398.250091552734,387.000091552734,390.442596435547,539473,386.986145019531
"194",396.450103759766,402.592590332031,392.265106201172,399.60009765625,62097,396.062652587891
"195",404.932586669922,436.050109863281,397.372589111328,425.160095214844,194622,421.396392822266
"196",425.1826171875,435.60009765625,423.022613525391,427.792602539062,46773,424.005523681641
"197",432.990112304688,439.650115966797,419.625091552734,432.652618408203,55984,428.822570800781
"198",436.500122070312,436.500122070312,406.35009765625,409.500091552734,228093,405.874969482422
"199",412.650115966797,412.650115966797,398.250091552734,400.792602539062,293213,397.244598388672
"200",396.900085449219,400.972595214844,387.292602539062,391.635101318359,201968,388.168121337891
"201",399.442596435547,404.977600097656,383.445098876953,395.527587890625,306779,392.026214599609
"202",388.822601318359,402.637603759766,388.822601318359,396.000091552734,325146,392.494506835938
"203",395.077606201172,395.955108642578,383.445098876953,391.837585449219,203408,388.368865966797
"204",393.277587890625,397.687591552734,387.045104980469,391.477600097656,528546,388.012084960938
