"","APOLLOHOSP.NS.Open","APOLLOHOSP.NS.High","APOLLOHOSP.NS.Low","APOLLOHOSP.NS.Close","APOLLOHOSP.NS.Volume","APOLLOHOSP.NS.Adjusted"
"70",1085.09997558594,1088,1071,1082.34997558594,225161,1057.98352050781
"71",1082.40002441406,1104.34997558594,1069.30004882812,1093.80004882812,252664,1069.17541503906
"72",1093,1094,1076.65002441406,1083.44995117188,118433,1059.05847167969
"73",1090,1091,1071,1076.09997558594,154437,1051.87426757812
"74",1084,1126.90002441406,1080,1122,557968,1096.74084472656
"75",1128.5,1143.90002441406,1108.84997558594,1134,364982,1108.47058105469
"76",1130.09997558594,1148,1121.65002441406,1132.19995117188,142729,1106.7109375
"77",1133,1133,1101,1106.84997558594,332495,1081.93151855469
"78",1114.69995117188,1114.69995117188,1075,1088.25,417466,1063.75061035156
"79",1097,1097,1064.25,1076.90002441406,722867,1052.65612792969
"80",1080,1081.94995117188,1066,1072.40002441406,325182,1048.25756835938
"81",1070.25,1099,1070.25,1091,119488,1066.43859863281
"82",1097,1098,1079,1080.05004882812,244124,1055.7353515625
"83",1075,1080,1060.90002441406,1069.30004882812,262980,1045.22729492188
"84",1070,1111,1061.34997558594,1101.40002441406,383173,1076.6044921875
"85",1091.5,1093.5,1055.05004882812,1080.90002441406,265231,1056.56604003906
"86",1088,1088,1065.84997558594,1071.59997558594,319466,1047.47546386719
"87",1072.80004882812,1073.75,1041.59997558594,1045.5,318210,1021.96331787109
"88",1042,1052.94995117188,1020,1024.15002441406,344596,1001.09375
"89",1033,1052.55004882812,1012.5,1044.90002441406,292768,1021.37652587891
"90",1038.05004882812,1048.90002441406,1020,1023.70001220703,123672,1000.65380859375
"91",1030,1049.69995117188,1024,1041.80004882812,245651,1018.34631347656
"92",1035,1041.80004882812,1020,1029.44995117188,123756,1006.27429199219
"93",1031,1038,1010,1017.79998779297,166169,994.886596679688
"94",1018.70001220703,1034.90002441406,1011.09997558594,1016.65002441406,156262,993.762634277344
"95",1016,1019.04998779297,977,983.5,254209,961.358825683594
"96",978,983.450012207031,957,968.299987792969,414262,946.500915527344
"97",968.5,983.200012207031,957,963.950012207031,156097,942.248962402344
"98",964.700012207031,974.599975585938,946.400024414062,966.549987792969,325892,944.790466308594
"99",972,1004.84997558594,955.049987792969,993.900024414062,407561,971.524780273438
"100",1004,1004,970,985.150024414062,249842,962.9716796875
"101",972.799987792969,1017.90002441406,964.650024414062,1004.90002441406,444641,982.277099609375
"102",1000,1010.25,979.299987792969,987.650024414062,221514,965.415405273438
"103",998.5,1003.79998779297,943.799987792969,950.349975585938,883312,928.955078125
"104",950.549987792969,960.799987792969,918.25,927.099975585938,911000,906.228454589844
"105",941,948,915.200012207031,941.150024414062,474667,919.962219238281
"106",943,950,924.799987792969,939.799987792969,359086,918.642639160156
"107",944.950012207031,947.650024414062,927.599975585938,930.099975585938,251767,909.160888671875
"108",933.400024414062,975.5,933.400024414062,970.75,513903,948.895874023438
"109",965,1030.34997558594,963.75,1018.40002441406,1098153,995.473083496094
"110",1025,1028.59997558594,993.5,999.400024414062,319664,976.90087890625
"111",999.5,1015,978.599975585938,982.400024414062,330705,960.283630371094
"112",992,1001.20001220703,971.700012207031,975.200012207031,355482,953.245727539062
"113",978.900024414062,978.900024414062,961.349975585938,969.900024414062,229030,948.06494140625
"114",969.900024414062,1041.59997558594,969.900024414062,1033.25,1440836,1009.98889160156
"115",1042.69995117188,1076.19995117188,1040,1052.94995117188,1539678,1029.2451171875
"116",1046,1069,1029.05004882812,1060.19995117188,800666,1036.33203125
"117",1057.5,1076.40002441406,1043.09997558594,1048.15002441406,668483,1024.5537109375
"118",1048.15002441406,1053.34997558594,1018.04998779297,1023.90002441406,394821,1000.84930419922
"119",1029.59997558594,1032.5,1005,1021.45001220703,392103,998.454467773438
"120",1023,1052.55004882812,1019.54998779297,1031.59997558594,413983,1008.37591552734
"121",1028,1043.94995117188,1016.54998779297,1022.40002441406,301606,999.383056640625
"122",1027.5,1027.5,1011.54998779297,1020.45001220703,242918,997.47705078125
"123",1022.79998779297,1022.79998779297,1000,1012.40002441406,314066,989.608276367188
"124",1014,1056.34997558594,1006.34997558594,1047.44995117188,523238,1023.86889648438
"125",1063,1069,1036.30004882812,1064.5,712570,1040.53527832031
"126",1070,1073.30004882812,1047.25,1063.80004882812,536081,1039.85107421875
"127",1053.15002441406,1085,1053,1081.90002441406,449504,1057.54357910156
"128",1082,1089.5,1036.15002441406,1048.15002441406,735496,1024.5537109375
"129",1059,1064.75,1009,1016.75,777700,993.860229492188
