"","APOLLOHOSP.NS.Open","APOLLOHOSP.NS.High","APOLLOHOSP.NS.Low","APOLLOHOSP.NS.Close","APOLLOHOSP.NS.Volume","APOLLOHOSP.NS.Adjusted"
"130",1025,1029.94995117188,989.549987792969,1000.04998779297,823792,977.536254882812
"131",1004.09997558594,1015.95001220703,991.599975585938,1008.54998779297,381829,985.844787597656
"132",1014,1014.45001220703,992.75,998.900024414062,313357,976.412170410156
"133",1000.04998779297,1028.19995117188,997,1000.65002441406,564013,978.122741699219
"134",1008,1008,967.400024414062,974.849975585938,539104,952.903503417969
"135",977,977.75,935,940.700012207031,642308,919.522399902344
"136",937.299987792969,982.200012207031,920,977.299987792969,1068778,955.29833984375
"137",986.700012207031,993.900024414062,958,969.700012207031,424396,947.869445800781
"138",969.700012207031,971,937,953.950012207031,402078,932.47412109375
"139",948,959.650024414062,925.150024414062,929.549987792969,774467,908.623352050781
"140",933,959.950012207031,911.200012207031,953.75,631604,932.278564453125
"141",958,958,930.799987792969,939.400024414062,475690,918.251586914062
"142",944,955.849975585938,934.200012207031,939.799987792969,282128,918.642639160156
"143",938,945.700012207031,930,937.349975585938,361900,916.247741699219
"144",945,945.099975585938,930.049987792969,933.849975585938,355108,912.826477050781
"145",940,941,910.099975585938,931.450012207031,1201433,910.480651855469
"146",945,961.900024414062,937.549987792969,951.900024414062,641898,930.470275878906
"147",958,963,944,952.900024414062,517987,931.447692871094
"148",942.450012207031,967,938,960.549987792969,484728,938.925598144531
"149",962.099975585938,978,956.450012207031,970.5,851942,948.651489257812
"150",971,988,968.650024414062,981.299987792969,381899,959.208312988281
"151",989.5,989.5,961,967.349975585938,174781,945.572448730469
"152",964.700012207031,975,956.150024414062,971.75,166887,949.873291015625
"153",968.950012207031,983,960,963.549987792969,211012,941.85791015625
"154",963.5,988.849975585938,938.25,943.900024414062,1084312,922.650268554688
"155",948,1087.30004882812,945,1068.59997558594,5440911,1044.54309082031
"156",1062,1140,1046.25,1131.19995117188,4297981,1105.73364257812
"157",1125,1152.69995117188,1107.40002441406,1140.5,1905494,1114.82434082031
"158",1140,1209.5,1131,1189.19995117188,4204744,1162.42785644531
"159",1186,1221.5,1180,1201.15002441406,1701643,1174.10900878906
"160",1190,1205,1172.05004882812,1181.84997558594,1506268,1155.24353027344
"161",1191.59997558594,1199.09997558594,1141.44995117188,1147.55004882812,1035541,1121.71569824219
"162",1150,1205.80004882812,1149,1197.69995117188,2318913,1170.73657226562
"163",1199,1209.94995117188,1181.69995117188,1196.80004882812,972125,1169.85705566406
"164",1199.40002441406,1199.40002441406,1160,1172.75,1051068,1146.34826660156
"165",1183,1226.75,1180.19995117188,1193.44995117188,2311788,1166.58215332031
"166",1197.19995117188,1234.40002441406,1183.34997558594,1192.19995117188,1334841,1165.36022949219
"167",1201.09997558594,1201.09997558594,1174.05004882812,1182.69995117188,739373,1156.07434082031
"168",1191.84997558594,1201.30004882812,1163.65002441406,1173.34997558594,969364,1146.9345703125
"169",1182.84997558594,1188.90002441406,1150.90002441406,1179.59997558594,704258,1153.04418945312
"170",1179.59997558594,1179.65002441406,1123,1135.75,917615,1110.18115234375
"171",1145,1158,1108.05004882812,1117.69995117188,701990,1092.53735351562
"172",1117.5,1164.5,1096.34997558594,1159.19995117188,1338252,1133.10314941406
"173",1160.84997558594,1175.15002441406,1121.05004882812,1130.5,664718,1105.04943847656
"174",1137.05004882812,1137.05004882812,1092,1108.40002441406,516085,1083.44714355469
"175",1110.09997558594,1122,1091.80004882812,1104.84997558594,824802,1084.87060546875
"176",1113.59997558594,1123,1108.84997558594,1116.69995117188,1140819,1096.50634765625
"177",1116.40002441406,1123,1104.05004882812,1119.19995117188,600162,1098.96105957031
"178",1120,1136,1113.40002441406,1119.90002441406,1063178,1099.64855957031
"179",1125,1133.69995117188,1061.5,1070.90002441406,860904,1051.53479003906
"180",1078,1084.44995117188,996.75,1044.25,1087190,1025.36657714844
"181",1047,1054.65002441406,1007.75,1017,461495,998.609375
"182",1017,1053.90002441406,1010.25,1046.09997558594,626059,1027.18286132812
"183",1049,1060,1032,1043.30004882812,668783,1024.43359375
"184",1041.5,1074.90002441406,1025,1067.55004882812,981316,1048.24523925781
"185",1059.19995117188,1081,1036.90002441406,1042.25,775318,1023.40295410156
"186",1032.40002441406,1088.34997558594,1025.25,1064.05004882812,635567,1044.80847167969
"187",1059,1084.69995117188,1045,1071.30004882812,527109,1051.92749023438
"188",1051.65002441406,1069.55004882812,1035.19995117188,1047.19995117188,420704,1028.26318359375
"189",1039.69995117188,1074,1035,1057.19995117188,387404,1038.08239746094
"190",1048.40002441406,1092.30004882812,1037.90002441406,1081.90002441406,371858,1062.33581542969
"191",1082,1110.09997558594,1065.30004882812,1098.69995117188,509541,1078.83203125
"192",1091,1131.5,1089.09997558594,1122.69995117188,484956,1102.39782714844
"193",1091,1141,1085,1121.15002441406,734133,1100.87609863281
"194",1125.59997558594,1138.44995117188,1104.05004882812,1132,553890,1111.52966308594
"195",1131.90002441406,1140,1113.90002441406,1133,462964,1112.51184082031
"196",1131.80004882812,1138,1101.65002441406,1109,281120,1088.94555664062
"197",1120,1147.84997558594,1112.55004882812,1123.69995117188,349443,1103.38000488281
"198",1111.5,1135.84997558594,1101.09997558594,1121.44995117188,388626,1101.17065429688
"199",1126.30004882812,1140,1110.5,1132.59997558594,424717,1112.11889648438
"200",1132.59997558594,1153.90002441406,1124,1143.44995117188,807931,1122.77258300781
"201",1150,1150,1111,1126.40002441406,417573,1106.03112792969
"202",1110.34997558594,1160.59997558594,1071.69995117188,1109.59997558594,759796,1089.53491210938
"203",1092.55004882812,1095.84997558594,1067,1082.84997558594,408899,1063.26879882812
"204",1083,1150,1083,1142.84997558594,296748,1122.18371582031
"205",1134.15002441406,1176,1130,1166.59997558594,617733,1145.50402832031
"206",1167,1175,1130.15002441406,1141.05004882812,1242170,1120.41613769531
"207",1143.69995117188,1185,1143.09997558594,1172.40002441406,374447,1151.19934082031
"208",1178.30004882812,1203.75,1138.5,1153.80004882812,713553,1132.93566894531
"209",1150,1196.19995117188,1150,1164.55004882812,354525,1143.4912109375
"210",1164,1168.69995117188,1121.15002441406,1127.34997558594,460744,1106.9638671875
"211",1133,1140,1125.09997558594,1131.69995117188,30818,1111.2353515625
"212",1132.90002441406,1159.19995117188,1130,1148.80004882812,401528,1128.02612304688
"213",1148.80004882812,1156.84997558594,1126.15002441406,1136.75,330778,1116.19384765625
"214",1144,1154.40002441406,1112.25,1143.59997558594,442309,1122.919921875
"215",1150,1177.80004882812,1143,1168.05004882812,531312,1146.92785644531
"216",1201.90002441406,1287,1180.09997558594,1262.09997558594,3884208,1239.27722167969
"217",1250.65002441406,1268,1226.25,1233.5,837770,1211.19445800781
"218",1235,1265,1215.40002441406,1225.05004882812,1068208,1202.89733886719
"219",1227.19995117188,1239.90002441406,1188.55004882812,1192.80004882812,933231,1171.23022460938
"220",1200,1223,1198,1213.34997558594,422957,1191.40881347656
"221",1207.30004882812,1224,1195,1214.25,601981,1192.29223632812
"222",1222,1254.94995117188,1215.55004882812,1250.15002441406,720471,1227.54333496094
"223",1255,1264,1225.44995117188,1233.19995117188,744253,1210.89978027344
"224",1226.09997558594,1249.75,1222.25,1231.44995117188,520657,1209.18127441406
"225",1231.15002441406,1253.80004882812,1225,1245.84997558594,506815,1223.32104492188
"226",1250.19995117188,1289.75,1250.19995117188,1264.80004882812,1035249,1241.92834472656
"227",1265,1329.84997558594,1261.44995117188,1292.19995117188,1475095,1268.83288574219
"228",1288,1298.15002441406,1235.15002441406,1243.55004882812,581813,1221.06262207031
"229",1235,1269,1214.75,1231.19995117188,749896,1208.93579101562
"230",1234.5,1238.69995117188,1180.19995117188,1188.90002441406,788698,1167.40100097656
"231",1193.19995117188,1215.09997558594,1167.30004882812,1209,665538,1187.13732910156
"232",1190,1209.5,1168,1176.59997558594,434842,1155.32336425781
"233",1175,1186.30004882812,1144.75,1179.80004882812,504464,1158.46545410156
"234",1182,1219.55004882812,1182,1215.5,394876,1193.52001953125
"235",1215,1240,1210,1222.15002441406,314906,1200.04956054688
"236",1228,1262,1221.59997558594,1248.30004882812,552532,1225.72668457031
"237",1246,1253,1210.09997558594,1217.05004882812,493775,1195.04187011719
"238",1219,1228,1200,1226.09997558594,454828,1203.92822265625
"239",1228,1254.69995117188,1215.05004882812,1244.69995117188,446235,1222.19177246094
"240",1237.90002441406,1275,1232.05004882812,1267.55004882812,476760,1244.62866210938
"241",1273.90002441406,1283.44995117188,1244.05004882812,1252.40002441406,450623,1229.75268554688
"242",1260.65002441406,1277.94995117188,1233.55004882812,1269.34997558594,382470,1246.39611816406
"243",1264,1274,1237.84997558594,1264.15002441406,275494,1241.2900390625
"244",1277,1282.5,1235.69995117188,1242.80004882812,715199,1220.326171875
"245",1243.05004882812,1252.94995117188,1225.09997558594,1241.84997558594,491844,1219.39318847656
"246",1236,1265,1230,1258.30004882812,559848,1235.5458984375
"247",1253,1271,1250,1266.40002441406,292677,1243.49938964844
"248",1268,1288,1251.80004882812,1258.75,658775,1235.98791503906
"249",1258,1273,1254.05004882812,1266.65002441406,322081,1243.74499511719
"250",1259,1297.30004882812,1259,1293,725206,1269.61828613281
"251",1299,1300,1275,1282.09997558594,683914,1258.91552734375
"252",1281.90002441406,1282,1245.55004882812,1249.5,893261,1226.90490722656
"253",1256.25,1271,1249.5,1267.40002441406,289161,1244.4814453125
"254",1263,1292.25,1256.75,1285.40002441406,428709,1262.15576171875
"255",1286,1295.30004882812,1269.25,1292.69995117188,467514,1269.32397460938
"256",1289.80004882812,1328.44995117188,1282,1322.59997558594,887486,1298.68310546875
"257",1323.34997558594,1334.90002441406,1317.19995117188,1329.15002441406,466539,1305.11462402344
"258",1328.19995117188,1354,1328.09997558594,1347.59997558594,513687,1323.23120117188
"259",1344.90002441406,1358.65002441406,1341.25,1352.94995117188,420061,1328.484375
"260",1350,1372.90002441406,1335.05004882812,1366.30004882812,702678,1341.5927734375
"261",1366.30004882812,1387.25,1315.55004882812,1326.05004882812,1293001,1302.07080078125
"262",1316.09997558594,1323,1288.5,1293.80004882812,1100328,1270.40393066406
"263",1296.90002441406,1317,1284.05004882812,1293.84997558594,671259,1270.45288085938
"264",1310,1339.75,1294.19995117188,1314.65002441406,831256,1290.87683105469
"265",1321.19995117188,1331.90002441406,1280.84997558594,1292.30004882812,571327,1268.93127441406
"266",1287,1302.09997558594,1262.65002441406,1265.80004882812,254670,1242.91027832031
"267",1259,1306.75,1254,1299.65002441406,463118,1276.14794921875
"268",1299,1323,1297.5,1319.59997558594,315858,1295.73742675781
"269",1315,1334,1313.34997558594,1325.65002441406,471658,1301.67810058594
"270",1320,1357.90002441406,1320,1341.25,530789,1316.99584960938
"271",1335,1336.90002441406,1278.5,1296.75,548166,1273.30053710938
"272",1300,1309.80004882812,1282,1290.84997558594,423344,1267.50720214844
"273",1298,1315,1287.90002441406,1304.05004882812,410854,1280.46850585938
"274",1304.05004882812,1319,1290.09997558594,1295.84997558594,305098,1272.41674804688
"275",1298.5,1298.5,1252.09997558594,1257.84997558594,581292,1235.10400390625
"276",1300,1300,1090,1121.90002441406,5424327,1101.6123046875
"277",1133,1189.90002441406,1101.09997558594,1132.25,4732005,1111.77526855469
"278",1155.5,1169.94995117188,1126.84997558594,1152.34997558594,708081,1131.51159667969
"279",1142.09997558594,1152.09997558594,1130,1142.80004882812,386448,1122.13452148438
"280",1143,1149.15002441406,1083.09997558594,1116.84997558594,1323161,1096.65356445312
"281",1125,1146.69995117188,1112.09997558594,1116.40002441406,969990,1096.21203613281
"282",1127,1143.40002441406,1120,1129.59997558594,1188434,1109.17333984375
"283",1135,1158,1127,1152.19995117188,1308447,1131.36437988281
"284",1145,1155.5,1139.59997558594,1146.19995117188,511047,1125.47290039062
"285",1145.90002441406,1198,1131.40002441406,1187.44995117188,1374338,1165.97717285156
"286",1175.59997558594,1177.05004882812,1148,1157.34997558594,1071336,1136.42150878906
"287",1166,1179.90002441406,1140.69995117188,1149.30004882812,1037445,1128.51696777344
"288",1155.05004882812,1160,1137,1140.90002441406,695585,1120.26867675781
"289",1140.09997558594,1165.84997558594,1140,1151.84997558594,904319,1131.02062988281
"290",1159.80004882812,1195,1146.80004882812,1191.90002441406,564049,1170.3466796875
"291",1186.90002441406,1212.84997558594,1183.5,1192.75,1679631,1171.18139648438
"292",1195.34997558594,1202,1179.30004882812,1186.94995117188,642857,1165.48583984375
"293",1186,1188.44995117188,1167,1171.90002441406,268170,1150.70812988281
"294",1172.5,1211.80004882812,1172.5,1204.05004882812,938550,1182.27685546875
"295",1211.90002441406,1211.90002441406,1132.69995117188,1157.25,1370850,1136.32312011719
"296",1160,1166.05004882812,1092,1117.59997558594,1797280,1097.39013671875
"297",1123,1143.40002441406,1116.09997558594,1131.94995117188,717230,1111.48059082031
"298",1138,1152.90002441406,1110,1124.15002441406,731215,1103.82189941406
"299",1126.40002441406,1139.90002441406,1115,1119.65002441406,353486,1099.40307617188
"300",1121.84997558594,1144.94995117188,1121.84997558594,1139.90002441406,398908,1119.287109375
"301",1147.69995117188,1180.09997558594,1135,1166,1269611,1144.9150390625
"302",1173.25,1182.15002441406,1144,1150.59997558594,754339,1129.79345703125
"303",1149,1160.84997558594,1134.44995117188,1147.05004882812,467825,1126.30773925781
"304",1146,1160,1138.94995117188,1151.90002441406,434281,1131.07006835938
"305",1163,1178.09997558594,1150.05004882812,1153.75,486185,1132.88647460938
"306",1154,1188,1154,1182.94995117188,693131,1161.55822753906
"307",1231,1278.80004882812,1226.5,1269.5,1002709,1246.54333496094
"308",1269,1284,1248.65002441406,1255.30004882812,638278,1232.60021972656
"309",1259,1276.69995117188,1255.25,1259.75,336310,1236.96960449219
"310",1262.94995117188,1269,1249.05004882812,1256.25,236648,1233.53295898438
"311",1268,1275,1236.05004882812,1245,469357,1222.48645019531
"312",1249,1257.40002441406,1230.55004882812,1237.09997558594,479351,1214.72924804688
"313",1242,1263,1226.09997558594,1259.55004882812,452314,1236.7734375
"314",1253.19995117188,1269.75,1240.30004882812,1246.25,251194,1223.71374511719
"315",1240,1259.80004882812,1235,1240.40002441406,325454,1217.9697265625
"316",1247.69995117188,1268.19995117188,1231.59997558594,1264.30004882812,365799,1241.4375
"317",1270.59997558594,1285.34997558594,1265.09997558594,1271.40002441406,525419,1248.4091796875
"318",1271.25,1294.90002441406,1271.05004882812,1275.19995117188,375036,1252.14038085938
"319",1274,1279.90002441406,1255.80004882812,1271.59997558594,283213,1248.60522460938
"320",1269,1269,1219,1232.05004882812,534002,1209.77075195312
"321",1233,1254,1229.80004882812,1242.90002441406,280002,1220.42443847656
"322",1242.90002441406,1268.69995117188,1222,1228.80004882812,569926,1206.57934570312
"323",1232,1259.80004882812,1230.05004882812,1246.25,360981,1223.71374511719
"324",1243,1254.90002441406,1226.30004882812,1239.19995117188,242464,1216.79138183594
"325",1239.80004882812,1248,1205.09997558594,1216.5,336375,1194.50183105469
"326",1217,1224.90002441406,1153.80004882812,1194.55004882812,1083586,1172.94873046875
"327",1194.55004882812,1212.55004882812,1183.30004882812,1199.30004882812,347353,1177.61267089844
"328",1170.34997558594,1205.84997558594,1170.34997558594,1190.30004882812,225661,1168.77563476562
"329",1195.5,1199.09997558594,1152.34997558594,1164.94995117188,320142,1143.88403320312
"330",1156,1183.59997558594,1152,1170.30004882812,246581,1149.13720703125
"331",1165,1199,1157.09997558594,1169.59997558594,310077,1148.44982910156
"332",1176.15002441406,1196.5,1167.65002441406,1186.55004882812,173882,1165.09338378906
"333",1186.94995117188,1192.94995117188,1161.19995117188,1172.30004882812,200737,1151.10095214844
"334",1175.90002441406,1175.90002441406,1130,1142.5,625364,1121.83984375
"335",1148.19995117188,1161,1147.05004882812,1156.44995117188,235916,1135.53771972656
"336",1161.90002441406,1161.90002441406,1112.15002441406,1136.44995117188,505445,1115.8994140625
"337",1136.44995117188,1159.19995117188,1132.30004882812,1141.19995117188,270312,1120.56323242188
"338",1158.05004882812,1206.90002441406,1158.05004882812,1198.30004882812,326706,1176.63073730469
"339",1196,1215,1165.09997558594,1172.69995117188,253823,1151.49353027344
"340",1177.69995117188,1179,1154,1162.94995117188,221323,1141.92016601562
"341",1193,1193,1143.34997558594,1150.09997558594,222973,1129.30249023438
"342",1159.75,1188.5,1155.5,1170.5,257237,1149.33361816406
"343",1177.5,1212.90002441406,1175.15002441406,1198.80004882812,294036,1177.12194824219
"344",1200,1209.44995117188,1181,1190.80004882812,512288,1169.2666015625
"345",1191.5,1209,1173.30004882812,1203.30004882812,278890,1181.54040527344
"346",1211.94995117188,1234.5,1192.5,1203,1087194,1181.24584960938
"347",1209.59997558594,1266.90002441406,1209.59997558594,1238.80004882812,1342593,1216.39868164062
"348",1243,1368.69995117188,1243,1357.30004882812,3836627,1332.75598144531
"349",1350,1357.44995117188,1324,1332.30004882812,1306110,1308.20776367188
"350",1337,1375,1327.30004882812,1342.15002441406,1226417,1317.87976074219
"351",1342,1406,1330.75,1398.19995117188,1963985,1372.91613769531
"352",1400,1402.5,1368.25,1379.09997558594,731973,1354.16125488281
"353",1385.69995117188,1401.44995117188,1375,1379.94995117188,827845,1354.99597167969
"354",1380.90002441406,1398.84997558594,1365,1381.75,523008,1356.76330566406
"355",1380.5,1383.80004882812,1355.5,1374.30004882812,376393,1349.44836425781
"356",1371,1394.90002441406,1366.5,1370.59997558594,349894,1345.81506347656
"357",1379,1388,1356.09997558594,1361.05004882812,418598,1336.43798828125
"358",1361.90002441406,1366,1338,1354.69995117188,434991,1330.20263671875
"359",1357,1383,1341,1351.75,486030,1327.30603027344
"360",1392,1404.19995117188,1355.30004882812,1374.30004882812,1462438,1349.44836425781
"361",1373,1385.30004882812,1343.34997558594,1348.25,563852,1323.86938476562
"362",1353.90002441406,1357.09997558594,1330.05004882812,1344.65002441406,420849,1320.33422851562
"363",1345,1351.44995117188,1309.94995117188,1324.84997558594,1156668,1300.89245605469
"364",1320,1325.05004882812,1301.05004882812,1307.94995117188,597977,1284.29797363281
"365",1310.55004882812,1322.94995117188,1292.59997558594,1312.44995117188,688891,1288.71655273438
"366",1324.90002441406,1382,1319.30004882812,1359.19995117188,1568379,1334.62133789062
"367",1363,1386.59997558594,1356.15002441406,1370.69995117188,675302,1345.9130859375
"368",1374.40002441406,1376.44995117188,1350,1356.05004882812,527306,1331.5283203125
"369",1356.65002441406,1364.19995117188,1338.75,1341.59997558594,220036,1317.33984375
"370",1335.65002441406,1349.65002441406,1322.19995117188,1325.44995117188,369704,1301.48168945312
"371",1327.34997558594,1341.44995117188,1301.94995117188,1306.65002441406,374619,1283.02172851562
"372",1296.09997558594,1324.55004882812,1290.55004882812,1303.25,523713,1279.68298339844
"373",1303.25,1352.90002441406,1302.75,1328.65002441406,806802,1304.62377929688
"374",1327.94995117188,1337.55004882812,1313.05004882812,1318.15002441406,440764,1294.31359863281
"375",1318.15002441406,1332.09997558594,1298.5,1315.30004882812,560976,1291.51513671875
"376",1320.30004882812,1368,1317,1363.25,1433514,1338.59802246094
"377",1371,1404,1367.55004882812,1385.69995117188,1269223,1360.64208984375
"378",1372.15002441406,1398.5,1360.90002441406,1390.19995117188,739553,1365.06066894531
"379",1388.30004882812,1427,1370,1383.80004882812,1150697,1358.77648925781
"380",1380,1400,1365.09997558594,1388.05004882812,464854,1362.94970703125
"381",1388.15002441406,1398.94995117188,1367.05004882812,1373.44995117188,294619,1348.61364746094
"382",1373.65002441406,1389,1351,1364.65002441406,344053,1339.97277832031
"383",1368.5,1377.84997558594,1355,1366,209290,1341.29833984375
"384",1360.09997558594,1372.65002441406,1317.69995117188,1335.44995117188,398286,1311.30065917969
"385",1335.44995117188,1349,1314,1343.59997558594,391683,1319.30358886719
"386",1344.15002441406,1367.75,1322.90002441406,1363.05004882812,336855,1338.40185546875
"387",1363.05004882812,1378,1335.40002441406,1365.84997558594,396917,1341.15100097656
"388",1364.90002441406,1374,1329,1333.59997558594,364277,1309.48413085938
"389",1327,1356.5,1319.15002441406,1351.59997558594,343969,1327.15893554688
"390",1344,1381.5,1341,1365.55004882812,492611,1340.85656738281
"391",1355.09997558594,1359.94995117188,1275,1310.19995117188,976127,1286.50732421875
"392",1303.69995117188,1311.15002441406,1287.25,1301.65002441406,362139,1278.11218261719
"393",1290,1355.30004882812,1290,1340.25,335196,1316.01403808594
"394",1340,1355,1310.05004882812,1314.65002441406,230845,1290.87683105469
"395",1315,1340,1306,1334.40002441406,203895,1310.26965332031
"396",1331,1371,1331,1358.80004882812,399477,1334.22863769531
"397",1358.80004882812,1370.55004882812,1311.90002441406,1322.5,610748,1298.5849609375
"398",1399,1445,1345.65002441406,1360.19995117188,3189181,1335.60314941406
"399",1365,1487,1362.19995117188,1470.59997558594,3588110,1444.0068359375
"400",1470.59997558594,1508.94995117188,1461.05004882812,1483.94995117188,1815260,1457.11511230469
"401",1488,1490,1463.44995117188,1475.09997558594,561093,1448.42541503906
"402",1471.25,1489,1457.25,1466,779790,1439.49011230469
"403",1470,1475.30004882812,1445.30004882812,1451.09997558594,602866,1424.859375
"404",1448.05004882812,1464.90002441406,1425,1440.84997558594,737187,1414.79467773438
"405",1444,1472.55004882812,1422.55004882812,1461,501588,1434.58020019531
"406",1461,1480,1450.19995117188,1475.55004882812,466048,1448.86730957031
"407",1478.69995117188,1535,1477,1521.40002441406,1429654,1493.88830566406
"408",1520,1529.80004882812,1505.09997558594,1518.34997558594,619177,1490.89343261719
"409",1519.80004882812,1542.44995117188,1496.25,1508.15002441406,869797,1480.87768554688
"410",1496,1504.94995117188,1488,1493.44995117188,301790,1466.44360351562
"411",1501.90002441406,1505,1485.05004882812,1496.90002441406,320979,1469.83129882812
"412",1495.5,1509,1487,1497,314054,1469.92956542969
"413",1503,1536.44995117188,1484.80004882812,1500.19995117188,1098301,1473.07153320312
"414",1500,1512.44995117188,1473.05004882812,1494.09997558594,625979,1467.08178710938
"415",1500,1512.69995117188,1474.05004882812,1497.19995117188,626957,1470.1259765625
"416",1572,1579.69995117188,1454,1458.75,2491122,1438.13427734375
"417",1464.90002441406,1477,1430.59997558594,1458.15002441406,883257,1437.54272460938
"418",1455,1461.59997558594,1428.80004882812,1435.84997558594,408800,1415.55810546875
"419",1432,1440,1410.15002441406,1415.05004882812,605036,1395.05200195312
"420",1417,1444,1401.69995117188,1433.90002441406,790353,1413.6357421875
"421",1434.94995117188,1434.94995117188,1406.55004882812,1412.69995117188,465939,1392.73510742188
"422",1415,1475,1393,1469.34997558594,1265101,1448.58447265625
"423",1490,1519,1445,1470.5,928873,1449.71813964844
"424",1479.40002441406,1488.40002441406,1433.19995117188,1453.09997558594,410553,1432.56420898438
"425",1456,1457.44995117188,1417.75,1427.55004882812,274220,1407.37524414062
"426",1435,1444,1418.90002441406,1429.19995117188,450521,1409.001953125
"427",1431.69995117188,1433.94995117188,1394.09997558594,1400.55004882812,553438,1380.75708007812
"428",1404.40002441406,1405.84997558594,1360.19995117188,1395.5,708880,1375.77819824219
"429",1398,1408.94995117188,1360.5,1369.25,356435,1349.89892578125
"430",1355.65002441406,1383.84997558594,1348.55004882812,1379.09997558594,443258,1359.60986328125
"431",1385,1422.5,1384.94995117188,1400.44995117188,860655,1380.65832519531
"432",1409.19995117188,1430,1399,1410.65002441406,673596,1390.71411132812
"433",1407.5,1431.84997558594,1397.55004882812,1425.05004882812,381888,1404.91076660156
"434",1422,1438,1405.5,1412.25,435916,1392.29150390625
"435",1419.30004882812,1454.80004882812,1407.94995117188,1448.09997558594,649286,1427.634765625
"436",1457.15002441406,1477.25,1444.80004882812,1451.75,878725,1431.2333984375
"437",1459.90002441406,1489,1457,1483.75,594035,1462.78125
"438",1484,1494.40002441406,1480,1483.19995117188,304772,1462.23876953125
"439",1489,1493,1470.65002441406,1487.30004882812,354752,1466.28100585938
"440",1491,1531,1490.34997558594,1507.84997558594,562505,1486.54040527344
"441",1502,1540,1502,1519.40002441406,621477,1497.92724609375
"442",1520,1530.84997558594,1510,1513.75,193859,1492.35705566406
"443",1518.30004882812,1540,1518.30004882812,1536.80004882812,340507,1515.08129882812
"444",1540,1543.30004882812,1507.34997558594,1519.34997558594,289340,1497.8779296875
"445",1527,1533.25,1520,1529.65002441406,31619,1508.03247070312
"446",1526.09997558594,1527,1393,1431,2296243,1410.7763671875
"447",1459.80004882812,1489.25,1440,1461.94995117188,751366,1441.28918457031
"448",1471,1499.80004882812,1463.05004882812,1484.80004882812,457117,1463.81604003906
"449",1492.80004882812,1508,1450.09997558594,1460,551152,1439.36669921875
"450",1461,1471,1411,1414.75,519503,1394.75622558594
"451",1423.5,1446.80004882812,1412.5,1414.94995117188,620983,1394.95336914062
"452",1416,1429.94995117188,1402.05004882812,1413.90002441406,604579,1393.91821289062
"453",1422.69995117188,1469,1420.5,1463.90002441406,909619,1443.21154785156
"454",1467.90002441406,1467.90002441406,1415,1418.59997558594,504630,1398.55187988281
"455",1425,1445,1414.15002441406,1419,475250,1398.94641113281
"456",1420.05004882812,1435,1379.15002441406,1388.65002441406,506842,1369.02514648438
"457",1394,1441.5,1386.30004882812,1419.15002441406,1643108,1399.09411621094
"458",1437.44995117188,1445.40002441406,1380,1397.25,1282545,1377.50366210938
"459",1419,1428.59997558594,1398.19995117188,1403.94995117188,783234,1384.10888671875
"460",1408.80004882812,1420.80004882812,1402,1410.94995117188,472316,1391.009765625
"461",1422,1437.09997558594,1415,1421.55004882812,660964,1401.46020507812
"462",1428,1462.94995117188,1425,1455.44995117188,1123652,1434.88098144531
"463",1459.65002441406,1475.05004882812,1440.65002441406,1451.59997558594,882624,1431.08557128906
"464",1451.40002441406,1464.69995117188,1440.15002441406,1450.34997558594,337740,1429.85290527344
"465",1455,1488,1450.65002441406,1458.40002441406,989762,1437.78942871094
"466",1467.5,1480,1460,1463.94995117188,400326,1443.26098632812
"467",1465.34997558594,1476.40002441406,1440,1444.5,397266,1424.08557128906
"468",1453.5,1466.84997558594,1431,1441.19995117188,359720,1420.83227539062
"469",1450.19995117188,1450.19995117188,1414.44995117188,1416.25,308438,1396.23510742188
"470",1423.90002441406,1423.90002441406,1400,1404.40002441406,405568,1384.55249023438
"471",1404,1478.55004882812,1401.05004882812,1470.25,1204381,1449.47180175781
"472",1471.84997558594,1492.55004882812,1451.59997558594,1483.19995117188,725914,1462.23876953125
"473",1479.90002441406,1510,1459.59997558594,1465,830784,1444.2958984375
"474",1466,1474.44995117188,1402.69995117188,1411.80004882812,878632,1391.84790039062
"475",1412.5,1437,1368,1373.94995117188,1141233,1354.53271484375
"476",1380,1407,1380,1390.44995117188,735568,1370.79968261719
"477",1395,1406,1374.75,1385.5,698123,1365.91943359375
"478",1393,1397.75,1345,1353,2563372,1333.87890625
"479",1370,1389.90002441406,1366,1370.55004882812,825493,1351.18078613281
"480",1369.94995117188,1369.94995117188,1341.34997558594,1363.65002441406,1184021,1344.37829589844
"481",1371.05004882812,1394.84997558594,1370,1384.84997558594,1244195,1365.27893066406
"482",1385.44995117188,1403.55004882812,1371.15002441406,1396.40002441406,730557,1376.66552734375
"483",1400,1402.40002441406,1375.5,1379.19995117188,629259,1359.70861816406
"484",1378,1390,1365.55004882812,1386.25,476672,1366.65893554688
"485",1391.90002441406,1398.44995117188,1372.19995117188,1375.44995117188,295536,1356.01147460938
"486",1384.40002441406,1387.69995117188,1370.44995117188,1379.59997558594,344456,1360.10278320312
"487",1379.94995117188,1424.94995117188,1379.5,1418.09997558594,1085655,1398.05883789062
"488",1421.19995117188,1432.84997558594,1411.59997558594,1418.90002441406,527326,1398.84765625
"489",1417,1454,1415,1442,985801,1421.62109375
"490",1440,1442,1422.19995117188,1426.34997558594,268255,1406.19226074219
"491",1428,1509.19995117188,1428,1494.65002441406,2000143,1473.52697753906
