,BEL.NS.Open,BEL.NS.High,BEL.NS.Low,BEL.NS.Close,BEL.NS.Volume,BEL.NS.Adjusted
770,45.28333282,45.66666412,44.71666718,45.41666412,24806265,42.56521988
771,45.78333282,45.98333359,44.93333435,45.36666489,23422254,42.51836014
772,45.36666489,46.15000153,44.18333435,44.3833313,48715293,41.59676361
773,44.03333282,46.58333206,44.03333282,46.36666489,46231716,43.45558167
774,46.45000076,47.96666718,45.95000076,47.18333435,43649379,44.22097778
775,46.79999924,47.56666565,44.33333206,45.1333313,51636933,42.2996788
776,45.16666412,45.51666641,43.08333206,43.43333435,28665003,40.70641327
777,43.75,45.20000076,43.41666412,44.73333359,32119296,41.92479324
778,45.21666718,46.31666565,45.06666565,45.45000076,22656720,42.59646988
779,45.70000076,47.66666412,45.68333435,47.23333359,59326020,44.26783752
780,46.45000076,47.45000076,45.33333206,45.70000076,38633409,42.83076859
781,46.23333359,49,45.98333359,48.65000153,62059455,45.59556198
782,49.31666565,51.18333435,48.83333206,50.5,106691166,47.32941055
783,50.95000076,51.33333206,50.23333359,50.96666718,39659358,47.76677322
784,50.5,51.65000153,50.01666641,50.93333435,30333900,47.73552704
785,50.26666641,51,48.25,49,29141961,45.92358017
786,49.33333206,50.23333359,48.06666565,48.34999847,34685358,45.31439209
787,48.68333435,49.1333313,46.41666412,46.66666412,37113744,43.73674011
788,47.1333313,47.54999924,46.34999847,46.58333206,24247668,43.65864182
789,47.41666412,47.83333206,46.41666412,46.68333435,39599325,43.75236893
790,47.11666489,47.11666489,44.46666718,45.70000076,30156603,42.83076859
791,45.83333206,46.18333435,45.16666412,45.95000076,29273370,43.06507874
792,45.83333206,46.15000153,44.28333282,44.61666489,35855832,41.81544495
793,44.78333282,45.16666412,42.68333435,43.26666641,45353232,40.55021286
794,42.79999924,43.34999847,41.66666412,42.65000153,56393928,39.97226715
795,42.90000153,43.98333359,42.45000076,42.65000153,38945382,39.97226715
796,42.6333313,43.25,42.04999924,42.20000076,38253711,39.98805618
797,42.16666412,42.23333359,40.53333282,40.81666565,32029023,38.67722702
798,40.8833313,41.11666489,38.61666489,39.75,60718449,37.6664772
799,40,41.41666412,39.98333359,40.79999924,36092943,38.66143417
800,41.33333206,42.31666565,40.96666718,41.93333435,42697440,39.73536301
801,41.93333435,42.33333206,41.5,41.70000076,24134520,39.51426315
802,42,42.33333206,41.43333435,42.03333282,30019032,39.83012009
803,42.28333282,44,41.66666412,43.79999924,61276776,41.50418854
804,44.09999847,44.98333359,42.93333435,43.65000153,61173012,41.36205673
805,43.98333359,44.81666565,43.66666412,43.76666641,38346498,41.47260284
806,44.11666489,44.54999924,43.16666412,43.34999847,25322349,41.07777405
807,43.66666412,43.84999847,43,43.29999924,15591087,41.03040314
808,42.6333313,42.83333206,40.16666412,40.6333313,35499102,38.50350952
809,40.70000076,42.06666565,40.54999924,41.86666489,19430589,39.67219162
810,41.66666412,43.23333359,41.46666718,42.83333206,42679908,40.5881958
811,42.75,43.16666412,41.86666489,42.66666412,21451458,40.43026352
812,41.36666489,42.15000153,40.71666718,41.1333313,30034584,38.97729492
813,41.61666489,42.54999924,41.21666718,41.43333435,26634339,39.26157379
814,41.03333282,42.23333359,40.84999847,42.01666641,23128215,39.81433105
815,41.95000076,43,41.78333282,42.29999924,27613263,40.08280563
816,42.66666412,43.23333359,42.56666565,43.11666489,16704927,40.85667419
817,43.01666641,43.36666489,42.78333282,43.06666565,19097265,40.80929184
818,43.46666718,43.51666641,42.73333359,42.93333435,19394331,40.68294907
819,43.33333206,43.75,43.04999924,43.28333282,16660074,41.01460266
820,42.71666718,45.48333359,42.59999847,43.91666412,53187741,41.61473465
821,43.66666412,44.28333282,42.95000076,43.41666412,19524450,41.14094925
822,43.79999924,45.75,43.51666641,44.26666641,52932507,41.94639587
823,44.53333282,46.16666412,44.16666412,45.95000076,51816273,43.54150009
824,46.56666565,47.70000076,45.79999924,47.46666718,61565505,44.9786644
825,47.58333206,47.79999924,45.76666641,45.96666718,32525013,43.55728531
826,46.33333206,48.6333313,46.21666718,48.25,67119504,45.72093964
827,47.58333206,49.91666412,47.15000153,49.51666641,70482693,46.92121124
828,50.81666565,51.86666489,48.59999847,48.95000076,136024881,46.38425064
829,49.26666641,49.56666565,47.51666641,47.78333282,47657991,45.27873611
830,48.16666412,49.70000076,47.96666718,49.3833313,51486270,46.79486847
831,50.16666412,51.66666412,49.76666641,51.53333282,97548693,48.83217239
832,51.43333435,52.6333313,51.01666641,51.71666718,83953914,49.00589752
833,51.98333359,52.90000153,51,52.26666641,67499931,49.52707291
834,52.83333206,53,52.08333206,52.53333282,58163772,49.77975845
835,52.78333282,53.33333206,52.06666565,52.28333282,74623869,49.54286194
836,52.61666489,52.61666489,49.59999847,49.73333359,53594838,47.12652206
837,50,51.40000153,49.66666412,49.91666412,45070683,47.30024338
838,50.26666641,50.31666565,47.40000153,49.51666641,360249207,46.92121124
839,49.5,49.86666489,48.1333313,48.28333282,44625315,45.75252533
840,48.51666641,48.73333359,47.90000153,48.46666718,29061186,45.92625427
841,51,51,48.66666412,48.98333359,74882883,46.41583252
842,48.75,50.33333206,48.66666412,50.11666489,24742749,47.48976517
843,50.41666412,50.65000153,49.73333359,50.40000153,26792298,47.75825119
844,50.53333282,51.06666565,50.28333282,50.93333435,23574183,48.26362228
845,51,51.41666412,50.79999924,51.09999847,16889640,48.42155075
846,51.20000076,51.26666641,49.41666412,50.98333359,31918326,48.31100082
847,51.1333313,51.83333206,49.84999847,50.23333359,31016931,47.60031891
848,50.31666565,50.98333359,50.03333282,50.68333435,17381064,48.02672958
849,50.66666412,51.66666412,50.04999924,51.34999847,25835898,48.65844727
850,51,51.11666489,49.18333435,50.58333206,26533281,47.9319725
851,50.66666412,50.96666718,50.01666641,50.23333359,22951029,47.60031891
852,50,50.5,49.41666412,49.90000153,19709055,47.28445816
853,49.40000153,49.91666412,48.21666718,48.71666718,22419540,46.16315079
854,48.84999847,49,46.83333206,48.73333359,34091544,46.17894363
855,47.33333206,50,47.33333206,49.73333359,23199468,47.12652206
856,50,50.66666412,49.66666412,50.46666718,28261329,47.82141876
857,51.70000076,56.66666412,50.83333206,56.16666412,363893778,53.22264862
858,56.31666565,57.83333206,55.59999847,57.04999924,169690515,54.05967712
859,57.04999924,58.6333313,56.95000076,58.33333206,71399592,55.27574921
860,58.71666718,59.03333282,57.66666412,57.91666412,38881053,54.88091278
861,57.81666565,58.61666489,57.51666641,58.21666718,49605246,55.16519547
862,58.61666489,59.6333313,58.26666641,59.33333206,43091670,56.22332764
863,59.26666641,61.96666718,59.03333282,61.54999924,87835578,58.32381439
864,61.81666565,61.81666565,60.08333206,60.21666718,40351092,57.06036377
865,60.43333435,60.66666412,59.53333282,59.73333359,22985568,56.60236359
866,59.5,60.73333359,59.46666718,60.34999847,41588856,57.18670654
867,60.03333282,61.1333313,59.6333313,60.96666718,17834940,57.7710495
868,61.26666641,62.46666718,59.70000076,60.21666718,44887437,57.06036377
869,60.21666718,60.90000153,60.06666565,60.28333282,18512454,57.12353897
870,60.33333206,61.65000153,60.33333206,61.28333282,18021216,58.07112122
871,61.33333206,61.59999847,60.04999924,60.54999924,15530661,57.37622452
872,60.36666489,61.54999924,60.26666641,61.3833313,18423249,58.16587448
873,61.3833313,61.46666718,59.81666565,59.98333359,14669931,56.83925629
874,60.16666412,60.40000153,59.56666565,59.8833313,21219636,56.74450302
875,59.83333206,62.58333206,59.21666718,62,45407127,58.75022125
876,62.21666718,62.25,60.08333206,60.40000153,21901098,57.2340889
877,60.70000076,61.58333206,60.66666412,61.5,14278368,58.27642822
878,61.40000153,61.73333359,60.53333282,60.8833313,12770211,57.69207764
879,60.8833313,61.66666412,60.06666565,61.53333282,13753260,58.30801392
880,61.53333282,61.75,60.59999847,61.01666641,14436747,57.81843185
881,61,63.86666489,60.83333206,63.31666565,48274629,59.9978714
882,63.65000153,63.90000153,62.65000153,62.93333435,27425199,59.63463211
883,62.81666565,62.81666565,60.83333206,61.54999924,28756776,58.32381439
884,61.66666412,62.33333206,61.15000153,61.26666641,21084204,58.05532837
885,61.26666641,61.6333313,60.51666641,60.75,17656980,57.56574249
886,60.83333206,61.59999847,58.26666641,58.48333359,38353227,55.41788864
887,58.66666412,59.70000076,58.03333282,58.86666489,33065568,55.78112411
888,58.96666718,59.93333435,58.33333206,58.46666718,23813595,55.40209198
889,55,57.6333313,54.11666489,57.04999924,110821485,54.05967712
890,57.04999924,58.06666565,55.90000153,56.41666412,32690748,53.45954132
891,56.41666412,57.56666565,55.09999847,57.41666412,27235548,54.40712357
892,57.29999924,58.08333206,56.66666412,57.95000076,17966661,54.91250229
893,58.06666565,58.53333282,57.51666641,58.16666412,27821241,55.11781311
894,58.04999924,58.51666641,57.48333359,58.11666489,12560913,55.07043457
895,58.03333282,58.83333206,57.43333435,58.68333435,18039039,55.60739899
896,58.70000076,60.61666489,57.75,58.03333282,34210602,54.99147415
897,57.29999924,58.29999924,56.76666641,57.01666641,15542163,54.02809525
898,57.46666718,58.96666718,56.3833313,58.3833313,26688300,55.3231163
899,58.33333206,59.48333359,58.1333313,59.21666718,14925912,56.11278152
900,59.09999847,60.18333435,59.09999847,59.98333359,16571559,56.83925629
901,60.11666489,60.73333359,59.79999924,60.43333435,21301485,57.26567841
902,60.5,62,60.43333435,61.76666641,28167945,58.52912521
903,61.6333313,62.25,61.23333359,61.34999847,13619223,58.1342926
904,61.29999924,62.46666718,61.21666718,62.21666718,21603702,58.95553207
905,62.40000153,64.1166687,62.18333435,63.28333282,26940252,59.96628952
906,63.58333206,64.15000153,63.25,63.3833313,25664589,60.06105042
907,64,66.5166626,63.51666641,66.19999695,52170660,62.73006439
908,67.08333588,67.6333313,64.91666412,65.15000153,36365391,61.73510742
909,65.15000153,66,64.44999695,64.7666626,15882570,61.37187195
910,65.33333588,66.46666718,64.75,65.69999695,19285563,62.25628281
911,65.58333588,66.41666412,65.16666412,65.68333435,11581218,62.24047852
912,65.83333588,66.21666718,65.21666718,65.5,10518984,62.06676483
913,65.15000153,68,64.90000153,67.46666718,29010315,64.32315063
914,67.94999695,69.59999847,67.56666565,69.2666626,35238519,66.03929138
915,69.30000305,69.66666412,68.25,68.5166626,12378501,65.32423401
916,68.6166687,69.1166687,66.90000153,68.43333435,16039149,65.24479675
917,67.5,68.65000153,67.0166626,67.19999695,12243591,64.06893158
918,67.19999695,69.08333588,67.19999695,68.15000153,20777913,64.97466278
919,68.1333313,68.94999695,67.93333435,68.65000153,9672642,65.45136261
920,69,70.23332977,68.84999847,69.15000153,19379646,65.92806244
921,69.33333588,70.16666412,67.8666687,68.5,17282355,65.30833435
922,68.69999695,69.90000153,67.58333588,68,10315860,64.83164215
923,68.33333588,70.81666565,68.05000305,70.1166687,29934006,66.84970093
924,70.30000305,70.80000305,67.90000153,68.3833313,27378225,65.19712067
925,68.66666412,69.18333435,67.23332977,67.65000153,34237251,64.49794769
926,66.66666412,68.08333588,66.3833313,67.25,22069932,64.11659241
927,67.33333588,68.69999695,67.25,68.59999847,16627587,65.40367889
928,68.93333435,69.21666718,68.18333435,68.6166687,18733530,65.41957092
929,68.6333313,69.5,66,66.43333435,15618651,63.33797073
930,67,67.93333435,66.83333588,67.69999695,7587423,64.54562378
931,67.66666412,67.8833313,66.46666718,66.71666718,9881742,63.60811234
932,66.71666718,70.33333588,66.71666718,69.53333282,21749220,66.29354095
933,69.56666565,70.56666565,68.18333435,70.08333588,18331041,66.81790161
934,70.3666687,71.31666565,69.03333282,69.55000305,16863453,66.30941772
935,69.7666626,70.8833313,69.68333435,70.18333435,15404877,66.91324615
936,68.41666412,73.83333588,68.33333588,72.3833313,40084623,69.01074982
937,73.06666565,73.06666565,68.58333588,68.94999695,15424062,65.73737335
938,68.94999695,70.06666565,67.6166687,68.2666626,16082943,65.08587646
939,68.6166687,69,67.68333435,68.1333313,15707487,64.95876312
940,68.3666687,68.96666718,66.66666412,67.15000153,10288875,64.02124786
941,67.5,67.5,64.58333588,67.09999847,13207770,63.97358322
942,67.09999847,69.08333588,67.03333282,68.73332977,9505146,65.53082275
943,68.81666565,69.91666412,68.68333435,69.0166626,9492999,65.80094147
944,69.0166626,69.28333282,66.6333313,66.7666626,11429706,63.65577698
945,65.93333435,72.94999695,61.15000153,68.94999695,95295024,65.73737335
946,69.23332977,69.59999847,65.43333435,66.84999847,23954010,63.73522186
947,67.33333588,67.8666687,65.75,66.8666687,19613109,63.75112152
948,67.31666565,68.75,66.48332977,66.78333282,25307715,63.67166519
949,67.40000153,67.43333435,67.09999847,67.28333282,1434759,64.14836121
950,67.18333435,71.09999847,67.18333435,70.81666565,35893830,67.51707458
951,70.81666565,74.73332977,70.81666565,73.59999847,51756600,70.17071533
952,73.6333313,73.80000305,72.98332977,73.23332977,15949584,69.82112885
953,73.25,75,73.16666412,74.43333435,23431827,70.96521759
954,75.16666412,76,74.03333282,74.53333282,23132022,71.06056976
955,74.91666412,75.33333588,73.58333588,74.21666718,8602539,70.75863647
956,74.15000153,74.66666412,72.23332977,72.59999847,8030718,69.21731567
957,72.56666565,72.59999847,71.0166626,71.81666565,18084606,68.47048187
958,71.84999847,72.5,69.46666718,69.6166687,28766142,66.37299347
959,69.96666718,70.1333313,66.91666412,67.66666412,17243226,64.51383972
960,67.83333588,70.55000305,67.56666565,70.33333588,17089326,67.05625916
961,70.69999695,70.98332977,69,69.44999695,11478315,66.21408844
962,69.44999695,70.8666687,68.55000305,70.55000305,9875469,67.26284027
963,69.5,70.1166687,65.53333282,66.06666565,22881369,62.98839569
964,65.41666412,67.09999847,62.93333435,65.75,14850591,62.68647003
965,65.75,68.43333435,65.73332977,67.91666412,32274063,64.75218964
966,68,68.7666626,67.16666412,68.6166687,14136084,65.41957092
967,68.03333282,68.93333435,67.41666412,68.6333313,13228377,65.43547058
968,68.6166687,69.93333435,68.53333282,68.8833313,12481431,65.6738205
969,68.8833313,70.40000153,68.8833313,69.28333282,14751723,66.05519104
970,69.80000305,71.56666565,69.40000153,70.1333313,23275224,66.8655777
971,70.34999847,70.98332977,69.43333435,69.65000153,9462426,66.4047699
972,68.69999695,69.78333282,68.06666565,69.25,12294123,66.02340698
973,69.19999695,70.28333282,68.3666687,68.5166626,18276354,65.32423401
974,68.93333435,70.46666718,68.73332977,69.65000153,27024840,66.4047699
975,69.80000305,70.96666718,69.55000305,69.93333435,19438713,66.67490387
976,69.83333588,70.1166687,68.80000305,69.33333588,14031681,66.10285187
977,69.66666412,70.2666626,68.5166626,69.06666565,23209956,65.84862518
978,69.25,69.3833313,66.7666626,67.09999847,12549333,63.97358322
979,66.96666718,66.96666718,63.8833313,65.08333588,16835343,62.05087662
980,65.1333313,67.15000153,65.1333313,66.5,10884186,63.40153885
981,66.83333588,68.06666565,66.83333588,67.80000305,8943987,64.64097595
982,68.1333313,69.91666412,68.1333313,69.6333313,8703837,66.38887787
983,69.40000153,69.56666565,67.46666718,68.0166626,9183225,64.84751892
984,68,69.15000153,67.16666412,68.98332977,8676960,65.76916504
985,69.59999847,69.69999695,68.5,69.0166626,10372101,65.80094147
986,68.96666718,70.96666718,68.96666718,69.90000153,24965061,66.64311981
987,69.93333435,70.80000305,68.33333588,69.98332977,42195855,66.72255707
988,70,71,69.53333282,69.98332977,12683187,66.72255707
989,69.91666412,70.73332977,69.83333588,70.41666412,8974341,67.13571167
990,70.83333588,73.0166626,70.40000153,72.05000305,31336737,68.69293976
991,71.91666412,72.30000305,70.8666687,71.09999847,11957511,67.78720856
992,70.33333588,71.05000305,70.19999695,70.6333313,8820915,67.34229279
993,70.6333313,71.31666565,69.16666412,69.34999847,12974964,66.11875153
994,69.65000153,70.5,69.33333588,70.28333282,9408897,67.0085907
995,70.33333588,70.71666718,69.5166626,70.15000153,10022118,66.88146973
996,70.33333588,70.65000153,69.59999847,70.19999695,7794744,66.92913055
997,70.6333313,70.7666626,69.08333588,69.84999847,12144687,66.59545135
998,69.69999695,74.03333282,69.46666718,73.3666687,27463650,69.94827271
999,74,74.2666626,71.93333435,72.16666412,28842888,68.80418396
1000,72.7666626,72.83333588,69.19999695,69.44999695,17939775,66.21408844
1001,69.71666718,70.1333313,68.33333588,69.3833313,30378717,66.1505127
1002,69.66666412,70.93333435,69.15000153,70.78333282,20278191,67.48529816
1003,70.46666718,70.55000305,68.33333588,68.98332977,17723898,65.76916504
1004,68.98332977,69.58333588,65.0166626,65.7666626,20025537,62.70236588
1005,65.43333435,68.5,64.73332977,68.06666565,29718342,64.8952179
1006,67.30000305,68.7666626,66.05000305,68.30000305,23800311,65.11768341
1007,68.91666412,70.33333588,68.44999695,69.03333282,24666333,65.81682587
1008,71.56666565,73.25,69.21666718,69.90000153,53776260,66.64311981
1009,70.55000305,70.81666565,67.78333282,69.1333313,29395494,65.91217041
1010,69.84999847,70.73332977,69.5,70.25,30206025,66.97681427
1011,70.33333588,70.48332977,69.18333435,69.31666565,11555226,66.08696747
1012,69.81666565,69.8666687,68.1166687,68.2666626,17933076,65.08587646
1013,68.30000305,68.59999847,66.53333282,67.3666687,18325029,64.22782135
1014,67.40000153,67.96666718,65.46666718,66.5,26278878,63.40153885
1015,66.46666718,67.75,66.03333282,67.53333282,15305202,64.87450409
1016,67.65000153,68.25,66.83333588,67.59999847,12104241,64.93854523
1017,66.94999695,67.8833313,66.6166687,66.78333282,11505933,64.15402222
1018,65.66666412,66.46666718,64.28333282,65.30000305,31961610,62.72909546
1019,65.40000153,66.46666718,64.19999695,66.31666565,10746255,63.70573807
1020,66.58333588,67.1166687,65.5166626,66.33333588,13420629,63.72175598
1021,66.41666412,68.21666718,66.15000153,67,19166469,64.36215973
1022,66.66666412,67.19999695,66.33333588,66.66666412,10616886,64.04195404
1023,66,67.28333282,65.6166687,66.05000305,10470885,63.44956589
1024,65,66.69999695,64.44999695,65.78333282,20409699,63.19338989
1025,65.80000305,66.84999847,65.80000305,66.33333588,10145349,63.72175598
1026,65.23332977,65.58333588,62.33333206,62.61666489,24915339,60.15140152
1027,64.28333282,67.05000305,63.96666718,66.71666718,22461840,64.08998871
1028,65.68333435,70.5,65.40000153,70.15000153,35587689,67.38813782
1029,69.18333435,73.19999695,69.18333435,72,51608091,69.16530609
1030,72.66666412,73.31666565,70.8833313,71.68333435,28625697,68.8611145
1031,71.33333588,74.91666412,70.84999847,71.6333313,46128378,68.8130722
1032,70.93333435,72.80000305,68.84999847,71.41666412,38244033,68.60493469
1033,72.15000153,72.58333588,69.40000153,71,20461842,68.20468903
1034,71.46666718,75.1166687,71.06666565,74.15000153,30245265,71.23066711
1035,75.1166687,75.5,71.8833313,72.25,37328694,69.40545654
1036,72.75,72.93333435,71.3666687,71.59999847,29348391,68.78106689
1037,72,72.03333282,69.73332977,69.93333435,28491564,67.18000793
1038,69.33333588,70.05000305,67.75,68.5166626,23328489,65.81911469
1039,69.6333313,69.96666718,68.8666687,69.66666412,23656146,66.92383575
1040,70.06666565,70.59999847,69,69.80000305,36269526,67.05192566
1041,70,71.46666718,68.96666718,69.6333313,38413833,66.89182281
1042,69.7666626,70.21666718,68.33333588,69.93333435,19632078,67.18000793
1043,71.30000305,71.30000305,68.94999695,69.1333313,33279774,66.41149902
1044,68.6333313,69.68333435,68.08333588,69.16666412,15609300,66.92757416
1045,69.3666687,69.40000153,68.31666565,68.66666412,22413369,66.4437561
1046,68.66666412,68.93333435,67.84999847,68.34999847,13461477,66.13734436
1047,68.66666412,69.53333282,68.5,69.1333313,12104067,66.89532471
1048,70.6333313,70.6333313,69.21666718,69.48332977,22181898,67.2339859
1049,70.06666565,70.78333282,68.91666412,70.2666626,21738033,67.99196625
1050,70.31666565,72.33333588,70.08333588,71.69999695,45845880,69.37888336
1051,72.5,73.44999695,71.93333435,73.15000153,29426580,70.78196716
1052,73.80000305,74.56666565,72.5,72.8666687,29299197,70.50779724
1053,72.66666412,73.66666412,72.40000153,73.33333588,27765654,70.95936584
1054,74,79.30000305,73.84999847,78.1166687,162897504,75.58784485
1055,79.56666565,80.73332977,78.31666565,79.8666687,86792331,77.28119659
1056,80.6166687,82.73332977,80.34999847,81.31666565,53098242,78.68424225
1057,81.31666565,82.1333313,79.15000153,80.80000305,34166946,78.18431091
1058,81.34999847,83.41666412,81.34999847,82.3666687,35185764,79.70026398
1059,82,85.43333435,81.41666412,84.98332977,58066713,82.23221588
1060,85,86.5,82.68333435,83.43333435,39192846,80.73240662
1061,84.23332977,85.19999695,83.53333282,84.43333435,31402827,81.70001984
1062,84.81666565,86.23332977,83.96666718,84.30000305,32102493,81.57100677
1063,84.15000153,85.55000305,83.6166687,83.8833313,14025423,81.16782379
1064,83.33333588,83.33333588,80.91666412,81.93333435,15988692,79.28096008
1065,82.34999847,84.46666718,82.33333588,83.5,16455561,80.79690552
1066,82.5166626,82.98332977,80.94999695,82.16666412,13818495,79.50673676
1067,83.33333588,83.33333588,81.16666412,82.21666718,9256521,79.55512238
1068,82.58333588,83.28333282,78.91666412,79.5166626,21932493,76.94252014
1069,78.33333588,79.80000305,77.90000153,79.3833313,13942155,76.81349945
1070,79.66666412,79.94999695,76.2666626,77.06666565,16041333,74.57182312
1071,78.28333282,79.46666718,77.33333588,78.30000305,18857412,75.76524353
1072,77.41666412,78.08333588,75.75,76.05000305,16795458,73.58808136
1073,75,75.71666718,73.83333588,75.16666412,23472795,72.73334503
1074,75,76.46666718,74.03333282,74.30000305,13234959,71.89472961
1075,74.96666718,75.06666565,71.91666412,73,17541396,70.63681793
1076,73.33333588,74.3833313,72.05000305,72.7666626,23454804,70.411026
1077,73.46666718,75.23332977,72.3666687,72.91666412,12118287,70.55617523
1078,72.93333435,75.84999847,72.09999847,75.6166687,15258537,73.16876984
1079,76.2666626,77.96666718,75.3833313,77.58333588,17055900,75.07177734
1080,78.16666412,79.08333588,77.33333588,77.69999695,18878982,75.18466949
1081,76.5,76.93333435,74.73332977,75.83333588,11176905,73.37843323
1082,77,79.44999695,76.5166626,78.31666565,17729133,75.78137207
1083,78.75,80.06666565,76.7666626,77.1333313,15413691,74.63633728
1084,73.33333588,77.78333282,73.03333282,77.21666718,36815832,74.71697998
1085,77.33333588,78.48332977,75.16666412,75.44999695,12376107,73.00750732
1086,75.73332977,76.5166626,74.19999695,75.33333588,11313504,72.89461517
1087,76.66666412,77.55000305,75.73332977,76.96666718,11187723,74.47505951
1088,77.96666718,78.43333435,76.33333588,76.8833313,8326164,74.39443207
1089,77.1333313,78.65000153,76.55000305,78.25,13674072,75.71686554
1090,78.44999695,82.56666565,78.25,82.03333282,34360020,79.37771606
1091,82.73332977,83.18333435,81.3833313,81.91666412,26049855,79.26481628
1092,82.33333588,82.65000153,80.58333588,80.75,11056728,78.13592529
1093,80.30000305,81.78333282,79.43333435,81.1333313,13057254,78.5068512
1094,82,82.84999847,80.71666718,81.93333435,28241430,79.28096008
1095,82.31666565,83.48332977,81.34999847,81.7666626,24623397,79.11968994
1096,81.73332977,82.48332977,81.03333282,81.84999847,6650814,79.20031738
1097,81,82.48332977,80.5,82.23332977,9887892,79.57124329
1098,81,81,78.28333282,78.5,13056528,75.95876312
1099,78.0166626,80.80000305,78.0166626,80.44999695,11702244,77.84564209
1100,81.03333282,81.21666718,79.6166687,80.05000305,9599067,77.45859528
1101,80.40000153,81.30000305,77.03333282,77.46666718,12906030,74.95887756
1102,76.66666412,79.55000305,76.2666626,78.23332977,20333781,75.70072937
1103,78.33333588,78.75,74.56666565,75.71666718,12914700,73.26554108
1104,76.6166687,77.46666718,76.08333588,76.75,12811437,74.26541901
1105,76.3833313,76.65000153,75.0166626,75.28333282,11056173,72.84622955
1106,75.59999847,76.09999847,75.0166626,75.6333313,9004842,73.18489838
1107,76.31666565,77.96666718,76.09999847,77.83333588,9668958,75.31368256
1108,78.33333588,80.43333435,78.23332977,80.0166626,14977953,77.42631531
1109,79.81666565,80.16666412,78.2666626,78.81666565,9497565,76.2651825
1110,78.30000305,79.23332977,78.06666565,78.69999695,20182623,76.15229034
1111,78.5,79.73332977,77.2666626,78.03333282,19573899,75.50720978
1112,77.66666412,78.5,75.75,76.59999847,15324042,74.12026978
1113,76.23332977,77.55000305,75.65000153,76.56666565,13538427,74.0880127
1114,77.2666626,78.30000305,76.03333282,76.40000153,14922519,73.92675781
1115,76.59999847,77.23332977,74.71666718,77.0166626,21103464,74.52345276
1116,77.16666412,79.28333282,77.03333282,78.8833313,19351467,76.32968903
1117,79.3666687,80.81666565,77.81666565,78.66666412,21179418,76.12003326
1118,78.59999847,79.46666718,77.93333435,78.25,10090566,75.71686554
1119,77.83333588,78.93333435,76.73332977,77.41666412,12953874,74.91049194
1120,77.30000305,78.43333435,77,77.81666565,12866319,75.29755402
1121,78,79.31666565,77.8833313,79.1333313,16879224,76.57158661
1122,79.16666412,82.23332977,79.1333313,81.83333588,24300105,79.18419647
1123,83.25,86.93333435,83.05000305,84.81666565,114055476,82.07094574
1124,84.53333282,86.21666718,84.0166626,85.05000305,30352653,82.29673004
1125,86.03333282,86.16666412,84.33333588,84.96666718,16157313,82.2161026
1126,85,89.96666718,84.80000305,89.56666565,56209248,86.66717529
1127,89.94999695,90.03333282,88.46666718,88.93333435,28925541,86.05434418
1128,89.90000153,91.46666718,89.34999847,90.0166626,27481563,87.10260773
1129,90.25,90.33333588,87.66666412,88.96666718,16387791,86.08660126
1130,89.41666412,91.28333282,89.2666626,91.05000305,26434413,88.10249329
1131,91.33333588,92.30000305,90.3833313,90.78333282,26787639,87.8444519
1132,91.33333588,92.09999847,90.66666412,91.73332977,14660187,88.76369476
1133,92.06666565,95.93333435,90.96666718,94.73332977,24181113,91.66659546
1134,95.30000305,95.68333435,93.03333282,94,32577612,90.95698547
1135,94.33333588,94.69999695,91.33333588,92.28333282,15700254,89.29589844
1136,92.75,95.83333588,91.98332977,94.71666718,39839988,91.65046692
1137,94.96666718,95,89.08333588,92.05000305,80363784,89.07012939
1138,91.81666565,94.53333282,91.59999847,93.94999695,21774303,91.40511322
1139,93.93333435,96.09999847,93.58333588,95.80000305,28967340,93.20500183
1140,96.16666412,97.41666412,95.21666718,95.81666565,23053884,93.22121429
1141,96,97.3833313,95.73332977,97.03333282,13774848,94.40491486
1142,97.5,98.44999695,96.71666718,97.91666412,18326535,95.26432037
1143,98.41666412,98.56666565,96.8666687,97.1166687,12973041,94.48600006
1144,97.0166626,98.16666412,95.58333588,96.25,16134525,93.64280701
1145,96.5,97.40000153,94.44999695,95.03333282,17598678,92.45909882
1146,95,96.75,94.2666626,96.3666687,18811092,93.75630951
1147,95.7666626,99.8666687,95.6333313,99.48332977,30535758,96.78855133
1148,100,100.3000031,97.16666412,98.0166626,20796507,95.36161041
1149,98.5166626,99.7666626,98.34999847,98.90000153,22580238,96.22101593
1150,99.16666412,102.6333313,99.16666412,101.7833328,31345068,99.02626038
1151,100.5999985,103.7666626,100.2166672,102.9499969,27834195,100.1613083
1152,103.7666626,103.9499969,101.0500031,102.1666641,25458348,99.39920807
1153,102.2833328,106.9333344,102,106.5999985,33768936,103.7124405
1154,107,109.9000015,106.8333359,108.1833344,37018653,105.2528915
1155,109.2833328,109.6333313,108.1166687,109.3000031,24073551,106.339325
1156,109.8166656,111.2666626,108.2666626,108.5500031,28364094,105.609642
1157,108.8000031,109.9166641,108.5833359,109.75,14016204,106.7771301
1158,110.3333359,110.4666672,109.0333328,109.3833313,13824843,106.4203949
1159,109.6666641,110.9333344,109.2333298,109.3833313,16733637,106.4203949
1160,109.9499969,113.2666626,108.6833344,112.8499985,39074646,109.7931519
1161,113.5,113.8666687,111.6833344,111.9333344,18851928,108.9013138
1162,111.6666641,113.1500015,111.0166626,111.9666672,48838458,108.9337387
1163,114.6500015,114.6500015,108.5999985,111.0999985,25552945,108.0905533
1164,111.3499985,113.5,109.4499969,111,27675466,107.9932556
