"","HINDCOPPER.NS.Open","HINDCOPPER.NS.High","HINDCOPPER.NS.Low","HINDCOPPER.NS.Close","HINDCOPPER.NS.Volume","HINDCOPPER.NS.Adjusted"
"61",63.9000015258789,65.1500015258789,63.4000015258789,64.9000015258789,1459845,62.3065452575684
"62",64.5,68.3000030517578,64.5,67.5,3173187,64.8026504516602
"63",67.8499984741211,68.4000015258789,65.5,66.0500030517578,2373809,63.4105911254883
"64",66.9000015258789,68.5999984741211,66.9000015258789,68.1999969482422,1685379,65.4746627807617
"65",68.0999984741211,74.8000030517578,67.4000015258789,72.0999984741211,7519072,69.2188186645508
"66",72,72.5,70.6500015258789,71.4000015258789,2355726,68.5467987060547
"67",72.25,74.25,71.6500015258789,72.8000030517578,3430130,69.8908615112305
"68",73.4000015258789,74.9000015258789,71.6999969482422,74.3000030517578,3321999,71.3309097290039
"69",74.3000030517578,75.0999984741211,72.6999969482422,73.4499969482422,3165849,70.5148773193359
"70",73.3000030517578,74.0500030517578,71.8499984741211,72.4000015258789,1600750,69.5068359375
"71",71.3000030517578,72.9000015258789,71.25,72.0500030517578,1244104,69.1708221435547
"72",72.75,74.0999984741211,72.0999984741211,72.3499984741211,1570128,69.4588241577148
"73",72.6999969482422,72.9000015258789,71.1999969482422,71.4000015258789,955600,68.5467987060547
"74",72.9000015258789,82.0500030517578,72.5999984741211,79.8000030517578,27396298,76.6111221313477
"75",78.5,78.8000030517578,76,77.0500030517578,5374298,73.9710235595703
"76",77.3000030517578,78.5,76.1999969482422,76.6500015258789,3094016,73.5870056152344
"77",75.6999969482422,75.75,74.0999984741211,74.6500015258789,2423737,71.6669158935547
"78",74,77.25,74,75.3000030517578,3401736,72.2909469604492
"79",75.3499984741211,76.3499984741211,74.25,74.4499969482422,1954278,71.4749145507812
"80",74.8000030517578,75.5999984741211,74,74.1500015258789,1394736,71.186897277832
"81",74.5,74.6999969482422,73,73.3499984741211,1302745,70.4188690185547
"82",73.6999969482422,73.9000015258789,70.0500030517578,70.6500015258789,1284273,67.826774597168
"83",70.5500030517578,71.9499969482422,70.0999984741211,70.4000015258789,1068621,67.5867538452148
"84",70.5,71.25,69,69.6500015258789,1036548,66.8667297363281
"85",70,70.9000015258789,69.6500015258789,70.0999984741211,1080649,67.2987518310547
"86",70.5999984741211,74.3499984741211,69.8000030517578,72.25,2968461,69.3628311157227
"87",72.4000015258789,73.5999984741211,71.5,71.6999969482422,1184816,68.8348083496094
"88",71.9000015258789,73,70.5999984741211,71.0500030517578,1452132,68.2107849121094
"89",71.4000015258789,76.8000030517578,71.1500015258789,74,6339367,71.0429000854492
"90",74.5999984741211,75.0999984741211,71.5999984741211,72.4000015258789,1320081,69.5068359375
"91",72.4000015258789,74.3499984741211,70.4000015258789,70.8499984741211,1673302,68.0187683105469
"92",70.6999969482422,71.25,69.1500015258789,70.25,1405146,67.4427490234375
"93",70.5500030517578,72.3000030517578,70.5500030517578,71.5,1080392,68.6428070068359
"94",71.6500015258789,72.1999969482422,69,69.25,996906,66.4827194213867
"95",69.9000015258789,70.5,67.4000015258789,67.9499969482422,993920,65.2346420288086
"96",67.75,69.6500015258789,67.75,68.6999969482422,984018,65.9546966552734
"97",68.75,73.75,68.5999984741211,70,2910170,67.2027359008789
"98",70.5,71.6999969482422,69.8000030517578,70.3000030517578,1154617,67.4907531738281
"99",70.6999969482422,71.8499984741211,70.5999984741211,71.1500015258789,1291727,68.3067932128906
"100",71.6500015258789,72.25,70.8000030517578,71.3499984741211,984121,68.4987945556641
"101",72.5,77,72.0999984741211,74.9499969482422,5882151,71.9549407958984
"102",74.6500015258789,76.5,74.3000030517578,75.75,2336352,72.7229614257812
"103",72,72.75,70.1500015258789,70.4499969482422,2722228,67.6347503662109
"104",70.0500030517578,71.8000030517578,68.0999984741211,68.75,1679272,66.0026931762695
"105",69.4499969482422,69.8000030517578,66.1500015258789,66.5,1262690,63.842601776123
"106",67,67.5500030517578,64.25,64.5999984741211,1294209,62.0185317993164
"107",65.6999969482422,67.6500015258789,64.25,67.3000030517578,2312598,64.6106338500977
"108",68.9000015258789,70.5,68.3000030517578,69.8499984741211,2336659,67.0587387084961
"109",70,71.6999969482422,69.5999984741211,70.5500030517578,1953108,67.7307739257812
"110",70.75,71.6999969482422,70.1500015258789,70.4499969482422,1012468,67.6347503662109
"111",70.3499984741211,74.4000015258789,69.8000030517578,73.4000015258789,5665388,70.4668807983398
"112",73,73.1999969482422,71,71.3499984741211,1975055,68.4987945556641
"113",71.75,73.6999969482422,71.3000030517578,73,4322615,70.0828628540039
"114",73,73.4499969482422,71.0500030517578,71.5999984741211,1670196,68.7387924194336
"115",70.8000030517578,73.0999984741211,69.6500015258789,70.8000030517578,2955574,67.9707794189453
"116",70.25,71.1999969482422,69.1500015258789,69.5500030517578,1339348,66.7707290649414
"117",69.5500030517578,70.4000015258789,69.1500015258789,69.5500030517578,1118095,66.7707290649414
"118",69.5999984741211,69.8000030517578,67.8499984741211,68.1500015258789,1040429,65.4266738891602
"119",67.9499969482422,68.5,67.0500030517578,67.5,970126,64.8026504516602
"120",67.3000030517578,68.8000030517578,66.1999969482422,66.4499969482422,1283594,63.7945976257324
"121",66.1500015258789,67.25,65.0500030517578,65.25,898178,62.6425514221191
"122",65.4000015258789,65.75,61.75,62.0499992370605,1531078,59.5704307556152
"123",61.7000007629395,62.9000015258789,60.25,60.6500015258789,1307020,58.2263832092285
"124",61.7999992370605,62.6500015258789,61.25,62.4000015258789,1041245,59.9064483642578
"125",62.75,63,60.4000015258789,60.8499984741211,1157436,58.4183807373047
"126",60.9000015258789,61.9000015258789,60.0499992370605,60.9000015258789,1147051,58.4663848876953
"127",60.7000007629395,61.9000015258789,60.25,60.8499984741211,1290923,58.4183807373047
"128",60.5999984741211,61.0999984741211,60.2999992370605,60.4000015258789,677447,57.9863662719727
