"","INFY.NS.Open","INFY.NS.High","INFY.NS.Low","INFY.NS.Close","INFY.NS.Volume","INFY.NS.Adjusted"
"257",707.200012207031,730,707.200012207031,726.599975585938,19671304,619.600036621094
"258",729.900024414062,737.799987792969,728.5,736.799987792969,9658944,628.298156738281
"259",735.799987792969,739,729.099975585938,733.349975585938,6903771,625.356079101562
"260",730,736.200012207031,726.299987792969,730.950012207031,5902151,623.309448242188
"261",738.200012207031,751,734,745,8129422,635.290588378906
"262",741.25,749,734,745.349975585938,6723375,635.588989257812
"263",742.349975585938,742.599975585938,729.200012207031,731.650024414062,7212099,623.90625
"264",728.099975585938,736.099975585938,721,732,7429783,627.63623046875
"265",728,737.900024414062,724.25,730.349975585938,5543112,626.221496582031
"266",731,732.599975585938,719,727.950012207031,7944693,624.163757324219
"267",725.5,732.849975585938,716.5,727.900024414062,6760819,624.120849609375
"268",727.900024414062,734.799987792969,721.099975585938,725.900024414062,5763026,622.406005859375
"269",726,751.299987792969,726,749.549987792969,13825233,642.684143066406
"270",751.349975585938,762.5,744.5,757.049987792969,6276585,649.114868164062
"271",757,762.5,749.200012207031,755.900024414062,3945391,648.128723144531
"272",747,759.950012207031,747,754.849975585938,4694366,647.228454589844
"273",755.549987792969,766.950012207031,754.349975585938,763.299987792969,5880482,654.473815917969
"274",763.049987792969,769.450012207031,761,764,3961797,655.073913574219
"275",760,772.25,754.900024414062,760.900024414062,5915169,652.415954589844
"276",766.900024414062,768.75,759,762.799987792969,5500216,654.044982910156
"277",760.349975585938,760.349975585938,741,750.450012207031,7310690,643.455749511719
"278",751,753,737.25,740.049987792969,4610535,634.538513183594
"279",742.299987792969,746.5,732.599975585938,741.950012207031,5586389,636.167663574219
"280",742.349975585938,747.650024414062,736,741.049987792969,5346825,635.395935058594
"281",739.099975585938,740.549987792969,721.299987792969,724.299987792969,9401334,621.033996582031
"282",727,743,726.049987792969,740.700012207031,5210675,635.095825195312
"283",738,738,727.099975585938,733.450012207031,7202786,628.879577636719
"284",732.5,738.200012207031,728,734.950012207031,3750833,630.165649414062
"285",735.549987792969,758,735.549987792969,754.900024414062,6547552,647.271240234375
"286",748.599975585938,752.599975585938,740.150024414062,742.5,8319610,636.639221191406
"287",745,746.400024414062,732.75,735.25,5936354,630.4228515625
"288",738.700012207031,742.400024414062,732.299987792969,734.299987792969,8559921,629.608337402344
"289",735.5,743.400024414062,735.5,741.900024414062,3998826,636.124755859375
"290",740.5,742.5,730.25,732.5,4826505,628.065002441406
"291",736.099975585938,736.099975585938,727,732.5,6076668,628.065002441406
"292",734,734.5,720.549987792969,722.950012207031,5951551,619.876525878906
"293",722.950012207031,722.950012207031,710.650024414062,712.349975585938,7193994,610.787780761719
"294",713.299987792969,718.5,709.400024414062,711.25,9932198,609.844665527344
"295",709,714.950012207031,705.599975585938,706.950012207031,11997387,606.15771484375
"296",710,718.599975585938,706.299987792969,708.450012207031,11348867,607.44384765625
"297",714,714.900024414062,706.200012207031,708.349975585938,6415187,607.358032226562
"298",712,723.75,709.599975585938,718.549987792969,14638664,616.103820800781
"299",721.549987792969,723.700012207031,705.349975585938,710.200012207031,8065544,608.944396972656
"300",712.799987792969,726.5,707.400024414062,722.25,8917337,619.2763671875
"301",727.25,742.299987792969,727.150024414062,738.950012207031,13471173,633.595397949219
"302",745,746.349975585938,732.299987792969,743.099975585938,8883260,637.153625488281
"303",742.400024414062,742.400024414062,730.549987792969,735.25,7644966,630.4228515625
"304",735.25,735.25,719.099975585938,727.75,9406261,623.992126464844
"305",730,732.299987792969,727.150024414062,729.700012207031,7387487,625.664184570312
"306",730,745,730,737.799987792969,9277241,632.609313964844
"307",742,760,742,755.099975585938,6584982,647.442749023438
"308",759,765.799987792969,754.599975585938,759.400024414062,7283600,651.129760742188
"309",756,758.5,746.799987792969,753.299987792969,6897127,645.8994140625
"310",751.400024414062,753.799987792969,745.099975585938,747.900024414062,7688525,641.269348144531
"311",750.900024414062,760.950012207031,748,759.299987792969,6276040,651.044006347656
"312",763.049987792969,770,755.400024414062,767.25,4919911,657.860534667969
"313",770,773,758.200012207031,760.599975585938,6730692,652.158630371094
"314",764,766.700012207031,751.299987792969,752.700012207031,7031088,645.384948730469
"315",751.75,751.75,740.049987792969,742.700012207031,8200995,636.810791015625
"316",743.099975585938,751.549987792969,740.599975585938,747.75,7043212,641.140808105469
"317",724.700012207031,731.349975585938,712.599975585938,727.5,31574803,623.777893066406
"318",727.900024414062,727.900024414062,714.099975585938,724.099975585938,12524411,620.862609863281
"319",722.5,722.5,712.75,717.049987792969,13801105,614.817749023438
"320",717.049987792969,725.75,715,721.049987792969,6455426,618.247497558594
"321",723.900024414062,730,718.400024414062,728.200012207031,5516668,624.377990722656
"322",728.200012207031,737.900024414062,724,736.450012207031,8285120,631.451721191406
"323",736.450012207031,737.650024414062,727.049987792969,728.549987792969,8005235,624.678161621094
"324",731,739.799987792969,729,738,6895168,632.780883789062
"325",738,753.799987792969,738,751.349975585938,9920046,644.227478027344
"326",747,748.400024414062,729.5,730.799987792969,6351352,626.607360839844
"327",722.900024414062,731,718.200012207031,723.599975585938,6348116,620.433776855469
"328",715,721.799987792969,710.650024414062,718.400024414062,8858265,615.975280761719
"329",720.400024414062,727.900024414062,718.700012207031,724.549987792969,5747536,621.248413085938
"330",721,726,716.5,719.349975585938,6247642,616.789855957031
"331",719.150024414062,730.299987792969,715.799987792969,721.049987792969,7396525,618.247497558594
"332",720.799987792969,726,715,716.849975585938,8352335,614.646240234375
"333",716.549987792969,726.450012207031,712.099975585938,719.700012207031,6808993,617.089904785156
"334",716.5,717.75,703.599975585938,713.849975585938,10513001,612.074035644531
"335",714.900024414062,725.200012207031,712.599975585938,716.099975585938,6668929,614.003112792969
"336",720,737,719.099975585938,733.099975585938,6468556,628.579528808594
"337",733.150024414062,735.799987792969,720.099975585938,723.900024414062,8155948,620.691162109375
"338",719.700012207031,726.400024414062,706,722.400024414062,11213708,619.405029296875
"339",722.650024414062,722.650024414062,707.700012207031,709.299987792969,8645535,608.172729492188
"340",710,718.25,707,709.75,5795713,608.558471679688
"341",715,716.700012207031,697.450012207031,701.049987792969,7233736,601.098876953125
"342",703.799987792969,711.75,700.450012207031,709.200012207031,7016424,608.086975097656
"343",707.400024414062,713.799987792969,705.5,708.099975585938,10247544,607.143737792969
"344",712,733.450012207031,709.799987792969,728.099975585938,23860490,624.292236328125
"345",725.5,733.650024414062,723.650024414062,727.799987792969,10293077,624.034973144531
"346",727,737.25,722.549987792969,733.549987792969,15089296,628.96533203125
"347",736.5,742.950012207031,733.200012207031,737.75,8290306,632.56640625
"348",729.799987792969,750.900024414062,729,744.650024414062,7744761,638.482788085938
"349",737.25,739.450012207031,733.150024414062,735.299987792969,11733702,630.465637207031
"350",736.5,744.650024414062,733.650024414062,735.599975585938,7563925,630.723022460938
"351",735.849975585938,743.950012207031,735.849975585938,739.099975585938,3218358,633.724060058594
"352",740.099975585938,754.099975585938,740.099975585938,753.5,4435148,646.070861816406
"353",755,759,750.5,754.900024414062,5733127,647.271240234375
"354",756.950012207031,756.950012207031,745,753.799987792969,8738342,646.328125
"355",740,747.200012207031,740,742.650024414062,4808577,645.763000488281
"356",743.849975585938,745.5,738.25,740.450012207031,5556353,643.849975585938
"357",743,744.5,737.799987792969,740.549987792969,3085588,643.936950683594
"358",740.200012207031,752.450012207031,740.200012207031,750.150024414062,6202838,652.284545898438
"359",752.5,755.400024414062,748.599975585938,751.900024414062,4596253,653.806213378906
"360",737.799987792969,756.900024414062,735.900024414062,754.900024414062,7148684,656.414855957031
"361",755,755,747.150024414062,750.200012207031,13200318,652.327941894531
"362",751.900024414062,751.900024414062,742.650024414062,745.5,4758178,648.241088867188
"363",744,750.900024414062,737.299987792969,748.099975585938,3677911,650.501953125
"364",743,751.450012207031,738,739.200012207031,5447130,642.763000488281
"365",742,744.700012207031,728.150024414062,730.549987792969,11122346,635.241455078125
"366",735.5,739.5,728.5,732,5919494,636.502502441406
"367",735,737.5,729.849975585938,731.299987792969,3224968,635.893676757812
"368",734,741.650024414062,730.099975585938,740,4837606,643.458740234375
"369",741,743.200012207031,730,731.299987792969,5958379,635.893676757812
"370",729,736.400024414062,728.599975585938,733.799987792969,3274064,638.067565917969
"371",735,736.400024414062,713.5,718,4926289,624.328735351562
"372",716.450012207031,724.950012207031,712.299987792969,717.599975585938,7177092,623.98095703125
"373",718,719.849975585938,709.049987792969,715.5,5022638,622.155151367188
"374",709,722.700012207031,706.5,717.25,7573816,623.676696777344
"375",719.450012207031,723.5,709.599975585938,721.5,6252688,627.372131347656
"376",722.5,730.599975585938,719.599975585938,726.75,7874441,631.937255859375
"377",763,781.650024414062,754.200012207031,779.349975585938,31064152,677.674987792969
"378",777,787.799987792969,776,784.849975585938,9924322,682.457397460938
"379",783.900024414062,795,776.75,794.150024414062,6754348,690.544311523438
"380",789.049987792969,798.5,786.200012207031,792.700012207031,6534471,689.283447265625
"381",788.700012207031,794.5,781.25,785.400024414062,6812754,682.935729980469
"382",785.950012207031,792,782.049987792969,784.400024414062,7107151,682.066284179688
"383",787,804,785.549987792969,790.049987792969,10782564,686.97900390625
"384",788,793.75,783.599975585938,786.299987792969,5745146,683.718322753906
"385",788.25,800.200012207031,787.650024414062,794.5,9773568,690.8486328125
"386",792.299987792969,795,782.200012207031,787,4941763,684.327026367188
"387",789.5,796.950012207031,786.200012207031,791.450012207031,6244316,688.196472167969
"388",791.900024414062,797.799987792969,788.549987792969,792.700012207031,8673253,689.283447265625
"389",790.849975585938,799.799987792969,781.599975585938,793.650024414062,7350584,690.109497070312
"390",786.450012207031,788.400024414062,764.400024414062,768.849975585938,10066407,668.544860839844
"391",765.049987792969,779.900024414062,762.25,775.599975585938,10838336,674.414245605469
"392",772.599975585938,785.900024414062,768.650024414062,776.700012207031,9976238,675.370727539062
"393",778.799987792969,783.700012207031,769.799987792969,774.450012207031,9331718,673.414184570312
"394",778.900024414062,783.450012207031,772.349975585938,776.099975585938,5130457,674.848999023438
"395",782.700012207031,792.75,781.25,788.75,8009009,685.848693847656
"396",792,796.75,784.799987792969,789.849975585938,4362520,686.805053710938
"397",784.150024414062,786,760.150024414062,764.75,7517099,664.979736328125
"398",775.099975585938,778.25,768,774.799987792969,5940968,673.718688964844
"399",780,780.049987792969,762.5,774.549987792969,5128088,673.501220703125
"400",775.599975585938,783,773.349975585938,777.650024414062,3881451,676.19677734375
"401",785.200012207031,798,783.849975585938,792.75,8435344,689.326904296875
"402",793,803.75,793,799.450012207031,5926896,695.152770996094
"403",799.900024414062,801.299987792969,792.349975585938,795.700012207031,5222488,691.891967773438
"404",796.450012207031,809.950012207031,795.799987792969,802.200012207031,6895015,697.544006347656
"405",795.900024414062,806.799987792969,786.900024414062,802.549987792969,5412074,697.848327636719
"406",791,794.950012207031,781.099975585938,784.650024414062,16061642,682.283569335938
"407",787.400024414062,805,786.299987792969,802.5,5881134,697.804870605469
"408",795.5,809.700012207031,795.5,806.950012207031,7830413,701.674255371094
"409",810,817.349975585938,802,814.900024414062,8174186,708.587158203125
"410",815,822.400024414062,812.049987792969,814.25,5647088,708.02197265625
"411",810.75,822.450012207031,810.25,821.299987792969,6199015,714.152221679688
"412",830.099975585938,837.5,826.650024414062,834.049987792969,7926895,725.23876953125
"413",843.299987792969,847,835.049987792969,840.150024414062,6106841,730.54296875
"414",836.799987792969,840.299987792969,827.549987792969,829.099975585938,4377870,720.934448242188
"415",822.299987792969,828.549987792969,814.150024414062,820.099975585938,7981036,713.108703613281
"416",816.400024414062,819.849975585938,810.849975585938,816.400024414062,4400017,709.891357421875
"417",818.099975585938,831.049987792969,817.5,829.299987792969,4832021,721.108459472656
"418",832.049987792969,837.950012207031,820.549987792969,827.700012207031,4846496,719.717224121094
"419",831.5,835,820.549987792969,831.25,5540901,722.804138183594
"420",829.900024414062,832.950012207031,824,829.849975585938,3199389,721.586730957031
"421",824.849975585938,827,815.200012207031,820.700012207031,6601607,713.630493164062
"422",822.900024414062,835,802,805,22462366,699.978698730469
"423",806.900024414062,806.900024414062,741.900024414062,764.349975585938,17279260,664.631958007812
"424",765,798.650024414062,765,794.049987792969,13717998,690.457275390625
"425",787.700012207031,801,781.650024414062,792.650024414062,9313576,689.239929199219
"426",787.75,797,778.099975585938,782.549987792969,18442824,680.457458496094
"427",787.049987792969,794.25,780.099975585938,782.200012207031,5087642,680.153198242188
"428",785.099975585938,808,784.150024414062,805.650024414062,8178091,700.543884277344
"429",807,807.549987792969,791.549987792969,793.549987792969,5881438,690.022399902344
"430",792.549987792969,797.849975585938,784.150024414062,785.599975585938,5497672,683.109619140625
"431",790,797.599975585938,787.049987792969,793.450012207031,8201713,689.935668945312
"432",794.849975585938,802,786.099975585938,789.549987792969,3679845,686.544250488281
"433",795.450012207031,795.900024414062,778.799987792969,783.650024414062,6335025,681.4140625
"434",785.400024414062,794.700012207031,776.599975585938,783.049987792969,10402917,680.892333984375
"435",781.5,823.799987792969,776.599975585938,814.799987792969,20636344,708.500183105469
"436",786.75,797,780,786.099975585938,15150858,683.54443359375
"437",773.099975585938,775.950012207031,765,768.299987792969,13762133,668.066589355469
"438",765.25,775.950012207031,761.549987792969,771.450012207031,10767032,670.805603027344
"439",767,770.549987792969,765.099975585938,769.5,9860495,669.110046386719
"440",763.799987792969,773.799987792969,760,767.849975585938,10037200,667.675354003906
"441",691.099975585938,691.099975585938,638.349975585938,643.549987792969,90152532,565.483215332031
"442",630,656.650024414062,615.099975585938,650.599975585938,60516887,578.874145507812
"443",650,653.200012207031,632,635.349975585938,25666433,565.305236816406
"444",647,652.5,636,637.450012207031,16549337,567.173828125
"445",651.099975585938,652.5,645.549987792969,648.849975585938,2945281,577.31689453125
"446",651,653.75,647,650.650024414062,16709764,578.918518066406
"447",660.400024414062,671.400024414062,656.200012207031,660.599975585938,22879467,587.771545410156
"448",668.400024414062,695.450012207031,666.099975585938,685.599975585938,27405901,610.015319824219
"449",690,694,682.599975585938,687.900024414062,9713519,612.061950683594
"450",681.799987792969,732.5,678.150024414062,709,29381982,630.835571289062
"451",708.75,708.75,691.5,696.099975585938,12897805,619.35791015625
"452",695.799987792969,721.5,692,712.299987792969,21372589,633.771911621094
"453",717,724.349975585938,712.099975585938,720.099975585938,13733737,640.711975097656
"454",722,724.25,705.5,708.150024414062,8585630,630.079345703125
"455",698.900024414062,707.200012207031,698,704.400024414062,6951494,626.742858886719
"456",696.5,700,687.75,691.349975585938,9973690,615.131469726562
"457",696.349975585938,709.799987792969,696.349975585938,705.299987792969,10539902,627.543640136719
"458",709.049987792969,712.950012207031,702.299987792969,703.900024414062,7362623,626.298034667969
"459",705,710,699.299987792969,705.200012207031,7490916,627.45458984375
"460",709.900024414062,714,705,712.849975585938,6495885,634.26123046875
"461",712.799987792969,715,705,713,6142171,634.394653320312
"462",715.5,721.450012207031,710.5,713.25,9692973,634.617126464844
"463",711.75,712,685.099975585938,693.200012207031,14415826,616.777526855469
"464",693.349975585938,705.150024414062,693.200012207031,698.099975585938,7334511,621.137390136719
"465",705,707.25,686,690.599975585938,27253106,614.464172363281
"466",694.25,697.650024414062,690.099975585938,695.75,3861635,619.046447753906
"467",699.099975585938,703.349975585938,694.049987792969,701.849975585938,4837683,624.473999023438
"468",700.900024414062,702.299987792969,691.549987792969,696.349975585938,4262379,619.580261230469
"469",703.099975585938,704,690.299987792969,692.700012207031,9383736,616.332702636719
"470",692.700012207031,699.700012207031,688.549987792969,698.349975585938,5239013,621.35986328125
"471",697,710.5,693.349975585938,708.849975585938,7427886,630.7021484375
"472",706.450012207031,715.900024414062,703.799987792969,714.849975585938,4814422,636.040710449219
"473",715.950012207031,720,709.599975585938,715.099975585938,5226096,636.263305664062
"474",716,722.349975585938,714.25,717.25,6435865,638.17626953125
"475",713,718.5,710,714.549987792969,4457939,635.773864746094
"476",716.599975585938,722.700012207031,713,721.049987792969,6043554,641.557189941406
"477",718.5,720.700012207031,699.549987792969,702.099975585938,11112042,624.696350097656
"478",700.349975585938,712.900024414062,700.349975585938,711.299987792969,10302412,632.882019042969
"479",712.299987792969,720.200012207031,710.200012207031,714,5616324,635.284484863281
"480",719.700012207031,731.25,715,729.700012207031,10525565,649.253601074219
"481",731,737.299987792969,722.75,732.450012207031,12215295,651.700500488281
"482",733.5,735.950012207031,724.599975585938,730.849975585938,7199210,650.27685546875
"483",731,735,728.25,731.549987792969,7794167,650.899597167969
"484",732.150024414062,737.299987792969,731.650024414062,736,4975608,654.859069824219
"485",736.950012207031,736.950012207031,728.299987792969,733.400024414062,2890759,652.545776367188
"486",732,734.549987792969,726.549987792969,728.950012207031,3821806,648.586364746094
"487",729.75,737.5,728.849975585938,736.950012207031,3399094,655.704345703125
"488",736.099975585938,737.950012207031,727.25,732.900024414062,5368416,652.100830078125
"489",729.700012207031,737.75,725.450012207031,731.150024414062,6927885,650.543762207031
"490",735,740,732.549987792969,736.849975585938,2112415,655.615234375
"491",738.900024414062,740.799987792969,730.900024414062,734.700012207031,5658200,653.702453613281
"492",733.900024414062,748,733.900024414062,746,7882938,663.756591796875
"493",746.099975585938,753.799987792969,736.5,738.849975585938,6519403,657.394836425781
"494",738,742.599975585938,725.099975585938,727.900024414062,7899363,647.652038574219
"495",724.950012207031,729,708.299987792969,718.200012207031,8639443,639.021545410156
"496",721.700012207031,731.5,714.299987792969,727.549987792969,13521186,647.340637207031
"497",740.450012207031,742.900024414062,730.5,738.150024414062,9341405,656.77197265625
"498",760,777.5,755,773.549987792969,36952038,688.269287109375
"499",769.950012207031,776.950012207031,767.200012207031,775.650024414062,11414418,690.137817382812
"500",773.849975585938,773.849975585938,762.150024414062,767.549987792969,6047430,682.930786132812
"501",770.700012207031,772.5,760.25,767,5740586,682.44140625
"502",770.700012207031,772.900024414062,762.25,767.849975585938,3762957,683.197692871094
"503",771.599975585938,774.400024414062,762.950012207031,768.450012207031,3887680,683.731750488281
"504",768.450012207031,770.5,760.75,762.5,4448374,678.4375
"505",768.450012207031,778,766,770.200012207031,9733935,685.288696289062
"506",777.099975585938,785.5,776.700012207031,784.349975585938,12528017,697.878540039062
"507",775.75,786.5,773.599975585938,782.75,7540490,696.455139160156
"508",779.049987792969,784.799987792969,774.400024414062,778.099975585938,3741610,692.317626953125
"509",781,781.799987792969,772,778,5121009,692.228637695312
"510",786.599975585938,792.799987792969,784.25,789.700012207031,6832757,702.638793945312
"511",789.700012207031,789.700012207031,778,780.700012207031,3859680,694.631103515625
"512",780.549987792969,784.950012207031,771.599975585938,775.950012207031,6092028,690.40478515625
"513",782,790.950012207031,764.5,767.400024414062,6416745,682.797424316406
"514",770.099975585938,789.900024414062,770.099975585938,787.849975585938,5771311,700.992797851562
"515",781,786,774.400024414062,784.549987792969,6310409,698.056640625
"516",784.349975585938,786.799987792969,770,771.349975585938,7341622,686.311767578125
"517",775.950012207031,778.849975585938,771,777.299987792969,2853344,691.60595703125
"518",774,778,769.75,773.200012207031,3827682,687.957885742188
"519",779,779.099975585938,769.200012207031,773.549987792969,4312817,688.269287109375
"520",775.799987792969,783.25,775.099975585938,781.049987792969,2948825,694.942504882812
"521",785,794,782.200012207031,792.25,4387430,704.90771484375
"522",794.5,799.200012207031,784.599975585938,786.450012207031,5321680,699.747131347656
"523",790.299987792969,793.450012207031,783.299987792969,789.450012207031,2929629,702.416381835938
"524",785,799.049987792969,783.650024414062,797.650024414062,5083346,709.71240234375
"525",800,804.849975585938,796.150024414062,800.450012207031,3985192,712.203674316406
"526",803.25,806.099975585938,793.849975585938,797,4564569,709.134033203125
"527",800.099975585938,811.599975585938,792.150024414062,795.849975585938,6627536,708.110900878906
"528",799,806,795.400024414062,798.400024414062,6996695,710.379699707031
"529",793.950012207031,801.450012207031,780.5,782.75,8760569,696.455139160156
"530",778,780.75,772.200012207031,777.849975585938,5223386,692.095336914062
"531",750,756.799987792969,722.049987792969,731.700012207031,14123957,651.033142089844
"532",737,765.900024414062,733.75,741.049987792969,9821523,659.352416992188
"533",755,759,741.25,747,7826587,664.646362304688
"534",753.900024414062,761.5,745.549987792969,758.75,11013444,675.101013183594
"535",763.75,773.549987792969,751.75,754.599975585938,7755293,671.408508300781
"536",741,744,729.099975585938,738.950012207031,9216022,657.483825683594
"537",724.5,725.849975585938,697,704.450012207031,10308654,626.787353515625
"538",690.650024414062,695.950012207031,669.049987792969,686,16165009,610.371337890625
"539",668,670,627.5,631.200012207031,13965574,561.612854003906
"540",592,667,570,642.349975585938,16903113,571.533569335938
"541",622,622.150024414062,580,583.150024414062,19140152,518.860168457031
"542",588.099975585938,592,550,554.950012207031,16059887,493.76904296875
"543",568,578,528,534.299987792969,15390183,475.395660400391
"544",509.25,558,509.25,545.549987792969,16583991,485.405334472656
"545",549.5,617.450012207031,548,585.200012207031,21354894,520.68408203125
"546",540,560.950012207031,515.900024414062,526.450012207031,17146150,468.411041259766
"547",522,601.150024414062,522,589.799987792969,20027097,524.777038574219
"548",597,635,565.700012207031,606.200012207031,18339548,539.368957519531
"549",615,650.849975585938,612.099975585938,643,14843813,572.111877441406
"550",665.049987792969,674.900024414062,642.25,652.700012207031,13495283,580.742492675781
"551",625.099975585938,663.5,621.099975585938,626.700012207031,14624804,557.609008789062
"552",650,662,633.700012207031,641.5,15175521,570.77734375
"553",634.349975585938,637.5,594,602.799987792969,13083824,536.34375
"554",603.5,606,582.150024414062,585.700012207031,10221655,521.128967285156
"555",615,644.25,612.900024414062,639,15145605,568.552856445312
"556",630,655.650024414062,626.349975585938,631.599975585938,11806896,561.96875
"557",646.799987792969,652.799987792969,632.099975585938,636.25,11931114,566.106140136719
"558",629,651.700012207031,626.049987792969,637.400024414062,8330276,567.129272460938
"559",651.400024414062,653.299987792969,635.599975585938,639.049987792969,11963447,568.597473144531
"560",619.950012207031,634.900024414062,603.5,623.849975585938,17783287,555.073120117188
"561",644,646,626,628.75,8878320,559.432922363281
"562",640,661,639,653.299987792969,13322913,581.276428222656
"563",627.799987792969,646.5,627.799987792969,633.200012207031,11660575,563.392333984375
"564",633.200012207031,645,628.049987792969,641.849975585938,8266728,571.088684082031
"565",647.049987792969,683.650024414062,638.099975585938,679.299987792969,14451289,604.410034179688
"566",668.549987792969,675,654.799987792969,658,7319940,585.458251953125
"567",661.049987792969,681,661.049987792969,664.599975585938,7183306,591.330505371094
"568",673,677,653.049987792969,660.700012207031,7296571,587.860595703125
"569",666,682,658,676.549987792969,8639056,601.963256835938
"570",700,720,698.099975585938,715.5,16253821,636.619201660156
"571",689.799987792969,701.200012207031,670.349975585938,673.700012207031,9122740,599.427368164062
"572",681.75,685.599975585938,670,673.700012207031,6393053,599.427368164062
"573",676.900024414062,681.450012207031,664.049987792969,665.900024414062,7934250,592.487365722656
"574",665.549987792969,674.349975585938,662.450012207031,664.950012207031,4779548,591.641967773438
"575",672.25,680.900024414062,668.5,674.200012207031,8400321,599.872314453125
"576",682.5,698.549987792969,678,682.900024414062,7370186,607.613098144531
"577",678.5,691,675.5,687.650024414062,7356039,611.839538574219
"578",694.799987792969,699.900024414062,683.75,694.150024414062,8287101,617.622802734375
"579",659,671.75,652.599975585938,658.150024414062,16888262,585.591735839844
"580",664.799987792969,664.799987792969,646.700012207031,652.299987792969,9255353,580.38671875
"581",659.849975585938,670.549987792969,653,663.900024414062,10435442,590.707763671875
"582",664,674.799987792969,655,668.599975585938,5902208,594.889587402344
"583",668.5,673,659.650024414062,669.549987792969,5794636,595.73486328125
"584",666.5,679.450012207031,665.400024414062,672.200012207031,7213225,598.092712402344
"585",675,695.849975585938,673.5,692.349975585938,11867731,616.021179199219
"586",693,699.450012207031,679,680.549987792969,7099606,605.522155761719
"587",686.049987792969,709.200012207031,675,705.450012207031,8774636,627.677062988281
"588",707,710,690,707.400024414062,9440091,629.412170410156
"589",692.5,700.799987792969,674.950012207031,691,28290128,623.189208984375
"590",698.75,706.650024414062,691.5,699.549987792969,12276438,630.900085449219
"591",700.5,711.650024414062,697.549987792969,708.099975585938,7059304,638.611083984375
"592",710.700012207031,711.900024414062,696,701.549987792969,11378568,632.703918457031
"593",702,709.450012207031,697.5,707.75,10782424,638.295471191406
"594",707,711.700012207031,700.599975585938,703.549987792969,7718679,634.507629394531
"595",707.650024414062,725.799987792969,704,720.849975585938,10719105,650.10986328125
"596",720,729.599975585938,715.049987792969,717.599975585938,10078029,647.178833007812
"597",715,719.450012207031,709.200012207031,715.849975585938,7263049,645.600646972656
"598",712,713.400024414062,700.25,703.950012207031,8825715,634.868408203125
"599",675.799987792969,695.150024414062,675.5,692.049987792969,9795316,624.136169433594
"600",693,704.400024414062,685.25,687.549987792969,7857344,620.077758789062
"601",702,712,699.150024414062,701.200012207031,10131760,632.388305664062
"602",699.900024414062,710.299987792969,698,703.650024414062,7291916,634.597900390625
"603",708.200012207031,716.599975585938,706,713.900024414062,6670195,643.841918945312
"604",709,711.900024414062,701,705.549987792969,22438862,636.311401367188
"605",707.099975585938,708.700012207031,700,703.700012207031,7804096,634.642883300781
"606",695.700012207031,724.5,692.099975585938,720.650024414062,12157390,649.929565429688
"607",716.900024414062,726.799987792969,709.400024414062,714.150024414062,10220838,644.067443847656
"608",704.849975585938,705.599975585938,693.5,700.5,14945284,631.757019042969
"609",710.200012207031,751.599975585938,710,748.200012207031,26030458,674.775939941406
"610",735.400024414062,744.700012207031,730.099975585938,731.75,8954428,659.940307617188
"611",732.799987792969,738.950012207031,724.25,735.950012207031,10411290,663.727966308594
"612",737.25,742.299987792969,729.75,731.900024414062,5477468,660.075622558594
"613",737.349975585938,765.450012207031,735.400024414062,756.599975585938,17263756,682.3515625
"614",755,764,752.5,762.700012207031,7796572,687.85302734375
"615",765.200012207031,775,761.5,764,8810958,689.025451660156
"616",769.400024414062,796.950012207031,765.549987792969,794.150024414062,19362533,716.216735839844
"617",784.900024414062,784.900024414062,772.200012207031,774.700012207031,8476642,698.675415039062
"618",780,790,775,781.700012207031,6854166,704.988464355469
"619",773.5,789.900024414062,773.5,781.849975585938,5206452,705.123718261719
"620",788,805.349975585938,786.049987792969,797.049987792969,10804688,718.832153320312
"621",792.950012207031,806.400024414062,781.349975585938,783.25,8961822,706.386291503906
"622",799,848.450012207031,794.799987792969,830.950012207031,30060599,749.4052734375
"623",900.099975585938,955.5,894.25,911,90432109,821.599609375
"624",911,919.900024414062,892.150024414062,903.150024414062,31682878,814.520080566406
"625",908.5,945,906.75,934.299987792969,18421053,842.613159179688
"626",945,949.700012207031,929.200012207031,936.75,12877784,844.82275390625
"627",938.950012207031,939,910,917.900024414062,14354201,827.822570800781
"628",915.650024414062,915.799987792969,900.650024414062,907.950012207031,13051307,818.848999023438
"629",903.25,925.75,903.25,922.849975585938,18209580,832.286804199219
"630",921.549987792969,952.799987792969,918.650024414062,948.450012207031,16827870,855.374572753906
"631",946,967.549987792969,941.200012207031,962.849975585938,15818463,868.361389160156
"632",953.25,960,943.599975585938,954.150024414062,11152710,860.515258789062
"633",962,972.650024414062,958.75,961.450012207031,12492320,867.098876953125
"634",969.25,986.450012207031,953.299987792969,966,12704346,871.202331542969
"635",960,965.400024414062,947.450012207031,956.900024414062,8479792,862.995422363281
"636",960.450012207031,970.700012207031,940.549987792969,949.849975585938,11133170,856.637084960938
"637",952,960.950012207031,938.299987792969,944.700012207031,9614176,851.992492675781
"638",953.5,974.400024414062,942.5,970.849975585938,10976491,875.576416015625
"639",969.450012207031,969.450012207031,949,950.900024414062,8010948,857.584106445312
"640",948.900024414062,956.799987792969,945.299987792969,951.349975585938,5716319,857.989929199219
"641",949.900024414062,962,946.099975585938,948.450012207031,6802442,855.374572753906
"642",948,958.799987792969,942.200012207031,954.950012207031,6908726,861.236633300781
"643",954.799987792969,968.5,948.25,951.200012207031,5097703,857.854675292969
