"","BAJFINANCE.NS.Open","BAJFINANCE.NS.High","BAJFINANCE.NS.Low","BAJFINANCE.NS.Close","BAJFINANCE.NS.Volume","BAJFINANCE.NS.Adjusted"
"351",3453.14990234375,3519,3419.94995117188,3509.44995117188,1285044,3444.970703125
"352",3546.94995117188,3557.75,3506,3519.60009765625,983274,3454.9345703125
"353",3537,3564,3511.25,3551.85009765625,903155,3486.591796875
"354",3539.94995117188,3539.94995117188,3482,3505.85009765625,1214470,3441.43725585938
"355",3505,3551,3500,3544.5,880318,3479.376953125
"356",3553.94995117188,3569.80004882812,3501,3518.39990234375,864641,3453.75634765625
"357",3529,3529.80004882812,3456,3466.5,953460,3402.81005859375
"358",3474,3530,3469.05004882812,3509.30004882812,1083527,3444.82373046875
"359",3539,3548,3500.10009765625,3525.5,873941,3460.72583007812
"360",3519,3589,3507.39990234375,3582.55004882812,1107005,3516.72802734375
"361",3597.10009765625,3599,3550,3565.85009765625,1058266,3500.33471679688
"362",3562,3579.89990234375,3533.05004882812,3545.35009765625,543703,3480.21118164062
"363",3545.35009765625,3586,3530.35009765625,3579.85009765625,827869,3514.07739257812
"364",3569.85009765625,3635,3563,3627.94995117188,978806,3561.29345703125
"365",3635,3659,3620.10009765625,3642.19995117188,1135142,3575.28149414062
"366",3652.44995117188,3693.25,3629.69995117188,3681.10009765625,1200036,3613.46728515625
"367",3688.69995117188,3716,3685,3699,913884,3631.03833007812
"368",3699,3720,3670.05004882812,3711.10009765625,706478,3642.916015625
"369",3714,3730.30004882812,3695,3715.39990234375,605040,3647.13696289062
"370",3730,3749.89990234375,3705.14990234375,3732.5,743616,3663.92260742188
"371",3734,3762,3706.44995117188,3719.14990234375,776280,3650.81811523438
"372",3724.94995117188,3724.94995117188,3375,3413.30004882812,3857132,3350.58715820312
"373",3410,3625,3336.39990234375,3603.10009765625,5196125,3536.900390625
"374",3599.94995117188,3599.94995117188,3412,3429.05004882812,2909584,3366.04833984375
"375",3460,3525.64990234375,3366.55004882812,3451.05004882812,2712241,3393.58178710938
"376",3470,3470,3366,3377.5,2696678,3321.25659179688
"377",3398.5,3440,3353.60009765625,3412.10009765625,1618073,3355.28051757812
"378",3433.39990234375,3464.89990234375,3406.05004882812,3448.69995117188,1685856,3391.27099609375
"379",3440,3481.75,3440,3463.30004882812,915547,3405.62768554688
"380",3460,3520,3444,3467.64990234375,1320464,3409.90551757812
"381",3476,3501.25,3263.10009765625,3323.10009765625,3033909,3267.7626953125
"382",3316,3316,3164.64990234375,3246.60009765625,3692023,3192.53662109375
"383",3257,3297.35009765625,3208.14990234375,3276.89990234375,2223691,3222.33154296875
"384",3274.10009765625,3294,3135,3173.55004882812,2767989,3120.70263671875
"385",3198.89990234375,3243.39990234375,2996.19995117188,3046.5,10290577,2995.7685546875
"386",3046.5,3278,2994,3264.60009765625,6945080,3210.23657226562
"387",3272.75,3300,3180,3252.64990234375,3478473,3198.4853515625
"388",3260,3299,3231.30004882812,3249.94995117188,2284905,3195.83032226562
"389",3233.05004882812,3267.64990234375,3160.10009765625,3252.05004882812,2438130,3197.89575195312
"390",3231,3261,3174,3222.10009765625,1892516,3168.44409179688
"391",3189,3287.55004882812,3120,3237.89990234375,3356019,3183.98095703125
"392",3199.80004882812,3199.80004882812,3143,3160.05004882812,2013371,3107.427734375
"393",3160.05004882812,3287,3153.14990234375,3272.25,2005139,3217.75903320312
"394",3275,3325,3252.30004882812,3265.80004882812,2398910,3211.41650390625
"395",3290,3360,3261,3334.69995117188,1587742,3279.16918945312
"396",3359.94995117188,3449.60009765625,3340,3419.69995117188,2101757,3362.75366210938
"397",3419.69995117188,3424,3208.05004882812,3221.85009765625,1900694,3168.19873046875
"398",3269.94995117188,3329.89990234375,3245,3289.94995117188,2770237,3235.16430664062
"399",3280.60009765625,3358.89990234375,3253.35009765625,3337.19995117188,1758154,3281.62744140625
"400",3364.89990234375,3379,3311,3328.05004882812,1432842,3272.6298828125
"401",3327,3334.39990234375,3235.25,3294.10009765625,1688717,3239.24560546875
"402",3289.89990234375,3321.94995117188,3246.19995117188,3261.44995117188,1552801,3207.13891601562
"403",3259,3259,3098.44995117188,3114.10009765625,2506194,3062.24291992188
"404",3118,3200,2998,3174.35009765625,3143787,3121.48950195312
"405",3274,3338.80004882812,3183.05004882812,3324.25,2950017,3268.89331054688
"406",3352,3398,3340.10009765625,3357.75,2225937,3301.83544921875
"407",3348.80004882812,3362.64990234375,3296.75,3326.35009765625,1250915,3270.95825195312
"408",3323.69995117188,3330,3276,3299.30004882812,1529926,3244.35888671875
"409",3310.14990234375,3347,3260,3332.5,2118953,3277.005859375
"410",3303,3315,3234.19995117188,3258.5,1199726,3204.23803710938
"411",3267,3274.35009765625,3208,3250.25,1879349,3196.12548828125
"412",3286,3305,3242.80004882812,3292.69995117188,1501226,3237.86865234375
"413",3330,3388,3298,3373,1700894,3316.83154296875
"414",3374,3450,3352.14990234375,3437.35009765625,1802551,3380.10986328125
"415",3445.35009765625,3456,3385.30004882812,3416.39990234375,1301112,3359.50854492188
"416",3402.5,3429,3370.60009765625,3382.35009765625,1164086,3326.02587890625
"417",3389,3436,3372.5,3427.35009765625,1328363,3370.27661132812
"418",3395,3449.94995117188,3382.30004882812,3418.85009765625,1179767,3361.91772460938
"419",3424.94995117188,3434,3354,3368.39990234375,1361872,3312.3076171875
"420",3407,3464.5,3388.5,3413.85009765625,1853668,3357.00122070312
"421",3426,3426.39990234375,3340.30004882812,3362.05004882812,1237692,3306.06372070312
"422",3385.30004882812,3750,3282.64990234375,3702.19995117188,5648086,3640.54956054688
"423",3820,4070,3763.89990234375,4023.75,4011002,3956.74487304688
"424",4025,4025,3927,3961.75,2189604,3895.77709960938
"425",3960,3998.89990234375,3890,3930.89990234375,2414729,3865.44116210938
"426",3955,4015,3945.10009765625,4000.80004882812,2388165,3934.17724609375
"427",4006,4085,3990,4057.39990234375,2024478,3989.83471679688
"428",4065.89990234375,4111.75,4031,4046.05004882812,2256361,3978.67333984375
"429",4080,4089.10009765625,3946.30004882812,3992.39990234375,1615506,3925.91674804688
"430",3985,4004.94995117188,3931.85009765625,3959.80004882812,1245840,3893.85986328125
"431",3979,4004,3892.30004882812,3903.94995117188,1478266,3838.93969726562
"432",3880,3958.25,3819.44995117188,3900.89990234375,1406152,3835.94067382812
"433",3915,4035,3880.05004882812,4023.89990234375,1356600,3956.89208984375
"434",4013.64990234375,4015,3931,3948.89990234375,1102788,3883.14135742188
"435",3979,4015,3925,3973.19995117188,1623866,3907.03686523438
"436",3988,4006.30004882812,3853.05004882812,3883.30004882812,1768352,3818.6337890625
"437",3895,3916,3843,3879.44995117188,1394894,3814.84765625
"438",3910,4032,3900,4016.39990234375,2381769,3949.51733398438
"439",4020.05004882812,4117.2001953125,4001,4106.7998046875,2103593,4038.41186523438
"440",4100,4199,4080,4137.64990234375,1836213,4068.74853515625
"441",4165,4219.85009765625,4000.10009765625,4034.14990234375,5034755,3966.97192382812
"442",4089.94995117188,4110,3968,4038.35009765625,2442249,3971.10180664062
"443",4062,4080,4012.55004882812,4026.14990234375,1267557,3959.10498046875
"444",4037.80004882812,4063.85009765625,3900,3987.25,1758098,3920.8525390625
"445",4015,4015,3955,3978.89990234375,214691,3912.64184570312
"446",3990,4060,3962.44995117188,4047.25,1335515,3979.85375976562
"447",4074.94995117188,4074.94995117188,3985,3992,1338554,3925.52392578125
"448",4004.19995117188,4050,3995,4027.55004882812,1251220,3960.4814453125
"449",4029,4110,4021,4069.85009765625,1875612,4002.0771484375
"450",4087,4177.5,4076.14990234375,4113,1863158,4044.5087890625
"451",4172,4255,4135,4227.7998046875,2934652,4157.39697265625
"452",4260,4280,4176.64990234375,4188.14990234375,2076695,4118.4072265625
"453",4204.7001953125,4239.2001953125,4188.2001953125,4225.85009765625,1141603,4155.47998046875
"454",4220,4240,4148,4159.4501953125,1509693,4090.18530273438
"455",4160,4188,4142.89990234375,4169.0498046875,769302,4099.625
"456",4166.89990234375,4175,4132,4144.5498046875,899015,4075.53271484375
"457",4158,4221,4120.39990234375,4210.5498046875,1383629,4140.43408203125
"458",4220.2001953125,4247.25,4175.5498046875,4187.60009765625,1193171,4117.8662109375
"459",4199,4209.5498046875,4145.14990234375,4154.89990234375,927364,4085.7109375
"460",4165,4182.14990234375,4126.25,4135.75,829535,4066.8798828125
"461",4140,4182,4127.39990234375,4138.5498046875,813879,4069.63305664062
"462",4140,4160,4112,4123.64990234375,702853,4054.9814453125
"463",4130,4143.7998046875,4041,4078.30004882812,1222615,4010.38647460938
"464",4100,4149.14990234375,4062.30004882812,4141.7001953125,1389304,4072.73046875
"465",4145,4173.9501953125,4087,4098.35009765625,1502727,4030.10278320312
"466",4121,4124.89990234375,4095,4118.35009765625,485064,4049.76977539062
"467",4120,4139.0498046875,4065,4102.0498046875,969708,4033.74072265625
"468",4095,4135,4062.35009765625,4074.19995117188,831983,4006.35473632812
"469",4075,4077.35009765625,3920.10009765625,3950.44995117188,2065404,3884.66528320312
"470",3939.94995117188,3995,3886.5,3964.55004882812,1984382,3898.53076171875
"471",3958,4004.10009765625,3935,3990.85009765625,1430830,3924.39282226562
"472",3990.85009765625,4034,3968,3990.85009765625,1255304,3924.39282226562
"473",4010,4027.80004882812,3927.39990234375,3951.64990234375,1171355,3885.845703125
"474",3969.60009765625,3971.44995117188,3880.25,3944.85009765625,1268942,3879.15893554688
"475",3950,3995,3945.5,3986.85009765625,1159480,3920.45947265625
"476",4001.5,4055,3984.05004882812,4036.80004882812,1365981,3969.57763671875
"477",4050,4065,4010.05004882812,4057.14990234375,1087056,3989.58862304688
"478",4070,4089.25,4041.10009765625,4071.94995117188,861656,4004.14208984375
"479",4087.94995117188,4087.94995117188,4031.55004882812,4039.44995117188,826069,3972.18359375
"480",4056.94995117188,4155,4046.94995117188,4135.75,1379484,4066.8798828125
"481",4140.4501953125,4158.85009765625,4101.0498046875,4119.35009765625,1109775,4050.7529296875
"482",4113.0498046875,4145,4085.30004882812,4091.85009765625,736104,4023.7109375
"483",4107,4145,4081,4135.60009765625,1054234,4066.73266601562
"484",4138.60009765625,4184,4130,4160,1137879,4090.72583007812
"485",4158,4180.7001953125,4125.64990234375,4139.5,751979,4070.56762695312
"486",4149.9501953125,4196.4501953125,4133.25,4187.10009765625,1265020,4117.37548828125
"487",4198,4260,4192,4252.64990234375,1126648,4181.83349609375
"488",4274.85009765625,4281.5498046875,4230,4243.2998046875,831910,4172.638671875
"489",4247,4266.39990234375,4218.60009765625,4234.75,779608,4164.23095703125
"490",4237.7998046875,4252,4221,4231.2998046875,407042,4160.83837890625
"491",4240,4295.75,4235,4246.0498046875,863844,4175.3427734375
"492",4220,4234.7998046875,4173,4193.4501953125,1176850,4123.619140625
"493",4164,4204,3983.80004882812,3996.69995117188,2866735,3930.1455078125
"494",4055,4092,3996.19995117188,4007.64990234375,2149042,3940.9130859375
"495",3950,4060.35009765625,3950,4049.94995117188,1630576,3982.5087890625
"496",4105.89990234375,4148,4080,4124.2001953125,1419388,4055.52221679688
"497",4130.10009765625,4185.89990234375,4118,4144.85009765625,1106624,4075.828125
"498",4168,4182.25,4146,4164.5,645152,4095.15112304688
"499",4170,4202.39990234375,4150.4501953125,4193,703434,4123.1767578125
"500",4189.9501953125,4220,4170.0498046875,4207.25,616976,4137.18896484375
"501",4190,4229.9501953125,4188,4220.25,578728,4149.97265625
"502",4217,4242,4202,4231.75,671129,4161.28125
"503",4229,4252.9501953125,4125.14990234375,4152.60009765625,848639,4083.44921875
"504",4149.9501953125,4186.10009765625,4117.0498046875,4138.60009765625,897922,4069.6826171875
"505",4186,4186.5,4123.35009765625,4142.2001953125,797901,4073.22290039062
"506",4123,4163.85009765625,4085,4125.7998046875,1154522,4057.095703125
"507",4120,4205.64990234375,4111,4194.5,864892,4124.6513671875
"508",4174,4208,4154,4164.35009765625,782155,4095.00366210938
"509",4150.14990234375,4249,4150.14990234375,4213,1052764,4142.84326171875
"510",4244.89990234375,4444,4215.10009765625,4419,4581413,4345.4130859375
"511",4464,4485,4344.85009765625,4364.2998046875,3577774,4291.62353515625
"512",4370,4420.10009765625,4333.7998046875,4365.89990234375,1736927,4293.197265625
"513",4250.2001953125,4376.89990234375,4250.2001953125,4359.35009765625,1094181,4286.7568359375
"514",4387.9501953125,4550,4377.14990234375,4519.25,1958323,4443.99365234375
"515",4515,4539.9501953125,4477.64990234375,4528.2001953125,1285631,4452.794921875
"516",4528.2001953125,4677.85009765625,4525,4666.35009765625,1846477,4588.64453125
"517",4663.9501953125,4686.89990234375,4626.10009765625,4654.2998046875,950326,4576.79443359375
"518",4660,4734,4640,4721.75,1160879,4643.12158203125
"519",4737,4785,4736,4749.35009765625,1167429,4670.26171875
"520",4770,4782.2001953125,4722,4768.7001953125,882964,4689.2900390625
"521",4766,4800.60009765625,4735,4795.35009765625,681039,4715.49658203125
"522",4800,4815,4768,4781.75,731118,4702.1220703125
"523",4781.75,4798,4750.0498046875,4776.64990234375,716484,4697.10693359375
"524",4769.39990234375,4771.9501953125,4701.60009765625,4758,728611,4678.767578125
"525",4785,4887,4780.10009765625,4878.0498046875,1172049,4796.818359375
"526",4867.89990234375,4923.39990234375,4853.75,4880.4501953125,1634643,4799.17919921875
"527",4840,4876,4751.2001953125,4803.9501953125,1263389,4723.953125
"528",4849.89990234375,4849.89990234375,4784,4825.9501953125,959309,4745.58642578125
"529",4815,4837.75,4767.25,4810,851346,4729.9013671875
"530",4815,4815,4712.10009765625,4759.7998046875,1174870,4680.53759765625
"531",4640,4640,4311.75,4465.85009765625,4941410,4391.4833984375
"532",4600,4617.9501953125,4305.64990234375,4360.75,2238216,4288.13232421875
"533",4400,4474.9501953125,4320.0498046875,4454.10009765625,2023503,4389.99609375
"534",4466,4496.7998046875,4225,4286.39990234375,2472991,4224.70849609375
"535",4310,4367.5498046875,4273.14990234375,4330.7001953125,1833295,4268.3720703125
"536",4125,4238,4036.5,4225.85009765625,3312238,4165.0302734375
"537",4070,4127.5,3945.14990234375,4026.80004882812,3545627,3968.84545898438
"538",4014,4118.89990234375,3985,4030.64990234375,2793683,3972.63989257812
"539",3860,3869.94995117188,3628.10009765625,3734.35009765625,5272619,3680.60473632812
"540",3440,4043.5,3281.05004882812,3952.55004882812,4849917,3895.66381835938
"541",3833.44995117188,3833.44995117188,3600,3672.25,3140467,3619.39794921875
"542",3702.10009765625,3734.69995117188,3402,3444.85009765625,2558548,3395.27099609375
"543",3490,3530,3018.89990234375,3061.35009765625,5443580,3017.29052734375
"544",2800,3053.05004882812,2484.69995117188,2746.10009765625,8324713,2706.57739257812
"545",2799.85009765625,3044,2621.64990234375,2951.89990234375,6110189,2909.41528320312
"546",2656.75,2700,2225,2266.14990234375,4844235,2233.53466796875
"547",2472,2568.64990234375,2104.64990234375,2474.19995117188,6257221,2438.5908203125
"548",2450,2700,2400,2585.60009765625,6226355,2548.3876953125
"549",2637.30004882812,2936.5,2565.05004882812,2793.69995117188,5096124,2753.4921875
"550",2955,3040,2500,2542.30004882812,7170609,2505.71069335938
"551",2390.05004882812,2414.39990234375,2226,2242.10009765625,7698355,2209.83129882812
"552",2305.10009765625,2340,2100,2215.80004882812,11043111,2183.90942382812
"553",2180,2286.89990234375,2132.64990234375,2219.35009765625,6408301,2187.40869140625
"554",2268.80004882812,2343.69995117188,2183.05004882812,2207.5,6172672,2175.72900390625
"555",2245,2286,2081.5,2253.35009765625,11161478,2220.91918945312
"556",2184,2374,2144.14990234375,2332.89990234375,9109339,2299.32421875
"557",2391,2566.14990234375,2367.10009765625,2551.85009765625,7193246,2515.12353515625
"558",2520,2520,2265.94995117188,2287.30004882812,8183199,2254.38061523438
"559",2345,2368,2168.39990234375,2182.44995117188,9333628,2151.03955078125
"560",2145,2250,2122,2220,7246740,2188.04931640625
"561",2355,2375.89990234375,2235.19995117188,2308.14990234375,10191546,2274.93041992188
"562",2325,2345.5,2265,2308.25,5403177,2275.02905273438
"563",2210,2210,2085,2099.75,7383985,2069.52978515625
"564",2059.94995117188,2170,2022.34997558594,2148.25,9062723,2117.33178710938
"565",2160,2219.10009765625,2112,2172.44995117188,7144006,2141.18359375
"566",2113.5,2113.5,1970.05004882812,1976.25,10494451,1947.80725097656
"567",2000,2085,1915.65002441406,2044.05004882812,14495247,2014.63171386719
"568",2081,2244.10009765625,2035,2228.10009765625,14756344,2196.03271484375
"569",2200.05004882812,2375,2200.05004882812,2296.44995117188,15060154,2263.39892578125
"570",2365.05004882812,2418.94995117188,2291.14990234375,2318.10009765625,8883305,2284.7373046875
"571",2200,2202.19995117188,2028.55004882812,2079.64990234375,7312745,2049.71923828125
"572",2130,2135,1997,2002.34997558594,11521209,1973.53161621094
"573",2010,2131.89990234375,1952.34997558594,2106.25,13149696,2075.93627929688
"574",2098.94995117188,2169.85009765625,2048.35009765625,2060.55004882812,7770204,2030.89404296875
"575",2130,2130,2015,2024.15002441406,6966375,1995.01806640625
"576",2070,2092.69995117188,1995.30004882812,2015.05004882812,7654990,1986.048828125
"577",1989.69995117188,2080,1977.09997558594,2069.69995117188,10336527,2039.91247558594
"578",2220,2239.94995117188,2145,2161.05004882812,9441185,2129.94775390625
"579",2159,2258.94995117188,2096.80004882812,2112,14307531,2081.603515625
"580",2119.94995117188,2136.60009765625,2056,2086.44995117188,8026726,2056.42138671875
"581",2090,2093.44995117188,1926,1938.59997558594,10820571,1910.69934082031
"582",1960,2003.55004882812,1922.19995117188,1964.94995117188,9413514,1936.669921875
"583",1970,2060,1935,2042.80004882812,16318508,2013.39965820312
"584",2059,2077.55004882812,1974.5,1990.19995117188,9879542,1961.556640625
"585",1975,2007,1865.25,1895.30004882812,16195094,1868.02258300781
"586",1918,1933.75,1821.55004882812,1829,9869295,1802.67651367188
"587",1830,1946,1783,1936.44995117188,17335246,1908.580078125
"588",1954,1983,1927,1947.69995117188,9051775,1919.66821289062
"589",1914,1980,1891,1953.65002441406,10361847,1925.53259277344
"590",1997.05004882812,2226.39990234375,1997.05004882812,2160.85009765625,18915983,2129.75048828125
"591",2165.25,2375,2160.85009765625,2346.19995117188,23442470,2312.43286132812
"592",2417,2496.85009765625,2398,2411.89990234375,18705176,2377.18725585938
"593",2414,2453.64990234375,2276.80004882812,2313.05004882812,16315350,2279.76025390625
"594",2344,2409,2275,2390.35009765625,15850039,2355.94750976562
"595",2505,2547.69995117188,2475.55004882812,2507.25,14992503,2471.1650390625
"596",2535,2535,2415.30004882812,2443.60009765625,12373077,2408.43115234375
"597",2440,2470,2401,2435.64990234375,8961443,2400.59545898438
"598",2410,2459,2320.10009765625,2338.89990234375,10042767,2305.23803710938
"599",2200,2470,2199,2450.14990234375,16802457,2414.88671875
"600",2420,2429.94995117188,2331,2351.39990234375,12070346,2317.55810546875
"601",2452,2455.39990234375,2285,2365,12914351,2330.96240234375
"602",2347,2425,2332.05004882812,2396,9650279,2361.51611328125
"603",2375,2541.69995117188,2373,2525.94995117188,12738268,2489.59594726562
"604",2562,2714.55004882812,2560,2698.60009765625,18603826,2659.76098632812
"605",2740,2863.60009765625,2728,2840.30004882812,13939326,2799.42211914062
"606",2899.94995117188,3109.25,2833,3025.5,16186953,2981.95629882812
"607",3125,3125,2911,2934.44995117188,20108807,2892.216796875
"608",2878.05004882812,3046,2851,3005.35009765625,15982130,2962.09643554688
"609",3042.5,3058.80004882812,2872.05004882812,2903.5,12572499,2861.71215820312
"610",2834,2894.44995117188,2770,2857.94995117188,11613999,2816.81762695312
"611",2910,2936.64990234375,2816,2831,9703057,2790.25561523438
"612",2831,2968.69995117188,2806,2953.89990234375,12704896,2911.38696289062
"613",2980,3016,2925,2964.25,11619734,2921.587890625
"614",2980,2989.44995117188,2921,2931.5,8543597,2889.30908203125
"615",2970,3134.64990234375,2955,3108.80004882812,11437583,3064.05737304688
"616",3150,3419.64990234375,3125.30004882812,3351.94995117188,22876401,3303.70825195312
"617",3351.94995117188,3408.80004882812,3180.10009765625,3208.05004882812,19126183,3161.87890625
"618",3235,3379.89990234375,3195.10009765625,3330,18757786,3282.07397460938
"619",3275,3395,3272.05004882812,3314.14990234375,16150413,3266.45166015625
"620",3360,3378,3216.19995117188,3234.60009765625,13136467,3188.04711914062
"621",3219.80004882812,3219.80004882812,3122.35009765625,3190.94995117188,12404422,3145.02465820312
"622",3230,3297.69995117188,3122.25,3149.25,10980262,3103.92504882812
"623",3180,3215,3102.30004882812,3204.80004882812,9999925,3158.67578125
"624",3210,3323,3205,3301.30004882812,8425626,3253.78686523438
"625",3344.94995117188,3453.94995117188,3316.5,3441.5,10555495,3391.96899414062
"626",3500,3519.5,3218.64990234375,3292.44995117188,25960048,3245.06420898438
"627",3320,3340,3193.60009765625,3253,17069659,3206.18188476562
"628",3253,3320,3216.05004882812,3297.80004882812,8718035,3250.33740234375
"629",3245,3290,3220,3251.85009765625,6637683,3205.04858398438
"630",3263,3280,3152.19995117188,3171.14990234375,7089867,3125.509765625
"631",3175,3260,3161.19995117188,3239.60009765625,8211697,3192.97509765625
"632",3245,3329,3239.60009765625,3284.25,8070022,3236.982421875
"633",3295.39990234375,3324,3205.05004882812,3218.30004882812,6508278,3171.98168945312
"634",3236,3273,3181.25,3251.30004882812,7235397,3204.50659179688
"635",3244,3244,3169,3174.5,4463920,3128.81176757812
"636",3202,3260,3142.85009765625,3235.60009765625,6679145,3189.03247070312
"637",3256,3330,3247.94995117188,3262.14990234375,6985380,3215.20043945312
"638",3292,3378.80004882812,3255,3345.19995117188,8172906,3297.05517578125
"639",3333,3481.44995117188,3310,3464.30004882812,10151267,3414.44091796875
"640",3494,3556.85009765625,3413.19995117188,3442.94995117188,7129245,3393.39819335938
"641",3462.30004882812,3494.55004882812,3404.69995117188,3457.39990234375,5571818,3407.64038085938
"642",3425,3450,3362,3418.25,5662527,3369.0537109375
"643",3450,3472,3401,3419.64990234375,4663359,3370.43334960938
"644",3425,3448.80004882812,3306.19995117188,3331.10009765625,5531335,3283.158203125
"645",3350,3399.5,3312.39990234375,3384.80004882812,4670572,3336.08544921875
"646",3399,3437.94995117188,3366.60009765625,3419.89990234375,4706298,3370.68017578125
"647",3447,3465,3401,3409.94995117188,4198849,3360.873046875
"648",3378,3414.5,3353.05004882812,3393.80004882812,3677459,3344.95556640625
"649",3430,3440,3380,3389.30004882812,2627380,3340.52075195312
"650",3403,3515,3401.05004882812,3492.05004882812,6205575,3441.79174804688
"651",3525,3660,3510,3642.89990234375,9854059,3590.47045898438
"652",3665,3707,3631,3645.55004882812,6665085,3593.08251953125
"653",3656.94995117188,3668.39990234375,3596.39990234375,3632.5,4611062,3580.22021484375
"654",3650,3688,3617.05004882812,3670.80004882812,4251328,3617.96923828125
"655",3715,3749.85009765625,3465,3487.80004882812,8529766,3437.60302734375
"656",3517,3674,3500.19995117188,3643.85009765625,6065182,3591.40698242188
"657",3642.69995117188,3680,3573.44995117188,3668.64990234375,4281011,3615.84985351562
"658",3668,3676.75,3605,3619.69995117188,3221366,3567.60424804688
"659",3541.5,3649.80004882812,3520.75,3596.80004882812,4914649,3545.03393554688
"660",3607,3629,3477.60009765625,3505.14990234375,4665168,3454.70288085938
"661",3520,3574.89990234375,3475,3500,4448703,3449.62719726562
"662",3477,3493.44995117188,3392.44995117188,3422.85009765625,4563247,3373.58740234375
"663",3456.5,3523.44995117188,3418,3498.69995117188,4762282,3448.345703125
"664",3490,3557.69995117188,3456.69995117188,3544.39990234375,4608384,3493.38818359375
"665",3557,3575.05004882812,3420,3440.69995117188,4531509,3391.1806640625
"666",3475,3524.19995117188,3455,3513.39990234375,3893637,3462.83422851562
"667",3517.94995117188,3567.39990234375,3481.64990234375,3521.5,3907718,3470.81762695312
"668",3488.80004882812,3517,3456.19995117188,3471.94995117188,2781156,3421.98095703125
"669",3491.39990234375,3503.80004882812,3429,3474.80004882812,3769087,3424.7900390625
"670",3462.80004882812,3467,3314.25,3330.14990234375,3627419,3282.2216796875
"671",3329,3353.80004882812,3217.05004882812,3303,4224968,3255.46240234375
"672",3330,3344,3200.19995117188,3243.85009765625,4244328,3197.1640625
"673",3191,3194.75,3006.89990234375,3028.89990234375,5963777,2985.30712890625
"674",3080,3167.14990234375,3028.80004882812,3138.94995117188,6232593,3093.77368164062
"675",3178,3350,3162.75,3335.14990234375,5588695,3287.14990234375
"676",3358,3372,3254.5,3294.75,4643446,3247.3310546875
"677",3293.89990234375,3343.85009765625,3260,3278.60009765625,3603536,3231.41357421875
"678",3325,3460,3315.05004882812,3442.80004882812,5382106,3393.25024414062
"679",3465,3519,3370.25,3382.89990234375,4207190,3334.21240234375
"680",3439.89990234375,3480,3391.19995117188,3474.30004882812,4758757,3424.296875
"681",3400,3400,3285.30004882812,3331.14990234375,6571080,3283.20727539062
"682",3354,3388,3302,3326.44995117188,4461810,3278.57495117188
"683",3324.89990234375,3418.44995117188,3305,3317.89990234375,5684099,3270.14794921875
"684",3350,3379.39990234375,3305,3327.19995117188,3204652,3279.31396484375
"685",3319.94995117188,3340,3243.64990234375,3272.60009765625,3777657,3225.50024414062
"686",3268,3382.35009765625,3232.69995117188,3372.05004882812,5304447,3323.51879882812
"687",3368.19995117188,3370,3201,3214.75,5268019,3168.482421875
"688",3236.35009765625,3269.44995117188,3170.10009765625,3231.35009765625,5076236,3184.84375
"689",3255.10009765625,3294.69995117188,3196.60009765625,3267.19995117188,4206637,3220.177734375
"690",3255,3289.5,3226.80004882812,3262.14990234375,3252090,3215.20043945312
"691",3270,3295,3101.35009765625,3232.85009765625,7536460,3186.322265625
"692",3160,3345,3150,3314.44995117188,7085769,3266.74755859375
"693",3331.39990234375,3356.80004882812,3303,3316.89990234375,3204777,3269.16235351562
"694",3330,3330,3236.64990234375,3293.89990234375,3546245,3246.4931640625
"695",3326,3465,3278,3453.25,6020946,3403.55004882812
"696",3448.94995117188,3489.89990234375,3347.89990234375,3370.80004882812,4649105,3322.28686523438
"697",3367.80004882812,3432,3333.75,3380.05004882812,3780349,3331.40380859375
"698",3364.94995117188,3391,3252.85009765625,3309,4287623,3261.3759765625
"699",3325.55004882812,3447.39990234375,3274.64990234375,3419.80004882812,4288551,3370.58129882812
"700",3430,3520,3415.85009765625,3490.80004882812,4446045,3440.5595703125
"701",3469,3569.94995117188,3462,3561.44995117188,4371143,3510.19262695312
"702",3610,3750,3587.64990234375,3736.89990234375,6332141,3683.11743164062
"703",3734.10009765625,3827.30004882812,3704.10009765625,3780.75,5744050,3726.33666992188
"704",3810,3878.69995117188,3786.05004882812,3865,4149898,3809.3740234375
"705",3898.94995117188,4243.9501953125,3882.80004882812,4208.5498046875,11421448,4147.9794921875
"706",4211,4429.5498046875,4133.9501953125,4268.7998046875,13896654,4207.3623046875
"707",4260,4325,4200.0498046875,4298.2998046875,5590038,4236.43798828125
"708",4260,4410,4250,4376.0498046875,6088459,4313.0693359375
"709",4400,4435,4340,4374.7998046875,789479,4311.8369140625
"710",4398.7001953125,4503.9501953125,4345,4488,5851523,4423.40771484375
"711",4475,4678,4464,4653.75,7513019,4586.7724609375
"712",4628.89990234375,4785,4512.5498046875,4536.5498046875,8351005,4471.2587890625
"713",4571.9501953125,4762.14990234375,4515.25,4715.85009765625,8736410,4647.97802734375
"714",4769,4869.2998046875,4733.5498046875,4811.4501953125,7325039,4742.2021484375
"715",4835,4862,4770,4810.64990234375,4297385,4741.41357421875
"716",4822,4825,4675,4689.75,4763321,4622.25390625
"717",4655,4854,4640,4821.25,6273208,4751.861328125
"718",4859,4960,4785.14990234375,4908.7998046875,12364707,4838.1513671875
"719",4951.2001953125,4952.39990234375,4825.25,4861.10009765625,4017427,4791.13818359375
"720",4864,4884,4785,4823.89990234375,3654970,4754.47314453125
"721",4865,4890,4817,4867.4501953125,2876844,4797.396484375
"722",4870,4958,4815,4875.35009765625,3679378,4805.1826171875
