"","CIPLA.NS.Open","CIPLA.NS.High","CIPLA.NS.Low","CIPLA.NS.Close","CIPLA.NS.Volume","CIPLA.NS.Adjusted"
"1304",909,920.900024414062,908.200012207031,917.950012207031,3449942,895.499755859375
"1305",921.900024414062,923.049987792969,912.299987792969,915.75,1068355,893.353576660156
"1306",915,917.450012207031,901.099975585938,906.450012207031,2604979,884.281127929688
"1307",905,925.5,897,924.25,1949777,901.645690917969
"1308",925.950012207031,925.950012207031,909,911.900024414062,1538261,889.597778320312
"1309",912,913.700012207031,898.950012207031,904,4446158,881.890991210938
"1310",903,918.549987792969,903,915.049987792969,3481218,892.670715332031
"1311",916,917.200012207031,901.150024414062,903,1784945,880.915405273438
"1312",904.599975585938,912,896.299987792969,909.650024414062,2440358,887.402770996094
"1313",911.849975585938,914.200012207031,900.049987792969,911.099975585938,1400796,888.817321777344
"1314",911.200012207031,917.299987792969,903,913.950012207031,2457652,891.597595214844
"1315",918.849975585938,919,905.150024414062,908.049987792969,2695819,885.841979980469
"1316",910.400024414062,921,906.099975585938,917.700012207031,1857324,895.255920410156
"1317",920.950012207031,924.5,917,920.650024414062,2566561,898.133728027344
"1318",920.650024414062,935.400024414062,920.650024414062,933.5,3393228,910.669555664062
"1319",935,935.200012207031,920.849975585938,924.799987792969,2262141,902.182250976562
"1320",927.200012207031,934.900024414062,919.650024414062,933.299987792969,3877794,910.474426269531
"1321",935,943,929.099975585938,939.200012207031,2657968,916.230041503906
"1322",943.5,946.700012207031,933.200012207031,944.400024414062,1618668,921.302978515625
"1323",946.450012207031,947,935,943.599975585938,1537103,920.5224609375
"1324",948.849975585938,953,913,937.450012207031,3850078,914.52294921875
"1325",940,940,896.849975585938,922.799987792969,5487301,900.231140136719
"1326",927.400024414062,942.650024414062,918.400024414062,922.099975585938,2964696,899.548278808594
"1327",924.950012207031,932,917,923.950012207031,1866976,901.353088378906
"1328",929,929.650024414062,911.549987792969,914.5,1881606,892.134155273438
"1329",917,922,913,916.25,1168086,893.841430664062
"1330",916.25,931.049987792969,915.450012207031,924.950012207031,1402783,902.32861328125
"1331",926.400024414062,932.299987792969,919.5,930.400024414062,1577827,907.645385742188
"1332",923.5,939.900024414062,923.5,938,1034319,915.059448242188
"1333",941.450012207031,947,935,945.450012207031,2178211,922.327209472656
"1334",945.900024414062,952.75,940.5,951.349975585938,1130476,928.082946777344
"1335",952,959.200012207031,945.099975585938,956.25,1744868,932.863159179688
"1336",957.599975585938,961.5,951,959.849975585938,1337311,936.375061035156
"1337",960.200012207031,965,942.299987792969,953.049987792969,3561991,929.741333007812
"1338",950,966.5,946.75,964.75,1132919,941.155212402344
"1339",965.900024414062,969.650024414062,954.650024414062,965.849975585938,1098485,942.228332519531
"1340",970,976.900024414062,959.150024414062,974.799987792969,1469770,950.959411621094
"1341",972.900024414062,974.950012207031,964.049987792969,972.049987792969,2079735,948.276672363281
"1342",972.950012207031,977.900024414062,958.5,960.450012207031,1614117,936.960388183594
"1343",964.900024414062,969.849975585938,963,965.400024414062,1481632,941.789367675781
"1344",966,971,959.150024414062,969.25,717024,945.545166015625
"1345",973.25,973.25,955.150024414062,959.950012207031,1239721,936.47265625
"1346",963,983.849975585938,957,981.5,2158120,957.49560546875
"1347",981.5,981.900024414062,972.599975585938,978.700012207031,1831109,954.764099121094
"1348",981.950012207031,1000,980.599975585938,998.200012207031,1804458,973.787170410156
"1349",1000,1007.15002441406,993.75,1006.04998779297,1572197,981.445129394531
"1350",1006.25,1017.54998779297,999.200012207031,1011.25,1015057,986.517944335938
"1351",1013.84997558594,1018.79998779297,1002.59997558594,1011.15002441406,1413571,986.420471191406
"1352",1010.20001220703,1013.45001220703,1002.25,1008.90002441406,1140198,984.225463867188
"1353",1003.09997558594,1007,990.099975585938,998.299987792969,2852669,973.884643554688
