"","SIEMENS.NS.Open","SIEMENS.NS.High","SIEMENS.NS.Low","SIEMENS.NS.Close","SIEMENS.NS.Volume","SIEMENS.NS.Adjusted"
"60",1086.09997558594,1103,1070,1072.84997558594,179003,1037.93127441406
"61",1079.80004882812,1107.69995117188,1063,1101.84997558594,176454,1065.98718261719
"62",1101.84997558594,1130.84997558594,1095,1124.44995117188,195957,1087.85168457031
"63",1124.05004882812,1133,1097.5,1116.55004882812,185517,1080.20874023438
"64",1127,1135,1121,1124.84997558594,142231,1088.23876953125
"65",1124,1131.90002441406,1115.44995117188,1123.40002441406,152360,1086.83569335938
"66",1123,1127.94995117188,1105.59997558594,1116.34997558594,162856,1080.01525878906
"67",1124,1129.44995117188,1106.40002441406,1114.25,188054,1077.98364257812
"68",1114.55004882812,1121.40002441406,1101,1105,124573,1069.03466796875
"69",1107,1110.90002441406,1091,1099.84997558594,168294,1064.05236816406
"70",1103.94995117188,1111.75,1074.55004882812,1076.15002441406,218038,1041.12377929688
"71",1076.15002441406,1083.55004882812,1068,1077.84997558594,138805,1042.76843261719
"72",1088.90002441406,1088.90002441406,1073.80004882812,1079.25,85196,1044.12292480469
"73",1081,1088.84997558594,1077,1080.19995117188,104016,1045.04187011719
"74",1082.09997558594,1084,1060.19995117188,1064.5,184975,1029.85290527344
"75",1064,1075,1055.05004882812,1072.05004882812,201828,1037.15710449219
"76",1072.75,1094.40002441406,1068.94995117188,1088.75,267659,1053.31372070312
"77",1091,1099.55004882812,1080,1088.19995117188,335030,1052.78161621094
"78",1087,1109.94995117188,1084.55004882812,1094.5,324319,1058.87646484375
"79",1092,1102.69995117188,1083.05004882812,1088.69995117188,131176,1053.26501464844
"80",1085.15002441406,1102,1085.15002441406,1095.44995117188,99491,1059.79553222656
"81",1100,1128.80004882812,1093.5,1122.40002441406,285209,1085.86840820312
"82",1129,1154,1121,1128.84997558594,545829,1092.1083984375
"83",1133.80004882812,1133.80004882812,992.650024414062,1060.44995117188,1725841,1025.93481445312
"84",1060,1064,1016.20001220703,1025,406490,991.638549804688
