"","DLF.NS.Open","DLF.NS.High","DLF.NS.Low","DLF.NS.Close","DLF.NS.Volume","DLF.NS.Adjusted"
"58",202.199996948242,210.350006103516,198.800003051758,209.449996948242,9631888,197.423446655273
"59",210.800003051758,211.550003051758,205.5,207,5393376,196.238403320312
"60",205.699996948242,207.899993896484,200.449996948242,201.25,5838391,190.787353515625
"61",203.699996948242,204,197.600006103516,201,7539616,190.550369262695
"62",200,205.25,199,203.300003051758,7657672,192.73078918457
"63",204.600006103516,208.100006103516,197.75,198.600006103516,8885029,188.275146484375
"64",202.899993896484,206.850006103516,202,206.25,5141982,195.527435302734
"65",205.800003051758,205.800003051758,202,204.350006103516,5927283,193.726196289062
"66",203.75,207.899993896484,203.75,206.050003051758,6881655,195.337814331055
"67",207.25,213.649993896484,206.100006103516,212.899993896484,9694025,201.831695556641
"68",213,216.050003051758,211.199996948242,213.550003051758,9160118,202.447906494141
"69",213.5,215.199996948242,206.699996948242,208.899993896484,6198129,198.039642333984
"70",209.850006103516,212.550003051758,207.399993896484,210.25,5489580,199.319473266602
"71",207.949996948242,215.199996948242,207.649993896484,214.5,5851193,203.348526000977
"72",215.5,218,211.149993896484,216.899993896484,8211004,205.623733520508
"73",219.100006103516,219.5,211.25,212.5,6246878,201.452484130859
"74",214.800003051758,216.399993896484,212.75,215.350006103516,4261649,204.154342651367
"75",214.449996948242,214.75,208.699996948242,210.75,4589352,199.793487548828
"76",210.600006103516,214.550003051758,209,212.050003051758,4855224,201.025894165039
"77",211.899993896484,217.350006103516,211.600006103516,215.850006103516,4293336,204.628356933594
