"","ABB.NS.Open","ABB.NS.High","ABB.NS.Low","ABB.NS.Close","ABB.NS.Volume","ABB.NS.Adjusted"
"92",1126.56188964844,1130.19323730469,1112.62622070312,1120.84240722656,33647,1081.79809570312
"93",1115.21362304688,1128.42297363281,1109.44873046875,1115.34985351562,69005,1076.49694824219
"94",1115.21362304688,1118.11877441406,1102.18579101562,1104.27392578125,19594,1065.80688476562
"95",1107.58764648438,1120.16149902344,1087.61474609375,1089.61206054688,22311,1051.65563964844
"96",1084.89111328125,1100.32470703125,1076.90197753906,1097.28344726562,15631,1059.05993652344
"97",1096.55712890625,1110.94665527344,1075.40405273438,1084.57336425781,178637,1046.79260253906
"98",1084.89111328125,1095.78540039062,1050.07470703125,1058.10925292969,47016,1021.25006103516
"99",1061.60461425781,1065.46301269531,1051.30041503906,1058.10925292969,33619,1021.25006103516
"100",1057.65539550781,1105.77185058594,1057.51916503906,1092.42639160156,61479,1054.37182617188
"101",1099.96154785156,1117.71020507812,1082.93920898438,1112.94396972656,43162,1074.17468261719
"102",1105.77185058594,1136.45751953125,1100.32470703125,1125.24548339844,55578,1086.0478515625
"103",1127.78747558594,1139.31726074219,1107.58764648438,1118.345703125,45809,1079.38842773438
"104",1118.98120117188,1130.28405761719,1081.39587402344,1092.92565917969,44897,1054.85400390625
"105",1102.95751953125,1102.95751953125,1065.78076171875,1076.03955078125,63553,1038.55590820312
"106",1068.095703125,1073.17980957031,1043.12963867188,1054.16015625,56471,1017.43890380859
"107",1053.20690917969,1089.43041992188,1046.71569824219,1086.162109375,56787,1048.32592773438
"108",1097.60119628906,1151.16479492188,1091.29150390625,1142.76708984375,118872,1102.95910644531
"109",1136.63903808594,1162.05908203125,1122.2041015625,1133.8701171875,71651,1094.37194824219
"110",1134.82336425781,1162.05908203125,1116.71154785156,1134.23327636719,39852,1094.72241210938
"111",1144.44665527344,1174.72375488281,1130.28405761719,1165.962890625,118467,1125.34680175781
"112",1170.68383789062,1191.79150390625,1135.27734375,1146.12622070312,66975,1106.20092773438
"113",1145.71765136719,1151.07409667969,1133.00769042969,1137.41076660156,14706,1097.78942871094
"114",1133.73388671875,1148.39587402344,1098.50903320312,1102.77600097656,87858,1064.36120605469
"115",1107.58764648438,1121.02392578125,1097.05639648438,1100.279296875,41074,1061.95129394531
"116",1100.279296875,1110.31115722656,1082.62145996094,1097.19262695312,28432,1058.97204589844
"117",1112.126953125,1121.20544433594,1087.61474609375,1093.42504882812,53612,1055.3359375
"118",1107.49682617188,1112.58081054688,1089.43041992188,1094.46899414062,31949,1056.34338378906
"119",1094.87756347656,1105.77185058594,1086.20751953125,1100.5517578125,34386,1062.21423339844
"120",1101.23254394531,1101.23254394531,1073.99682617188,1079.6708984375,28743,1042.06066894531
"121",1057.79150390625,1083.93786621094,1057.79150390625,1078.67236328125,22366,1041.09704589844
"122",1081.259765625,1086.93383789062,1066.73400878906,1076.62963867188,25255,1039.12561035156
"123",1071.72717285156,1072.18115234375,1044.9453125,1051.07336425781,35919,1014.45965576172
"124",1053.07067871094,1099.41687011719,1053.07067871094,1069.91149902344,88436,1032.64123535156
"125",1077.90063476562,1080.21569824219,1055.88500976562,1072.63500976562,24749,1035.27026367188
"126",1067.27868652344,1079.08081054688,1062.19470214844,1065.41760253906,21611,1028.30383300781
"127",1067.23327636719,1080.21569824219,1063.14794921875,1070.68310546875,22869,1033.38598632812
"128",1073.90600585938,1079.44396972656,1063.05712890625,1073.361328125,30836,1035.97094726562
"129",1080.30639648438,1080.30639648438,1062.28540039062,1066.05310058594,25670,1028.91735839844
"130",1067.0517578125,1094.87756347656,1067.0517578125,1090.47448730469,85503,1052.48803710938
"131",1099.73461914062,1121.20544433594,1094.15124511719,1115.21362304688,98429,1076.36535644531
"132",1114.80505371094,1138.63635253906,1100.32470703125,1133.23461914062,90249,1093.75854492188
"133",1139.36267089844,1143.81115722656,1110.12963867188,1116.57543945312,46393,1077.67956542969
"134",1108.58630371094,1119.38977050781,1074.17846679688,1106.31665039062,66872,1067.7783203125
"135",1115.21362304688,1121.16015625,1081.84985351562,1084.52795410156,39130,1046.74865722656
"136",1080.85119628906,1092.6533203125,1066.73400878906,1073.90600585938,36926,1036.49682617188
"137",1081.94055175781,1089.43041992188,1073.99682617188,1077.17431640625,33343,1039.65124511719
"138",1089.43041992188,1096.693359375,1044.9453125,1050.93725585938,83645,1014.32818603516
"139",1057.56457519531,1071.22790527344,1024.97241210938,1030.37426757812,205744,994.481506347656
"140",1034.91357421875,1046.71569824219,1025.88037109375,1038.04565429688,70493,1001.8857421875
"141",1043.03881835938,1068.54968261719,1039.54357910156,1060.60595703125,61857,1023.65997314453
"142",1066.73400878906,1084.89111328125,1045.53552246094,1065.96228027344,68520,1028.82958984375
"143",1065.7353515625,1076.72045898438,1053.11608886719,1067.50561523438,43759,1030.31921386719
"144",1078.5361328125,1083.98327636719,1066.73400878906,1078.89929199219,37174,1041.31604003906
"145",1085.79895019531,1107.08825683594,1070.36535644531,1098.10046386719,50390,1059.84826660156
"146",1093.9697265625,1125.74475097656,1093.9697265625,1106.08959960938,43829,1067.55932617188
"147",1106.08959960938,1114.35119628906,1095.78540039062,1101.23254394531,22679,1062.87133789062
