"","HAVELLS.NS.Open","HAVELLS.NS.High","HAVELLS.NS.Low","HAVELLS.NS.Close","HAVELLS.NS.Volume","HAVELLS.NS.Adjusted"
"1160",1351.65002441406,1387.90002441406,1348.75,1383.55004882812,484016,1367.79626464844
"1161",1386.40002441406,1390,1371,1378.55004882812,575609,1362.85327148438
"1162",1369.94995117188,1377.59997558594,1361.59997558594,1368.69995117188,404187,1353.115234375
"1163",1370.69995117188,1377.69995117188,1351.05004882812,1358.40002441406,458162,1342.93286132812
"1164",1359.80004882812,1361.44995117188,1294.40002441406,1302.34997558594,1054550,1287.52099609375
"1165",1305.55004882812,1320,1284.40002441406,1313.34997558594,370467,1298.39562988281
"1166",1320.34997558594,1353.34997558594,1316.25,1319.40002441406,580519,1304.37683105469
"1167",1321,1346.80004882812,1311.30004882812,1314.30004882812,383657,1299.3349609375
"1168",1306.09997558594,1327.15002441406,1298,1313.40002441406,414650,1298.44506835938
"1169",1313,1325,1293,1306.44995117188,367687,1291.57409667969
"1170",1282,1307.09997558594,1270.25,1292.84997558594,679026,1278.12915039062
"1171",1297.44995117188,1328.84997558594,1280,1313.90002441406,455865,1298.939453125
"1172",1306.90002441406,1325.69995117188,1296.05004882812,1319.30004882812,719495,1304.27807617188
"1173",1326,1336.5,1310,1333.5,715783,1318.31640625
"1174",1332.19995117188,1352.84997558594,1308.65002441406,1348.55004882812,617890,1333.19494628906
"1175",1349.05004882812,1353.80004882812,1317.69995117188,1323.15002441406,639263,1308.08410644531
"1176",1349,1368.40002441406,1336.44995117188,1343.30004882812,799269,1328.00476074219
"1177",1352.19995117188,1360.65002441406,1340.34997558594,1352.55004882812,457774,1337.1494140625
"1178",1354.40002441406,1361.30004882812,1328.25,1350.75,568417,1335.36987304688
"1179",1324,1349.69995117188,1320,1345.40002441406,391374,1330.08068847656
"1180",1352.15002441406,1352.15002441406,1275.09997558594,1279.40002441406,1009006,1264.83227539062
"1181",1282,1285.80004882812,1245,1270.19995117188,1001404,1255.73693847656
"1182",1268,1268,1224,1230.94995117188,1498795,1216.93383789062
"1183",1247.94995117188,1267.55004882812,1238.15002441406,1253.5,929681,1239.22729492188
"1184",1254,1267,1223.15002441406,1232,868754,1217.97192382812
"1185",1238.19995117188,1262.40002441406,1234.5,1257.05004882812,982630,1242.73693847656
"1186",1263.05004882812,1281.65002441406,1245,1248.65002441406,702501,1234.43237304688
"1187",1220,1234.94995117188,1192.15002441406,1209.80004882812,3106479,1196.02465820312
"1188",1215,1218.34997558594,1159.19995117188,1165.94995117188,1432485,1152.67395019531
"1189",1190,1190,1173,1175.94995117188,217790,1162.56005859375
"1190",1180,1185.69995117188,1161.15002441406,1175.75,764317,1162.36242675781
"1191",1187,1190,1175.69995117188,1186.5,735441,1172.98999023438
"1192",1180,1191.19995117188,1172,1187.34997558594,564137,1173.83032226562
"1193",1192.90002441406,1220,1188.09997558594,1216.30004882812,718591,1202.45092773438
"1194",1220,1233.75,1215,1220.75,689552,1206.85009765625
"1195",1220,1234,1213,1220.19995117188,677069,1206.30627441406
"1196",1216.80004882812,1219.40002441406,1198,1207.09997558594,495954,1193.35546875
"1197",1213.15002441406,1213.15002441406,1198.15002441406,1208.94995117188,542314,1195.18444824219
"1198",1215,1235.90002441406,1210.59997558594,1232.44995117188,591151,1218.41687011719
"1199",1236,1240.94995117188,1198.19995117188,1203.05004882812,781273,1189.35168457031
"1200",1185,1229.90002441406,1183.09997558594,1226.75,783233,1212.78186035156
"1201",1232.90002441406,1245.84997558594,1227.05004882812,1236.44995117188,625997,1222.37121582031
"1202",1236.44995117188,1243.69995117188,1229,1239.69995117188,466101,1225.58422851562
"1203",1243.5,1247.84997558594,1228.15002441406,1238.84997558594,798880,1224.74389648438
"1204",1238.84997558594,1240.84997558594,1218,1232.55004882812,595800,1218.51586914062
"1205",1230,1234.69995117188,1214.05004882812,1223.59997558594,389060,1209.66760253906
"1206",1227.44995117188,1230.75,1211,1221.55004882812,906381,1207.64099121094
"1207",1215.09997558594,1242,1215.09997558594,1234.59997558594,695606,1220.54223632812
"1208",1233.19995117188,1251.80004882812,1228.34997558594,1240.65002441406,685087,1226.52355957031
"1209",1244.19995117188,1251.15002441406,1229,1240.80004882812,575291,1226.67175292969
"1210",1246,1249.40002441406,1233.65002441406,1243,242093,1228.84680175781
"1211",1245.80004882812,1254.90002441406,1236,1246.5,329119,1232.30688476562
"1212",1245,1248.90002441406,1218.5,1221.55004882812,684369,1207.64099121094
"1213",1227.5,1240.69995117188,1222,1234.84997558594,298865,1220.78942871094
"1214",1233,1261.34997558594,1216.25,1253.55004882812,1931733,1239.27685546875
"1215",1259.15002441406,1270.59997558594,1243.59997558594,1250.40002441406,611094,1236.16247558594
"1216",1249,1252.90002441406,1232.05004882812,1238.94995117188,444917,1224.8427734375
"1217",1240,1240,1217.75,1234.34997558594,658970,1220.29528808594
"1218",1231.40002441406,1245.75,1218,1222.44995117188,543852,1208.53063964844
"1219",1224,1227.44995117188,1201.19995117188,1205.75,450207,1192.02099609375
"1220",1205.75,1223.69995117188,1201.75,1212.44995117188,526779,1198.64440917969
"1221",1218.55004882812,1220.94995117188,1180.30004882812,1182,920352,1168.54125976562
"1222",1183.90002441406,1184,1159.34997558594,1167,589078,1153.71203613281
"1223",1178,1179.55004882812,1143.75,1151.59997558594,1338319,1138.48742675781
"1224",1160.40002441406,1161,1150.59997558594,1155.25,2024261,1142.09582519531
"1225",1159,1167.84997558594,1148.55004882812,1154.65002441406,615540,1141.50268554688
"1226",1150,1160,1140,1153.75,712922,1140.61291503906
"1227",1152.05004882812,1165.25,1149.90002441406,1162.5,523406,1149.26330566406
"1228",1151.19995117188,1177,1151.19995117188,1172.25,535004,1158.90234375
"1229",1178.05004882812,1181.90002441406,1151.40002441406,1156.30004882812,526005,1143.13391113281
"1230",1158,1163.05004882812,1134.40002441406,1138.30004882812,697173,1125.3388671875
"1231",1131,1134.69995117188,1024.5,1100.80004882812,868844,1088.26599121094
"1232",1098.65002441406,1118.19995117188,1089.69995117188,1110.55004882812,537211,1097.90478515625
"1233",1117,1123.09997558594,1102.59997558594,1109.84997558594,569944,1097.212890625
"1234",1109.84997558594,1121.69995117188,1105.05004882812,1110.80004882812,237041,1098.15209960938
"1235",1108,1112.09997558594,1098.94995117188,1102.84997558594,608371,1090.29248046875
"1236",1109.90002441406,1116.65002441406,1096.34997558594,1099.94995117188,382009,1087.42553710938
"1237",1103.94995117188,1112.5,1099,1100.59997558594,461228,1088.06823730469
"1238",1104.5,1134,1101.25,1127.94995117188,998855,1115.10656738281
"1239",1129,1154.05004882812,1120.19995117188,1148.75,2421079,1135.66979980469
"1240",1154.90002441406,1171.5,1146,1167.09997558594,2453274,1153.81091308594
"1241",1167.09997558594,1197.84997558594,1167.09997558594,1192.5,1198621,1178.92175292969
"1242",1203.09997558594,1203.09997558594,1177,1186.44995117188,570085,1172.94067382812
"1243",1187.44995117188,1193.05004882812,1173.15002441406,1181.59997558594,509356,1168.14587402344
"1244",1177,1196.94995117188,1175.90002441406,1188.40002441406,420758,1174.86853027344
"1245",1192.44995117188,1198,1185.09997558594,1192.59997558594,578505,1179.0205078125
"1246",1191,1202.69995117188,1163,1172.59997558594,962496,1159.24841308594
"1247",1171.84997558594,1196.80004882812,1171.84997558594,1178.40002441406,929746,1164.982421875
"1248",1181.34997558594,1189.94995117188,1172.05004882812,1178.09997558594,725215,1164.68566894531
"1249",1178.09997558594,1210.5,1175.34997558594,1202.80004882812,927227,1189.1044921875
"1250",1200,1223.90002441406,1188.40002441406,1205.44995117188,1825960,1191.72436523438
"1251",1214,1214.90002441406,1136.59997558594,1153.59997558594,3037526,1140.46459960938
"1252",1160,1204.34997558594,1155,1200,1252028,1186.33642578125
"1253",1207,1207,1183.75,1193.40002441406,530155,1179.8115234375
"1254",1189,1195.84997558594,1175.34997558594,1180.5,266216,1169.99951171875
"1255",1181,1184.40002441406,1151.30004882812,1171.19995117188,505303,1160.7822265625
"1256",1166.5,1184.65002441406,1162.40002441406,1176.55004882812,457495,1166.08471679688
"1257",1179.94995117188,1186,1158,1181.75,971218,1171.23852539062
"1258",1186.09997558594,1213.25,1175.15002441406,1198,774523,1187.34387207031
"1259",1191.40002441406,1213.90002441406,1184.90002441406,1198.80004882812,470914,1188.13684082031
"1260",1200,1204.44995117188,1181.55004882812,1196.90002441406,353228,1186.25378417969
"1261",1200,1202.09997558594,1176.59997558594,1199.44995117188,429582,1188.78100585938
"1262",1206.44995117188,1217.55004882812,1190.90002441406,1198.94995117188,614821,1188.28540039062
