"","TATAPOWER.NS.Open","TATAPOWER.NS.High","TATAPOWER.NS.Low","TATAPOWER.NS.Close","TATAPOWER.NS.Volume","TATAPOWER.NS.Adjusted"
"671",53,53.5499992370605,50.4000015258789,51.4500007629395,34523774,49.7179145812988
"672",52.25,54.2000007629395,51.3499984741211,53.4500007629395,24481334,51.6505813598633
"673",52.5999984741211,52.9500007629395,50.0999984741211,50.4500007629395,21625654,48.751579284668
"674",51.0499992370605,53.4000015258789,50.7000007629395,53.0999984741211,24165575,51.3123664855957
"675",53.5999984741211,54.5999984741211,53.3499984741211,54.1500015258789,16189540,52.327018737793
"676",54.5,54.6500015258789,53.25,53.9500007629395,18384412,52.1337509155273
"677",53.7999992370605,54,53,53.2999992370605,10804820,51.5056266784668
"678",53.5,54.6500015258789,53.5,54.4500007629395,13913795,52.6169166564941
"679",54.5,55.1500015258789,53.5999984741211,53.8499984741211,13583076,52.0371131896973
"680",54.0999984741211,54.75,53.7999992370605,54.5999984741211,10850162,52.7618637084961
"681",54.7000007629395,56.9000015258789,54.3499984741211,56.1500015258789,25064716,54.2596855163574
"682",56.0499992370605,56.5,53.75,55,16737366,53.1484031677246
"683",55,55.5,54.1500015258789,54.4500007629395,10432260,52.6169166564941
"684",54.4500007629395,55.0499992370605,52.5999984741211,52.8499984741211,12879607,51.0707778930664
"685",52.7999992370605,55.0999984741211,52.5499992370605,54.0499992370605,18622520,52.2303810119629
"686",53.9000015258789,54,52.25,52.9500007629395,15451124,51.1674118041992
"687",53.0999984741211,54.75,52.7000007629395,52.9000015258789,23963776,51.1190948486328
"688",53.5499992370605,54.5999984741211,52.2999992370605,54.1500015258789,24636965,52.327018737793
"689",54.3499984741211,55.5499992370605,53.9000015258789,55.2000007629395,18875642,53.341667175293
"690",55,56.1500015258789,54.5499992370605,54.75,17720431,52.9068145751953
"691",54.8499984741211,55.3499984741211,53.2000007629395,53.9500007629395,17054864,52.1337509155273
"692",53.9000015258789,55.5999984741211,53.4500007629395,55.0999984741211,15185237,53.2450332641602
"693",55.0999984741211,55.7000007629395,54.7000007629395,55.25,13365938,53.3899841308594
"694",55.6500015258789,55.7000007629395,52.9500007629395,53.9000015258789,20120597,52.0854339599609
"695",54.5,54.5,53,53.75,13240998,51.9404792785645
"696",53.7999992370605,54.0999984741211,52.9000015258789,53.0999984741211,13646853,51.3123664855957
"697",52.5999984741211,53.0999984741211,51.6500015258789,52.0999984741211,15351350,50.3460235595703
"698",52.4500007629395,52.8499984741211,51.6500015258789,52.1500015258789,12994219,50.394344329834
"699",52.4000015258789,52.9000015258789,52,52.6500015258789,9575485,50.877513885498
"700",52.7000007629395,53.8499984741211,52.6500015258789,53.5999984741211,11671919,51.7955284118652
"701",53.25,53.9500007629395,52.2999992370605,53.2999992370605,13555398,51.5056266784668
"702",53.5,55.8499984741211,53.5,55.3499984741211,22517409,53.4866142272949
"703",55.3499984741211,56.75,54.5,54.7000007629395,21662709,52.8585014343262
"704",55.4500007629395,55.5999984741211,53.9000015258789,54.9500007629395,22041528,53.1000862121582
"705",55.5,57.0999984741211,55,56.7000007629395,23878927,54.7911682128906
"706",57.4500007629395,58.5,56.7000007629395,57.25,40249499,55.3226509094238
"707",57.4000015258789,57.4000015258789,55.2000007629395,55.5999984741211,19585504,53.7281951904297
"708",55,55.75,54.5999984741211,55.25,15417488,53.3899841308594
"709",56,56.2000007629395,55.5499992370605,55.9500007629395,2578865,54.0664176940918
"710",56.5,58.2000007629395,55.9000015258789,57.6500015258789,26801425,55.7091903686523
"711",57.8499984741211,61.25,57.7000007629395,60.5999984741211,54298315,58.559871673584
