"","POWERGRID.NS.Open","POWERGRID.NS.High","POWERGRID.NS.Low","POWERGRID.NS.Close","POWERGRID.NS.Volume","POWERGRID.NS.Adjusted"
"1017",157.649993896484,159,155.287506103516,155.850006103516,20071130,132.565658569336
"1018",155.212493896484,155.212493896484,150.9375,151.387496948242,12109375,128.769836425781
"1019",151.5,152.887496948242,149.25,152.587493896484,19046061,129.790557861328
"1020",148.949996948242,150.75,146.774993896484,147.225006103516,20270061,128.708724975586
"1021",148.6875,149.137496948242,147,147.75,16405551,129.167678833008
"1022",147.600006103516,150.112503051758,146.4375,146.774993896484,14600643,128.315292358398
"1023",146.774993896484,149.25,146.662506103516,148.612503051758,10682638,129.921691894531
"1024",145.649993896484,148.837493896484,143.850006103516,148.612503051758,13606058,129.921691894531
"1025",148.762496948242,149.625,148.199996948242,148.537506103516,6493463,129.85612487793
"1026",145.5,147,142.425003051758,143.324996948242,13145037,125.299186706543
"1027",144.412506103516,148.425003051758,144.112503051758,147.975006103516,10920938,129.364379882812
"1028",148.087493896484,157.6875,147.037506103516,156.862503051758,31938385,137.134094238281
"1029",155.8125,159.862503051758,154.649993896484,158.175003051758,20502615,138.281539916992
"1030",158.024993896484,164.512496948242,158.024993896484,163.387496948242,19805555,142.838470458984
"1031",161.962493896484,163.125,158.212493896484,161.287506103516,12794317,141.002593994141
"1032",157.875,161.399993896484,156.637496948242,159.600006103516,17635653,139.527313232422
"1033",160.5,167.550003051758,157.350006103516,159.262496948242,28410490,139.232269287109
"1034",161.362503051758,162,154.949996948242,156.074996948242,22830958,136.445648193359
"1035",158.25,158.550003051758,155.287506103516,156.637496948242,16516553,136.937393188477
"1036",156.975006103516,159.75,155.8125,159.337493896484,12992850,139.297836303711
"1037",159.337493896484,160.5,157.199996948242,160.050003051758,12598659,139.920715332031
"1038",159.899993896484,161.287506103516,156.225006103516,157.237503051758,14528285,137.461944580078
"1039",158.4375,158.850006103516,156.712493896484,157.012496948242,11933774,137.265243530273
"1040",159,159.5625,155.8125,158.662506103516,28464621,138.707748413086
"1041",162,162,153.375,153.675003051758,17797415,134.347503662109
"1042",153.75,157.125,153.037506103516,156.524993896484,13285297,136.839050292969
"1043",157.125,157.949996948242,156.225006103516,157.574996948242,9408783,137.75700378418
"1044",157.5,158.399993896484,156,158.0625,11188958,138.183197021484
"1045",158.0625,158.100006103516,155.024993896484,157.237503051758,9842670,137.461944580078
"1046",157.237503051758,159.5625,155.625,159.225006103516,12823578,139.199493408203
"1047",160.387496948242,160.837493896484,157.274993896484,158.475006103516,10470515,138.543823242188
