"","JSWSTEEL.NS.Open","JSWSTEEL.NS.High","JSWSTEEL.NS.Low","JSWSTEEL.NS.Close","JSWSTEEL.NS.Volume","JSWSTEEL.NS.Adjusted"
"91",329.5,342.75,327.600006103516,334.549987792969,6620191,299.894683837891
"92",333.799987792969,340,329.899993896484,336.600006103516,5178318,301.732391357422
"93",341,341,328.100006103516,332,9191526,297.608856201172
"94",332.899993896484,335.75,318.100006103516,319.450012207031,4676411,286.35888671875
"95",318.700012207031,323.450012207031,307.649993896484,309.25,5132127,277.215515136719
"96",309,320.75,308.75,318.399993896484,4072023,285.417602539062
"97",318.899993896484,322.899993896484,308.100006103516,310,6090049,277.887817382812
"98",313.950012207031,315.549987792969,307.399993896484,314.149993896484,3276382,281.60791015625
"99",315,327.5,314,326.049987792969,5183676,292.275238037109
"100",326.5,330,324.25,327.100006103516,2162396,293.216491699219
"101",326.899993896484,332.450012207031,323.350006103516,331.75,4898604,297.384765625
"102",328.799987792969,333.899993896484,328.049987792969,332.549987792969,3841174,298.101898193359
"103",332,337.200012207031,329.600006103516,331.899993896484,6771065,297.519256591797
"104",332.100006103516,337.600006103516,327.649993896484,331.899993896484,5033181,297.519256591797
"105",332,334.75,330,331.850006103516,2301143,297.474456787109
"106",333.100006103516,333.600006103516,325.5,329.100006103516,2804584,295.009307861328
"107",329,339.100006103516,328.049987792969,338,3148197,302.987335205078
"108",339.600006103516,346.5,339.5,343.5,3295739,307.917633056641
"109",343.299987792969,344.299987792969,339,343.25,2138252,307.693511962891
"110",343.75,345.899993896484,340.350006103516,340.950012207031,1886702,305.631805419922
"111",341.399993896484,345.5,338.5,341.350006103516,4463946,305.990356445312
"112",342,345.5,339.100006103516,343,3827972,307.469421386719
"113",342,343.850006103516,336.799987792969,339.049987792969,2262462,303.928588867188
"114",336.100006103516,341.549987792969,331.649993896484,332.549987792969,4407383,298.101898193359
"115",331.799987792969,331.950012207031,322.149993896484,327.149993896484,3093377,293.261291503906
"116",325.25,331.350006103516,323,327.5,3902633,293.574981689453
"117",326.049987792969,336.149993896484,326.049987792969,335.149993896484,4389564,300.432586669922
"118",337,337.450012207031,331.549987792969,332.850006103516,3111133,298.370819091797
"119",332.399993896484,338.350006103516,331.850006103516,336.950012207031,3641907,302.046112060547
"120",336.850006103516,338.450012207031,330,332.100006103516,2725937,297.698486328125
"121",329.649993896484,330.200012207031,321.549987792969,322.850006103516,3431872,289.406707763672
"122",324.450012207031,324.5,316.799987792969,318.299987792969,3615558,285.327972412109
"123",317.799987792969,324.399993896484,313.899993896484,322.399993896484,4474045,289.003326416016
"124",325,328.299987792969,322.75,326.799987792969,4176390,292.947540283203
"125",327,328.75,311.5,313.399993896484,3579844,280.935607910156
"126",313.399993896484,314.799987792969,306,311.700012207031,5355915,279.411712646484
"127",312.5,315.299987792969,308.5,312.149993896484,3838343,279.815063476562
"128",312,313,308,310.450012207031,4048889,278.291198730469
"129",307,312.899993896484,300.700012207031,308.549987792969,5087790,279.468658447266
"130",312,314.25,310.100006103516,312.799987792969,1833981,286.287170410156
"131",312,318.200012207031,312,317.450012207031,4072677,290.543090820312
