"","LT.NS.Open","LT.NS.High","LT.NS.Low","LT.NS.Close","LT.NS.Volume","LT.NS.Adjusted"
"352",1525,1542,1521.30004882812,1532.09997558594,1608705,1389.51806640625
"353",1540.19995117188,1540.19995117188,1522,1524.30004882812,1745105,1382.44409179688
"354",1524.09997558594,1525.90002441406,1503.69995117188,1509.25,1495586,1368.79455566406
"355",1509,1529,1504.59997558594,1517.55004882812,1828211,1376.322265625
"356",1521,1539.90002441406,1513.05004882812,1526.30004882812,1854211,1384.25793457031
"357",1530,1537,1495.25,1498.75,2048759,1359.27172851562
"358",1500,1519.94995117188,1497.80004882812,1505.30004882812,2098714,1365.21215820312
"359",1513.94995117188,1530,1497,1505.15002441406,2140698,1365.07604980469
"360",1509.25,1563,1507.05004882812,1557.09997558594,3483179,1412.19140625
"361",1560,1569.94995117188,1530,1539.75,3028524,1396.45629882812
"362",1545.5,1563.44995117188,1537.15002441406,1541,1941777,1397.58984375
"363",1545.80004882812,1552,1521.09997558594,1535,2384122,1392.14819335938
"364",1533,1563.75,1529,1551.19995117188,2789166,1406.84045410156
"365",1560,1568.94995117188,1540.65002441406,1550.90002441406,3763146,1406.56848144531
"366",1556.19995117188,1573.90002441406,1547.65002441406,1553.19995117188,3002811,1408.65441894531
"367",1563.44995117188,1569,1552.25,1556.65002441406,1537022,1411.78344726562
"368",1560,1565.94995117188,1553,1563.84997558594,1294135,1418.31323242188
"369",1565,1583.90002441406,1560.19995117188,1578.05004882812,2800104,1431.19189453125
"370",1582.94995117188,1590.59997558594,1568.25,1571.69995117188,1981745,1425.4326171875
"371",1581,1591.65002441406,1545.55004882812,1558.34997558594,3693134,1413.32531738281
"372",1549.90002441406,1551.25,1461.55004882812,1490.34997558594,4697122,1351.65344238281
"373",1486.59997558594,1538.40002441406,1485.34997558594,1526.59997558594,4329323,1384.53002929688
"374",1523.80004882812,1529.59997558594,1482.69995117188,1499.55004882812,2823544,1359.99755859375
"375",1512,1512.94995117188,1490.09997558594,1495.19995117188,2156264,1356.05200195312
"376",1499,1499,1462,1466.84997558594,3495971,1330.34057617188
"377",1471,1473.94995117188,1431.90002441406,1440.59997558594,3950399,1306.53344726562
"378",1442,1464,1426.90002441406,1461.19995117188,3654380,1325.21630859375
"379",1461,1470.55004882812,1452,1455.44995117188,2225647,1320.00146484375
"380",1444.80004882812,1454.94995117188,1432,1435.19995117188,2342881,1301.63598632812
"381",1446.40002441406,1446.80004882812,1402.09997558594,1411.55004882812,3199700,1280.18701171875
"382",1409.59997558594,1419,1394,1403.69995117188,2646126,1273.06726074219
"383",1414.80004882812,1414.80004882812,1386.19995117188,1409.5,4013444,1278.32788085938
"384",1410.25,1420.19995117188,1376.15002441406,1387.34997558594,5434450,1274.51513671875
"385",1395.09997558594,1402.90002441406,1369,1372.40002441406,4181824,1260.78112792969
"386",1370.90002441406,1397.25,1363.09997558594,1392.15002441406,3019850,1278.92492675781
"387",1393.44995117188,1398,1360.5,1371.5,1987927,1259.95422363281
"388",1376,1393.15002441406,1372.30004882812,1376.34997558594,2714475,1264.40979003906
"389",1371.65002441406,1397.94995117188,1367.09997558594,1387.30004882812,2693653,1274.46923828125
"390",1380,1386,1339,1358.05004882812,2774996,1247.59826660156
"391",1352.59997558594,1376.90002441406,1340,1370.25,2776965,1258.80578613281
"392",1355,1358.80004882812,1325,1345.80004882812,2287548,1236.34460449219
"393",1342.69995117188,1399.40002441406,1340.05004882812,1377.5,4152548,1265.46606445312
"394",1380,1389.90002441406,1352.84997558594,1360.05004882812,2247223,1249.43566894531
"395",1370,1372,1340.09997558594,1360.65002441406,2788577,1249.98669433594
"396",1372,1392.5,1361.09997558594,1364.59997558594,2419380,1253.61560058594
"397",1370,1370,1307,1313.25,3135817,1206.44177246094
"398",1320,1340.94995117188,1316,1333.69995117188,2798429,1225.22863769531
"399",1335,1339.90002441406,1320.5,1335.25,2654524,1226.65246582031
"400",1339,1360.94995117188,1339,1352.19995117188,2509331,1242.22399902344
"401",1352.94995117188,1355.55004882812,1334,1342.5,2145169,1233.31274414062
"402",1341.19995117188,1341.90002441406,1302.55004882812,1310.65002441406,2361165,1204.05334472656
"403",1302,1327.44995117188,1283.15002441406,1294.25,3780476,1188.98718261719
"404",1290,1297.44995117188,1274,1286.5,5252370,1181.86743164062
"405",1310,1343.19995117188,1276.55004882812,1333.65002441406,3759248,1225.18286132812
"406",1344.84997558594,1379.94995117188,1343.65002441406,1356.94995117188,5431422,1246.58740234375
"407",1362.09997558594,1370,1336.09997558594,1344.65002441406,2272465,1235.28796386719
"408",1339.90002441406,1355,1332.25,1342.44995117188,2421312,1233.26672363281
"409",1344.94995117188,1356.90002441406,1302.90002441406,1328.25,3715119,1220.22192382812
"410",1327,1327,1290,1294.40002441406,3617815,1189.125
"411",1296,1314.30004882812,1292.40002441406,1308.05004882812,2786181,1201.66491699219
"412",1312.84997558594,1338,1308.65002441406,1320.30004882812,2758679,1212.91857910156
"413",1328.44995117188,1334,1320.34997558594,1328.65002441406,1694661,1220.58923339844
"414",1330,1361.80004882812,1323.05004882812,1357,3508361,1246.63354492188
"415",1364,1383.80004882812,1356,1363.65002441406,2545642,1252.74267578125
"416",1370.09997558594,1379.75,1355.34997558594,1362.40002441406,2249695,1251.59436035156
"417",1362,1366.94995117188,1344.09997558594,1363.44995117188,1771658,1252.55883789062
"418",1354,1356.94995117188,1338.59997558594,1343.59997558594,1835805,1234.32336425781
"419",1344,1345,1310.19995117188,1313.69995117188,2210178,1206.85522460938
"420",1320.09997558594,1328.40002441406,1313.30004882812,1318,2081625,1210.80554199219
"421",1320,1320.19995117188,1298,1300.69995117188,1808736,1194.91259765625
"422",1305,1416.44995117188,1289.09997558594,1411.5,9975807,1296.70104980469
"423",1452,1551,1451,1528.5,12082820,1404.18530273438
"424",1524,1524,1475.55004882812,1481.30004882812,3831602,1360.82421875
"425",1480.90002441406,1481.69995117188,1446.65002441406,1450.09997558594,2746428,1332.16162109375
"426",1456.30004882812,1495,1456.30004882812,1489.84997558594,3560962,1368.6787109375
"427",1484.05004882812,1491.69995117188,1462,1472.65002441406,2167976,1352.87768554688
"428",1473,1484,1448.19995117188,1474.25,2961398,1354.34741210938
"429",1480,1496.44995117188,1439.15002441406,1464.05004882812,2578275,1344.97717285156
"430",1445.44995117188,1475.5,1422.25,1458.05004882812,1966976,1339.46508789062
"431",1463.80004882812,1474,1420.09997558594,1424.90002441406,3266487,1309.01110839844
"432",1420,1429,1381.05004882812,1397.84997558594,2192329,1284.16101074219
"433",1401,1433.40002441406,1399.09997558594,1426.25,1818865,1310.25109863281
"434",1423,1432,1407.05004882812,1425.09997558594,1626821,1309.19482421875
"435",1431,1450,1420.19995117188,1427.69995117188,2024214,1311.58337402344
"436",1435,1439.90002441406,1418.34997558594,1423.94995117188,2220364,1308.13842773438
"437",1429.09997558594,1444.80004882812,1420.65002441406,1432.25,1797471,1315.76354980469
"438",1440,1441.80004882812,1416.25,1424.19995117188,2446615,1308.36791992188
"439",1428,1438.59997558594,1420.19995117188,1424.34997558594,2304434,1308.50598144531
"440",1428,1457,1425.40002441406,1447.80004882812,3516394,1330.04858398438
"441",1448.5,1467.80004882812,1439.15002441406,1442.55004882812,2858390,1325.22570800781
"442",1445,1448.90002441406,1418.59997558594,1431.80004882812,2410781,1315.35009765625
"443",1460,1467,1426.34997558594,1432.25,3646005,1315.76354980469
"444",1439.94995117188,1441.69995117188,1420.09997558594,1425,2013793,1309.10290527344
"445",1436.69995117188,1438.94995117188,1428.84997558594,1434.40002441406,398258,1317.73864746094
"446",1435.5,1464.80004882812,1431,1461.09997558594,3351491,1342.26696777344
"447",1469.94995117188,1491.94995117188,1465,1474.25,3722066,1354.34741210938
"448",1481,1486.5,1467.25,1473.05004882812,2210277,1353.2451171875
"449",1476.69995117188,1481.05004882812,1445,1449.40002441406,2287220,1331.51843261719
"450",1457.80004882812,1468,1450,1452.19995117188,1459894,1334.09069824219
"451",1455,1459.59997558594,1432,1439.80004882812,2401916,1322.69958496094
"452",1440,1466.94995117188,1437.75,1453.05004882812,2434431,1334.87182617188
"453",1459.94995117188,1459.94995117188,1431,1435.05004882812,1999085,1318.33581542969
"454",1429.94995117188,1448,1420,1423,2217408,1307.265625
"455",1419.19995117188,1430.75,1408.05004882812,1417,2097492,1301.75378417969
"456",1418.44995117188,1419.84997558594,1389.05004882812,1393,2929404,1279.70568847656
"457",1397,1405.94995117188,1376.94995117188,1380.44995117188,3000518,1268.17626953125
"458",1383.59997558594,1392.69995117188,1366.19995117188,1377.65002441406,3409434,1265.60412597656
"459",1388,1393.80004882812,1361.25,1364.5,2733161,1253.52355957031
"460",1364.5,1378.19995117188,1361.5,1365.75,2396206,1254.67175292969
"461",1372,1393.34997558594,1365.34997558594,1380.80004882812,3914075,1268.49792480469
"462",1405,1417.90002441406,1385,1392.69995117188,5719318,1279.43005371094
"463",1393.75,1398.94995117188,1371,1378.65002441406,2363205,1266.52270507812
"464",1378.5,1389,1371.09997558594,1380.84997558594,2956576,1268.54370117188
"465",1379.34997558594,1380,1359.55004882812,1363,4853977,1252.1455078125
"466",1365,1370,1314.15002441406,1335.5,7904745,1226.88208007812
"467",1344,1354,1327.19995117188,1349.90002441406,4503913,1240.11096191406
"468",1350,1350.19995117188,1328,1330.55004882812,2515083,1222.3349609375
"469",1330.55004882812,1342.90002441406,1320.34997558594,1333.34997558594,3044008,1224.90698242188
"470",1333.44995117188,1333.44995117188,1310,1313.19995117188,3068849,1206.39599609375
"471",1310,1312,1282.15002441406,1285.09997558594,10230371,1180.58129882812
"472",1294,1313,1285.15002441406,1302.19995117188,6644324,1196.29052734375
"473",1308.84997558594,1309,1283.09997558594,1290.80004882812,3302384,1185.81762695312
"474",1294,1298.90002441406,1271.80004882812,1276,3038475,1172.22131347656
"475",1277,1284,1267.15002441406,1279,2759100,1174.97741699219
"476",1282.94995117188,1288.75,1255,1264.30004882812,3949135,1161.47277832031
"477",1270,1282.84997558594,1268.19995117188,1279.69995117188,3264836,1175.62036132812
"478",1287.94995117188,1308,1285.30004882812,1305.30004882812,3655956,1199.13854980469
"479",1314.44995117188,1318,1300,1303,3969819,1197.02563476562
"480",1309.19995117188,1325,1303.80004882812,1317.94995117188,3719446,1210.75952148438
"481",1324.75,1325.94995117188,1314.59997558594,1319.34997558594,2961222,1212.04565429688
"482",1316.75,1321,1307.09997558594,1311.75,1936623,1205.06384277344
"483",1313,1327.90002441406,1307.30004882812,1311.55004882812,3297390,1204.88012695312
"484",1307.90002441406,1322,1305,1311.25,3394916,1204.6044921875
"485",1314.65002441406,1319,1298,1301,1803814,1195.18811035156
"486",1299.65002441406,1306.69995117188,1277,1279.30004882812,3723801,1175.25317382812
"487",1281.55004882812,1301.84997558594,1280.15002441406,1299.59997558594,2459664,1193.90197753906
"488",1301.90002441406,1307.19995117188,1296.5,1302.30004882812,2072838,1196.38232421875
"489",1300,1310,1291.15002441406,1298.19995117188,3043254,1192.61584472656
"490",1308.40002441406,1318.90002441406,1303,1309.94995117188,3123998,1203.41015625
"491",1312,1348,1311,1345.30004882812,4335359,1235.88500976562
"492",1344.94995117188,1344.94995117188,1330.15002441406,1335.05004882812,2059871,1226.46875
"493",1331,1332,1314.09997558594,1316.75,2646905,1209.65698242188
"494",1328,1339.5,1313.75,1320.5,2077893,1213.10205078125
"495",1302,1308.69995117188,1283.34997558594,1291.55004882812,4147568,1186.50671386719
"496",1311,1319.90002441406,1305.09997558594,1316.15002441406,2067779,1209.10595703125
"497",1319,1335.94995117188,1319,1324.59997558594,2360798,1216.86877441406
"498",1329,1339.40002441406,1328.69995117188,1334.69995117188,1825244,1226.14697265625
"499",1329.80004882812,1331,1315.09997558594,1326.09997558594,2046500,1218.24670410156
"500",1325.59997558594,1336.15002441406,1320,1323.59997558594,2127677,1215.94982910156
"501",1327.69995117188,1332.90002441406,1317.40002441406,1319.30004882812,1773135,1211.99975585938
"502",1320.59997558594,1325.94995117188,1302,1304.19995117188,2941837,1198.1279296875
"503",1313.94995117188,1319.90002441406,1306.5,1309.59997558594,2542477,1203.08874511719
"504",1304.75,1313.90002441406,1300.44995117188,1302.34997558594,1361576,1196.42810058594
"505",1311,1312,1292,1294.19995117188,2449753,1188.94116210938
"506",1307,1339.84997558594,1306,1332.30004882812,10056067,1223.94250488281
"507",1332,1367.84997558594,1332,1359.19995117188,5837319,1248.65466308594
"508",1340,1364.90002441406,1340,1348.59997558594,2510013,1238.91674804688
"509",1350.90002441406,1355,1338,1346.65002441406,2352852,1237.12536621094
"510",1353.09997558594,1374.94995117188,1352.09997558594,1365.69995117188,3678474,1254.6259765625
"511",1365.94995117188,1376.80004882812,1353,1370.19995117188,2743506,1258.76000976562
"512",1375.94995117188,1377,1360.44995117188,1369.30004882812,3939306,1257.93322753906
"513",1290,1303.90002441406,1272,1286.65002441406,5767353,1182.00524902344
"514",1296,1307.30004882812,1287.55004882812,1291.75,3604309,1186.69030761719
"515",1297.90002441406,1325,1295,1310.05004882812,4220104,1203.50207519531
"516",1322.90002441406,1325,1309.05004882812,1317.59997558594,2354458,1210.43786621094
"517",1313.05004882812,1314.40002441406,1296,1299,3053804,1193.35083007812
"518",1300,1302.44995117188,1273.09997558594,1285.30004882812,3039992,1180.76513671875
"519",1292,1298.94995117188,1284,1286.90002441406,2200796,1182.23486328125
"520",1289.09997558594,1299.84997558594,1280,1297.30004882812,2568696,1191.7890625
"521",1299,1299.84997558594,1285,1292.25,1545536,1187.14978027344
"522",1295,1304.94995117188,1290.59997558594,1295.15002441406,1780119,1189.81396484375
"523",1297,1297.84997558594,1277,1280.19995117188,2155085,1176.07971191406
"524",1281.5,1289.80004882812,1266.44995117188,1286.34997558594,2347917,1181.72961425781
"525",1298,1299,1276.59997558594,1281.40002441406,1820353,1177.18225097656
"526",1279.90002441406,1288.90002441406,1275.30004882812,1280.59997558594,3034681,1176.447265625
"527",1271.90002441406,1271.90002441406,1252.65002441406,1259.69995117188,3414064,1157.24719238281
"528",1262.19995117188,1265.65002441406,1240.15002441406,1242.05004882812,3133077,1141.03259277344
"529",1235,1238,1206,1211.15002441406,5721483,1112.64575195312
"530",1212.34997558594,1216.94995117188,1200,1210.34997558594,4003149,1111.91088867188
"531",1189.65002441406,1196.44995117188,1162,1187.55004882812,6286647,1090.96520996094
"532",1205,1212.34997558594,1150.55004882812,1160.90002441406,3177486,1066.48254394531
"533",1166,1186.80004882812,1162.05004882812,1181.30004882812,3134527,1085.22351074219
"534",1185,1187.84997558594,1158,1176.65002441406,3135151,1080.95153808594
"535",1180.09997558594,1187.25,1166.19995117188,1182.44995117188,2625152,1086.28002929688
"536",1148,1164,1130.84997558594,1158.90002441406,3956575,1064.64538574219
"537",1135.80004882812,1135.80004882812,1067.30004882812,1101.94995117188,8038295,1012.32708740234
"538",1090,1120.94995117188,1085.80004882812,1116.94995117188,5628125,1026.10705566406
"539",1070,1070.05004882812,1004.09997558594,1016.54998779297,9200130,933.872741699219
"540",950,1060.44995117188,890,1051.44995117188,8117911,965.934387207031
"541",1014.25,1042,961.900024414062,968.700012207031,6671806,889.914428710938
"542",972,1005,940.150024414062,956.75,4720207,878.936340332031
"543",968,974.75,900,904.549987792969,5586097,830.981872558594
"544",873.900024414062,884,837.700012207031,843.099975585938,7251950,774.529602050781
"545",849,877.799987792969,831.299987792969,864.700012207031,6130185,794.372985839844
"546",809,809.950012207031,706,724.049987792969,7308612,665.162109375
"547",755,755.75,672,707.900024414062,7110384,659.433349609375
"548",697.200012207031,775,661,765.75,16122446,713.322570800781
"549",787.75,842.299987792969,754.150024414062,838,9028497,780.625854492188
"550",867.900024414062,890,812,837.049987792969,6573448,779.740905761719
"551",801,815,791,798.650024414062,4474168,743.969909667969
"552",820,823,791.200012207031,808.5,8045468,753.145568847656
"553",806.849975585938,812.400024414062,766.549987792969,774.349975585938,4104403,721.333618164062
"554",791.099975585938,791.099975585938,762.799987792969,774.650024414062,4268480,721.613220214844
"555",805,813,791,801.650024414062,5768998,746.7646484375
"556",804,832,797.700012207031,807.099975585938,6151091,751.841430664062
"557",834.349975585938,834.349975585938,804.400024414062,812.799987792969,6410296,757.151184082031
"558",812.799987792969,872.400024414062,807.950012207031,865.450012207031,9462711,806.196411132812
"559",890.950012207031,926.599975585938,869,880.150024414062,10435477,819.890075683594
"560",875.950012207031,919.799987792969,870.150024414062,911.650024414062,6980512,849.2333984375
"561",930,940,916,932.900024414062,5827648,869.028442382812
"562",940.799987792969,943,911,915.599975585938,4958362,852.912963867188
"563",897,906.599975585938,863,870.349975585938,5122305,810.760986328125
"564",873,885.5,850,852.599975585938,6090168,794.226196289062
"565",860,869.5,835,840.599975585938,6321888,783.0478515625
"566",838,869,834.150024414062,851.200012207031,7960368,792.922119140625
"567",861.950012207031,874.900024414062,852.25,855.25,4224177,796.694763183594
"568",863.799987792969,867.700012207031,852.099975585938,857.150024414062,3772704,798.464782714844
"569",862,883.049987792969,854,875.349975585938,4837925,815.418640136719
"570",890.200012207031,916.799987792969,884.099975585938,897.549987792969,6332497,836.098754882812
"571",880,880,845,850.650024414062,4678576,792.409851074219
"572",861,869.799987792969,835,836.900024414062,4296433,779.601135253906
"573",838,848,817.599975585938,837.299987792969,5081524,779.973754882812
"574",833,836.049987792969,820.099975585938,822.849975585938,3529134,766.513122558594
"575",833,834.849975585938,810,815.950012207031,4394509,760.085571289062
"576",821.200012207031,827.5,816.349975585938,821.599975585938,2882920,765.348693847656
"577",817,819.25,804,814.799987792969,3024381,759.01416015625
"578",863.700012207031,871.950012207031,850.5,862.900024414062,8625444,803.821105957031
"579",858.900024414062,879.599975585938,841.5,871.650024414062,6778584,811.972045898438
"580",881.950012207031,885,854,864.400024414062,5653901,805.218383789062
"581",869.900024414062,870,810,813.349975585938,6211249,757.66357421875
"582",827.099975585938,833.799987792969,791.700012207031,796.349975585938,5533176,741.827331542969
"583",800,841,800,835,5949898,777.831237792969
"584",835.950012207031,845,818.099975585938,820.5,4701930,764.323974609375
"585",815,826.5,810.099975585938,815.700012207031,4607479,759.852661132812
"586",821.900024414062,842.700012207031,821,825.549987792969,4335209,769.0283203125
"587",831.950012207031,857.200012207031,827,850.849975585938,5159287,792.596069335938
"588",855,912,855,905.5,11481079,843.504455566406
"589",893.200012207031,937.5,891,932.25,10166556,868.422912597656
"590",944.650024414062,974.150024414062,924,928.150024414062,7617144,864.603698730469
"591",935,953,913.049987792969,945.450012207031,7325471,880.719177246094
"592",955.950012207031,972.849975585938,955,961.299987792969,4651554,895.484069824219
"593",961.049987792969,968,928.599975585938,930.700012207031,5355931,866.979125976562
"594",940,959.900024414062,936.599975585938,955.25,6071040,889.848205566406
"595",979.5,995,949,961.349975585938,9858804,895.530578613281
"596",964.5,970.25,949.700012207031,953.299987792969,5117749,888.031799316406
"597",957,959.5,935.700012207031,946.549987792969,5175923,881.743835449219
"598",944,952,928.200012207031,930.450012207031,3602957,866.746215820312
"599",890,929.900024414062,890,926.400024414062,5411314,862.973510742188
"600",921.799987792969,929.450012207031,894.099975585938,899.900024414062,4982324,838.287902832031
"601",920,924.700012207031,891.150024414062,895.049987792969,4661460,833.769836425781
"602",892.700012207031,899.75,881.099975585938,884.799987792969,4681085,824.221618652344
"603",876,900,874,896.650024414062,5869802,835.260375976562
"604",902,915.900024414062,895.099975585938,898.200012207031,5409996,836.7041015625
"605",905,916,896,907.450012207031,6839642,845.320922851562
"606",910,970,909,967.599975585938,14580218,901.352661132812
"607",979,989.900024414062,952,955.549987792969,11985132,890.127746582031
"608",949.900024414062,964.799987792969,936.25,943.099975585938,7508087,878.530090332031
"609",955,976.099975585938,940.5,962.200012207031,6554103,896.322448730469
"610",950,956.099975585938,930,936.599975585938,4575801,872.47509765625
"611",948.700012207031,952.150024414062,931.400024414062,943.650024414062,3656480,879.04248046875
"612",941,941,917,924.299987792969,6426017,861.017211914062
"613",936,950.700012207031,926,941.299987792969,6542705,876.853332519531
"614",948,955.400024414062,941.599975585938,944.25,3928063,879.601379394531
"615",953.099975585938,959.5,946.650024414062,951.200012207031,3900219,886.075622558594
"616",955,961.900024414062,940,943.599975585938,4051767,878.995910644531
"617",944.950012207031,964.400024414062,938,941.25,5227021,876.806762695312
"618",945,952,940,944.950012207031,3777760,880.253540039062
"619",940,952,930.549987792969,932.150024414062,4537688,868.329895019531
"620",940,944.799987792969,925,928.150024414062,3821300,864.603698730469
"621",928,934.950012207031,905.849975585938,912.900024414062,3646237,850.397766113281
"622",918.049987792969,925,909.299987792969,912.200012207031,3229770,849.745727539062
"623",913,924,898.450012207031,921.150024414062,3134451,858.082946777344
"624",922.099975585938,929.950012207031,918,925.549987792969,2040517,862.181701660156
"625",929,931.900024414062,915,919.599975585938,3035845,856.639099121094
"626",927,942.299987792969,920.599975585938,938.049987792969,4756570,873.825866699219
"627",939.200012207031,941,910,920.900024414062,4977432,857.850036621094
"628",912,937.950012207031,911.349975585938,916.549987792969,9075059,853.7978515625
"629",914.400024414062,914.5,898.049987792969,904.400024414062,6059379,842.479736328125
"630",908,915,896.299987792969,903.799987792969,3615970,841.9208984375
"631",908.799987792969,917,899,913.5,3793721,850.956787109375
"632",919.599975585938,940.849975585938,917.25,921.950012207031,7245021,858.828125
"633",929,932.700012207031,904.200012207031,908.25,3364408,846.066223144531
"634",913.900024414062,922.900024414062,907.049987792969,913.450012207031,2943858,850.910095214844
"635",913,919.75,903.549987792969,915.900024414062,3583167,853.1923828125
"636",918,930,916.599975585938,924.25,3860346,860.970703125
"637",923.950012207031,934.5,920.799987792969,925.75,3007723,869.897521972656
"638",926.049987792969,933.700012207031,920.25,922.150024414062,2188023,866.514770507812
"639",922.549987792969,926.849975585938,914.099975585938,915.650024414062,2461109,860.406921386719
"640",925,970,925,960.049987792969,11861641,902.128173828125
"641",969.599975585938,979.700012207031,957.099975585938,961.900024414062,5427516,903.866577148438
"642",952,956,945,949.75,3672458,892.449584960938
"643",957,993.650024414062,951.549987792969,990.700012207031,8816193,930.928955078125
"644",999.950012207031,1017,973.400024414062,982.799987792969,13443785,923.505615234375
"645",1002,1007,987.700012207031,1000.79998779297,4735094,940.419555664062
"646",1005.95001220703,1008,995.400024414062,1004.54998779297,4362050,943.943359375
"647",1017.25,1024.94995117188,1005.40002441406,1009.09997558594,4914223,948.218872070312
"648",986,1005,981,995.75,4791040,935.67431640625
"649",1010,1010,992,994.150024414062,2806380,934.1708984375
"650",996,1001.40002441406,990,991.349975585938,2026255,931.539733886719
"651",993,999.900024414062,977.799987792969,980.400024414062,2914757,921.250427246094
"652",987,988,965,968.950012207031,4482066,910.491333007812
"653",975.25,980,965.299987792969,975.599975585938,4466609,916.739929199219
"654",988,1004.70001220703,978.200012207031,981.849975585938,7821191,922.612854003906
"655",988.099975585938,995.400024414062,940.400024414062,944.950012207031,8489726,887.939208984375
"656",964.950012207031,966,943.299987792969,955.200012207031,5099949,897.57080078125
"657",956.450012207031,959.799987792969,948,955.549987792969,2107714,897.899658203125
"658",960,971,953.299987792969,961.150024414062,3278899,903.161804199219
"659",948,956.150024414062,940,942.5,3130721,885.637023925781
"660",947.150024414062,950.75,916.25,932.150024414062,3470806,875.911499023438
"661",936,936,912.950012207031,916.700012207031,3738931,861.3935546875
"662",907.549987792969,928,901,909.5,5656245,854.627990722656
"663",917.700012207031,923,912,920.950012207031,2948599,865.387145996094
"664",920,921.549987792969,912,917.400024414062,2632298,862.051330566406
"665",922.400024414062,923.349975585938,901,902.099975585938,5006356,847.674377441406
"666",910,915.200012207031,900,909.950012207031,4488829,855.05078125
"667",915,924,911.349975585938,921.799987792969,3596197,866.185852050781
"668",915,917.950012207031,905.049987792969,906.299987792969,4512652,851.620971679688
"669",911.200012207031,914.099975585938,897,900.700012207031,7496145,846.35888671875
"670",901,903.799987792969,874.299987792969,881.849975585938,4597697,828.646057128906
"671",887.950012207031,887.950012207031,852,856.5,5089087,804.825500488281
"672",866.200012207031,873.700012207031,854.549987792969,860.599975585938,3709291,808.678100585938
"673",856,859.900024414062,843,850.700012207031,11609426,799.37548828125
"674",860.099975585938,895.400024414062,852,889.25,4961967,835.599731445312
"675",898,917.5,893,902.849975585938,3853608,848.379089355469
"676",909.950012207031,912.849975585938,892.400024414062,895.450012207031,3362381,841.425598144531
"677",897.799987792969,904.5,884.099975585938,901.599975585938,3582787,847.20458984375
"678",909.950012207031,913.599975585938,900.700012207031,902.799987792969,2506154,848.332214355469
"679",907.950012207031,908.549987792969,895.049987792969,896.950012207031,2788003,842.835144042969
"680",901.049987792969,904.549987792969,888.25,892.599975585938,3497325,838.747436523438
"681",895,895,876.049987792969,887.900024414062,5073845,834.3310546875
"682",890.299987792969,894,879.049987792969,881.049987792969,3918217,827.894348144531
"683",887.400024414062,914.950012207031,885.599975585938,908.450012207031,9668150,853.641357421875
"684",916.950012207031,925.75,902.049987792969,905.75,6188905,851.104187011719
"685",907.950012207031,915.700012207031,888.849975585938,896.450012207031,4548652,842.365356445312
"686",897,917,887.200012207031,915.200012207031,5286914,859.984008789062
"687",913,919,885.400024414062,888.799987792969,4927777,835.176818847656
"688",894,903.5,889.5,894.099975585938,2373435,840.157043457031
"689",899,906,884,902.900024414062,5800391,848.426147460938
"690",919,935.5,913,917.299987792969,13188572,861.957275390625
"691",924.950012207031,931,908.650024414062,924.450012207031,6390783,868.675964355469
"692",922,939,920.150024414062,936.299987792969,6151367,879.81103515625
"693",940,948.5,928,941.25,5102184,884.46240234375
"694",949.849975585938,959.25,943,951.75,6975809,894.328979492188
"695",960,986,955.150024414062,981.950012207031,9638520,922.706970214844
"696",989.950012207031,994.650024414062,974.200012207031,982.849975585938,7369181,923.552490234375
"697",951.099975585938,958.799987792969,926,934.5,11852038,878.119689941406
"698",941,946.799987792969,924.200012207031,929.5,4797473,873.421325683594
"699",930,937.950012207031,920.650024414062,929.299987792969,3682174,873.233459472656
"700",944.900024414062,952.900024414062,932.5,947.75,4049112,890.570190429688
"701",934.25,950.650024414062,930,939.849975585938,3369408,900.24462890625
"702",952,959.799987792969,944.299987792969,958.099975585938,2889134,917.725463867188
"703",959,967.5,950.099975585938,960.75,3419233,920.263916015625
"704",971,974.599975585938,962.400024414062,965.849975585938,3040456,925.14892578125
"705",975,1036.90002441406,971.599975585938,1033.69995117188,12149416,990.139709472656
"706",1040,1062.80004882812,1021.25,1059.44995117188,10254627,1014.80450439453
"707",1054.90002441406,1075.84997558594,1052.44995117188,1073.19995117188,6743163,1027.97534179688
"708",1065.05004882812,1068.15002441406,1038.09997558594,1051.5,5025096,1007.18975830078
"709",1060.05004882812,1067.80004882812,1054,1059.19995117188,911852,1014.56518554688
"710",1063,1096.84997558594,1061.05004882812,1080.90002441406,7611327,1035.35083007812
"711",1080.90002441406,1154.25,1079.15002441406,1148.15002441406,13436421,1099.76696777344
"712",1125.05004882812,1177,1107.69995117188,1134.25,10841151,1086.45251464844
"713",1140,1161,1118.5,1132.30004882812,7009257,1084.58483886719
"714",1138.80004882812,1147.84997558594,1122.84997558594,1125.84997558594,4998877,1078.40661621094
"715",1135,1144,1128.30004882812,1135.5,4623887,1087.64990234375
"716",1141.5,1147.80004882812,1112.44995117188,1116,4651911,1068.9716796875
"717",1130,1134.94995117188,1101.55004882812,1118.84997558594,7360928,1071.70166015625
"718",1129,1139.80004882812,1092,1122.40002441406,18995549,1075.10205078125
"719",1140,1140,1111.19995117188,1115.94995117188,3551604,1068.923828125
"720",1120.05004882812,1132.05004882812,1104.09997558594,1113.75,4434968,1066.81652832031
"721",1135,1137.44995117188,1120.30004882812,1125.15002441406,4087608,1077.73596191406
"722",1130,1162,1128.75,1149.5,6542918,1101.05993652344
"723",1154.80004882812,1171.90002441406,1144,1169.69995117188,5484461,1120.40869140625
"724",1174.94995117188,1182.5,1148.05004882812,1171.40002441406,4982626,1122.037109375
