"","LT.NS.Open","LT.NS.High","LT.NS.Low","LT.NS.Close","LT.NS.Volume","LT.NS.Adjusted"
"121",1268.80004882812,1283.5,1261.09997558594,1270.05004882812,2003243,1137.33288574219
"122",1273,1275,1229,1232.75,2332129,1103.93054199219
"123",1228,1240,1206,1234.94995117188,4677061,1105.90063476562
"124",1235.94995117188,1277.94995117188,1233.05004882812,1275.09997558594,2324572,1141.85522460938
"125",1277.90002441406,1277.94995117188,1242.90002441406,1255.94995117188,3832519,1124.70629882812
"126",1259.25,1264,1246.05004882812,1251.5,2096700,1120.72094726562
"127",1251.90002441406,1261.40002441406,1243.19995117188,1259.5,1842579,1127.88513183594
"128",1265,1265,1245.59997558594,1254.44995117188,2006459,1123.36291503906
"129",1251,1278.25,1244.90002441406,1266.30004882812,2064484,1133.97485351562
"130",1271.80004882812,1291.44995117188,1263.19995117188,1288,2021357,1153.40710449219
"131",1294.44995117188,1298,1272.75,1284.59997558594,1923397,1150.36242675781
"132",1283.55004882812,1285.94995117188,1271.59997558594,1274.75,1326221,1141.54162597656
"133",1280.09997558594,1304.5,1275,1299.75,2777124,1163.92932128906
"134",1307,1319,1287.25,1298.40002441406,2360493,1162.72033691406
"135",1300,1301.15002441406,1277.90002441406,1283.09997558594,1593400,1149.01940917969
"136",1285.05004882812,1291,1268.80004882812,1286.84997558594,1598278,1152.37744140625
"137",1295,1308,1283,1292.15002441406,1855985,1157.12353515625
"138",1294.30004882812,1296.65002441406,1253,1258.09997558594,1468552,1126.63159179688
"139",1257.5,1289,1255.55004882812,1270.34997558594,1937969,1137.60144042969
"140",1270.5,1283,1262.19995117188,1279.15002441406,1229445,1145.48205566406
"141",1285,1328,1281,1324,4071039,1185.64514160156
"142",1331.44995117188,1335.94995117188,1313.65002441406,1320.69995117188,2254936,1182.69018554688
"143",1331.80004882812,1346.90002441406,1293.25,1305.94995117188,7489743,1169.4814453125
"144",1313.69995117188,1319.5,1300.5,1311.44995117188,1785314,1174.40673828125
"145",1312.5,1316.5,1291.19995117188,1295.34997558594,3090391,1159.98901367188
"146",1299.94995117188,1310.44995117188,1285,1302.30004882812,2304148,1166.212890625
"147",1306,1308.84997558594,1292.94995117188,1298,1924210,1162.3623046875
"148",1294.40002441406,1296.94995117188,1280,1282.40002441406,1415162,1148.39233398438
"149",1285.19995117188,1297.69995117188,1283.05004882812,1290,1279748,1155.19812011719
"150",1294,1299.80004882812,1285.80004882812,1290.44995117188,842106,1155.60107421875
"151",1296.69995117188,1308,1292.34997558594,1295.30004882812,1458197,1159.94445800781
"152",1297.65002441406,1308.80004882812,1290.15002441406,1298.25,1308818,1162.58605957031
"153",1299.94995117188,1303.90002441406,1282.75,1284.69995117188,1035908,1150.45202636719
"154",1282.34997558594,1295.40002441406,1262,1264.65002441406,1784956,1132.49719238281
"155",1264.5,1278.80004882812,1252,1269.05004882812,1627092,1136.4375
"156",1264.15002441406,1266.69995117188,1250.09997558594,1253.25,2146242,1136.61877441406
"157",1247.90002441406,1262.65002441406,1226,1231.65002441406,2292161,1117.02893066406
"158",1239,1247.80004882812,1231.44995117188,1240.15002441406,1750983,1124.73791503906
"159",1300,1331.90002441406,1282,1323.69995117188,11227838,1200.51257324219
"160",1335,1335,1315,1322.55004882812,3057182,1199.46936035156
"161",1329.19995117188,1363.90002441406,1318.69995117188,1352.05004882812,8248115,1226.22424316406
"162",1353.69995117188,1363,1341,1342.90002441406,3506532,1217.92565917969
"163",1355,1366,1345.40002441406,1356.09997558594,2595682,1229.89721679688
"164",1362.34997558594,1366,1352,1355.59997558594,1889337,1229.44360351562
"165",1356.80004882812,1356.80004882812,1344.69995117188,1351.55004882812,1435495,1225.77062988281
"166",1351.15002441406,1362.90002441406,1344,1346.55004882812,2288925,1221.23596191406
"167",1348.94995117188,1374,1348.94995117188,1369.55004882812,3549583,1242.09545898438
"168",1375,1390,1360.09997558594,1363,2347852,1236.15502929688
"169",1365,1371.59997558594,1354.09997558594,1359.30004882812,1517216,1232.79943847656
"170",1357.90002441406,1363.90002441406,1341.40002441406,1348,2413590,1222.55102539062
"171",1349.80004882812,1355.59997558594,1338.80004882812,1347.09997558594,1586350,1221.73449707031
"172",1349,1357,1341,1347.5,1307928,1222.09765625
"173",1347.75,1352,1335,1336.80004882812,1228247,1212.39343261719
"174",1341.55004882812,1347.75,1326.80004882812,1329.65002441406,1617176,1205.90881347656
"175",1335,1355.94995117188,1320.5,1352.25,1319469,1226.40539550781
"176",1356,1367.19995117188,1350.55004882812,1358.84997558594,1462192,1232.39135742188
"177",1351.55004882812,1353.80004882812,1339.59997558594,1344.75,912431,1219.60363769531
"178",1343.80004882812,1350.15002441406,1325.25,1327.90002441406,1501479,1204.32165527344
"179",1332.94995117188,1343,1326,1332.90002441406,867001,1208.85620117188
"180",1342.19995117188,1352.44995117188,1309.55004882812,1329.69995117188,2309530,1205.95397949219
"181",1333.30004882812,1338.80004882812,1302.30004882812,1318.34997558594,2425415,1195.66027832031
"182",1316,1332.69995117188,1308,1319.05004882812,2684511,1196.29541015625
"183",1329,1336.80004882812,1309,1332.65002441406,2846089,1208.62951660156
"184",1336.84997558594,1337,1296.5,1309.90002441406,3847372,1187.99658203125
"185",1314.5,1316.69995117188,1250.15002441406,1272.09997558594,4301355,1153.71459960938
"186",1274,1274,1217.55004882812,1248.09997558594,4955435,1131.94812011719
"187",1247.09997558594,1262,1226.65002441406,1245.44995117188,4302314,1129.54455566406
"188",1258,1292.90002441406,1251.25,1257.90002441406,7398229,1140.83605957031
"189",1258,1267.69995117188,1215.84997558594,1227.40002441406,4206887,1113.17431640625
"190",1230,1244,1203.09997558594,1215.34997558594,3957900,1102.24584960938
"191",1222.80004882812,1236.05004882812,1215.44995117188,1221.05004882812,2559815,1107.41552734375
"192",1227,1265.90002441406,1223.69995117188,1250.65002441406,4134413,1134.26086425781
"193",1230,1237,1220.09997558594,1225.84997558594,3942878,1111.76867675781
"194",1224.80004882812,1245,1218.75,1235.25,2773440,1120.2939453125
"195",1230,1236.80004882812,1208.40002441406,1216.40002441406,2945137,1103.1982421875
"196",1220,1228.94995117188,1215.55004882812,1224.65002441406,2336499,1110.68005371094
"197",1236.65002441406,1238,1208.69995117188,1211.90002441406,1746801,1099.1171875
"198",1200,1211.90002441406,1186,1206.05004882812,2006965,1093.81140136719
"199",1214,1218.65002441406,1200.09997558594,1206.59997558594,1452784,1094.31018066406
"200",1195.90002441406,1209.05004882812,1182.5,1200.69995117188,2109820,1088.95922851562
"201",1211.19995117188,1222.30004882812,1204.09997558594,1218.90002441406,1484693,1105.46557617188
"202",1208,1212.05004882812,1195.15002441406,1201.55004882812,3063065,1089.73010253906
"203",1200.59997558594,1213,1191.30004882812,1197.44995117188,1101325,1086.01159667969
"204",1201,1264.5,1198.25,1261.30004882812,2140956,1143.91967773438
"205",1258.40002441406,1278.65002441406,1248.25,1271.25,1957735,1152.94384765625
"206",1266,1304,1249.19995117188,1297.5,3117499,1176.75073242188
"207",1337.44995117188,1384,1321.59997558594,1326.75,8903105,1203.27844238281
"208",1340,1369.84997558594,1340,1358.19995117188,2665756,1231.8017578125
"209",1358.30004882812,1365,1343.55004882812,1350.15002441406,1457946,1224.50109863281
"210",1350.15002441406,1369.80004882812,1350.05004882812,1363.84997558594,1616734,1236.92602539062
"211",1370,1370,1363.65002441406,1365.94995117188,255086,1238.83044433594
"212",1365.94995117188,1379,1360,1368.59997558594,1247358,1241.23400878906
"213",1372.90002441406,1384.5,1362,1367.19995117188,2174698,1239.96423339844
"214",1364,1395,1358.19995117188,1391.09997558594,2068670,1261.64001464844
"215",1394,1398,1379,1384.69995117188,1364551,1255.83557128906
"216",1388,1408,1386.09997558594,1398.5,2890196,1268.35144042969
"217",1402.75,1414,1391.5,1399.05004882812,1732865,1268.84997558594
"218",1400,1419.84997558594,1395.05004882812,1417.19995117188,1932311,1285.31091308594
"219",1410.25,1423.09997558594,1407.69995117188,1413.09997558594,1889461,1281.59252929688
"220",1410,1413.75,1393.25,1402.09997558594,1320423,1271.61645507812
"221",1405,1419.5,1396.19995117188,1410.15002441406,1723570,1278.91723632812
"222",1410.19995117188,1430,1410.19995117188,1422,2630117,1289.66455078125
"223",1419.44995117188,1434,1415.34997558594,1431.59997558594,1956946,1298.37097167969
"224",1431.59997558594,1434,1399,1403.40002441406,1390580,1272.79528808594
"225",1413.65002441406,1435.5,1407.5,1422.44995117188,2816724,1290.07250976562
"226",1425.15002441406,1438.15002441406,1410,1432.5,2018571,1299.18713378906
"227",1435.05004882812,1439.94995117188,1412,1427.5,1115862,1294.65246582031
"228",1423.05004882812,1429.75,1415,1419.90002441406,1061729,1287.759765625
"229",1412,1419,1389.15002441406,1394.80004882812,1582751,1264.99560546875
"230",1387.80004882812,1397.05004882812,1372.05004882812,1379.5,1574405,1251.11950683594
"231",1387,1404,1372.09997558594,1399.90002441406,1185686,1269.62097167969
"232",1374.69995117188,1386.40002441406,1358.19995117188,1367.75,1657418,1240.46313476562
"233",1358,1369.84997558594,1343.65002441406,1361.40002441406,2302505,1234.70397949219
"234",1368.59997558594,1407.65002441406,1365.5,1400.30004882812,1751549,1269.98388671875
"235",1413.69995117188,1429,1406,1426.44995117188,1863210,1293.7001953125
"236",1423.44995117188,1428.55004882812,1405.05004882812,1411.40002441406,2189734,1280.05090332031
"237",1395.40002441406,1424.40002441406,1395.05004882812,1408,1610515,1276.96728515625
"238",1405,1430,1405,1428.5,1568498,1295.55944824219
"239",1431,1438,1426.40002441406,1434.75,2073536,1301.22766113281
"240",1430.59997558594,1453,1423.25,1450.80004882812,2782410,1315.7841796875
"241",1450.80004882812,1459.69995117188,1415.19995117188,1420,1975704,1287.85034179688
"242",1427.59997558594,1428.69995117188,1400,1404.80004882812,1390194,1274.06518554688
"243",1398.80004882812,1432,1384.30004882812,1422.65002441406,1712084,1290.25390625
"244",1429.19995117188,1434.34997558594,1408.5,1425.05004882812,1872745,1292.43041992188
"245",1426.55004882812,1448,1426.30004882812,1439.40002441406,1918767,1305.44506835938
"246",1445,1450,1431.19995117188,1437.55004882812,1487860,1303.76721191406
"247",1445,1445,1425.19995117188,1441.90002441406,786846,1307.71228027344
"248",1441,1444.90002441406,1417.09997558594,1425.5,2058504,1292.83850097656
"249",1426,1429,1391,1395,2290756,1265.17712402344
"250",1401.90002441406,1407.59997558594,1373.55004882812,1388.05004882812,2711485,1258.87390136719
"251",1397,1408.59997558594,1379.05004882812,1383.80004882812,1851513,1255.01940917969
"252",1387.5,1393.84997558594,1375,1382.19995117188,1437271,1253.56811523438
"253",1389.5,1393.55004882812,1372,1386.05004882812,1413005,1257.06005859375
"254",1388,1398.90002441406,1383.25,1392.59997558594,1063647,1263.00036621094
"255",1393,1393.90002441406,1361.05004882812,1369.59997558594,2489197,1242.14074707031
"256",1367.19995117188,1367.19995117188,1331,1333.90002441406,3080984,1209.76330566406
"257",1340,1348,1330,1340.90002441406,3079248,1216.11181640625
"258",1342.90002441406,1361.5,1336,1342.15002441406,2454470,1217.24548339844
"259",1345.09997558594,1351.80004882812,1336.94995117188,1346.05004882812,1610419,1220.78247070312
"260",1350.84997558594,1352,1313,1317.90002441406,2135781,1195.25231933594
"261",1279,1337.25,1273.44995117188,1314.55004882812,8813681,1192.21398925781
"262",1316.90002441406,1321.5,1298.09997558594,1301.15002441406,2544978,1180.06091308594
"263",1301,1306.90002441406,1293.55004882812,1301.44995117188,1821323,1180.3330078125
"264",1305,1305.55004882812,1287,1295.34997558594,1654706,1174.80078125
"265",1300,1314.09997558594,1281.5,1285.44995117188,3136788,1165.82214355469
"266",1295.44995117188,1337.90002441406,1291.65002441406,1300.44995117188,8004136,1179.42590332031
"267",1304,1308.80004882812,1268.19995117188,1278.05004882812,3685535,1159.11071777344
"268",1284.30004882812,1309,1281,1294.44995117188,2385425,1173.984375
"269",1304,1321.69995117188,1296.55004882812,1314.30004882812,5852257,1191.98718261719
"270",1315.5,1334.55004882812,1313,1324.59997558594,2515736,1201.32873535156
"271",1326.84997558594,1326.84997558594,1302.59997558594,1307.40002441406,2308931,1185.7294921875
"272",1310.69995117188,1323,1300,1304.59997558594,1447400,1183.19006347656
"273",1308,1322,1293.05004882812,1314.40002441406,2034886,1192.078125
"274",1314,1320.84997558594,1289.19995117188,1296.05004882812,1556295,1175.43566894531
"275",1295,1298.90002441406,1255.55004882812,1261.75,2993525,1144.32788085938
"276",1259,1259,1221,1246.5,2981408,1130.49682617188
"277",1244.5,1264.90002441406,1241.55004882812,1246.84997558594,1571390,1130.814453125
"278",1219,1231.75,1201.09997558594,1227.59997558594,6974738,1113.35571289062
"279",1244,1253.90002441406,1230.90002441406,1243.09997558594,3620228,1127.41320800781
"280",1245,1259.55004882812,1240,1244.5,2186849,1128.68310546875
"281",1245,1270,1245,1258.30004882812,2389086,1141.19873046875
"282",1265,1282.65002441406,1264.19995117188,1276.55004882812,2433082,1157.75036621094
"283",1282,1291.5,1265.09997558594,1284.09997558594,2392129,1164.59765625
"284",1282,1283.40002441406,1265.5,1280.34997558594,2390188,1161.19689941406
"285",1280.34997558594,1286.44995117188,1264,1275.84997558594,5873730,1157.11560058594
"286",1263.80004882812,1275,1253,1265.84997558594,2417931,1148.04614257812
"287",1270.55004882812,1295,1268,1284.69995117188,3555914,1165.14184570312
"288",1293,1302.94995117188,1273.30004882812,1292.94995117188,9321535,1172.62414550781
"289",1300.30004882812,1311.94995117188,1297.25,1308.55004882812,2831577,1186.7724609375
"290",1302,1310.40002441406,1277.05004882812,1305.80004882812,3948051,1184.2783203125
"291",1310.5,1327.55004882812,1310.5,1317,2776738,1194.43591308594
"292",1323.84997558594,1357.30004882812,1310,1352.40002441406,6207580,1226.54138183594
"293",1350,1363,1337,1339.40002441406,4868283,1214.75134277344
"294",1343.55004882812,1351,1340,1346.55004882812,2661353,1221.23596191406
"295",1355,1403,1355,1388.90002441406,6631152,1259.64477539062
"296",1395.69995117188,1397.55004882812,1372.84997558594,1378.59997558594,2241672,1250.30346679688
"297",1384.69995117188,1396,1377,1379.75,1838850,1251.34631347656
"298",1386,1410.80004882812,1378.59997558594,1396.5,5723980,1266.53747558594
"299",1397,1411.69995117188,1370.34997558594,1378.90002441406,2450686,1250.57543945312
"300",1371,1374.94995117188,1346.5,1357.94995117188,4053209,1231.5751953125
"301",1362,1382,1361,1370.90002441406,3871744,1243.31982421875
"302",1379,1415,1376.19995117188,1394.69995117188,3788604,1264.90478515625
"303",1387,1389,1370.09997558594,1376.75,1666203,1248.62524414062
"304",1379.80004882812,1388.80004882812,1367.75,1372.80004882812,2021089,1245.04309082031
"305",1379,1391.09997558594,1363.15002441406,1366.44995117188,2558997,1239.28393554688
"306",1371,1392.5,1364,1386.69995117188,3184285,1257.64953613281
"307",1390.09997558594,1424,1390.09997558594,1412.19995117188,3842703,1280.7763671875
"308",1415.09997558594,1426.94995117188,1403.5,1409.75,2737093,1278.55432128906
"309",1409.40002441406,1415,1375,1378.05004882812,2366304,1249.80456542969
"310",1384.90002441406,1393.90002441406,1365.69995117188,1368.69995117188,1980318,1241.32458496094
"311",1373.75,1392.75,1370.30004882812,1373.80004882812,2037782,1245.94995117188
"312",1379.69995117188,1386.80004882812,1365.44995117188,1373.65002441406,1013017,1245.81408691406
"313",1375.90002441406,1387,1366,1375.19995117188,2209945,1247.21948242188
"314",1370,1382,1365,1371.55004882812,2014958,1243.90942382812
"315",1371.65002441406,1387.94995117188,1371.65002441406,1378,3110225,1249.75891113281
"316",1380,1381.84997558594,1358.30004882812,1360.90002441406,2751659,1234.25061035156
"317",1365,1368,1354,1356.90002441406,1933204,1230.62268066406
"318",1360,1390.90002441406,1360,1381.40002441406,3217456,1252.84289550781
"319",1387,1387.59997558594,1357.40002441406,1360.69995117188,2594906,1234.06909179688
"320",1362,1370.90002441406,1352.5,1360.15002441406,3101477,1233.5703125
"321",1361.69995117188,1365,1336.59997558594,1348.19995117188,2016454,1222.732421875
"322",1353,1363.44995117188,1350,1360.65002441406,1753395,1234.02380371094
"323",1366.84997558594,1380.55004882812,1352.15002441406,1355.15002441406,2886022,1229.03540039062
"324",1358.19995117188,1367,1351,1358.19995117188,1767153,1231.8017578125
"325",1365,1366.5,1340,1348.55004882812,1905624,1223.0498046875
"326",1349.44995117188,1376.5,1342,1358.75,1985540,1232.30053710938
"327",1362,1373.19995117188,1360,1363.59997558594,1239667,1236.69921875
"328",1353.30004882812,1364.84997558594,1349.90002441406,1352.69995117188,1515052,1226.8134765625
"329",1357.40002441406,1374.34997558594,1350,1366.59997558594,2596385,1239.42016601562
"330",1363.90002441406,1371,1355,1360.34997558594,1601700,1233.75183105469
"331",1357,1368.80004882812,1337.59997558594,1356.44995117188,2464425,1230.21447753906
"332",1359.65002441406,1362.5,1345.09997558594,1355.5,1466154,1229.35290527344
"333",1345,1355,1312,1317.65002441406,3422913,1195.025390625
"334",1309,1347.65002441406,1285.30004882812,1341.80004882812,3132767,1216.92797851562
"335",1347.5,1355,1320.5,1325.80004882812,2054728,1202.41711425781
"336",1326,1348,1308.30004882812,1337.15002441406,2058450,1212.71069335938
"337",1335,1371.5,1332.55004882812,1361.90002441406,2776586,1235.15759277344
"338",1400,1455,1400,1451.44995117188,6210427,1316.37353515625
"339",1455,1462.05004882812,1437.84997558594,1449.09997558594,2961180,1314.24206542969
"340",1450.09997558594,1473.40002441406,1441.59997558594,1461.09997558594,3304912,1325.12561035156
"341",1476.19995117188,1562.40002441406,1466,1476.09997558594,10485813,1338.72961425781
"342",1493,1549.19995117188,1490.34997558594,1544.15002441406,5626500,1400.44665527344
"343",1543.69995117188,1600,1532.09997558594,1596,6730594,1447.47131347656
"344",1596,1607,1563.30004882812,1574.5,4987068,1427.97229003906
"345",1570.19995117188,1596.94995117188,1546.19995117188,1552.44995117188,3070738,1407.97424316406
"346",1550,1569.34997558594,1540,1558.59997558594,2675199,1413.55200195312
"347",1569.94995117188,1581.5,1534.80004882812,1557.55004882812,3945900,1412.59973144531
"348",1563.69995117188,1570,1546.40002441406,1559.40002441406,2617068,1414.27746582031
"349",1561,1585,1558,1569.80004882812,3854101,1423.70983886719
"350",1569.65002441406,1571.80004882812,1511.59997558594,1515.90002441406,3268594,1374.82568359375
"351",1518.55004882812,1533.69995117188,1495.5,1513.84997558594,2572146,1372.96643066406
