"","TORNTPHARM.NS.Open","TORNTPHARM.NS.High","TORNTPHARM.NS.Low","TORNTPHARM.NS.Close","TORNTPHARM.NS.Volume","TORNTPHARM.NS.Adjusted"
"84",688.200012207031,704.700012207031,682.5,697.275024414062,274160,648.052734375
"85",697.275024414062,707,681.5,692.450012207031,331640,643.568420410156
"86",692.474975585938,697.275024414062,677.224975585938,678.724975585938,335980,630.812072753906
"87",678.875,690,674.775024414062,683.025024414062,266092,634.808715820312
"88",695,695,666.450012207031,673.75,228312,626.188415527344
"89",677.5,690,672,682.525024414062,318242,634.344116210938
"90",679.099975585938,691.900024414062,675.5,683.224975585938,142874,634.994506835938
"91",685,691,663.075012207031,675.049987792969,235290,627.396606445312
"92",675.049987792969,687.5,663.075012207031,679.650024414062,180748,631.671997070312
"93",687.450012207031,689.224975585938,675.299987792969,684,159896,635.71484375
"94",687.5,687.5,667.125,671.775024414062,139148,624.352844238281
"95",667.525024414062,676.575012207031,652.799987792969,667.525024414062,364106,620.40283203125
"96",662.549987792969,677.25,656.099975585938,665,233738,618.056091308594
"97",662.424987792969,668.724975585938,653.025024414062,664.075012207031,252988,617.196472167969
"98",663.174987792969,666.474975585938,651.775024414062,660.025024414062,467712,613.432250976562
"99",660,675.674987792969,653.049987792969,659.025024414062,279748,612.502746582031
"100",662.450012207031,690,655,686.349975585938,258848,637.898864746094
"101",688.5,688.5,666.224975585938,673.25,182970,625.723693847656
"102",674.5,681.474975585938,665.5,669.599975585938,307894,622.331420898438
"103",670,714.700012207031,664.799987792969,705.75,1188602,655.929443359375
"104",700.75,743.849975585938,700.75,727.474975585938,1255988,676.120788574219
"105",727.474975585938,728.799987792969,707.525024414062,709.375,594290,659.298583984375
"106",709,712.924987792969,685.575012207031,699.275024414062,379786,649.911560058594
"107",695.075012207031,716.224975585938,687.025024414062,696,449606,646.867797851562
"108",696.599975585938,702.900024414062,690.375,697.599975585938,274830,648.354797363281
"109",697.474975585938,721.450012207031,693,706.525024414062,639950,656.649780273438
"110",710,712,690.400024414062,694.674987792969,487046,645.636291503906
"111",691.525024414062,705.625,689.200012207031,702.200012207031,716884,652.630004882812
"112",710,727.125,699.200012207031,702,1022096,652.444213867188
"113",707.275024414062,727.5,698.5,724.75,543002,673.588256835938
"114",724.75,759.200012207031,724.75,741.025024414062,1977998,688.714111328125
"115",744.5,750.75,736.724975585938,741.974975585938,700252,691.931640625
"116",741.474975585938,762.5,738,744.125,1130612,693.936584472656
"117",744.450012207031,752,738,744.125,536304,693.936584472656
"118",747.5,749.5,736.075012207031,738.200012207031,432438,688.4111328125
"119",737.775024414062,738,722.5,735.275024414062,395608,685.68359375
"120",734.275024414062,744,727.275024414062,731.474975585938,432924,682.139770507812
"121",731,734.974975585938,725.25,729.575012207031,322188,680.367858886719
"122",727.5,732.224975585938,701,717.924987792969,264186,669.503540039062
"123",725,725,696.775024414062,698.799987792969,303586,651.668579101562
"124",705.474975585938,714.549987792969,697.674987792969,700.575012207031,339118,653.323913574219
"125",705.549987792969,714.299987792969,695.325012207031,708.825012207031,249164,661.017333984375
"126",708.799987792969,730.025024414062,700.200012207031,723.200012207031,525538,674.4228515625
"127",726.525024414062,729.5,709.650024414062,712.575012207031,338592,664.514587402344
"128",715.5,723.924987792969,706.075012207031,709.974975585938,259986,662.089904785156
"129",709.974975585938,721,704.625,709.599975585938,437698,661.740234375
"130",710.25,728.900024414062,703,723.200012207031,407602,674.4228515625
"131",726.650024414062,733.224975585938,715.450012207031,728.525024414062,509628,679.388732910156
"132",727.974975585938,740,724.5,730.674987792969,657602,681.393737792969
"133",737.974975585938,740.325012207031,723.025024414062,727.224975585938,458072,678.176513671875
"134",728.224975585938,730.674987792969,718.400024414062,720.974975585938,496306,672.347900390625
"135",716.049987792969,734,715,717.275024414062,631146,668.897583007812
"136",717.099975585938,727.974975585938,712.5,724.799987792969,310034,675.9150390625
"137",730.5,745.974975585938,719,720.825012207031,455772,672.208129882812
"138",722.5,724,705.275024414062,711.825012207031,269104,663.815063476562
"139",710.325012207031,717.75,707.75,710.474975585938,178118,662.55615234375
"140",710.5,738.424987792969,702.275024414062,725.025024414062,317972,676.124816894531
"141",723.950012207031,740.099975585938,716.200012207031,732.724975585938,403718,683.305480957031
"142",735,743.125,731,740.049987792969,299720,690.136535644531
"143",739.575012207031,750.5,737.5,747.325012207031,409300,696.920715332031
"144",749,754.400024414062,738.875,741.299987792969,171282,691.302185058594
"145",747.299987792969,747.5,737.5,743.599975585938,328630,693.446899414062
"146",738.5,766.575012207031,734.974975585938,764.299987792969,915410,712.750915527344
"147",765,772.5,757.174987792969,761.724975585938,394936,710.349487304688
"148",763.325012207031,774.974975585938,754,761.525024414062,925554,710.1630859375
"149",771.5,827.400024414062,765.5,811.325012207031,3273506,756.604248046875
"150",817.5,834.5,811.775024414062,825.549987792969,1594648,769.869750976562
"151",827.5,852.325012207031,821,841.474975585938,1650666,784.720642089844
"152",841.974975585938,862.5,836.075012207031,859.849975585938,943208,801.856262207031
"153",859.825012207031,884,846.275024414062,850.200012207031,1338088,792.857238769531
"154",851.5,854.875,836.099975585938,848.525024414062,529836,791.295227050781
"155",845,854.875,837.5,849.075012207031,363662,791.808166503906
"156",850,858.5,847.5,855.400024414062,618708,797.706481933594
"157",851.275024414062,859.5,845,850.075012207031,555348,792.740600585938
"158",854.974975585938,887.349975585938,847.5,882.950012207031,1071274,823.398315429688
"159",888.5,895.275024414062,864.799987792969,871.5,1019860,812.720642089844
"160",878.025024414062,889.950012207031,865.599975585938,873.700012207031,1063088,814.772277832031
"161",877.474975585938,887.700012207031,872.5,883.924987792969,510418,824.3076171875
"162",881.775024414062,897.400024414062,875,885.724975585938,818768,825.986267089844
"163",890,901.474975585938,886.875,890.900024414062,710776,830.812133789062
"164",892.5,899.099975585938,882.400024414062,885.724975585938,317438,825.986267089844
"165",885.5,897.5,880.5,884.575012207031,276542,824.913818359375
"166",884.950012207031,888.325012207031,874.825012207031,885.075012207031,611662,825.380065917969
"167",885.625,911.974975585938,881.525024414062,906.400024414062,1143074,845.266784667969
"168",914.5,928.599975585938,904.049987792969,912.450012207031,600062,850.908630371094
"169",912.75,914,873.275024414062,876.875,421868,817.733093261719
"170",880,886.924987792969,854.775024414062,867.875,603510,809.340148925781
"171",867.525024414062,920.875,867.525024414062,914.200012207031,857630,852.540710449219
"172",921,936.400024414062,899.25,917.450012207031,1398424,855.571472167969
"173",917,928.75,890,894.025024414062,979300,833.726440429688
"174",901.125,908.224975585938,865,872.924987792969,688024,814.049621582031
"175",874.450012207031,897.075012207031,853.075012207031,875.75,612902,816.683959960938
"176",880,886,853.275024414062,869.125,764618,810.505798339844
"177",871.5,899,860.849975585938,890.825012207031,1007416,830.742248535156
"178",896,896.075012207031,862.599975585938,867.599975585938,407106,809.083679199219
"179",876.400024414062,883.5,865,879.674987792969,455760,820.34423828125
"180",879.974975585938,887.5,791.724975585938,864.875,906642,806.54248046875
"181",864.5,865.5,837.525024414062,841.650024414062,424536,784.883850097656
"182",827.599975585938,872.450012207031,825,863.75,623730,805.493286132812
"183",865,874.049987792969,850.5,852.450012207031,385168,794.955505371094
"184",858.825012207031,858.849975585938,835,839.450012207031,371088,782.832275390625
"185",848,848,810,826.299987792969,423620,770.5693359375
"186",820,832.450012207031,800.450012207031,826.25,443816,770.522644042969
"187",823.950012207031,830,818.525024414062,824.650024414062,519400,769.030456542969
"188",823.924987792969,826.224975585938,802.5,819.275024414062,345918,764.018005371094
"189",814,825,795.5,805.125,249882,750.822387695312
"190",801.025024414062,802.825012207031,765,784.5,478386,731.58837890625
"191",783.400024414062,808.299987792969,779,797.525024414062,254178,743.735046386719
"192",792.5,817.575012207031,790.025024414062,806.450012207031,231056,752.05810546875
"193",794,817.349975585938,775.075012207031,798.700012207031,199488,744.830688476562
"194",800.5,812.924987792969,775.974975585938,790.125,486284,736.834045410156
"195",795,814.950012207031,792.200012207031,805.400024414062,546576,751.078918457031
"196",805.099975585938,821.950012207031,791,813.150024414062,591254,758.306030273438
"197",815.575012207031,822.150024414062,777.349975585938,780.424987792969,391310,727.788269042969
"198",779.450012207031,789,755.674987792969,781.400024414062,487618,728.697509765625
"199",780,810.5,775.025024414062,799.650024414062,627274,745.716613769531
"200",798.450012207031,803.5,784.5,797.950012207031,214782,744.13134765625
"201",796,812,791.950012207031,800.224975585938,317146,746.2529296875
"202",797,799,781.025024414062,789.5,220092,736.251159667969
"203",794.5,827.5,786.674987792969,813,432680,758.166259765625
"204",816,842.5,816,832.125,978782,776.001342773438
"205",826.525024414062,837.575012207031,819.825012207031,830.224975585938,400978,774.2294921875
"206",840.325012207031,840.325012207031,823.75,833.799987792969,330180,777.563293457031
"207",837.474975585938,865,831.75,856.099975585938,482386,798.359313964844
"208",860,873.724975585938,807.525024414062,815.299987792969,396276,760.311096191406
"209",828.5,829,785.5,798.549987792969,994612,744.690795898438
"210",802,837.5,792.5,831.900024414062,1503640,775.791564941406
"211",837,844.349975585938,828.125,833.575012207031,49268,777.353515625
"212",833.974975585938,837.5,815.650024414062,821.174987792969,389868,765.789794921875
"213",821,836,816.25,822.400024414062,332496,766.932250976562
"214",819.5,851.825012207031,819.5,845,701932,788.007934570312
"215",842.525024414062,845,822,825.674987792969,155564,769.986328125
"216",826.5,841,820,836.275024414062,199238,779.871459960938
"217",841.974975585938,841.974975585938,822,829.549987792969,299828,773.599975585938
"218",832.5,840.5,828.299987792969,835.700012207031,128046,779.335205078125
"219",833.950012207031,833.950012207031,817.724975585938,822.275024414062,270418,766.815734863281
"220",824.924987792969,827.400024414062,809.400024414062,816.349975585938,284402,761.290283203125
"221",817.599975585938,827.650024414062,811.174987792969,821.325012207031,251788,765.929748535156
"222",823.099975585938,833.474975585938,814.025024414062,823.974975585938,358602,768.400939941406
"223",832.5,832.5,815.025024414062,825.224975585938,223024,769.566650390625
"224",827.5,850,817,847.025024414062,333164,789.896362304688
"225",846,862.5,844,857.299987792969,698782,799.478393554688
"226",857.299987792969,890,845,886.900024414062,760504,827.08203125
"227",892.424987792969,900.950012207031,871.25,876.549987792969,829930,817.430114746094
"228",878.799987792969,890.875,866.349975585938,870.325012207031,408382,811.624877929688
"229",866,875,846.450012207031,861.150024414062,240302,803.068725585938
"230",857.5,866.150024414062,842,846.625,204856,789.523315429688
"231",844.950012207031,856.5,836.724975585938,843.075012207031,190382,786.212829589844
"232",842.5,856,835,843.974975585938,468284,787.052124023438
"233",838.5,860.224975585938,832.625,838.299987792969,664112,781.759887695312
"234",845.474975585938,886.900024414062,840.125,881.224975585938,590122,821.789733886719
"235",882.5,911.799987792969,877.224975585938,892.825012207031,791900,832.607360839844
"236",889,906.375,881.474975585938,890.299987792969,623472,830.252685546875
"237",890.049987792969,897.450012207031,880,884.275024414062,200106,824.634094238281
"238",882,886,859.025024414062,863.400024414062,517196,805.166931152344
"239",873.75,902.950012207031,866.275024414062,895.700012207031,430468,835.288513183594
"240",891.575012207031,907.5,880,903.125,325128,842.212646484375
"241",901.974975585938,917.5,887.5,891.950012207031,608564,831.791320800781
"242",887.799987792969,898.5,880.325012207031,884.799987792969,133502,825.12353515625
"243",877.5,883.974975585938,859,876.625,263026,817.5
"244",884.950012207031,886.775024414062,863.099975585938,869.799987792969,244416,811.13525390625
"245",877.450012207031,893.575012207031,871,889.650024414062,304602,829.646545410156
"246",894,895,878,885.700012207031,257708,825.962951660156
"247",891.974975585938,892.474975585938,880.799987792969,887.775024414062,81706,827.89794921875
"248",883.400024414062,894.5,873.525024414062,888.875,217094,828.923828125
"249",885,907,880.799987792969,902.775024414062,683342,841.88623046875
"250",900,913.25,899.900024414062,908.575012207031,648788,847.295104980469
"251",914.299987792969,919.849975585938,907,911.875,290882,850.37255859375
"252",911.875,913.75,900.275024414062,908.700012207031,403462,847.411560058594
"253",910,917.875,907.599975585938,915.099975585938,423974,853.379943847656
"254",917.5,940.5,914.400024414062,928.25,1191292,865.643127441406
"255",930,945,927.525024414062,942.849975585938,869084,879.258361816406
"256",945.525024414062,947,936.099975585938,942.625,418938,879.048461914062
"257",946.5,956.474975585938,941.025024414062,945.849975585938,547342,882.055969238281
"258",949.200012207031,981,945.025024414062,973.474975585938,898412,907.817810058594
"259",975.5,977.5,939.25,943,762602,879.398193359375
"260",949.75,963.724975585938,944,948.875,697034,884.876892089844
"261",949.974975585938,958.5,932.950012207031,937.150024414062,473334,873.942810058594
"262",937.049987792969,964.849975585938,935.674987792969,958.825012207031,504322,894.155944824219
"263",960.299987792969,965,948.575012207031,954.599975585938,226876,890.2158203125
"264",956,961.924987792969,939.5,944.525024414062,353054,880.820434570312
"265",950.5,950.5,927.924987792969,930.825012207031,313418,868.044372558594
"266",934,934.174987792969,910,923.400024414062,147504,861.120300292969
"267",920.525024414062,943.474975585938,918,938.025024414062,248212,874.758728027344
"268",937.525024414062,940,920.224975585938,925.025024414062,225924,862.635681152344
"269",945,947,898.275024414062,909.400024414062,1555574,848.064331054688
"270",916.849975585938,916.974975585938,890.625,899.349975585938,490484,838.692260742188
"271",894.025024414062,924.700012207031,894.025024414062,919.525024414062,704942,857.506530761719
"272",916.299987792969,929.950012207031,905.924987792969,912,444038,850.489013671875
"273",913.5,913.525024414062,889.275024414062,899.25,605476,844.61865234375
"274",893,915.150024414062,893,902.700012207031,281150,847.859130859375
"275",903.974975585938,903.974975585938,883.049987792969,898.775024414062,380572,844.172607421875
"276",898.325012207031,907.25,887.275024414062,899.450012207031,285592,844.806701660156
"277",901.950012207031,907.5,894,899.474975585938,160258,844.830017089844
"278",895,896.25,882.924987792969,885.650024414062,237098,831.845031738281
"279",883.5,895,873.224975585938,887.849975585938,589898,833.911254882812
"280",885.5,891.075012207031,875.599975585938,881.75,169030,828.181945800781
"281",879,888.599975585938,877.849975585938,881.674987792969,160286,828.111511230469
"282",878.5,885.5,871.549987792969,884.375,199614,830.6474609375
"283",881.599975585938,888.599975585938,880.575012207031,884.150024414062,185372,830.436157226562
"284",882.025024414062,887.450012207031,878,882.75,311092,829.121154785156
"285",884.900024414062,910.5,883,902.799987792969,401204,847.953125
"286",906,916.950012207031,882.650024414062,906.075012207031,471796,851.029052734375
"287",905.5,919.950012207031,901.200012207031,906.549987792969,427952,851.475402832031
"288",909,918,895,900.974975585938,430060,846.239013671875
"289",899,904.75,887.5,892.900024414062,539812,838.654541015625
"290",891.5,894,881.625,886.375,375162,832.52587890625
"291",885.400024414062,909.25,882.5,900.25,902268,845.557922363281
"292",908,908,885,887.700012207031,263618,833.770446777344
"293",884.950012207031,893.5,879.25,891.099975585938,420048,836.963806152344
"294",891.150024414062,898.224975585938,885.650024414062,894.924987792969,261084,840.556457519531
"295",896,927.299987792969,896,920.950012207031,764606,865.000366210938
"296",925.049987792969,939.075012207031,902.625,907.599975585938,717108,852.461486816406
"297",915,923.349975585938,910.075012207031,920.474975585938,352196,864.554382324219
"298",919.950012207031,932.674987792969,911.25,928.075012207031,358238,871.692626953125
"299",928,936.674987792969,920.549987792969,925.775024414062,299712,869.532348632812
"300",926.924987792969,942.5,926.525024414062,931.450012207031,333668,874.862548828125
"301",936.924987792969,940,927.625,933.950012207031,154914,877.210693359375
"302",934.974975585938,938.224975585938,930.5,934.875,140490,878.079467773438
"303",925.5,939.75,922.599975585938,933.150024414062,196996,876.459228515625
"304",932.474975585938,948.75,930,941.974975585938,321916,884.748046875
"305",943.5,959.25,936.025024414062,943.525024414062,640678,886.203979492188
"306",942.5,969.875,942.5,966.724975585938,400794,907.994506835938
"307",975,975,945,949.974975585938,746876,892.262084960938
"308",950,957.5,944,945.174987792969,996784,887.753723144531
"309",945.5,955.974975585938,945.5,951.924987792969,306256,894.093505859375
"310",950,961.700012207031,947.549987792969,950.049987792969,551220,892.33251953125
"311",952.5,957.474975585938,916,920.825012207031,1083132,864.882995605469
"312",920,920,893,897.450012207031,1154328,842.928100585938
"313",897.5,937.025024414062,895.025024414062,933.424987792969,1298210,876.717590332031
"314",933,936,918.424987792969,930.924987792969,634634,874.369445800781
"315",936.5,936.5,905.400024414062,917.75,509300,861.994812011719
"316",917.400024414062,924,911.275024414062,917,220044,861.290283203125
"317",917.625,920.549987792969,907.5,913.150024414062,158342,857.67431640625
"318",913.150024414062,921.75,910.75,919.549987792969,182546,863.685424804688
"319",919.575012207031,924.375,907,918.299987792969,520276,862.511352539062
"320",915,916,897.5,905.950012207031,255206,850.911865234375
"321",910,914.875,897.849975585938,903.075012207031,143892,848.211242675781
"322",900,900,886.5,889.924987792969,316372,835.860168457031
"323",894.724975585938,895,860.099975585938,864.200012207031,1466694,811.697998046875
"324",862.075012207031,887.5,862.075012207031,876.875,857388,823.603088378906
"325",872.125,899.950012207031,857.849975585938,895.950012207031,766160,841.519226074219
"326",897.450012207031,900.5,873.674987792969,884.450012207031,467626,830.717834472656
"327",880,892.025024414062,860.75,875.075012207031,290904,821.912353515625
"328",865.125,868,855.200012207031,862.674987792969,557340,810.265625
"329",860.950012207031,867.049987792969,845.974975585938,850.625,648164,798.947875976562
"330",846.099975585938,860.5,841,846.974975585938,187200,795.51953125
"331",848.474975585938,854.974975585938,831,834.950012207031,478762,784.22509765625
"332",834.875,848,827.5,841.224975585938,531290,790.118835449219
"333",826.075012207031,837.049987792969,817.875,824.424987792969,701786,774.339538574219
"334",811.25,830.974975585938,811.25,824.700012207031,810866,774.597839355469
"335",824.75,829.825012207031,807.650024414062,815.775024414062,528356,766.215087890625
"336",820.025024414062,834.950012207031,805.875,830.825012207031,708434,780.350708007812
"337",832.5,837.450012207031,817.875,823.924987792969,421208,773.869873046875
"338",830.025024414062,844.575012207031,822.474975585938,827.200012207031,238948,776.945922851562
"339",809.5,809.5,762.674987792969,800.75,3351630,752.102844238281
"340",800.724975585938,800.724975585938,768.575012207031,779.75,816970,732.378601074219
"341",780.5,793.974975585938,770.924987792969,776.099975585938,592726,728.950317382812
"342",777.400024414062,783.450012207031,755.599975585938,764.224975585938,652842,717.796752929688
"343",757.75,763.575012207031,752.525024414062,755.5,499764,709.601684570312
"344",753.525024414062,772,753.5,761.75,350562,715.47216796875
"345",766.474975585938,771.5,754.049987792969,755.474975585938,361650,709.578308105469
"346",763,788.375,756.599975585938,781.5,1245514,734.022277832031
"347",786,790.5,777.5,782.424987792969,461264,734.891052246094
"348",784,786.924987792969,765.299987792969,768.900024414062,358392,722.187805175781
"349",771.5,778.849975585938,761.724975585938,766.674987792969,237558,720.097839355469
"350",769,778.5,756.950012207031,759.549987792969,255832,713.405639648438
"351",764,769.424987792969,747.650024414062,761.799987792969,212976,715.519165039062
"352",762.025024414062,770.525024414062,752,760.775024414062,253784,714.556396484375
"353",757.5,769.5,755.825012207031,767.325012207031,182168,720.70849609375
"354",770.974975585938,784.900024414062,764.25,771.849975585938,1403498,724.95849609375
"355",773.25,776.25,763.599975585938,768.299987792969,373006,723.498962402344
"356",765.150024414062,771.974975585938,740.025024414062,747.825012207031,571202,704.217895507812
"357",743.174987792969,752.599975585938,731.299987792969,749.025024414062,316290,705.347900390625
"358",747.5,757.450012207031,738.025024414062,755.775024414062,354270,711.704345703125
"359",763.900024414062,763.900024414062,738.799987792969,749.075012207031,704676,705.395080566406
"360",746.5,756.724975585938,743.575012207031,751.700012207031,236844,707.866943359375
"361",755,759.950012207031,748.275024414062,750.25,499790,706.501403808594
"362",752,758,747,756.049987792969,199588,711.963317871094
"363",755.599975585938,776.5,750.25,773.174987792969,578262,728.089721679688
"364",774,780.349975585938,766.5,772.950012207031,493806,727.877807617188
"365",770.525024414062,776.799987792969,759,764.674987792969,419832,720.085266113281
"366",769.25,776,762.075012207031,773.650024414062,317220,728.536987304688
"367",779,788.400024414062,771.200012207031,776.200012207031,546042,730.938232421875
"368",779.299987792969,781.950012207031,766.349975585938,776.099975585938,236162,730.844116210938
"369",776.099975585938,778.950012207031,766.525024414062,776.424987792969,172120,731.150085449219
"370",777,778.299987792969,767.525024414062,772.575012207031,331062,727.524719238281
"371",775,775,755.075012207031,762.575012207031,1006376,718.107788085938
"372",756.5,769.5,748.150024414062,763.974975585938,291276,719.426025390625
"373",763.950012207031,780.224975585938,758.5,773.125,257442,728.042602539062
"374",774.400024414062,780,767.025024414062,774.700012207031,286928,729.525695800781
"375",777.424987792969,789,765.549987792969,774.625,810146,729.455078125
"376",781.400024414062,782.5,769.549987792969,778.25,204644,732.868713378906
"377",775.75,781.5,770.049987792969,775.200012207031,170778,729.996643066406
"378",775.200012207031,808.5,775.200012207031,802.724975585938,1369420,755.91650390625
"379",808,814.099975585938,787.525024414062,792.849975585938,709614,746.617309570312
"380",773.5,779.950012207031,742.700012207031,772.599975585938,2655240,727.548156738281
"381",779.5,783.575012207031,742.549987792969,757.724975585938,780830,713.540588378906
"382",755.299987792969,763.575012207031,736.25,750.424987792969,533622,706.666320800781
"383",746.599975585938,750,726,733.900024414062,760204,691.104858398438
"384",745,812.450012207031,745,803.5,5505018,756.646423339844
"385",796.849975585938,817.5,786.200012207031,812.099975585938,1935838,764.744812011719
"386",808.5,841.674987792969,804.099975585938,836.875,1236136,788.075134277344
"387",833.575012207031,835,813.5,825.700012207031,492660,777.551818847656
"388",826.75,845,822.700012207031,826.724975585938,778206,778.51708984375
"389",821.5,840,817,835.424987792969,477022,786.709777832031
"390",838,840.825012207031,826.549987792969,833.950012207031,455404,785.320739746094
"391",836.5,844.650024414062,825.575012207031,836.625,540168,787.839782714844
"392",830,841.375,828.25,834.349975585938,309334,785.697448730469
"393",831,839.349975585938,827.125,836.150024414062,412438,787.392578125
"394",837.474975585938,858.924987792969,835.049987792969,851.450012207031,662548,801.80029296875
"395",853.5,859.224975585938,845.5,855.200012207031,418546,805.331787109375
"396",850.599975585938,853.450012207031,835.525024414062,837.275024414062,685302,788.451904296875
"397",815,831.549987792969,797.5,826.974975585938,954606,778.752380371094
"398",834.974975585938,848.099975585938,815.700012207031,843.049987792969,649594,793.890197753906
"399",847.450012207031,847.450012207031,820.549987792969,823.900024414062,361068,775.856811523438
"400",823.900024414062,875,823.900024414062,827.549987792969,258170,779.294006347656
"401",832.700012207031,834.349975585938,813.775024414062,829.575012207031,340008,781.200805664062
"402",827.5,839.099975585938,823.75,835.099975585938,549048,786.403686523438
"403",839.224975585938,841,825.275024414062,837.424987792969,461558,788.593200683594
"404",836.849975585938,842.375,814.099975585938,829.799987792969,498958,781.412780761719
"405",837.424987792969,848.950012207031,826.950012207031,838.974975585938,333036,790.052856445312
"406",840,852,837.400024414062,842.25,279896,793.136779785156
"407",842.25,848.650024414062,830.525024414062,834.400024414062,367896,785.74462890625
"408",836,847,828.974975585938,837.474975585938,231152,788.64013671875
"409",842,860,842,853.799987792969,854202,804.013305664062
"410",852.950012207031,865,845,856.700012207031,503078,806.744140625
"411",860.5,862.049987792969,842.849975585938,845.299987792969,298920,796.008972167969
"412",845.525024414062,866.5,845.525024414062,855.875,256504,805.967346191406
"413",857,874.825012207031,857,869.575012207031,430060,818.868408203125
"414",864.700012207031,873.275024414062,850,858.549987792969,332646,808.486328125
"415",861.75,866.849975585938,846,849.150024414062,288716,799.634460449219
"416",849,861.799987792969,847.5,854.650024414062,186948,804.813659667969
"417",855.575012207031,863.5,848,860.625,147526,810.440307617188
"418",861,871.400024414062,852.825012207031,854.825012207031,297336,804.978515625
"419",850.599975585938,858.924987792969,840.075012207031,843.349975585938,155912,794.172546386719
"420",855,855,833.900024414062,835.474975585938,153228,786.7568359375
"421",838,857.099975585938,834.025024414062,851.049987792969,423596,801.423583984375
"422",853.25,878.650024414062,848.275024414062,863.599975585938,796494,813.241760253906
"423",860,887.5,845.549987792969,856.5,613656,806.555786132812
"424",853.5,863.799987792969,840.599975585938,848.974975585938,585114,799.469604492188
"425",848.974975585938,857.5,842.5,851.549987792969,310740,801.894470214844
"426",853.950012207031,864.950012207031,845.75,849.924987792969,426706,800.364196777344
"427",849.924987792969,851.400024414062,838.049987792969,846.575012207031,175334,797.209655761719
"428",846.575012207031,848.724975585938,822.424987792969,833.700012207031,442102,785.085388183594
"429",834.825012207031,835,803.799987792969,808.125,357508,761.001708984375
"430",802.875,806.424987792969,789,799.424987792969,468200,752.809020996094
"431",799.025024414062,829.224975585938,799.025024414062,815.275024414062,500240,767.734741210938
"432",812.375,822.5,790.825012207031,806.825012207031,485376,759.777526855469
"433",804.150024414062,835.5,804.150024414062,833.099975585938,220970,784.520324707031
"434",782.5,852.525024414062,777.5,844.125,3567556,794.902404785156
"435",844.950012207031,844.950012207031,818.5,822.174987792969,660396,774.232421875
"436",815.799987792969,852.049987792969,815.799987792969,848.974975585938,733816,799.469604492188
"437",847.775024414062,870.974975585938,840,849.924987792969,1010946,800.364196777344
"438",834.849975585938,844.924987792969,816,821.025024414062,1275640,773.1494140625
"439",817.5,849.575012207031,813.650024414062,847.25,632582,797.84521484375
"440",838.700012207031,847.525024414062,833,842.325012207031,1088424,793.207458496094
"441",819,844.5,819,835,754766,786.309448242188
"442",840.224975585938,845.724975585938,824.525024414062,840.125,483646,791.135681152344
"443",845.375,891,843.700012207031,883.875,2213234,832.334594726562
"444",883.875,883.875,866.974975585938,871.900024414062,419780,821.057739257812
"445",872.5,884,867.5,871.674987792969,39372,820.845947265625
"446",870,903,861.650024414062,899.424987792969,614210,846.977783203125
"447",896,904.924987792969,876.25,882.700012207031,394650,831.228088378906
"448",881.049987792969,899,881.049987792969,888.150024414062,424752,836.360290527344
"449",893,909.450012207031,889,900.950012207031,379390,848.413879394531
"450",900.924987792969,916.75,899.424987792969,905.349975585938,378032,852.557067871094
"451",909,914.950012207031,893.75,895.825012207031,242578,843.587707519531
"452",901.400024414062,917.5,901,907.900024414062,212358,854.958679199219
"453",910,912.5,902.299987792969,909.650024414062,111954,856.606567382812
"454",909.950012207031,917.450012207031,900,907.325012207031,125260,854.417114257812
"455",907.5,909.974975585938,894.525024414062,901.724975585938,106176,849.143615722656
"456",901.549987792969,907,882.575012207031,886.25,135170,834.571044921875
"457",878,893.724975585938,878,885.775024414062,140108,834.123779296875
"458",887.099975585938,898.799987792969,882.075012207031,891.075012207031,200048,839.114624023438
"459",891.099975585938,902.400024414062,886.025024414062,889.599975585938,224390,837.725769042969
"460",889.599975585938,901.325012207031,877.5,879.525024414062,191902,828.238220214844
"461",883.25,889.125,859.700012207031,871.099975585938,659962,820.304382324219
"462",870,882.049987792969,863.724975585938,869.450012207031,291976,818.750732421875
"463",870.275024414062,891.325012207031,851.974975585938,855.924987792969,556174,806.014404296875
"464",853,882.625,844.549987792969,880.049987792969,644966,828.732543945312
"465",882.5,900,870.575012207031,894.049987792969,616692,841.916198730469
"466",900,949.900024414062,895,937.125,1243582,882.479370117188
"467",935,947.5,925.400024414062,941.924987792969,577602,886.99951171875
"468",936.599975585938,960.25,932.525024414062,949.299987792969,626650,893.944458007812
"469",942.5,962,940.650024414062,945.25,316968,890.130554199219
"470",941.025024414062,970.5,937.549987792969,966.825012207031,714258,910.447570800781
"471",960.049987792969,960.049987792969,928,937.174987792969,711344,882.526489257812
"472",942.5,945.825012207031,931.5,936.974975585938,125498,882.338134765625
"473",937.5,943,921,925.724975585938,407670,871.744262695312
"474",928.400024414062,940.950012207031,923.625,933.349975585938,562868,878.924499511719
"475",933.349975585938,936.049987792969,911.200012207031,912.474975585938,273664,859.266723632812
"476",913.525024414062,935.25,913.525024414062,930.474975585938,246370,876.217163085938
"477",934.650024414062,940,921.525024414062,928.799987792969,227234,874.639831542969
"478",930.049987792969,937.450012207031,916.200012207031,932.799987792969,330686,878.406555175781
"479",937.5,943.700012207031,929.275024414062,936.200012207031,357220,881.6083984375
"480",932.525024414062,935,915.575012207031,917.150024414062,354316,863.669189453125
"481",915.525024414062,923.5,906.549987792969,909.599975585938,380812,856.559448242188
"482",912.799987792969,918,904.025024414062,909.174987792969,217856,856.159240722656
