"","TATACHEM.NS.Open","TATACHEM.NS.High","TATACHEM.NS.Low","TATACHEM.NS.Close","TATACHEM.NS.Volume","TATACHEM.NS.Adjusted"
"1490",1096,1114,1096,1104.84997558594,572512,1089.93835449219
"1491",1110,1124.84997558594,1096.69995117188,1112.19995117188,1080170,1097.18908691406
"1492",1118.90002441406,1125,1107.15002441406,1112.19995117188,575875,1097.18908691406
"1493",1112.19995117188,1117.69995117188,1089.44995117188,1102.44995117188,603729,1087.57067871094
"1494",1097.94995117188,1104.94995117188,1079.94995117188,1083.65002441406,612371,1069.02453613281
"1495",1080,1092.5,1048,1066.25,785453,1051.859375
"1496",1074.94995117188,1096.84997558594,1070.15002441406,1075.25,998025,1060.73791503906
"1497",1060.05004882812,1068,1000.04998779297,1003.95001220703,1148896,990.400207519531
"1498",1008.95001220703,1023,998.549987792969,1017.84997558594,808345,1004.11254882812
"1499",1022,1026,1001.09997558594,1005.65002441406,713684,992.077270507812
"1500",1010.15002441406,1018,1006.40002441406,1013.15002441406,626512,999.476013183594
"1501",1013.15002441406,1027.90002441406,1003,1005.75,709805,992.175903320312
"1502",1010.09997558594,1032.59997558594,1007,1028.05004882812,941821,1014.17492675781
"1503",1035,1035.94995117188,1012,1014.90002441406,722085,1001.20239257812
"1504",1023,1023.95001220703,994.5,997.299987792969,2230529,983.839904785156
"1505",999,1002.95001220703,976,979.25,2154399,966.033508300781
"1506",935.25,1002.40002441406,935.25,991.950012207031,5059499,978.562133789062
"1507",994.900024414062,995.950012207031,982.25,987.049987792969,967740,973.728271484375
"1508",987.049987792969,990,968,971.049987792969,1013560,957.944213867188
"1509",971.049987792969,980.099975585938,950.099975585938,957.049987792969,1277795,944.133117675781
"1510",961,973.400024414062,944.049987792969,946.049987792969,1054918,933.281616210938
"1511",953.849975585938,961.700012207031,937.150024414062,958.299987792969,917512,945.366271972656
"1512",958,970,947.75,966.200012207031,464013,953.15966796875
"1513",968.049987792969,978.900024414062,961.900024414062,965.5,654078,952.469116210938
"1514",977,980.950012207031,970.200012207031,972.150024414062,655961,959.029357910156
"1515",978.450012207031,984.599975585938,972,977.450012207031,515992,964.2578125
"1516",983.900024414062,991.950012207031,974.099975585938,983.349975585938,877382,970.078186035156
"1517",987.049987792969,997,974.049987792969,977.5,771887,964.30712890625
"1518",978.5,983.650024414062,969.049987792969,980.549987792969,415917,967.315979003906
"1519",985.099975585938,987.75,975,976.5,396790,963.320678710938
"1520",981.75,984.450012207031,966,967.700012207031,447272,954.639404296875
"1521",972,975,958.75,961.799987792969,427306,948.819030761719
"1522",961,965.5,940.5,944.099975585938,733055,931.35791015625
"1523",945.099975585938,947.099975585938,933,939.200012207031,867903,926.524108886719
"1524",946,971.299987792969,945,968,871124,954.935363769531
"1525",981.950012207031,1009.20001220703,969.299987792969,1003,1736389,989.463012695312
"1526",1020.04998779297,1085,1011,1061.30004882812,9469271,1046.97619628906
"1527",1063,1202.84997558594,1047.55004882812,1178.44995117188,18967589,1162.544921875
"1528",1187.05004882812,1349,1175.69995117188,1315.25,47822207,1297.49865722656
"1529",1220,1222,1170,1175.40002441406,14713647,1159.53625488281
"1530",1165,1169.44995117188,1105.09997558594,1143.65002441406,7447480,1128.21472167969
"1531",1146,1169,1081.44995117188,1097.44995117188,3797424,1082.63818359375
"1532",1091.94995117188,1149.84997558594,1077.5,1135.25,2785690,1119.92810058594
