"","ALKEM.NS.Open","ALKEM.NS.High","ALKEM.NS.Low","ALKEM.NS.Close","ALKEM.NS.Volume","ALKEM.NS.Adjusted"
"146",2122,2144.5,2102.44995117188,2119.05004882812,60894,2003.48425292969
"147",2119.55004882812,2169.89990234375,2110,2152.14990234375,94860,2034.77941894531
"148",2180,2242,2114.89990234375,2151.05004882812,47952,2033.73937988281
"149",2158.85009765625,2203,2154,2195.75,23972,2076.00146484375
"150",2205,2229.05004882812,2160,2182,31126,2063.00122070312
"151",2169.89990234375,2197.75,2126.39990234375,2136.89990234375,40534,2020.36047363281
"152",2136,2175,2130,2134.60009765625,16067,2018.18627929688
"153",2135,2175,2088,2110,9468,1994.92785644531
"154",2110,2148.80004882812,2025,2059.80004882812,337078,1947.46545410156
"155",2060,2068,1979.94995117188,2000.5,135849,1891.39965820312
"156",2024.59997558594,2035,1980,2010.34997558594,69212,1900.71264648438
"157",2048.10009765625,2067.69995117188,2000,2043.55004882812,128353,1932.10192871094
"158",2045.80004882812,2108,2031.34997558594,2093.5,21938,1979.32800292969
"159",2107.75,2137,2098,2123.25,19417,2007.45532226562
"160",2129,2129,2083.44995117188,2094.39990234375,91979,1980.17846679688
"161",2099.75,2119.94995117188,2068.05004882812,2075.10009765625,31153,1968.5107421875
"162",2066.05004882812,2080.05004882812,2038.09997558594,2049.60009765625,64532,1944.32055664062
"163",2070.69995117188,2070.69995117188,2005,2034.55004882812,198913,1930.04333496094
"164",2035,2115,2035,2070.10009765625,84275,1963.76745605469
"165",2064,2135,2061.94995117188,2118.94995117188,163650,2010.10852050781
"166",2119.69995117188,2128.80004882812,2085,2091.14990234375,15674,1983.73620605469
"167",2095.35009765625,2125.94995117188,2086.05004882812,2114.69995117188,32692,2006.07641601562
"168",2122,2224.69995117188,2115,2199.19995117188,375468,2086.236328125
"169",2197,2197,2135.64990234375,2154.94995117188,50767,2044.2587890625
"170",2158.94995117188,2158.94995117188,2076,2104.85009765625,71642,1996.73254394531
"171",2105,2136,2080.10009765625,2110,26917,2001.61755371094
"172",2095.25,2219,2082.5,2201.25,243242,2088.18090820312
"173",2201.25,2268,2104.94995117188,2136.80004882812,150232,2027.04113769531
"174",2155,2220,2100,2125.25,137502,2016.08483886719
"175",2115,2158.44995117188,2110,2129.19995117188,34191,2019.83129882812
"176",2145.14990234375,2145.14990234375,2089.44995117188,2095.85009765625,75494,1988.19458007812
"177",2112,2112,2055.10009765625,2070.5,46258,1964.14697265625
"178",2071,2088.39990234375,2023.05004882812,2038.59997558594,97872,1933.88537597656
"179",2035,2090,2005.55004882812,2068.05004882812,23963,1961.82287597656
"180",2079,2100,1998.55004882812,2083.64990234375,46127,1976.62133789062
"181",2080,2080,2012.44995117188,2034.15002441406,14707,1929.6640625
"182",2001,2078.30004882812,2001,2060.55004882812,28530,1954.70776367188
"183",2082,2097.55004882812,2043,2069,16395,1962.72412109375
"184",2040,2068.30004882812,2020.25,2049.44995117188,11633,1944.177734375
"185",2050,2077.80004882812,2023.5,2054.94995117188,23936,1949.39575195312
"186",2030,2075,2021,2064.39990234375,25359,1958.36010742188
"187",2053.85009765625,2097.89990234375,2045.30004882812,2053.39990234375,122344,1947.92504882812
"188",2045.05004882812,2062.19995117188,2010,2043,11593,1938.05944824219
"189",2043,2063.10009765625,2024.09997558594,2038.90002441406,46286,1934.17016601562
"190",2038.90002441406,2044.94995117188,1959.09997558594,1968.59997558594,96070,1867.48095703125
"191",1990,2000.09997558594,1850,1902.94995117188,33323,1805.203125
"192",1920,1985,1920,1974.55004882812,14251,1873.12524414062
"193",1960,1974.90002441406,1875,1950.15002441406,233701,1849.97875976562
"194",1974.69995117188,1976.94995117188,1951,1966.40002441406,12031,1865.39404296875
"195",1960,1985,1949.94995117188,1961.40002441406,7290,1860.65087890625
"196",1973.65002441406,1979.25,1950,1974.09997558594,6664,1872.69848632812
"197",1977,1986.94995117188,1935.5,1981.25,11370,1879.48132324219
"198",1922,1981,1922,1952.84997558594,125014,1852.5400390625
"199",1950.94995117188,1974.5,1936,1949.80004882812,12735,1849.64672851562
"200",1933.75,1950,1915.5,1949.30004882812,37058,1849.17260742188
"201",1951.05004882812,1951.05004882812,1925,1940.55004882812,8563,1840.87182617188
"202",1930,1974,1923,1949.44995117188,33714,1849.31457519531
"203",1945.5,1969.5,1925.05004882812,1940.30004882812,97983,1840.63464355469
"204",1936.34997558594,1960.30004882812,1903,1924.59997558594,11037,1825.74096679688
"205",1925,1943.30004882812,1901,1918.59997558594,27349,1820.04919433594
"206",1918.59997558594,1931.09997558594,1900,1906.84997558594,10454,1808.90258789062
"207",1914.80004882812,1933.94995117188,1882.69995117188,1899.05004882812,52142,1801.50354003906
"208",1914,1938.94995117188,1860,1908.90002441406,63742,1810.84777832031
"209",1877,1928.94995117188,1845.19995117188,1911.84997558594,44394,1813.64611816406
"210",1912.09997558594,1914.94995117188,1874,1880.75,139047,1784.14343261719
"211",1909.94995117188,1914,1890.05004882812,1900.05004882812,991,1802.45239257812
"212",1911.80004882812,1928.94995117188,1893.84997558594,1912.75,30941,1814.49963378906
"213",1912.59997558594,1974.15002441406,1905,1962.34997558594,91888,1861.55212402344
"214",1960,1974.59997558594,1935.15002441406,1969.59997558594,19023,1868.42956542969
"215",1989,1989,1919.94995117188,1935.80004882812,5325,1836.36584472656
"216",1979,1979,1931.25,1945.15002441406,26009,1845.23547363281
"217",1915,1970,1915,1948.90002441406,9655,1848.79309082031
"218",1949.94995117188,1967,1935.55004882812,1947.5,16383,1847.46496582031
"219",1940.05004882812,1962.15002441406,1917.19995117188,1947.75,9224,1847.70202636719
"220",1936.09997558594,1970,1930,1945.05004882812,10121,1845.14086914062
"221",1945.05004882812,1958.94995117188,1930,1938.40002441406,4833,1838.83251953125
"222",1948.34997558594,1950,1916,1920.69995117188,177354,1822.04138183594
"223",1925.09997558594,1938.75,1916.5,1920.09997558594,13994,1821.47216796875
"224",1920.84997558594,1930,1901.55004882812,1919.25,59146,1820.66589355469
"225",1929,1934.94995117188,1836.80004882812,1893,148800,1795.76428222656
"226",1860,1919.94995117188,1852,1912.65002441406,86680,1814.40502929688
"227",1912,1920,1872,1902.65002441406,59256,1804.91870117188
"228",1899,1950,1893.05004882812,1907.75,53182,1809.7568359375
"229",1891.05004882812,1935,1891.05004882812,1916.15002441406,11232,1817.72509765625
"230",1901.09997558594,1925,1889,1908.84997558594,282834,1810.80004882812
"231",1893.09997558594,1908.84997558594,1890,1894,12078,1796.71301269531
"232",1900,1938,1877.05004882812,1916.65002441406,24599,1818.19946289062
"233",1928.59997558594,1932,1907.30004882812,1930.75,5253,1831.57507324219
"234",1920.05004882812,1949,1884.94995117188,1896.84997558594,23128,1799.41650390625
"235",1912.05004882812,1933.94995117188,1880.09997558594,1898.80004882812,55679,1801.26647949219
"236",1898.80004882812,1922,1868,1878.84997558594,71934,1782.34106445312
"237",1893.59997558594,1893.59997558594,1875.5,1877.30004882812,12156,1780.87072753906
"238",1878.19995117188,1890,1866,1873,34460,1776.79138183594
"239",1866,1895,1860,1867.90002441406,34635,1771.95361328125
"240",1855,1887.5,1840.19995117188,1866.15002441406,38809,1770.29333496094
"241",1870,1874,1850.09997558594,1852.34997558594,31556,1757.2021484375
"242",1856,1870,1844.94995117188,1855.15002441406,9778,1759.85852050781
"243",1865,1884,1840,1874.55004882812,16728,1778.26208496094
"244",1855.15002441406,1884.90002441406,1855.15002441406,1862.65002441406,21154,1766.97302246094
"245",1879,1913,1863.15002441406,1905.09997558594,21623,1807.24255371094
"246",1912,1958.19995117188,1888.30004882812,1949.19995117188,40878,1849.07739257812
"247",1957,1957,1915,1940.30004882812,25417,1840.63464355469
"248",1925,1975,1925,1951.05004882812,33809,1850.83251953125
"249",1957.94995117188,1969.80004882812,1941,1962.40002441406,17059,1861.599609375
"250",1970,1970,1918.09997558594,1950.05004882812,35398,1849.88391113281
"251",1950.05004882812,1973.34997558594,1948,1964.19995117188,12309,1863.30700683594
"252",1964.19995117188,1978.90002441406,1949.59997558594,1954.69995117188,12197,1854.29504394531
"253",1955,1992,1955,1975.44995117188,11998,1873.97924804688
"254",1957.34997558594,1984.69995117188,1955,1969.94995117188,5277,1868.76171875
"255",1967.19995117188,1977.5,1955.05004882812,1967.30004882812,7144,1866.24780273438
"256",1928,1951.80004882812,1896.09997558594,1941.65002441406,23641,1841.91528320312
"257",1949.90002441406,1949.90002441406,1907,1921.44995117188,6329,1822.75268554688
"258",1926.09997558594,1932,1880,1887.44995117188,14051,1790.49914550781
"259",1881,1905,1875.09997558594,1890.15002441406,7336,1793.06079101562
"260",1890.90002441406,1969,1877,1897.25,46132,1799.7958984375
"261",1912.44995117188,1913.90002441406,1889.5,1902.25,11228,1804.53894042969
"262",1895.80004882812,1912.80004882812,1877.05004882812,1881.55004882812,4639,1784.90246582031
"263",1891.34997558594,1911.90002441406,1872,1878.44995117188,7378,1781.96142578125
"264",1866.5,1909.90002441406,1866.5,1900.65002441406,10897,1803.021484375
"265",1900.65002441406,1912.19995117188,1877.25,1889.65002441406,9149,1792.58630371094
"266",1880.55004882812,1899.90002441406,1852.75,1877.09997558594,6747,1780.68090820312
"267",1899,1899,1870.05004882812,1893.94995117188,8026,1796.66540527344
"268",1893.94995117188,1895.15002441406,1865,1869.5,13331,1773.47143554688
"269",1840,1912.94995117188,1840,1883.19995117188,63904,1786.46765136719
"270",1878.55004882812,1908,1872.30004882812,1888.44995117188,8300,1791.44799804688
"271",1888,1929,1873.69995117188,1900.34997558594,16686,1802.73645019531
"272",1900.34997558594,1919.34997558594,1890.05004882812,1899.65002441406,14334,1802.07263183594
"273",1918.90002441406,1918.90002441406,1838,1889.44995117188,51750,1792.39660644531
"274",1889.44995117188,1904.19995117188,1867,1887.34997558594,95793,1790.40417480469
"275",1879.40002441406,1915,1876.15002441406,1903.59997558594,33996,1805.81982421875
"276",1860,1914.69995117188,1859.94995117188,1891.69995117188,29265,1794.53100585938
"277",1896.30004882812,1897.90002441406,1835,1839.94995117188,19310,1745.43933105469
"278",1815.05004882812,1845,1804.69995117188,1810.65002441406,27053,1717.64440917969
"279",1821.94995117188,1821.94995117188,1785,1796.69995117188,23429,1711.97485351562
"280",1776,1849,1776,1838.69995117188,32556,1751.994140625
"281",1840.19995117188,1860,1825.25,1847.19995117188,15294,1760.09350585938
"282",1855.30004882812,1855.30004882812,1828,1835.80004882812,11486,1749.23107910156
"283",1836.94995117188,1845.19995117188,1793.44995117188,1803.30004882812,128991,1718.263671875
"284",1805.30004882812,1839.15002441406,1800,1809.65002441406,37759,1724.31420898438
"285",1814.65002441406,1821.05004882812,1761.09997558594,1779.40002441406,119469,1695.49084472656
"286",1759.05004882812,1783.90002441406,1755,1758.34997558594,30072,1675.43322753906
"287",1798,1800,1747.65002441406,1758.80004882812,24921,1675.86181640625
"288",1760.05004882812,1774.90002441406,1736.90002441406,1743.80004882812,26812,1661.5693359375
"289",1759.90002441406,1787.90002441406,1751.15002441406,1780.05004882812,16378,1696.10998535156
"290",1785,1796.75,1745,1750.25,71686,1667.71533203125
"291",1756,1778,1740,1746.80004882812,52958,1664.42822265625
"292",1758.94995117188,1758.94995117188,1745,1750.15002441406,31521,1667.61987304688
"293",1752.55004882812,1767.69995117188,1745.94995117188,1750,41793,1667.47729492188
"294",1758.75,1762,1741.09997558594,1748.75,107320,1666.28588867188
"295",1753,1763.84997558594,1731.05004882812,1736.25,71286,1654.37524414062
"296",1743,1753,1730,1734.90002441406,22051,1653.08898925781
"297",1739,1739,1702,1719.59997558594,46849,1638.5107421875
"298",1728.19995117188,1781,1728.19995117188,1760.40002441406,349087,1677.38659667969
"299",1751,1804.75,1751,1783.55004882812,35640,1699.44506835938
"300",1783.59997558594,1816,1750,1772.90002441406,67295,1689.29724121094
"301",1780,1794,1745,1754.34997558594,36040,1671.6220703125
"302",1763.09997558594,1765.69995117188,1710,1717.69995117188,36224,1636.70007324219
"303",1715.25,1754,1690,1738.05004882812,51703,1656.09057617188
"304",1746,1785,1716.09997558594,1775.34997558594,68288,1691.63159179688
"305",1775,1780.40002441406,1749,1750.34997558594,45278,1667.810546875
"306",1757,1768.80004882812,1735.40002441406,1741.69995117188,65921,1659.56860351562
"307",1762,1783.94995117188,1743.05004882812,1747.44995117188,62734,1665.04724121094
"308",1752,1756,1730,1736.44995117188,54925,1654.56604003906
"309",1744,1747,1727.15002441406,1739.30004882812,52369,1657.28149414062
"310",1748,1762,1734.5,1756.90002441406,46718,1674.0517578125
"311",1765.69995117188,1773.55004882812,1750,1751.55004882812,48463,1668.95397949219
"312",1755,1760.30004882812,1737.44995117188,1743.65002441406,48309,1661.42651367188
"313",1750,1768.84997558594,1720,1734.5,84798,1652.70788574219
"314",1734.5,1762.34997558594,1730,1742.19995117188,47515,1660.044921875
"315",1750,1760,1728.90002441406,1757.34997558594,26910,1674.48022460938
"316",1748.55004882812,1762.84997558594,1746,1755.84997558594,19420,1673.05114746094
"317",1760,1775,1752,1754.25,22086,1671.52685546875
"318",1757,1760,1705.25,1715.84997558594,60519,1634.93737792969
"319",1713,1729.90002441406,1710.05004882812,1721.15002441406,27692,1639.9873046875
"320",1722,1739.15002441406,1714.55004882812,1725.84997558594,17843,1644.4658203125
"321",1734.5,1743,1725,1725.80004882812,20939,1644.41833496094
"322",1733.90002441406,1740,1713,1722.19995117188,19153,1640.98791503906
"323",1727.05004882812,1734,1700,1703.44995117188,741693,1623.12182617188
"324",1704.84997558594,1729,1695.09997558594,1710.09997558594,34599,1629.45849609375
"325",1720,1723.69995117188,1701.30004882812,1718.34997558594,12412,1637.31958007812
"326",1709.75,1727.5,1709.75,1720.90002441406,11453,1639.74926757812
"327",1727.94995117188,1727.94995117188,1701.55004882812,1704.09997558594,12632,1623.74133300781
"328",1712.5,1716.5,1676.09997558594,1710.84997558594,21823,1630.17309570312
"329",1712.09997558594,1714.25,1670,1684.05004882812,21201,1604.63684082031
"330",1684.05004882812,1987.19995117188,1680,1687.15002441406,20667,1607.5908203125
"331",1678.69995117188,1742.25,1670.44995117188,1725.09997558594,30799,1643.75122070312
"332",1716.44995117188,1739.90002441406,1700.5,1735.90002441406,14415,1654.04187011719
"333",1702.55004882812,1739,1702.55004882812,1712.05004882812,15285,1631.31665039062
"334",1703.5,1735.15002441406,1703.5,1719.94995117188,35987,1638.84399414062
"335",1728.80004882812,1728.80004882812,1690.94995117188,1712.94995117188,41247,1632.17407226562
"336",1713.15002441406,1713.15002441406,1678.05004882812,1686.75,7052,1607.20983886719
"337",1678.30004882812,1702.75,1675.05004882812,1691.94995117188,18338,1612.16442871094
"338",1700,1735,1675.05004882812,1720.90002441406,18395,1639.74926757812
"339",1700.19995117188,1721.84997558594,1685,1692.44995117188,8815,1612.64086914062
"340",1694.90002441406,1708.25,1685.09997558594,1691.34997558594,6641,1611.5927734375
"341",1698.94995117188,1710.34997558594,1676.05004882812,1681.94995117188,8571,1602.63598632812
"342",1683.09997558594,1715,1680.05004882812,1711,13442,1630.31591796875
"343",1710,1732,1705.65002441406,1725.40002441406,9556,1644.037109375
"344",1733,1739.44995117188,1711,1729.84997558594,4827,1648.27709960938
"345",1722,1734,1712.65002441406,1729.15002441406,5936,1647.61047363281
"346",1726.19995117188,1799,1720.5,1760.15002441406,157294,1677.1484375
"347",1820,1820,1765.09997558594,1794.34997558594,72681,1709.73571777344
"348",1776.40002441406,1804.90002441406,1765,1772.69995117188,15548,1689.10656738281
"349",1778,1790,1754.94995117188,1760.25,29896,1677.24377441406
"350",1767.30004882812,1775,1746.19995117188,1760.44995117188,30616,1677.43408203125
"351",1767.5,1844,1753.40002441406,1817.69995117188,31918,1731.98449707031
"352",1817.69995117188,1824.55004882812,1782.34997558594,1796.80004882812,12223,1712.07006835938
"353",1782.44995117188,1816,1782.44995117188,1811.05004882812,19200,1725.64807128906
"354",1783,1820,1783,1792.34997558594,10175,1707.82983398438
"355",1792.34997558594,1815.15002441406,1760,1799.75,24944,1714.88098144531
"356",1805,1831.19995117188,1771.25,1819.59997558594,29459,1733.79479980469
"357",1819.59997558594,1829,1776.05004882812,1810.69995117188,18885,1725.31457519531
"358",1802,1814.94995117188,1772,1778.84997558594,23670,1694.96655273438
"359",1772,1797.5,1725.55004882812,1742.65002441406,14865,1660.47375488281
"360",1743,1753.65002441406,1705,1710.94995117188,35524,1630.26843261719
"361",1712.5,1790.69995117188,1688.75,1760.44995117188,52410,1677.43408203125
"362",1760.75,1784.90002441406,1700.09997558594,1715.75,38423,1634.84228515625
"363",1708.90002441406,1735.15002441406,1686,1697.40002441406,28254,1617.35754394531
"364",1697.40002441406,1724.5,1690.90002441406,1696.90002441406,29636,1616.88110351562
"365",1687,1707.94995117188,1680,1682.5,37381,1603.16015625
"366",1689.44995117188,1699.5,1661,1669,15000,1590.296875
"367",1684,1688.55004882812,1670,1676.25,11048,1597.20471191406
"368",1670.5,1724,1670.5,1710.75,14020,1630.07800292969
"369",1711,1730.69995117188,1690,1716.84997558594,14736,1635.89013671875
"370",1716.84997558594,1733.94995117188,1703.65002441406,1726.40002441406,6533,1644.98999023438
"371",1718.34997558594,1747.69995117188,1718.34997558594,1737.40002441406,11332,1655.47119140625
"372",1746.80004882812,1780,1705,1772,24577,1688.43969726562
"373",1770,1778,1743,1772.94995117188,8391,1689.34460449219
"374",1765.59997558594,1795,1735,1776.09997558594,15202,1692.34619140625
"375",1774,1796.80004882812,1740.19995117188,1794.19995117188,7903,1709.59265136719
"376",1790,1808.65002441406,1775,1800.84997558594,9710,1715.92907714844
"377",1799.05004882812,1807,1750,1769.69995117188,310701,1686.248046875
"378",1760.5,1789,1754.44995117188,1776.59997558594,6538,1692.82250976562
"379",1774.34997558594,1787.90002441406,1732.30004882812,1749.84997558594,38593,1667.33410644531
"380",1750.09997558594,1774,1732.44995117188,1758.05004882812,14113,1675.14758300781
"381",1757.34997558594,1809.09997558594,1735.30004882812,1798.44995117188,25683,1713.64233398438
"382",1786.44995117188,1806,1741.44995117188,1797.90002441406,20202,1713.11828613281
"383",1800.09997558594,1816,1760.15002441406,1762.30004882812,14685,1679.19714355469
"384",1762,1777.69995117188,1750,1769.25,6231,1685.81921386719
"385",1818,1824.80004882812,1781.30004882812,1815.15002441406,20147,1729.55480957031
"386",1810,1828,1793.09997558594,1815.15002441406,12032,1729.55480957031
"387",1815.15002441406,1836,1778.09997558594,1789.65002441406,14606,1705.25744628906
"388",1799.30004882812,1814,1755,1760.40002441406,9407,1677.38659667969
"389",1760.40002441406,1802.80004882812,1728.90002441406,1741.94995117188,32978,1659.80676269531
"390",1764.94995117188,1796.80004882812,1698.19995117188,1715.59997558594,32259,1634.69921875
"391",1716,1729.84997558594,1675.5,1680.34997558594,132707,1601.11145019531
"392",1685,1705.44995117188,1660,1674.80004882812,54911,1595.8232421875
"393",1688,1690.5,1666.09997558594,1679.55004882812,63824,1600.34912109375
"394",1680,1716.94995117188,1672.40002441406,1705.59997558594,73442,1625.1708984375
"395",1706,1725,1703,1721.15002441406,11530,1639.9873046875
"396",1722,1771.30004882812,1703.25,1762.5,12433,1679.3876953125
"397",1799,1810,1747,1790.44995117188,26775,1706.01965332031
"398",1810,1814.94995117188,1752,1767.19995117188,80411,1683.86584472656
"399",1768.44995117188,1781.34997558594,1754.94995117188,1761.84997558594,71086,1678.76794433594
"400",1780,1780,1737.19995117188,1753.80004882812,6369,1678.72058105469
"401",1775,1798.44995117188,1731.30004882812,1771.40002441406,15718,1695.56677246094
"402",1789.94995117188,1800,1708,1745.40002441406,41815,1670.68005371094
"403",1734.30004882812,1799,1716.5,1753.75,165060,1678.67248535156
"404",1775,1800,1750.55004882812,1772.34997558594,37895,1696.47619628906
"405",1772,1814.90002441406,1770,1789.59997558594,36482,1712.98791503906
"406",1789.59997558594,1834.75,1785,1826.90002441406,38617,1748.69116210938
"407",1800,1844.90002441406,1800,1829.84997558594,33453,1751.51489257812
"408",1829.84997558594,1829.84997558594,1800,1817.75,5868,1739.93273925781
"409",1813.34997558594,1830.94995117188,1799.05004882812,1817.69995117188,22394,1739.88488769531
"410",1800.09997558594,1850,1783.84997558594,1840.40002441406,13114,1761.61315917969
"411",1880,1880,1812,1823.44995117188,18193,1745.388671875
"412",1824.80004882812,1851.80004882812,1818,1847.40002441406,10999,1768.31335449219
"413",1851.75,1855,1815,1835.90002441406,11061,1757.30578613281
"414",1829,1829,1795,1800,113497,1722.94274902344
"415",1818.94995117188,1850,1808.84997558594,1847.65002441406,16086,1768.552734375
"416",1847,1869.94995117188,1815,1828.55004882812,37394,1750.27062988281
"417",1837.59997558594,1869.40002441406,1822.30004882812,1839.65002441406,28454,1760.89514160156
"418",1851,1867,1817.65002441406,1859.80004882812,90045,1780.18273925781
"419",1868.94995117188,1880.5,1811.59997558594,1838.69995117188,104387,1759.98571777344
"420",1865,1930,1855,1896.25,72262,1815.07214355469
"421",1914,1914,1849.05004882812,1866.75,66603,1786.83508300781
"422",1885,1974.40002441406,1865,1948.19995117188,101998,1864.79809570312
"423",1961.90002441406,1997.05004882812,1884,1928.84997558594,40185,1846.27648925781
"424",1927,1957.5,1920.05004882812,1942.59997558594,25259,1859.43798828125
"425",1942.59997558594,1957.94995117188,1892.05004882812,1905.90002441406,14962,1824.30920410156
"426",1900,1944.90002441406,1871,1917.59997558594,46137,1835.50830078125
"427",1893.90002441406,1965,1875,1929.40002441406,20925,1846.80297851562
"428",1912.80004882812,1944.90002441406,1894.94995117188,1905.09997558594,54451,1823.54321289062
"429",1910,1969.40002441406,1910,1949.69995117188,56258,1866.23376464844
"430",1916,1960,1885,1898.30004882812,35304,1817.03442382812
"431",1919.90002441406,1945.55004882812,1873,1938.94995117188,17335,1855.94396972656
"432",1920.5,1949,1916.09997558594,1938.55004882812,23558,1855.56103515625
"433",1941.05004882812,1950,1911,1938.25,16138,1855.27404785156
"434",1932.59997558594,1950,1910,1929,51518,1846.42041015625
"435",1930.15002441406,1961,1930,1947.30004882812,12746,1863.93664550781
"436",1954.90002441406,1959.90002441406,1930,1941.94995117188,90443,1858.81591796875
"437",1947.90002441406,1950,1911,1915.09997558594,19628,1833.11511230469
"438",1916,1937.94995117188,1906,1914.40002441406,8762,1832.44543457031
"439",1915.84997558594,1926.80004882812,1891.05004882812,1918.84997558594,12463,1836.70471191406
"440",1920.19995117188,2027.90002441406,1920.09997558594,1958.94995117188,132385,1875.08801269531
"441",1976.90002441406,1985,1950.05004882812,1974.75,83148,1890.21166992188
"442",1974.80004882812,1980,1955,1966.84997558594,11472,1882.64978027344
"443",1978.65002441406,1978.65002441406,1957.84997558594,1968.69995117188,45359,1884.42077636719
"444",1986.94995117188,1989.94995117188,1948.09997558594,1960.19995117188,13429,1876.28442382812
"445",1916.09997558594,1980,1916.09997558594,1969.30004882812,1878,1884.99499511719
"446",1979.30004882812,1979.30004882812,1957,1974,19833,1889.49365234375
"447",1979.30004882812,1980,1962.84997558594,1977,9228,1892.365234375
"448",1979.80004882812,2022.94995117188,1963,1997.69995117188,45017,1912.17919921875
"449",2013.40002441406,2013.40002441406,1985,2000.15002441406,53263,1914.52416992188
"450",2014.09997558594,2025,1995.15002441406,2015.94995117188,49039,1929.64782714844
"451",2029.80004882812,2050,2016.34997558594,2048.75,64950,1961.04370117188
"452",2042,2079,2039.59997558594,2058.44995117188,71197,1970.32836914062
"453",2058.44995117188,2070,1992.05004882812,2006.94995117188,127514,1921.033203125
"454",2005.09997558594,2048.30004882812,2005.09997558594,2034.25,10123,1947.16442871094
"455",2025.90002441406,2068.75,1940.80004882812,1972,161949,1887.57934570312
"456",2000,2075,2000,2065.80004882812,233954,1977.36376953125
"457",2079.44995117188,2080,2011,2021.25,91701,1934.720703125
"458",2029,2075,2029,2058.25,77156,1970.13720703125
"459",2071.05004882812,2110,2055,2099.75,98127,2009.86059570312
"460",2119.35009765625,2150,2100,2117.05004882812,78374,2026.41967773438
"461",2120.25,2120.25,2061.55004882812,2083.55004882812,26567,1994.35400390625
"462",2085,2100,2055.39990234375,2091,40278,2001.48522949219
"463",2100,2117.80004882812,2056,2078.80004882812,20939,1989.80749511719
"464",2075.85009765625,2098,2028.25,2056.05004882812,23944,1968.03112792969
"465",2070,2100,2052.10009765625,2069.30004882812,33978,1980.71411132812
"466",2080,2097.69995117188,1980,2000.34997558594,165045,1914.71569824219
"467",2008,2037.94995117188,1999.94995117188,2025.44995117188,33966,1938.7412109375
"468",2026.09997558594,2039.94995117188,2002,2029.09997558594,33717,1942.23486328125
"469",2022.09997558594,2059.30004882812,2000.05004882812,2033.25,25437,1946.20715332031
"470",2028.69995117188,2060,2018.09997558594,2041.80004882812,14151,1954.39123535156
"471",2056.69995117188,2077,2041.5,2060.44995117188,13904,1972.24279785156
"472",2060.44995117188,2100,2009.05004882812,2091.5,38043,2001.96350097656
"473",2091.89990234375,2097.64990234375,2050,2079.35009765625,11728,1990.33374023438
"474",2098,2107,2071,2087.39990234375,38483,1998.03918457031
"475",2096,2100,2080,2085.85009765625,41566,1996.55529785156
"476",2080.14990234375,2092.94995117188,2025,2087.80004882812,15691,1998.42175292969
"477",2090.14990234375,2100,2078.14990234375,2084.64990234375,25010,1995.40686035156
"478",2085,2092.35009765625,2061,2075.60009765625,10862,1986.74450683594
"479",2076.55004882812,2100,2065,2084.75,139215,1995.50256347656
"480",2083.35009765625,2094.60009765625,2060,2066.30004882812,11820,1977.84240722656
"481",2072.10009765625,2099.89990234375,2065,2095.39990234375,19953,2005.69641113281
"482",2095,2100,2040,2051.19995117188,34920,1963.38854980469
"483",2069,2069.44995117188,2020,2035.09997558594,67027,1947.97778320312
"484",2025.15002441406,2043.90002441406,2000,2003.30004882812,12792,1917.53942871094
"485",2005.5,2023,1980.19995117188,1996.59997558594,20124,1911.12609863281
"486",2002.09997558594,2049.39990234375,1997.34997558594,2037.05004882812,23985,1949.84460449219
"487",2043,2043,1958,2017.15002441406,83877,1930.79663085938
"488",2020,2027.90002441406,1985,1992.80004882812,25840,1907.48913574219
"489",1994,2034,1988.5,2013.90002441406,47011,1927.68566894531
"490",2013.90002441406,2100,2006.90002441406,2082.85009765625,94927,1993.68383789062
"491",2100,2100,2076.19995117188,2085.64990234375,33488,1996.36389160156
"492",2094,2100,2079.94995117188,2094.64990234375,18082,2004.97888183594
"493",2100,2100,2071.55004882812,2089.55004882812,50389,2000.0966796875
"494",2095,2125,2092.14990234375,2117.14990234375,360489,2026.51550292969
"495",2106.89990234375,2125.5,2069.89990234375,2124.05004882812,101795,2033.11999511719
"496",2125,2150,2118.85009765625,2149.05004882812,104135,2057.05004882812
"497",2150,2298.80004882812,2140,2257.85009765625,266354,2161.19262695312
"498",2282.94995117188,2350,2278,2339.5,231850,2239.34716796875
"499",2344.5,2351,2241.30004882812,2323.80004882812,160556,2224.3193359375
"500",2307.69995117188,2405,2307.69995117188,2365.69995117188,159401,2264.42529296875
"501",2354.85009765625,2375,2342.80004882812,2362.64990234375,85579,2261.50561523438
"502",2362.64990234375,2375,2331,2338.19995117188,76445,2238.1025390625
"503",2387.55004882812,2387.55004882812,2344.30004882812,2359.35009765625,72290,2258.34692382812
"504",2359.94995117188,2374.05004882812,2321.55004882812,2356.85009765625,127081,2255.9541015625
"505",2360.10009765625,2370,2342.85009765625,2360.85009765625,47447,2259.78295898438
"506",2363.14990234375,2365,2310,2329.69995117188,57972,2229.96606445312
"507",2337,2350,2323.05004882812,2346.94995117188,45894,2246.4775390625
"508",2350,2388.69995117188,2325,2357.10009765625,67100,2256.19360351562
"509",2371.80004882812,2380,2313.25,2324.60009765625,29306,2225.08471679688
"510",2339.05004882812,2349,2252.14990234375,2299.89990234375,80168,2201.44165039062
"511",2314.25,2314.25,2277,2295.85009765625,32387,2197.5654296875
"512",2310.14990234375,2400.10009765625,2280.85009765625,2397.64990234375,131984,2295.00708007812
