"","ALKEM.NS.Open","ALKEM.NS.High","ALKEM.NS.Low","ALKEM.NS.Close","ALKEM.NS.Volume","ALKEM.NS.Adjusted"
"119",1957,2022,1951,1960.40002441406,19669,1853.48669433594
"120",1967,1996,1949.69995117188,1958.40002441406,13245,1851.59558105469
"121",1965.84997558594,1968.09997558594,1945,1953.84997558594,6129,1847.29382324219
"122",1960.05004882812,1974,1943.44995117188,1948.84997558594,7295,1842.56640625
"123",1935,1950.15002441406,1905,1919.15002441406,8291,1814.48645019531
"124",1919.15002441406,1932.55004882812,1880,1891.15002441406,31841,1788.01318359375
"125",1897,1939.40002441406,1830,1846.25,98738,1745.56176757812
"126",1856,1918.5,1805.80004882812,1894.90002441406,21583,1791.55871582031
"127",1898,1902.94995117188,1860.05004882812,1868.15002441406,11980,1766.26745605469
"128",1883.09997558594,1902,1846.30004882812,1885.19995117188,47153,1782.3876953125
"129",1860.05004882812,1899,1860.05004882812,1880.05004882812,67455,1777.51843261719
"130",1898,1918,1870,1909.34997558594,7314,1805.22058105469
"131",1900,1965.90002441406,1898.40002441406,1925.19995117188,13451,1820.2060546875
"132",1922.94995117188,1935.75,1891.34997558594,1901.69995117188,9110,1797.98779296875
"133",1911.19995117188,1927.5,1845.5,1860.19995117188,19825,1758.75122070312
"134",1869.5,1930,1852,1901.40002441406,27256,1797.7041015625
"135",1893.05004882812,1920,1855,1884.90002441406,11093,1782.10412597656
"136",1869.30004882812,1920.15002441406,1845.15002441406,1853.90002441406,20023,1752.794921875
"137",1867.80004882812,1877.94995117188,1822.05004882812,1832.94995117188,46401,1732.9873046875
"138",1846.65002441406,1859,1802.05004882812,1843.30004882812,15130,1742.77282714844
"139",1851.40002441406,1876,1816.09997558594,1841.80004882812,23756,1741.35485839844
"140",1842,1897.30004882812,1835.05004882812,1881.25,13162,1778.65319824219
"141",1889,2098,1865.09997558594,2024,217244,1913.6181640625
"142",2090,2150,2090,2117.89990234375,101798,2002.39660644531
"143",2077.89990234375,2149,2038.05004882812,2093.75,213234,1979.56433105469
"144",2103.94995117188,2150,2078.25,2116.60009765625,32146,2001.16821289062
"145",2122,2139,2098.05004882812,2116.39990234375,261985,2000.97912597656
