"","LTIM.NS.Open","LTIM.NS.High","LTIM.NS.Low","LTIM.NS.Close","LTIM.NS.Volume","LTIM.NS.Adjusted"
"86",1501.59997558594,1520.19995117188,1489.25,1507.44995117188,106578,1369.05883789062
"87",1508.69995117188,1583,1505.19995117188,1545.59997558594,191836,1403.70629882812
"88",1550,1594.80004882812,1550,1582.09997558594,127817,1436.85559082031
"89",1614,1650,1590.15002441406,1617.84997558594,216044,1469.32348632812
"90",1619,1666,1619,1635.55004882812,109567,1485.39855957031
"91",1657.90002441406,1660,1582.25,1610.40002441406,89572,1462.55749511719
"92",1619.90002441406,1623.80004882812,1580.65002441406,1590.30004882812,42325,1444.30285644531
"93",1600,1620,1556.05004882812,1565.94995117188,64764,1422.18823242188
"94",1566,1571,1526.15002441406,1535.30004882812,49669,1394.35180664062
"95",1535.30004882812,1575,1516.80004882812,1528.09997558594,60832,1387.81311035156
"96",1533.5,1541.90002441406,1501.59997558594,1508.55004882812,41543,1370.05773925781
"97",1520,1625,1520,1594.44995117188,225916,1448.07189941406
"98",1608,1695,1608,1685.65002441406,389161,1530.89929199219
"99",1687.09997558594,1715,1665.19995117188,1697.44995117188,273956,1541.61596679688
"100",1701,1711.80004882812,1641.55004882812,1660.44995117188,104053,1508.01257324219
"101",1658,1707.55004882812,1657.75,1678.15002441406,100326,1524.08752441406
"102",1680,1689.30004882812,1651.5,1682.5,63152,1528.03833007812
"103",1680,1759,1646.19995117188,1740.69995117188,288094,1580.89514160156
"104",1740,1740,1670.5,1682.40002441406,222903,1527.94763183594
"105",1681.05004882812,1691.90002441406,1641.69995117188,1653.09997558594,82940,1501.33728027344
"106",1653.5,1689.90002441406,1594.30004882812,1610.30004882812,157102,1462.46691894531
"107",1610.59997558594,1658.80004882812,1603.30004882812,1629.09997558594,124830,1479.54089355469
"108",1654,1694,1637,1685.80004882812,139706,1531.03552246094
"109",1680.09997558594,1727.94995117188,1643,1664.15002441406,239836,1511.373046875
"110",1679.30004882812,1679.94995117188,1647.05004882812,1671,76515,1517.59436035156
"111",1665.40002441406,1700,1665,1672.30004882812,134440,1518.77478027344
"112",1673,1680,1648.55004882812,1653.84997558594,42295,1502.0185546875
"113",1659.94995117188,1678,1651.25,1671.84997558594,69460,1518.36596679688
"114",1670,1715,1659.90002441406,1705.65002441406,170650,1549.06298828125
"115",1699,1717.59997558594,1675.09997558594,1685,50541,1530.30895996094
"116",1682,1699,1661,1691,59673,1535.75793457031
"117",1697.94995117188,1697.94995117188,1666,1671.05004882812,44209,1517.63952636719
"118",1667,1694.80004882812,1656.90002441406,1686.40002441406,45080,1531.58032226562
"119",1688,1714.40002441406,1665,1673.30004882812,124995,1519.68286132812
"120",1673,1695,1655,1662.15002441406,63432,1509.55676269531
"121",1670,1680,1624,1633.80004882812,55619,1483.8095703125
"122",1644,1674,1638.05004882812,1658.15002441406,72687,1505.92358398438
"123",1661,1674.09997558594,1632.09997558594,1641.69995117188,64417,1490.98413085938
"124",1640,1695,1640,1671.40002441406,141637,1517.95751953125
"125",1680,1680,1645,1649.69995117188,42300,1498.24951171875
"126",1658,1666.19995117188,1635,1649.94995117188,35877,1498.47668457031
"127",1651,1659.40002441406,1642.69995117188,1646.65002441406,17807,1495.4794921875
"128",1650,1655,1642.15002441406,1648.19995117188,12177,1496.88720703125
"129",1644,1675,1640.09997558594,1667.94995117188,45126,1514.82409667969
"130",1670,1702,1658,1684.34997558594,74046,1529.71862792969
"131",1693.25,1727.80004882812,1693.25,1719.84997558594,111801,1561.95935058594
"132",1720,1836.69995117188,1720,1790.94995117188,500483,1626.53210449219
"133",1800,1856,1797.69995117188,1849.55004882812,308639,1679.75244140625
"134",1856,1867,1822.65002441406,1845.75,346041,1676.30126953125
"135",1843.30004882812,1845,1793.55004882812,1834.5,158006,1666.083984375
"136",1835,1872,1812.75,1850.44995117188,132449,1680.56982421875
"137",1864.90002441406,1883.5,1815,1859.19995117188,157307,1688.51647949219
"138",1824.84997558594,1826.84997558594,1645.44995117188,1721.75,413414,1563.68469238281
"139",1711,1764,1687.30004882812,1750.94995117188,143240,1590.20434570312
"140",1764,1776,1700,1721.19995117188,206941,1563.18542480469
"141",1820,1867,1756,1802.69995117188,709856,1637.20349121094
"142",1790,1855,1775,1804.5,424662,1638.83813476562
"143",1801,1835,1797,1809.94995117188,151522,1643.78771972656
"144",1800,1865,1800,1836.59997558594,360521,1667.99084472656
"145",1827.94995117188,1845.80004882812,1810.15002441406,1823.5,174492,1656.09399414062
"146",1820,1882.69995117188,1811.09997558594,1872.90002441406,222509,1700.95886230469
"147",1865.05004882812,1867.75,1801,1810.25,197529,1644.06042480469
"148",1799,1799,1707.19995117188,1749.84997558594,279280,1589.205078125
"149",1740,1764,1665,1684.05004882812,248514,1529.44604492188
"150",1689.09997558594,1738,1689.09997558594,1732.75,91266,1573.67541503906
"151",1735.09997558594,1744.94995117188,1682,1691.80004882812,77380,1536.48486328125
"152",1709.90002441406,1720.05004882812,1675,1711.84997558594,90091,1554.69384765625
"153",1700.09997558594,1734.90002441406,1691.40002441406,1700.09997558594,70705,1544.02270507812
"154",1710,1715.69995117188,1685.05004882812,1709.55004882812,237082,1552.60546875
"155",1720,1734,1701,1724.40002441406,135787,1566.09167480469
"156",1716.90002441406,1790,1708.09997558594,1784.75,159762,1633.69140625
"157",1773,1818,1766.19995117188,1802.55004882812,139853,1649.98461914062
"158",1812,1866.69995117188,1811.09997558594,1847.65002441406,169211,1691.26745605469
"159",1845,1905,1845,1880.75,334170,1721.56579589844
"160",1881.09997558594,1908.5,1881,1899.5,428959,1738.72888183594
"161",1900,1905.15002441406,1841.5,1897,252046,1736.44055175781
"162",1883.75,1883.75,1825.09997558594,1840.44995117188,125805,1684.6767578125
"163",1850,1900,1845.15002441406,1859.40002441406,206646,1702.02282714844
"164",1872,1899.94995117188,1849,1853.55004882812,235565,1696.66821289062
"165",1850,1851.05004882812,1781.80004882812,1792.34997558594,198662,1640.64807128906
"166",1790,1818,1790,1799.65002441406,105223,1647.33032226562
"167",1791,1841,1781.09997558594,1797.75,173736,1645.59106445312
"168",1734,1792,1729.80004882812,1773.15002441406,2143855,1623.07312011719
"169",1769,1918,1764,1855.84997558594,3925372,1698.77331542969
"170",1809.94995117188,1889.80004882812,1805,1870.55004882812,1987664,1712.22961425781
"171",1861,1903.94995117188,1856.30004882812,1880.75,453017,1721.56579589844
"172",1890,1983,1864,1965.09997558594,860870,1798.77661132812
"173",1955,1987,1905,1918.69995117188,439519,1756.30383300781
"174",1915,1950,1863.90002441406,1889.15002441406,212523,1729.25500488281
"175",1889.15002441406,1918,1834,1879.5,211043,1720.42175292969
"176",1874.65002441406,1895.55004882812,1861.80004882812,1879.80004882812,110670,1720.69604492188
"177",1862,1888,1851.25,1865.44995117188,114792,1707.56079101562
"178",1868,1888,1845,1846.94995117188,148147,1690.62670898438
"179",1851,1864.69995117188,1795.05004882812,1836.90002441406,187324,1681.42724609375
"180",1847,1889.94995117188,1642.19995117188,1857.05004882812,550728,1699.87194824219
"181",1805,1910,1805,1898.15002441406,318761,1737.4931640625
"182",1909,1917.94995117188,1851.75,1881.5,179122,1722.25256347656
"183",1872,1896,1850,1872.34997558594,194312,1713.876953125
"184",1875,1893.15002441406,1814.44995117188,1871.80004882812,306712,1713.37341308594
"185",1860,1951.15002441406,1852,1917,538416,1754.74768066406
"186",1913,1945,1857,1933.30004882812,259908,1769.66821289062
"187",1920,1955,1890.30004882812,1909.75,158794,1748.11145019531
"188",1899.34997558594,1923.94995117188,1820.19995117188,1865.55004882812,284963,1707.65234375
"189",1865,1876.15002441406,1763.30004882812,1809.34997558594,272798,1656.20886230469
"190",1780,1826,1725,1775.59997558594,272652,1625.31555175781
"191",1777,1790.65002441406,1706.80004882812,1731.94995117188,207006,1585.35998535156
"192",1725.59997558594,1807.69995117188,1723,1794.84997558594,193959,1642.9365234375
"193",1730,1769.75,1706.09997558594,1715.05004882812,342048,1569.89050292969
"194",1720.90002441406,1789.80004882812,1720.90002441406,1764.30004882812,290149,1614.97229003906
"195",1770,1817,1767.25,1802.55004882812,141980,1649.98461914062
"196",1819,1844.84997558594,1785,1816.90002441406,233823,1663.12023925781
"197",1833,1869,1797.40002441406,1832.44995117188,304706,1677.35375976562
"198",1818.84997558594,1818.84997558594,1705,1742.80004882812,483528,1595.2919921875
"199",1754.94995117188,1755,1700.09997558594,1710.94995117188,151700,1566.13745117188
"200",1710.94995117188,1725,1626.5,1697,233067,1553.36828613281
"201",1719.44995117188,1730,1631.09997558594,1658.44995117188,151851,1518.0810546875
"202",1722,1722,1582,1639,467626,1500.27758789062
"203",1648,1677,1640.5,1656.44995117188,128227,1516.25024414062
"204",1642,1710,1642,1695.25,172428,1551.7666015625
"205",1697.59997558594,1719,1651.40002441406,1689.90002441406,153440,1546.86926269531
"206",1709.84997558594,1774.94995117188,1707.69995117188,1766.44995117188,226418,1628.98962402344
"207",1768,1782.30004882812,1741,1765.55004882812,198201,1628.15954589844
"208",1778.84997558594,1778.84997558594,1691,1702.84997558594,281571,1570.33874511719
"209",1706,1716.09997558594,1664.19995117188,1684.5,99253,1553.41662597656
"210",1687,1708.69995117188,1664.05004882812,1688.25,56128,1556.875
"211",1714,1729,1711.05004882812,1724.80004882812,35688,1590.58056640625
"212",1730,1739,1705,1719.5,100227,1585.69299316406
"213",1728.5,1735,1699,1709.84997558594,93834,1576.7939453125
"214",1709.84997558594,1728.84997558594,1687.69995117188,1703.25,89727,1570.70751953125
"215",1709.75,1724,1663,1667.44995117188,84999,1537.693359375
"216",1679.80004882812,1679.80004882812,1610.09997558594,1634.19995117188,224938,1507.03076171875
"217",1625,1660,1591,1637.40002441406,236378,1509.98181152344
"218",1636,1660,1630.55004882812,1640.25,56511,1512.61022949219
"219",1640.19995117188,1640.19995117188,1565,1585.84997558594,283051,1462.443359375
"220",1579.90002441406,1579.90002441406,1490,1522.55004882812,566036,1404.06921386719
"221",1533,1566.80004882812,1517.65002441406,1542.19995117188,253584,1422.19030761719
"222",1540,1582,1512.5,1572.19995117188,145332,1449.85546875
"223",1562,1598.80004882812,1555,1588,209113,1464.42602539062
"224",1595,1648,1595,1632,165613,1505.00231933594
"225",1640,1646.94995117188,1582,1590.34997558594,108686,1466.59301757812
"226",1602.90002441406,1602.90002441406,1551,1569.75,357328,1447.59606933594
"227",1578,1589.90002441406,1556.19995117188,1573.30004882812,164966,1450.87023925781
"228",1573.19995117188,1583,1560.59997558594,1575.5,367804,1452.89855957031
"229",1575,1575,1540,1546,187796,1425.69445800781
"230",1544,1545.5,1491.69995117188,1510.34997558594,302717,1392.81872558594
"231",1509,1537,1451.34997558594,1495.30004882812,643462,1378.93994140625
"232",1476.5,1485,1436.69995117188,1476.25,497054,1361.37194824219
"233",1460,1540,1450.30004882812,1526.55004882812,337682,1407.7578125
"234",1532.05004882812,1632,1532.05004882812,1623.59997558594,253167,1497.25573730469
"235",1640,1760,1626.05004882812,1748.5,515145,1612.43640136719
"236",1759,1819.94995117188,1707.15002441406,1809.90002441406,399879,1669.05834960938
"237",1818.80004882812,1826.65002441406,1727.05004882812,1740.40002441406,264311,1604.96667480469
"238",1734,1738,1691,1697.94995117188,155324,1565.81994628906
"239",1690,1715,1677.09997558594,1690.69995117188,114591,1559.13427734375
"240",1691.19995117188,1724.80004882812,1686.09997558594,1710.25,363327,1577.16271972656
"241",1705.25,1719.75,1675,1675.55004882812,102878,1545.16333007812
"242",1682.25,1707.34997558594,1670.55004882812,1695,142308,1563.099609375
"243",1702,1705,1672.55004882812,1677.80004882812,54284,1547.23815917969
"244",1686.05004882812,1707,1666.5,1678.90002441406,50775,1548.25268554688
"245",1687.30004882812,1740,1685.55004882812,1731,179804,1596.29809570312
"246",1743.94995117188,1749,1713.90002441406,1731.19995117188,79325,1596.48254394531
"247",1731.19995117188,1733.80004882812,1705.09997558594,1713.44995117188,36404,1580.11376953125
"248",1722.90002441406,1753.90002441406,1705,1733.55004882812,131933,1598.64990234375
"249",1733.55004882812,1760,1731,1738.15002441406,188170,1602.8916015625
"250",1744,1754,1674.94995117188,1693.19995117188,180512,1561.43957519531
"251",1708.90002441406,1718.94995117188,1699.34997558594,1709.69995117188,102330,1576.65576171875
"252",1713,1716,1684,1688.19995117188,110580,1556.82873535156
"253",1696.09997558594,1774,1690,1755.65002441406,250572,1619.02978515625
"254",1777,1822,1758.59997558594,1789.90002441406,301057,1650.61486816406
"255",1785,1798.90002441406,1712.84997558594,1731.19995117188,138640,1596.48254394531
"256",1731.05004882812,1757,1711.65002441406,1729.19995117188,106114,1594.63818359375
"257",1739.80004882812,1745,1706.15002441406,1731.75,104396,1596.98974609375
"258",1741,1774,1735,1768.94995117188,88045,1631.294921875
"259",1779.90002441406,1800,1768,1780.80004882812,127885,1642.22314453125
"260",1787.69995117188,1819,1755,1807.25,333207,1666.61474609375
"261",1805,1805,1768,1779.80004882812,301619,1641.30065917969
"262",1778,1800,1762.30004882812,1777.80004882812,121217,1639.45617675781
"263",1792,1800,1739.15002441406,1756.94995117188,248782,1620.22888183594
"264",1763.80004882812,1773.40002441406,1740,1747,65547,1611.05297851562
"265",1745,1762,1710,1713.44995117188,86229,1580.11376953125
"266",1713,1747.44995117188,1681,1702.69995117188,114823,1570.20043945312
"267",1720,1735,1700,1710.80004882812,51435,1577.67016601562
"268",1710,1739.80004882812,1691.69995117188,1731.84997558594,136202,1597.08203125
"269",1730,1770,1719.25,1760.84997558594,177926,1623.82507324219
"270",1770,1785,1752.59997558594,1768.75,71991,1631.11071777344
"271",1757.90002441406,1765.69995117188,1741.5,1754.69995117188,50440,1618.15368652344
"272",1750,1870,1750,1814.80004882812,423680,1673.5771484375
"273",1821.90002441406,1856.25,1818.05004882812,1849.05004882812,168603,1705.16186523438
"274",1870,1896.69995117188,1850.5,1871.15002441406,200619,1725.54211425781
"275",1865.75,1872.90002441406,1826.65002441406,1840.65002441406,106659,1697.41564941406
"276",1844,1844,1781.05004882812,1795.09997558594,191046,1655.41015625
"277",1797,1835,1770.05004882812,1788.05004882812,101126,1648.90869140625
"278",1788.94995117188,1788.94995117188,1763.25,1769.15002441406,32711,1631.47924804688
"279",1770,1795,1725.25,1781.05004882812,100275,1642.45324707031
"280",1775,1775,1740.05004882812,1748,74466,1611.97546386719
"281",1742.25,1755,1725.15002441406,1738.19995117188,53503,1602.9375
"282",1732.69995117188,1768.90002441406,1629,1735.5,142437,1600.44799804688
"283",1729.94995117188,1748.19995117188,1720,1725.55004882812,57733,1591.27233886719
"284",1732.80004882812,1737.44995117188,1711.30004882812,1715.15002441406,50313,1581.68139648438
"285",1716,1732.75,1696,1704.34997558594,82916,1571.72216796875
"286",1695,1719.94995117188,1680.5,1699.40002441406,52708,1567.1572265625
"287",1714.84997558594,1736.25,1692.05004882812,1725.84997558594,109195,1591.54895019531
"288",1742,1743.69995117188,1710,1719.55004882812,53949,1585.73913574219
"289",1720,1741.55004882812,1705.19995117188,1711.05004882812,68187,1577.900390625
"290",1721,1727,1666,1671.90002441406,229598,1541.796875
"291",1684,1690,1648,1649.90002441406,182090,1521.50915527344
"292",1650,1667.59997558594,1635.30004882812,1640.40002441406,108095,1512.74853515625
"293",1641,1660.09997558594,1600,1648.40002441406,151972,1520.12585449219
"294",1641.34997558594,1662,1616.05004882812,1647.5,243191,1519.29577636719
"295",1648,1660,1624,1630.40002441406,116165,1503.52685546875
"296",1644.40002441406,1665,1630,1632.55004882812,146478,1505.50927734375
"297",1646.94995117188,1662.94995117188,1633,1655.94995117188,91460,1527.08825683594
"298",1662,1670,1613,1618.65002441406,180262,1492.69104003906
"299",1629,1629,1555.05004882812,1568,271513,1445.98217773438
"300",1582.94995117188,1672.80004882812,1540,1635.55004882812,975731,1508.27587890625
"301",1645,1665,1618.05004882812,1660.94995117188,311672,1531.69921875
"302",1669.94995117188,1675,1653.05004882812,1661.59997558594,183507,1532.298828125
"303",1645,1670,1625,1665.59997558594,229280,1535.9873046875
"304",1673.94995117188,1677.5,1648,1667.90002441406,98076,1538.10827636719
"305",1680,1685,1662.15002441406,1671,114037,1540.96704101562
"306",1665,1698.90002441406,1655.05004882812,1673.19995117188,338853,1542.99621582031
"307",1718.94995117188,1724.80004882812,1702.5,1715.34997558594,165470,1581.8662109375
"308",1718.05004882812,1735,1711,1715.40002441406,169240,1581.91198730469
"309",1720,1725,1700,1703.25,67306,1570.70751953125
"310",1700,1700,1661,1671.44995117188,88658,1541.38220214844
"311",1670,1675.19995117188,1642,1652.44995117188,122902,1523.86083984375
"312",1656,1659,1625.5,1644.30004882812,75441,1516.34509277344
"313",1645,1667.80004882812,1640.44995117188,1659.94995117188,81451,1530.77709960938
"314",1656.90002441406,1658.44995117188,1625.15002441406,1648.05004882812,141074,1519.80322265625
"315",1645,1667,1643,1658.59997558594,64659,1529.53234863281
"316",1662,1669,1634.19995117188,1646,134666,1517.91259765625
"317",1650,1664.55004882812,1615.25,1622.69995117188,577640,1496.42553710938
"318",1630,1640,1622.05004882812,1631.30004882812,129449,1504.35668945312
"319",1645,1658.84997558594,1632.15002441406,1650.19995117188,161637,1521.78588867188
"320",1655.09997558594,1673.94995117188,1640.34997558594,1667.55004882812,102694,1537.78564453125
"321",1672,1694.90002441406,1670,1685.90002441406,94148,1554.70788574219
"322",1698.90002441406,1704.5,1683.69995117188,1698.40002441406,61457,1566.23522949219
"323",1703.90002441406,1717,1690.05004882812,1710.75,157556,1577.6240234375
"324",1719,1719,1695.05004882812,1709.84997558594,149183,1576.7939453125
"325",1705.25,1726.69995117188,1695,1716.84997558594,85996,1583.24938964844
"326",1727,1737,1714,1721.25,112973,1587.306640625
"327",1708.90002441406,1708.90002441406,1662.09997558594,1679.94995117188,408818,1549.220703125
"328",1662.05004882812,1707.94995117188,1662,1700.84997558594,100590,1568.494140625
"329",1704.94995117188,1743,1698.05004882812,1715.44995117188,108589,1581.95788574219
"330",1703.55004882812,1715.44995117188,1690,1696.09997558594,296480,1564.11389160156
"331",1686.09997558594,1692,1661,1684.19995117188,181871,1553.14001464844
"332",1688.09997558594,1705,1681.55004882812,1697.44995117188,110021,1565.35876464844
"333",1700,1715,1692.65002441406,1710.30004882812,67070,1577.208984375
"334",1709.90002441406,1724.44995117188,1697.30004882812,1717.40002441406,138044,1583.75634765625
"335",1717,1764,1714.94995117188,1758.09997558594,176080,1621.28930664062
"336",1763.90002441406,1815,1729.25,1803.25,187888,1662.92590332031
"337",1808,1830,1764,1788.19995117188,173957,1649.04711914062
"338",1825,1825,1754,1759.59997558594,216070,1622.67272949219
"339",1764.90002441406,1785,1759,1778.30004882812,136473,1639.91748046875
"340",1771.15002441406,1792,1760,1781.19995117188,290008,1642.59167480469
"341",1782,1784.94995117188,1751.30004882812,1759.94995117188,66152,1622.99548339844
"342",1758,1775.94995117188,1741.5,1755.34997558594,299222,1618.75354003906
"343",1754.94995117188,1764,1716.90002441406,1729.34997558594,145947,1594.77661132812
"344",1739.69995117188,1805,1735,1783.25,353289,1644.48229980469
"345",1778,1836,1765.65002441406,1825.94995117188,261250,1683.85949707031
"346",1823.09997558594,1858,1786,1824.75,266529,1682.75268554688
"347",1830,1840,1775,1785.05004882812,129078,1646.14196777344
"348",1775.40002441406,1816.69995117188,1766.09997558594,1788.25,88003,1649.09326171875
"349",1788,1800,1770.09997558594,1775.19995117188,74910,1637.05847167969
"350",1779.30004882812,1794.90002441406,1772.5,1780.90002441406,106861,1642.31530761719
"351",1790.15002441406,1822.94995117188,1777.19995117188,1805.15002441406,123921,1664.67785644531
"352",1816,1817.25,1773.05004882812,1797.40002441406,149612,1657.53125
"353",1799.94995117188,1824,1787.80004882812,1801.94995117188,322557,1661.72680664062
"354",1802.80004882812,1809.84997558594,1787,1789.44995117188,53091,1650.19958496094
"355",1790,1794,1750,1759.40002441406,110310,1622.48815917969
"356",1760,1790.94995117188,1760,1772.25,448513,1634.33813476562
"357",1778,1789,1764,1767.25,176830,1629.72741699219
"358",1774.94995117188,1774.94995117188,1740,1746.30004882812,74979,1610.40734863281
"359",1748,1760.05004882812,1728.84997558594,1734.09997558594,61117,1599.15673828125
"360",1738,1752,1698,1734.19995117188,114041,1599.24926757812
"361",1728,1739.59997558594,1695.05004882812,1700.75,132004,1568.40222167969
"362",1700,1729.5,1675.05004882812,1712.25,127475,1579.00720214844
"363",1709.75,1734.75,1702.05004882812,1722.65002441406,119544,1588.59802246094
"364",1725,1806.30004882812,1707,1792.05004882812,350833,1652.59753417969
"365",1791,1850,1774.15002441406,1818.25,275899,1676.75866699219
"366",1828,1849.94995117188,1787.5,1829.44995117188,363190,1687.08703613281
"367",1835.05004882812,1856,1818,1841.25,155746,1697.96862792969
"368",1850,1851,1746.69995117188,1764.69995117188,210612,1627.37548828125
"369",1770.05004882812,1782.59997558594,1730,1735.19995117188,123502,1600.17138671875
"370",1710,1718,1650,1655.80004882812,517876,1526.95007324219
"371",1658.75,1685.90002441406,1632,1665.69995117188,182866,1536.07958984375
"372",1652.19995117188,1672.75,1602,1632,214031,1505.00231933594
"373",1630.09997558594,1639.55004882812,1595.05004882812,1600.65002441406,143205,1476.091796875
"374",1605,1606,1564.05004882812,1590.94995117188,250106,1467.14624023438
"375",1589,1590,1565,1573.59997558594,76611,1465.42346191406
"376",1570.19995117188,1608.69995117188,1570.19995117188,1600.75,93224,1490.70739746094
"377",1610,1615.94995117188,1582,1590.84997558594,84918,1481.48791503906
"378",1600,1654.30004882812,1590,1648.5,154849,1535.1748046875
"379",1648,1671.90002441406,1610.05004882812,1618.59997558594,115374,1507.33032226562
"380",1618.94995117188,1638.5,1573.25,1576.25,138663,1467.8916015625
"381",1569.90002441406,1569.90002441406,1495,1516,239097,1411.78332519531
"382",1499.94995117188,1499.94995117188,1435.80004882812,1478.69995117188,430488,1377.04772949219
"383",1470.09997558594,1487.34997558594,1462.75,1470.94995117188,87885,1369.82983398438
"384",1475,1550,1445,1537.19995117188,194680,1431.52575683594
"385",1545,1564.5,1476,1526.94995117188,186296,1421.98071289062
"386",1527,1529.55004882812,1485.30004882812,1497.5,100016,1394.55529785156
"387",1500,1539.25,1481.25,1524.59997558594,151395,1419.79223632812
"388",1518,1539.90002441406,1497.5,1511.15002441406,141195,1407.26672363281
"389",1510,1517.5,1483,1513.59997558594,104248,1409.54821777344
"390",1509.90002441406,1519.94995117188,1494.09997558594,1507.15002441406,66424,1403.54162597656
"391",1507,1522,1496.90002441406,1514.94995117188,66649,1410.80529785156
"392",1519.55004882812,1545,1490.69995117188,1539.55004882812,54654,1433.71472167969
"393",1542.15002441406,1594,1542.15002441406,1579.19995117188,109913,1470.63854980469
"394",1571,1622,1570.94995117188,1600.34997558594,109531,1490.33483886719
"395",1605,1629,1589.59997558594,1623.30004882812,49320,1511.70703125
"396",1625,1678.5,1577.34997558594,1635.55004882812,156454,1523.11499023438
"397",1640,1642.40002441406,1568.05004882812,1583.65002441406,74400,1474.78283691406
"398",1597.34997558594,1632.25,1581.44995117188,1626.34997558594,87009,1514.54736328125
"399",1629.90002441406,1638.90002441406,1578.44995117188,1580.84997558594,119751,1472.17529296875
"400",1586.09997558594,1615,1576.05004882812,1593.55004882812,53479,1484.00231933594
"401",1610,1630,1595,1614.80004882812,141266,1503.79162597656
"402",1619,1623.59997558594,1591,1598.94995117188,36712,1489.03100585938
"403",1607.05004882812,1618.5,1587.34997558594,1597.90002441406,72205,1488.05310058594
"404",1598.75,1609,1586.05004882812,1600.30004882812,66674,1490.28820800781
"405",1616,1619.94995117188,1591.55004882812,1610.80004882812,34774,1500.06616210938
"406",1615,1652,1594.44995117188,1643.55004882812,128273,1530.56506347656
"407",1645,1657,1631,1639.84997558594,36775,1527.11950683594
"408",1640,1654.84997558594,1625,1631.5,24418,1519.34326171875
"409",1642.75,1642.75,1621,1626.44995117188,24902,1514.64038085938
"410",1624.55004882812,1637,1597,1609.15002441406,40152,1498.52966308594
"411",1611.05004882812,1666.55004882812,1606.44995117188,1647.05004882812,65509,1533.82458496094
"412",1650,1672,1617.19995117188,1665.55004882812,55845,1551.05249023438
"413",1667.15002441406,1697.90002441406,1666.15002441406,1693.84997558594,83138,1577.40698242188
"414",1695,1695,1669.19995117188,1675.59997558594,52856,1560.41186523438
"415",1674,1675,1632.09997558594,1638.40002441406,62379,1525.76928710938
"416",1640,1645,1600,1606.80004882812,57113,1496.34143066406
"417",1600.15002441406,1612,1579,1606.84997558594,49866,1496.38793945312
"418",1604.90002441406,1639.90002441406,1590,1602.40002441406,76395,1492.24401855469
"419",1609.75,1632,1597.80004882812,1626.80004882812,110192,1514.96630859375
"420",1627.90002441406,1627.90002441406,1581.09997558594,1585.69995117188,80932,1476.69177246094
"421",1596.90002441406,1596.90002441406,1551.19995117188,1557.09997558594,45643,1450.05798339844
"422",1567.90002441406,1568.5,1522,1525.34997558594,332121,1420.49047851562
"423",1545,1548,1467.05004882812,1470.09997558594,447204,1369.03869628906
"424",1490,1505,1474,1477.09997558594,226168,1375.55749511719
"425",1485.90002441406,1515,1465,1494.15002441406,444863,1391.43542480469
"426",1506.15002441406,1514.94995117188,1500,1508.25,60005,1404.56604003906
"427",1508.30004882812,1526.05004882812,1505,1520.5,75207,1415.97399902344
"428",1520,1527,1505,1511.25,42794,1407.35998535156
"429",1516.65002441406,1523,1487.05004882812,1505.55004882812,113108,1402.0517578125
"430",1500,1514.09997558594,1487.75,1505.05004882812,45916,1401.58605957031
"431",1512.65002441406,1520,1501.5,1507.94995117188,165483,1404.28674316406
"432",1501.5,1518,1470.05004882812,1479.94995117188,52064,1378.21142578125
"433",1489.80004882812,1503,1461,1500.09997558594,62137,1396.97644042969
"434",1500,1500.09997558594,1470,1473.84997558594,80469,1372.53088378906
"435",1468,1490,1463,1476.40002441406,47682,1374.90563964844
"436",1480.44995117188,1493.80004882812,1471.09997558594,1482,69262,1380.12072753906
"437",1485.09997558594,1499,1475,1491.65002441406,46091,1389.10717773438
"438",1494.05004882812,1535.55004882812,1494.05004882812,1528.19995117188,145994,1423.14453125
"439",1535.09997558594,1539,1494.90002441406,1499.15002441406,119671,1396.09167480469
"440",1535,1634,1535,1610.59997558594,659006,1499.88012695312
"441",1612.5,1635,1596.55004882812,1610.75,248091,1500.01953125
"442",1619.75,1650,1612.15002441406,1645.34997558594,163985,1532.2412109375
"443",1640,1669.69995117188,1640,1659.19995117188,133539,1556.96752929688
"444",1664,1679.94995117188,1644.44995117188,1673.09997558594,77683,1570.01110839844
"445",1680,1687.69995117188,1652.09997558594,1668.30004882812,18512,1565.5068359375
"446",1663,1707,1654.40002441406,1697.94995117188,158964,1593.32983398438
"447",1697.94995117188,1713.90002441406,1667,1696.5,106118,1591.96923828125
"448",1700,1730,1695,1721.84997558594,153223,1615.75756835938
"449",1705,1717,1677,1684.5,158080,1580.70886230469
"450",1687,1704,1651,1659.30004882812,31372,1557.0615234375
"451",1661,1673,1661,1667.34997558594,59607,1564.61535644531
"452",1661,1661,1638.69995117188,1645.15002441406,29011,1543.78344726562
"453",1646,1680,1637.19995117188,1668,104712,1565.22546386719
"454",1674.80004882812,1674.80004882812,1650,1652.59997558594,31375,1550.77429199219
"455",1651,1655.94995117188,1624.25,1629.40002441406,33319,1529.00390625
"456",1629.5,1664,1629.5,1650.05004882812,104204,1548.38134765625
"457",1650,1660.05004882812,1610,1630.40002441406,95036,1529.94226074219
"458",1645,1699,1636.15002441406,1690.80004882812,106475,1586.62060546875
"459",1695.25,1714.90002441406,1688,1706.09997558594,149889,1600.97778320312
"460",1709.94995117188,1719,1685.65002441406,1693.34997558594,66851,1589.01330566406
"461",1693.25,1735,1693.25,1728.40002441406,84857,1621.90380859375
"462",1728,1732.40002441406,1688.59997558594,1691.80004882812,168057,1587.55920410156
"463",1692,1708.40002441406,1651.25,1687.30004882812,38969,1583.33618164062
