"","LTIM.NS.Open","LTIM.NS.High","LTIM.NS.Low","LTIM.NS.Close","LTIM.NS.Volume","LTIM.NS.Adjusted"
"76",1409,1567,1407,1533.25,732973,1392.48999023438
"77",1538.30004882812,1554.90002441406,1527.34997558594,1540.05004882812,274944,1398.66589355469
"78",1532.65002441406,1750,1530,1724.69995117188,1100463,1566.36437988281
"79",1712,1738.80004882812,1610,1660.09997558594,419475,1507.69470214844
"80",1675.05004882812,1693.30004882812,1582,1592.90002441406,206112,1446.66394042969
"81",1599.44995117188,1650.59997558594,1559.30004882812,1568.94995117188,167121,1424.91271972656
"82",1574.90002441406,1591.19995117188,1492.5,1526.59997558594,159231,1386.45080566406
"83",1526,1594,1475,1491.09997558594,232962,1354.2099609375
"84",1492,1509.80004882812,1475,1489.19995117188,111271,1352.48425292969
"85",1493.05004882812,1518.94995117188,1481.30004882812,1507.55004882812,99557,1369.14953613281
