"","TCS.NS.Open","TCS.NS.High","TCS.NS.Low","TCS.NS.Close","TCS.NS.Volume","TCS.NS.Adjusted"
"347",2160,2204.94995117188,2152.25,2196.55004882812,4265370,1976.31994628906
"348",2201,2247.64990234375,2185.64990234375,2242.30004882812,3682419,2017.48266601562
"349",2224,2224,2175,2183.10009765625,2408658,1980.11389160156
"350",2199,2199,2152,2166.10009765625,3735467,1964.69396972656
"351",2174,2189.80004882812,2142.10009765625,2181.75,2659446,1978.88916015625
"352",2196.69995117188,2235.85009765625,2185.5,2231.5,2080593,2024.01293945312
"353",2237,2263.94995117188,2231,2252.80004882812,3048937,2043.33312988281
"354",2245,2266.89990234375,2219,2260.89990234375,2404448,2050.67895507812
"355",2264,2285,2243.05004882812,2254.10009765625,3320916,2044.51171875
"356",2257.25,2263.10009765625,2234,2254.5,2131408,2044.87475585938
"357",2256,2262,2241.44995117188,2249.19995117188,1489497,2040.0673828125
"358",2244,2260,2231.19995117188,2250.85009765625,1877447,2041.56433105469
