"","BAJAJFINSV.NS.Open","BAJAJFINSV.NS.High","BAJAJFINSV.NS.Low","BAJAJFINSV.NS.Close","BAJAJFINSV.NS.Volume","BAJAJFINSV.NS.Adjusted"
"124",587,593.27001953125,580.799987792969,582.109985351562,1535690,580.40234375
"125",586,588,575.044982910156,577.830017089844,1136580,576.134887695312
"126",577.780029296875,589.900024414062,575.97998046875,588.52001953125,1622730,586.793579101562
"127",589.700012207031,604.900024414062,587.789978027344,603.284973144531,1922020,601.515258789062
"128",604.5,613.344970703125,604.5,606.900024414062,1991870,605.295288085938
"129",608,615.984985351562,600,605.85498046875,1680490,604.252990722656
"130",609,616.5,605.265014648438,612.469970703125,1003370,610.850463867188
"131",616,621.5,612.625,619.97998046875,1299720,618.340698242188
"132",619.799987792969,619.799987792969,610.174987792969,611.424987792969,1012770,609.808227539062
"133",612.5,629,612.005004882812,626.130004882812,2243230,624.474365234375
"134",629.789978027344,634.799987792969,624.799987792969,632.445007324219,1826840,630.772644042969
"135",633,635.059997558594,621.599975585938,624.784973144531,1314750,623.132934570312
"136",622.5,636.700012207031,621.244995117188,634.60498046875,1054540,632.926940917969
"137",639,643,634.5,636.570007324219,1680660,634.886779785156
"138",637.700012207031,637.700012207031,612.044982910156,629.690002441406,2940300,628.025024414062
"139",631.900024414062,678.200012207031,620,666.39501953125,9689730,664.632995605469
"140",663.099975585938,699,663.099975585938,692.309997558594,6016000,690.4794921875
"141",694.799987792969,694.799987792969,677.109985351562,682.77001953125,2792820,680.964660644531
"142",685,708,683.539978027344,694.950012207031,4316270,693.112487792969
"143",695.900024414062,708.799987792969,695.140014648438,703.530029296875,2626790,701.669860839844
"144",709.864990234375,710,689.35498046875,692.719970703125,1958000,690.888305664062
"145",696.400024414062,697.864990234375,686.10498046875,689.585021972656,1219520,687.761657714844
"146",692.200012207031,701.5,685.5,697.72998046875,1318140,695.885070800781
"147",703.969970703125,717.320007324219,694.099975585938,699.015014648438,3037200,697.166687011719
"148",703.794982910156,703.900024414062,689,690.335021972656,1236080,688.509643554688
"149",696,698.39501953125,687.914978027344,694.315002441406,1414300,692.479064941406
"150",698.5,699.5,690.799987792969,691.905029296875,984370,690.075500488281
"151",693.299987792969,702,690.559997558594,699.419982910156,1399860,697.570556640625
"152",703.799987792969,709.989990234375,698.005004882812,705.159973144531,1987510,703.29541015625
"153",705.159973144531,712,700,707.510009765625,1109270,705.639221191406
"154",707.27001953125,713.465026855469,699.635009765625,708.385009765625,1390360,706.511901855469
"155",702.924987792969,707.635009765625,692.880004882812,694.544982910156,918320,692.70849609375
"156",695.5,713.044982910156,695.5,711.27001953125,2462530,709.389343261719
"157",709,720,704.609985351562,707.599975585938,2075670,705.728942871094
"158",712.5,716.900024414062,707.5,709.734985351562,1209810,707.858337402344
"159",712.900024414062,715.989990234375,705,706.359985351562,918980,704.492248535156
"160",710.400024414062,713,701.219970703125,711.659973144531,1446110,709.778198242188
"161",717,718.5,707.510009765625,709.210021972656,1374090,707.334777832031
"162",709.200012207031,712.900024414062,702.525024414062,705.065002441406,1281110,703.200744628906
"163",708.919982910156,711.244995117188,701.405029296875,703.015014648438,1367240,701.156127929688
"164",707.400024414062,707.400024414062,693.594970703125,697.14501953125,1453210,695.301635742188
"165",697.5,704.200012207031,690.049987792969,696.85498046875,1774320,695.012390136719
"166",696.900024414062,699.369995117188,690,692.989990234375,1675020,691.157592773438
"167",694,696.840026855469,672.5,674.780029296875,2238870,672.995788574219
"168",677,684,662.5,665.289978027344,1962210,663.530822753906
"169",666,667.380004882812,648.005004882812,650.820007324219,3914490,649.099182128906
"170",650,655.914978027344,640.099975585938,650.304992675781,1829310,648.58544921875
"171",652,657.489990234375,645.890014648438,654.72998046875,1556790,652.998718261719
"172",660,663.929992675781,650.5,660.010009765625,1155760,658.264770507812
"173",658,658.099975585938,631.5,634.744995117188,2387990,633.066589355469
"174",635.109985351562,647.919982910156,625.200012207031,636.215026855469,3581400,634.532775878906
"175",635.099975585938,647.400024414062,632,641.294982910156,1937420,639.599304199219
"176",647.900024414062,679.900024414062,640.200012207031,670.965026855469,2650420,669.190979003906
"177",669.119995117188,669.994995117188,653,654.994995117188,1650640,653.263122558594
"178",657,663.559997558594,649.5,652.760009765625,2224700,651.034057617188
"179",655.5,658,628.10498046875,631.205017089844,2077890,629.536010742188
"180",636.200012207031,644.5,536.599975585938,625.969970703125,6819760,624.314819335938
"181",630.559997558594,630.700012207031,600.784973144531,606.765014648438,5103260,605.160583496094
"182",606,625,593.205017089844,618.565002441406,3454210,616.929382324219
"183",620.700012207031,628.900024414062,618.799987792969,621.255004882812,1645880,619.612365722656
"184",621.900024414062,624,595.510009765625,597.97998046875,2767350,596.398803710938
"185",598.700012207031,605.950012207031,588.5,600.619995117188,2547700,599.031921386719
"186",600,604,577.099975585938,588.184997558594,2762520,586.629821777344
"187",590.799987792969,594.900024414062,570.099975585938,575.25,3129200,573.728881835938
"188",566,573,552.474975585938,563.210021972656,2098250,561.720703125
"189",561.400024414062,572.099975585938,522.289978027344,537.565002441406,2528810,536.143615722656
"190",535,550,523.039978027344,539.554992675781,2713150,538.128234863281
"191",541.200012207031,558,527.530029296875,542.909973144531,2161600,541.474365234375
"192",545.5,601.400024414062,543,596.150024414062,5146980,594.57373046875
"193",568.5,577.5,555.099975585938,559.200012207031,3194630,557.721374511719
"194",569.849975585938,591.02001953125,568.010009765625,581.35498046875,2972240,579.817749023438
"195",581.5,581.5,561.099975585938,563.424987792969,1749470,561.935180664062
"196",565.700012207031,574.994995117188,556.554992675781,565.710021972656,2195860,564.214294433594
"197",570,574,535,538.025024414062,3018250,536.602355957031
"198",537,551.405029296875,524.005004882812,541.919982910156,2966400,540.486999511719
"199",547,551.099975585938,520.650024414062,525.02001953125,2112100,523.6318359375
"200",525,528.5,505.5,516.775024414062,4562510,515.408508300781
"201",520,544.849975585938,495.5,539.14501953125,11055500,537.719421386719
"202",529.900024414062,546.205017089844,525.724975585938,536.765014648438,3454210,535.345642089844
"203",538,543.400024414062,525.799987792969,539.919982910156,2905360,538.492370605469
"204",541.5,549.10498046875,535.320007324219,540.984985351562,2917080,539.554565429688
"205",542,545.5,532.255004882812,539.114990234375,2910370,537.689453125
"206",541.299987792969,543.599975585938,524.099975585938,540.465026855469,3551310,539.036010742188
"207",542,546.700012207031,537.065002441406,538.650024414062,1936180,537.225708007812
"208",539.5,562.380004882812,539.5,552.530029296875,4141850,551.069030761719
"209",556,565.330017089844,550.164978027344,556.960021972656,2031870,555.487243652344
"210",559.880004882812,568.97998046875,556.494995117188,559.099975585938,2083500,557.621704101562
"211",564.5,564.5,560,562.820007324219,176240,561.331848144531
"212",568,572.5,559.565002441406,570.140014648438,2360680,568.632507324219
"213",570.5,578.299987792969,551.650024414062,554.909973144531,1656170,553.442626953125
"214",554.099975585938,560.934997558594,553.60498046875,557.169982910156,1485880,555.696655273438
"215",560.599975585938,564.799987792969,556,557.765014648438,1375230,556.290222167969
"216",557.890014648438,568.5,557.890014648438,559.710021972656,1944500,558.230102539062
"217",564,573,561.27001953125,569.565002441406,1411400,568.058959960938
"218",572,576.5,565,572.594970703125,983620,571.080932617188
"219",571.5,576.469970703125,564.799987792969,568.85498046875,1222960,567.350830078125
"220",569,587.260009765625,569,585.195007324219,2140250,583.647705078125
"221",587,592.625,570,572.304992675781,1986440,570.791687011719
"222",573.02001953125,582.47998046875,568.450012207031,573.789978027344,2036760,572.272766113281
"223",574,591,573,588.034973144531,1825400,586.480041503906
"224",591,591.710021972656,579.255004882812,581.844970703125,1289490,580.306457519531
"225",585,605,584.299987792969,601.075012207031,2639560,599.485656738281
"226",601.969970703125,610,596,599.434997558594,3583070,597.850036621094
"227",606,608.835021972656,597.505004882812,599.929992675781,1597690,598.34375
"228",602,609,600.434997558594,607.02001953125,1662850,605.414978027344
"229",607,607,583.875,590.25,1595610,588.689270019531
"230",590.200012207031,591,563.155029296875,566.75,1928950,565.251403808594
"231",570.840026855469,587.554992675781,566.849975585938,584.989990234375,2200390,583.443176269531
"232",561.200012207031,578.799987792969,561.200012207031,569.39501953125,2458450,567.889465332031
"233",564.299987792969,587,562.309997558594,582.715026855469,2315800,581.174194335938
"234",585.099975585938,602.359985351562,585.099975585938,598.900024414062,1567020,597.316345214844
"235",605,622.799987792969,602.010009765625,615.940002441406,2725480,614.311279296875
"236",617.989990234375,620.820007324219,610.130004882812,617.765014648438,1687090,616.131591796875
"237",617.505004882812,619.900024414062,605,608.780029296875,1539500,607.170349121094
"238",609,616.5,607.669982910156,615.265014648438,1514110,613.638061523438
"239",619,642.5,618.809997558594,640.544982910156,3555770,638.851257324219
"240",633.005004882812,642.099975585938,630.215026855469,640.494995117188,1876010,638.801330566406
"241",644.700012207031,650,629.609985351562,636.010009765625,3098510,634.328247070312
"242",636.075012207031,639.39501953125,626,627.445007324219,1322470,625.785888671875
"243",627.200012207031,646.5,615,643.905029296875,2726100,642.202392578125
"244",650,655,635,640.505004882812,2977170,638.811340332031
"245",642.400024414062,653,641.260009765625,650.289978027344,1998070,648.570434570312
"246",654.799987792969,659.119995117188,643.619995117188,647.695007324219,2048880,645.982360839844
"247",651.5,653,641.799987792969,652.195007324219,1418210,650.470520019531
"248",647.5,652.599975585938,636,638.400024414062,2212740,636.712097167969
"249",643.900024414062,647.989990234375,633.164978027344,638.330017089844,2158450,636.642150878906
"250",641.994995117188,646,635.700012207031,641.044982910156,1563230,639.349914550781
"251",645.049987792969,650,638.5,640.715026855469,1032170,639.020812988281
"252",643,646,635.5,644.304992675781,1112490,642.601318359375
"253",646,647.599975585938,636.5,639.909973144531,1597690,638.217956542969
"254",642.5,643,633.77001953125,637.195007324219,1647150,635.510131835938
"255",635.5,638.989990234375,629.099975585938,637.164978027344,1224320,635.480163574219
"256",638.890014648438,638.890014648438,626.5,636.880004882812,1524090,635.196044921875
"257",638.5,652.400024414062,638,650.969970703125,1333360,649.248657226562
"258",650,653.5,644.039978027344,646.484985351562,1196800,644.775512695312
"259",646.599975585938,648.5,633.60498046875,635.900024414062,1390430,634.218627929688
"260",636.609985351562,637.994995117188,623,624.989990234375,1916260,623.33740234375
"261",625.385009765625,640,621.109985351562,638.455017089844,1771760,636.766723632812
"262",637.700012207031,644.705017089844,635,643.554992675781,1737750,641.853271484375
"263",642.984985351562,652.799987792969,640.5,649.315002441406,1874450,647.598022460938
"264",651.5,651.75,638.205017089844,640.72998046875,1089930,639.035766601562
"265",647.989990234375,647.989990234375,628.695007324219,632.155029296875,925250,630.483520507812
"266",633.5,635.280029296875,594.880004882812,605.090026855469,2992860,603.489990234375
"267",601.5,629.5,595.099975585938,623.304992675781,5789580,621.656860351562
"268",629.5,636.880004882812,620.034973144531,624.719970703125,3387880,623.068176269531
"269",624.419982910156,626.890014648438,605,609.190002441406,3776320,607.579162597656
"270",612.390014648438,625,605.5,609.695007324219,3119840,608.082824707031
"271",611.085021972656,612.200012207031,599.565002441406,600.919982910156,1281080,599.3310546875
"272",601.994995117188,606.400024414062,596.900024414062,601.710021972656,1753040,600.118957519531
"273",605.900024414062,623.099975585938,604.880004882812,620.864990234375,2289700,619.223327636719
"274",621.994995117188,628.89501953125,620,625.309997558594,1348790,623.656555175781
"275",625.460021972656,629.445007324219,615.094970703125,618.27001953125,1384560,616.635131835938
"276",618.400024414062,622.349975585938,607.710021972656,609.625,1135180,608.013122558594
"277",611.5,617.400024414062,606.510009765625,609.640014648438,1488690,608.028015136719
"278",611.900024414062,614.044982910156,602.5,603.559997558594,1983370,601.964050292969
"279",605,608,585.5,602.544982910156,2778710,600.951782226562
"280",606.900024414062,608.304992675781,586.034973144531,588.515014648438,2452220,586.958862304688
"281",588.650024414062,603,586.234985351562,596.974975585938,2130670,595.396484375
