"","INDHOTEL.NS.Open","INDHOTEL.NS.High","INDHOTEL.NS.Low","INDHOTEL.NS.Close","INDHOTEL.NS.Volume","INDHOTEL.NS.Adjusted"
"709",108.60311126709,110.0576171875,105.69409942627,108.4091796875,478180,107.28825378418
"710",112.384826660156,119.027069091797,110.542449951172,116.505928039551,12457387,115.301277160645
"711",115.196868896484,116.118057250977,113.645401000977,114.857490539551,1822594,113.669883728027
"712",114.809005737305,115.293838500977,110.542449951172,111.221221923828,3455995,110.071220397949
"713",112.821182250977,113.936302185059,109.621269226074,110.154586791992,1431025,109.015609741211
"714",109.572784423828,111.996955871582,107.681922912598,109.766716003418,2947250,108.631759643555
"715",109.960647583008,112.287857055664,109.766716003418,111.31819152832,1233008,110.167190551758
"716",111.803024291992,112.578758239746,106.275901794434,107.34253692627,3338588,106.232635498047
"717",109.475814819336,111.027290344238,107.14860534668,109.330360412598,1929389,108.199905395508
"718",109.572784423828,116.021095275879,108.60311126709,114.61506652832,4681593,113.429977416992
"719",116.360473632812,118.251335144043,115.002937316895,116.457443237305,2629892,115.253295898438
"720",117.330146789551,126.057182312012,117.330146789551,125.087509155273,13327255,123.794128417969
"721",127.608657836914,127.996520996094,123.148170471191,123.923904418945,4040570,122.642562866211
"722",125.087509155273,126.008697509766,122.66333770752,124.11784362793,2521910,122.834487915039
"723",124.990547180176,135.026641845703,124.651161193848,128.67529296875,8092116,127.344818115234
"724",129.790420532227,132.553970336914,126.057182312012,126.251113891602,3331288,124.945701599121
"725",127.463203430176,128.578323364258,127.075340270996,127.899559020996,1594960,126.577095031738
"726",127.802589416504,127.802589416504,123.875427246094,124.11784362793,1734585,122.834487915039
"727",124.11784362793,127.754104614258,123.342102050781,124.020874023438,1280972,122.73851776123
"728",124.94206237793,126.299598693848,123.923904418945,124.554191589355,1327171,123.266326904297
"729",125.426895141602,129.93586730957,123.972389221191,125.184478759766,4144926,123.890098571777
"730",126.154151916504,128.335906982422,124.651161193848,126.105667114258,3685446,124.801765441895
"731",127.02685546875,127.511688232422,124.893577575684,126.057182312012,1628543,124.753776550293
"732",125.087509155273,125.96021270752,123.148170471191,123.923904418945,1528609,122.642562866211
"733",124.602676391602,124.893577575684,113.451461791992,115.827156066895,2395165,114.629524230957
"734",111.560607910156,115.390808105469,109.766716003418,113.112083435059,2623519,111.942527770996
"735",114.227203369141,121.499732971191,113.645401000977,121.063377380371,2505380,119.811599731445
"736",122.614852905273,122.857269287109,116.942276000977,117.669532775879,1831873,116.452850341797
"737",119.124038696289,121.887596130371,118.057403564453,119.221008300781,2761464,117.988288879395
"738",119.221008300781,120.966415405273,117.911949157715,118.736167907715,2327298,117.50846862793
"739",119.269485473633,119.608871459961,116.699859619141,118.154365539551,931785,116.932670593262
"740",118.299819946289,118.881622314453,115.196868896484,116.457443237305,888312,115.253295898438
"741",116.457443237305,122.954238891602,116.457443237305,120.190673828125,3313150,118.947929382324
"742",122.178497314453,123.633003234863,121.305793762207,122.566368103027,2650539,121.299049377441
"743",122.178497314453,123.342102050781,119.172523498535,119.414939880371,2812712,118.180213928223
"744",120.384613037109,121.499732971191,118.784652709961,119.608871459961,1094296,118.372146606445
"745",120.723991394043,120.966415405273,119.560386657715,120.142189025879,2069928,118.899940490723
"746",121.645179748535,121.645179748535,119.269485473633,119.608871459961,1318098,118.372146606445
"747",120.578544616699,121.208831787109,118.930107116699,120.723991394043,1630879,119.475723266602
"748",120.239158630371,121.499732971191,119.075553894043,119.511909484863,1053994,118.276176452637
"749",119.657356262207,125.96021270752,119.657356262207,122.808784484863,4207539,121.538970947266
"750",123.826942443848,124.796607971191,121.887596130371,123.439071655273,1491860,122.162734985352
"751",123.875427246094,123.875427246094,121.257316589355,123.099685668945,795677,121.826866149902
"752",123.148170471191,125.620834350586,116.845314025879,122.469398498535,4769410,121.203086853027
"753",123.148170471191,124.699645996094,119.269485473633,120.287643432617,1614642,119.043899536133
"754",121.160346984863,122.469398498535,119.899772644043,120.675514221191,1226106,119.427749633789
"755",121.645179748535,123.29362487793,116.845314025879,117.766502380371,1871242,116.548820495605
"756",117.766502380371,121.208831787109,116.990760803223,118.833137512207,1938443,117.604423522949
"757",119.608871459961,121.160346984863,117.330146789551,120.433090209961,1457743,119.187843322754
"758",120.433090209961,121.936080932617,118.930107116699,120.772476196289,1985061,119.523712158203
"759",118.590721130371,120.142189025879,116.845314025879,117.814979553223,2943064,116.596801757812
"760",121.548217773438,121.548217773438,117.281661987305,117.911949157715,926443,116.692771911621
"761",118.639205932617,120.239158630371,117.911949157715,118.930107116699,1642916,117.700393676758
"762",119.560386657715,120.820960998535,117.960433959961,119.560386657715,1869543,118.324165344238
"763",119.899772644043,121.208831787109,118.348304748535,119.075553894043,1716683,117.844337463379
"764",117.572563171387,119.754325866699,115.924125671387,116.311996459961,3581434,115.109359741211
"765",116.942276000977,117.718017578125,115.099906921387,115.681709289551,1481471,114.485580444336
"766",116.360473632812,119.269485473633,115.875640869141,118.978584289551,4427408,117.74836730957
"767",119.948257446289,123.826942443848,119.124038696289,120.578544616699,4232776,119.331787109375
"768",121.160346984863,123.681488037109,119.366455078125,123.002723693848,2124475,121.730895996094
"769",123.633003234863,124.845092773438,121.790634155273,123.536041259766,2158022,122.258697509766
"770",124.11784362793,126.687469482422,124.11784362793,125.232963562012,3964341,123.938079833984
"771",126.057182312012,128.966201782227,125.57234954834,127.948043823242,4650600,126.625091552734
"772",127.996520996094,128.578323364258,122.178497314453,122.954238891602,5389486,121.682914733887
"773",123.536041259766,125.281448364258,120.239158630371,121.693664550781,2113654,120.43537902832
"774",122.614852905273,122.954238891602,119.948257446289,121.984565734863,1943176,120.723274230957
"775",121.790634155273,122.372436523438,119.608871459961,120.045227050781,4470760,118.803985595703
"776",119.172523498535,120.045227050781,115.730194091797,116.215026855469,3334374,115.013389587402
"777",116.360473632812,118.154365539551,114.42113494873,114.566589355469,2289195,113.381996154785
"778",115.148391723633,117.766502380371,115.148391723633,116.021095275879,1385228,114.821464538574
"779",117.330146789551,118.493751525879,115.390808105469,115.681709289551,3567828,114.485580444336
"780",115.293838500977,120.384613037109,114.42113494873,119.124038696289,3059234,117.892318725586
"781",120.239158630371,120.287643432617,116.699859619141,117.863464355469,1682957,116.644775390625
"782",117.911949157715,119.366455078125,116.360473632812,117.087730407715,3204381,115.877075195312
"783",117.330146789551,121.887596130371,117.330146789551,121.257316589355,3629133,120.003547668457
"784",121.257316589355,125.863250732422,120.239158630371,124.94206237793,5153580,123.650184631348
"785",124.11784362793,126.638984680176,120.772476196289,121.596694946289,1752806,120.339408874512
"786",123.051200866699,125.378410339355,122.420921325684,123.196655273438,1157216,121.922821044922
"787",123.148170471191,124.069358825684,119.269485473633,120.093704223633,2274326,118.851959228516
"788",124.069358825684,124.069358825684,121.014892578125,122.081535339355,980167,120.819244384766
"789",123.633003234863,123.633003234863,119.996742248535,121.305793762207,1414907,120.05152130127
"790",121.305793762207,121.499732971191,116.796829223633,119.221008300781,1090905,117.988288879395
"791",118.396781921387,120.627029418945,115.972610473633,116.796829223633,1936860,115.589172363281
"792",116.360473632812,117.669532775879,115.390808105469,116.118057250977,815599,114.917419433594
"793",116.118057250977,117.814979553223,112.481796264648,112.821182250977,1633694,111.654632568359
"794",111.51212310791,113.16056060791,107.924339294434,110.542449951172,1918856,109.399467468262
"795",110.736389160156,113.402984619141,109.669746398926,111.415153503418,1140103,110.263145446777
"796",111.51212310791,113.451461791992,108.651596069336,109.718231201172,1210906,108.583770751953
"797",108.845527648926,109.718231201172,103.948692321777,105.160781860352,4003518,104.073432922363
"798",104.918365478516,105.50016784668,99.5851745605469,99.8275909423828,5723775,98.7953948974609
"799",100.263946533203,105.69409942627,100.263946533203,105.112297058105,2286716,104.025451660156
"800",106.663772583008,106.663772583008,101.815414428711,102.494186401367,1712502,101.434417724609
"801",102.494186401367,111.415153503418,101.572998046875,107.487991333008,4374494,106.376579284668
"802",107.633438110352,110.009132385254,105.936515808105,108.894012451172,2263544,107.768074035645
"803",106.178932189941,106.469833374023,103.269920349121,104.675941467285,2221575,103.593612670898
"804",104.918365478516,106.372871398926,103.269920349121,105.791069030762,1469651,104.697204589844
"805",106.663772583008,109.087944030762,106.130447387695,107.681922912598,1718568,106.568519592285
"806",108.506141662598,110.009132385254,104.724426269531,105.548652648926,1934449,104.457305908203
"807",105.548652648926,109.815200805664,105.015327453613,107.294059753418,1904963,106.184669494629
"808",103.027503967285,104.675941467285,100.845748901367,101.427551269531,1997091,100.378814697266
"809",105.015327453613,106.51831817627,100.991195678711,101.669967651367,2528378,100.618721008301
"810",101.136650085449,101.669967651367,96.4822311401367,96.9185791015625,5076728,95.9164581298828
"811",96.9670639038086,98.5670166015625,95.7064895629883,95.9489059448242,3389963,94.9568023681641
"812",94.7853012084961,95.7549743652344,91.6338729858398,91.8278121948242,4389731,90.8783264160156
"813",94.0580520629883,99.1488265991211,91.8762893676758,93.0399017333984,9723856,92.0778884887695
"814",92.0217437744141,97.4518966674805,90.906623840332,96.3852615356445,5339483,95.3886566162109
"815",96.0458755493164,102.494186401367,95.1246871948242,101.185127258301,3603921,100.138900756836
"816",102.785087585449,109.669746398926,101.330581665039,108.069793701172,6360796,106.952377319336
"817",108.118278503418,110.25154876709,107.14860534668,109.524299621582,3111849,108.39183807373
"818",110.833351135254,111.899993896484,109.378845214844,110.203071594238,2114846,109.063598632812
"819",110.542449951172,111.463638305664,105.69409942627,107.197090148926,3046928,106.08869934082
"820",106.663772583008,111.027290344238,103.948692321777,108.118278503418,3475824,107.000366210938
"821",106.663772583008,109.669746398926,103.754760742188,107.730407714844,3832422,106.616493225098
"822",108.651596069336,110.736389160156,105.209266662598,105.597129821777,1864775,104.505279541016
"823",109.572784423828,109.572784423828,106.178932189941,108.360694885254,1411919,107.240272521973
"824",109.524299621582,110.0576171875,107.924339294434,109.184913635254,1119764,108.055969238281
"825",110.009132385254,110.009132385254,107.487991333008,108.990982055664,1256815,107.864028930664
"826",108.990982055664,110.736389160156,108.4091796875,109.669746398926,2521700,108.535781860352
"827",108.60311126709,115.827156066895,108.60311126709,114.227203369141,4264990,113.046119689941
"828",114.227203369141,115.196868896484,111.51212310791,112.675727844238,4592727,111.510681152344
"829",113.499946594238,114.178718566895,108.651596069336,109.42733001709,1508767,108.295875549316
"830",110.736389160156,114.712036132812,110.736389160156,111.609092712402,2432080,110.455070495605
"831",114.324165344238,119.560386657715,112.869659423828,118.202850341797,5318108,116.980651855469
"832",117.718017578125,126.057182312012,117.087730407715,125.087509155273,8545257,123.794128417969
"833",125.087509155273,125.087509155273,121.208831787109,124.457229614258,3372732,123.170372009277
"834",124.554191589355,127.02685546875,123.439071655273,126.299598693848,3216638,124.993690490723
"835",127.02685546875,128.966201782227,124.651161193848,125.669311523438,3902434,124.369911193848
"836",126.057182312012,132.650939941406,125.281448364258,131.050979614258,11048590,129.695938110352
"837",131.778244018555,134.638763427734,126.057182312012,127.22078704834,5168783,125.905342102051
"838",128.190460205078,132.505493164062,126.784439086914,128.28742980957,4835511,126.960968017578
"839",129.257095336914,131.438858032227,127.511688232422,129.160125732422,2703755,127.82462310791
"840",129.548004150391,136.238723754883,127.996520996094,135.075119018555,10244870,133.678482055664
"841",136.529632568359,139.923477172852,131.099472045898,131.826721191406,8357411,130.463638305664
"842",131.875213623047,135.414505004883,129.354064941406,130.76008605957,4275896,129.408050537109
"843",131.875213623047,135.220565795898,129.838897705078,131.293411254883,5594841,129.935852050781
"844",134.784225463867,139.632568359375,131.14794921875,132.650939941406,20553836,131.279342651367
"845",134.784225463867,136.917495727539,131.632781982422,131.826721191406,8508680,130.463638305664
"846",132.553970336914,133.572128295898,130.420700073242,131.293411254883,3502783,129.935852050781
"847",132.650939941406,135.172088623047,130.275253295898,131.244918823242,5525660,129.887878417969
"848",132.650939941406,133.814544677734,131.438858032227,132.699432373047,3225778,131.327346801758
"849",133.766067504883,133.959991455078,130.32373046875,131.341888427734,2647950,129.983840942383
"850",132.069137573242,132.117630004883,127.560173034668,129.984344482422,3546321,129.021347045898
"851",129.984344482422,133.281234741211,129.984344482422,132.311553955078,3111912,131.331314086914
"852",132.311553955078,133.184265136719,130.420700073242,131.050979614258,1628748,130.080093383789
"853",129.257095336914,131.390365600586,125.281448364258,125.863250732422,3115288,124.930778503418
"854",126.445053100586,133.087295532227,121.208831787109,131.14794921875,7227524,130.176330566406
"855",128.966201782227,130.566146850586,127.366241455078,129.693450927734,1874436,128.732604980469
"856",131.390365600586,136.578109741211,130.420700073242,135.802368164062,7743706,134.796264648438
"857",139.584091186523,141.5234375,136.335693359375,138.420486450195,11674016,137.394989013672
"858",139.584091186523,143.026412963867,137.693237304688,141.329498291016,4618706,140.282455444336
"859",142.299163818359,146.129364013672,140.650726318359,142.977935791016,10707049,141.918685913086
"860",143.511260986328,143.899124145508,138.565933227539,141.184051513672,4324911,140.138076782227
"861",143.026412963867,143.074905395508,137.693237304688,138.129577636719,3515864,137.106246948242
"862",138.662902832031,140.796173095703,136.626586914062,137.159912109375,2962123,136.143753051758
"863",137.208389282227,138.371994018555,136.238723754883,136.965972900391,1395407,135.951248168945
"864",136.965972900391,139.584091186523,135.996307373047,138.614410400391,1958521,137.587478637695
"865",139.632568359375,142.832489013672,138.953796386719,142.299163818359,3538884,141.244934082031
"866",141.377975463867,146.08088684082,141.184051513672,142.880966186523,5370223,141.82243347168
"867",142.929458618164,152.529190063477,141.329498291016,147.72932434082,18155000,146.634872436523
"868",150.250457763672,150.298950195312,144.43244934082,145.935424804688,6424409,144.854248046875
"869",145.25666809082,147.874771118164,142.73551940918,143.511260986328,4112331,142.448059082031
"870",145.159698486328,147.002075195312,141.668884277344,143.462768554688,3565580,142.399917602539
"871",144.917282104492,147.438415527344,143.365798950195,146.129364013672,6610034,145.046752929688
"872",146.129364013672,147.341461181641,143.462768554688,144.286987304688,2471295,143.218017578125
"873",145.305145263672,146.85661315918,144.480926513672,145.353622436523,2448263,144.276763916016
"874",145.353622436523,150.20198059082,144.577896118164,148.214157104492,4276667,147.116104125977
"875",146.420272827148,146.953582763672,143.656707763672,145.64453125,2058136,144.565521240234
"876",144.965759277344,145.062728881836,137.693237304688,138.662902832031,5593416,137.635604858398
"877",140.650726318359,142.977935791016,139.147735595703,141.474945068359,2968029,140.426818847656
"878",141.571914672852,142.929458618164,140.893142700195,142.34765625,2038342,141.293060302734
"879",143.414291381836,143.414291381836,140.602249145508,141.91130065918,1814592,140.859939575195
"880",141.571914672852,144.868789672852,141.571914672852,143.899124145508,2482897,142.833038330078
"881",143.899124145508,144.238510131836,138.856842041016,141.862808227539,2482963,140.811813354492
"882",142.34765625,144.38395690918,142.008270263672,143.511260986328,1873907,142.448059082031
"883",143.511260986328,146.226333618164,139.341674804688,140.699203491211,5437616,139.656814575195
"884",140.650726318359,143.850631713867,140.359817504883,142.977935791016,2399450,141.918685913086
"885",142.73551940918,144.38395690918,141.717361450195,143.705184936523,3108862,142.640533447266
"886",144.190017700195,144.674865722656,140.602249145508,141.184051513672,2646684,140.138076782227
"887",141.184051513672,141.717361450195,138.323516845703,140.359817504883,1354927,139.319946289062
"888",140.602249145508,142.056747436523,140.020446777344,140.505279541016,921166,139.464340209961
