"","MPHASIS.NS.Open","MPHASIS.NS.High","MPHASIS.NS.Low","MPHASIS.NS.Close","MPHASIS.NS.Volume","MPHASIS.NS.Adjusted"
"165",1251.80004882812,1259.55004882812,1237.69995117188,1247.75,194079,1076.90625
"166",1250.19995117188,1268,1247.5,1260.69995117188,332701,1088.0830078125
"167",1262,1270,1247.09997558594,1260,314546,1087.47900390625
"168",1268.90002441406,1276.55004882812,1238.19995117188,1247.94995117188,324353,1077.07873535156
"169",1248,1271,1246,1268.19995117188,504315,1094.55615234375
"170",1270.75,1271,1229.75,1238.25,446305,1068.70715332031
"171",1247.80004882812,1249.90002441406,1234,1245.30004882812,275643,1074.79162597656
"172",1249,1261.05004882812,1232.15002441406,1238.90002441406,453294,1069.26806640625
"173",1242.80004882812,1243.40002441406,1230.25,1238.5,286895,1068.92272949219
"174",1244,1265,1233.55004882812,1259.30004882812,496615,1086.87487792969
"175",1260,1261,1245.25,1257,234658,1084.8896484375
"176",1259.69995117188,1259.69995117188,1234.15002441406,1237.80004882812,251206,1068.31860351562
"177",1237.80004882812,1241.34997558594,1221.34997558594,1225.05004882812,266585,1057.31433105469
"178",1228.69995117188,1228.69995117188,1201.05004882812,1214.80004882812,263256,1048.4677734375
"179",1217.59997558594,1229,1211.05004882812,1224.94995117188,237032,1057.22790527344
"180",1222.34997558594,1226.34997558594,1182.44995117188,1187.5,534896,1024.90576171875
"181",1202.19995117188,1213.75,1187,1188.59997558594,437692,1025.85498046875
"182",1194.80004882812,1200.94995117188,1171.25,1189.09997558594,618620,1026.28662109375
"183",1195.09997558594,1198.69995117188,1171.25,1180.44995117188,423917,1018.82092285156
"184",1182,1183.5,1148.09997558594,1160,586821,1001.17102050781
"185",1166,1187.59997558594,1152.15002441406,1173.25,807904,1012.60675048828
"186",1173,1178.90002441406,1156.15002441406,1159.90002441406,211299,1001.08477783203
"187",1176,1183,1158,1159.40002441406,707910,1000.65319824219
"188",1160.94995117188,1163.90002441406,1140.25,1148.09997558594,592294,990.900329589844
"189",1148,1154.84997558594,1115.59997558594,1120.59997558594,621187,967.165649414062
"190",1127,1132.05004882812,1090.15002441406,1098.19995117188,542509,947.832885742188
"191",1104,1104,1052.59997558594,1064.69995117188,672251,918.919677734375
"192",1070,1094.19995117188,1065.09997558594,1078.90002441406,529415,931.175415039062
"193",1060,1066.44995117188,1020.20001220703,1025.65002441406,892724,885.216491699219
"194",1037,1054.25,999.099975585938,1008.25,879375,870.198852539062
"195",1015.34997558594,1090,1009,1085.30004882812,572630,936.699157714844
"196",1092,1133.90002441406,1090,1129.55004882812,751752,974.890319824219
"197",1139,1145.40002441406,1103.09997558594,1123.75,441741,969.884521484375
"198",1104.94995117188,1120,1062,1067.59997558594,1025048,921.422607421875
"199",1093,1104.75,1066.69995117188,1075.65002441406,793925,928.370483398438
"200",1080,1080,1052,1065.30004882812,755601,919.4375
"201",980,1033.94995117188,965,1022.90002441406,1251542,882.843017578125
"202",1003.34997558594,1010,962,972,469451,838.912292480469
"203",969,1024,958,1010.09997558594,429284,871.795593261719
"204",1011,1022.09997558594,970,978.599975585938,482467,844.608581542969
"205",979,979,938,955.099975585938,764902,824.326293945312
"206",957,1004.95001220703,955.950012207031,986.950012207031,1168071,851.815368652344
"207",993.099975585938,998.599975585938,970.049987792969,972.900024414062,294248,839.689086914062
"208",975,982.650024414062,941.599975585938,950.75,461705,820.571838378906
"209",952,984,929.150024414062,941.75,469130,812.80419921875
"210",936,936,905,910.099975585938,472614,785.487670898438
"211",922.5,935,912.25,929.5,66436,802.231506347656
"212",939.349975585938,952,911.349975585938,948,439564,818.198425292969
"213",952.799987792969,977.849975585938,951.5,970.599975585938,400506,837.703918457031
"214",973,973.049987792969,932.349975585938,965.900024414062,559017,833.647521972656
"215",963,965.900024414062,933.049987792969,955,481905,824.239929199219
"216",957,966,941.200012207031,947.799987792969,175138,818.025756835938
"217",948.049987792969,958.25,943,953.900024414062,89001,823.290649414062
"218",951.200012207031,955.25,943.400024414062,949.099975585938,64172,819.147705078125
"219",946,951.900024414062,922,930.400024414062,290281,803.00830078125
"220",942.400024414062,946,882.25,905.400024414062,613738,781.431213378906
"221",912,932.799987792969,908,926.75,227059,799.857971191406
"222",925,925,907.5,915.599975585938,189560,790.234619140625
"223",919.799987792969,932.5,899,905,417703,781.085998535156
"224",920,963,916,955.5,868943,824.671508789062
"225",950,973,932.799987792969,952.299987792969,548906,821.90966796875
"226",953,1020,944.150024414062,1003.15002441406,560282,865.797180175781
"227",1008.79998779297,1018.15002441406,989.099975585938,998.450012207031,390997,861.740783691406
"228",992.400024414062,1009,984,1001.95001220703,170448,864.761413574219
"229",993.349975585938,1008,983.049987792969,985.950012207031,180454,850.952270507812
"230",979.849975585938,1009.90002441406,972.049987792969,1004.29998779297,374618,866.789672851562
"231",1008,1008.34997558594,972.799987792969,983.349975585938,286323,848.708190917969
"232",974.299987792969,974.299987792969,949.099975585938,952.049987792969,207049,821.69384765625
"233",943.049987792969,970.900024414062,943.049987792969,968.049987792969,444094,835.503051757812
