"","MPHASIS.NS.Open","MPHASIS.NS.High","MPHASIS.NS.Low","MPHASIS.NS.Close","MPHASIS.NS.Volume","MPHASIS.NS.Adjusted"
"120",1095,1104.55004882812,1072.05004882812,1089.65002441406,232644,924.445739746094
"121",1086,1113.59997558594,1066,1073.15002441406,377125,910.447326660156
"122",1078.5,1148,1074,1125.94995117188,401601,955.242065429688
"123",1140,1155,1045,1058.55004882812,492116,898.060913085938
"124",1077.69995117188,1094,1070,1084.19995117188,388920,919.821960449219
"125",1092.80004882812,1110,1070,1100.15002441406,180285,933.353820800781
"126",1096,1110,1062,1099.80004882812,461917,933.056945800781
"127",1091,1115,1081,1090.09997558594,302162,924.827514648438
"128",1103,1103,1077.09997558594,1087.15002441406,251584,922.324768066406
"129",1086,1122.90002441406,1086,1109.34997558594,398596,941.158996582031
"130",1110.69995117188,1150.65002441406,1092.94995117188,1117.75,410395,948.285461425781
"131",1120,1148.40002441406,1115.25,1131.5,405418,959.95068359375
"132",1130,1157.5,1122.5,1147.65002441406,461112,973.652282714844
"133",1145,1184.94995117188,1143,1167.09997558594,392599,990.153381347656
"134",1175,1222.94995117188,1175,1214.30004882812,664667,1030.197265625
"135",1220,1234.25,1175.09997558594,1204.40002441406,315624,1021.79821777344
"136",1219,1219,1139.34997558594,1152.94995117188,343165,978.148498535156
"137",1152,1194.69995117188,1126,1136.80004882812,388239,964.447326660156
"138",1145.90002441406,1164.65002441406,1136.34997558594,1148,260497,973.94921875
"139",1145,1189,1141.15002441406,1162.34997558594,394162,986.123657226562
"140",1158,1166.94995117188,1100.80004882812,1127.40002441406,328041,956.472412109375
"141",1142.09997558594,1179.90002441406,1123.75,1171.19995117188,324772,993.631774902344
"142",1171.19995117188,1248.44995117188,1140.05004882812,1175,509401,996.855712890625
"143",1155,1164.69995117188,1115.09997558594,1125.34997558594,381607,971.265380859375
"144",1130,1148,1115,1121.19995117188,172802,967.683471679688
"145",1121,1135,1103,1108.30004882812,108925,956.549865722656
"146",1115,1166.94995117188,1111.25,1151.75,643652,994.050659179688
"147",1163.69995117188,1226.15002441406,1153.25,1204.90002441406,522829,1039.92321777344
"148",1207.90002441406,1224,1158,1178.75,320223,1017.35375976562
"149",1215,1225,1188,1199.84997558594,485516,1035.56457519531
"150",1202,1208.80004882812,1172,1175,178911,1014.11730957031
"151",1183.80004882812,1198,1183.80004882812,1190.30004882812,204537,1027.32250976562
"152",1206.90002441406,1206.90002441406,1140.19995117188,1149.55004882812,818298,992.151916503906
"153",1152.80004882812,1161.25,1148,1150.69995117188,253951,993.144348144531
"154",1157.90002441406,1178.84997558594,1150,1153.05004882812,484358,995.172729492188
"155",1153.05004882812,1172.80004882812,1152,1168.44995117188,302968,1008.46411132812
"156",1174,1174.94995117188,1150,1163.25,509356,1003.97601318359
"157",1164,1198.5,1163,1187.34997558594,504536,1024.77624511719
"158",1198.90002441406,1219.05004882812,1173.15002441406,1186.90002441406,472611,1024.38793945312
"159",1199,1205,1190.25,1198,219838,1033.96801757812
"160",1199.80004882812,1209.90002441406,1181.94995117188,1197.40002441406,404989,1033.45007324219
"161",1208.80004882812,1228.90002441406,1198.5,1218.94995117188,438459,1052.04943847656
"162",1225,1264.5,1222.05004882812,1255.59997558594,605113,1083.68139648438
"163",1265,1278.80004882812,1255,1268.84997558594,398354,1095.1171875
"164",1265.09997558594,1269.94995117188,1235.5,1248.30004882812,268087,1077.38098144531
