"","APOLLOTYRE.NS.Open","APOLLOTYRE.NS.High","APOLLOTYRE.NS.Low","APOLLOTYRE.NS.Close","APOLLOTYRE.NS.Volume","APOLLOTYRE.NS.Adjusted"
"102",277,280.75,273.75,276.149993896484,2661368,246.030746459961
"103",276.549987792969,277.549987792969,267,269.299987792969,2039549,239.927825927734
"104",269.950012207031,271.700012207031,263,266,2252213,236.987777709961
"105",269,270.450012207031,264.350006103516,266.049987792969,2099074,237.032318115234
"106",268,270.350006103516,260.600006103516,269.049987792969,5148797,239.705108642578
"107",269.25,274.5,266.649993896484,273.399993896484,2271168,243.580688476562
"108",274.100006103516,277,272.299987792969,275.950012207031,3335231,245.8525390625
"109",275,276.649993896484,272.600006103516,275.25,1997748,245.228897094727
"110",276.25,278.600006103516,273.799987792969,275.200012207031,1595285,245.184341430664
"111",274.200012207031,276.350006103516,273,275.299987792969,1278763,245.273452758789
"112",275.600006103516,279,274.25,275.100006103516,1363820,245.09521484375
"113",274.850006103516,276.549987792969,273,275.100006103516,1199938,245.09521484375
"114",275.700012207031,277.75,267.200012207031,268.700012207031,1759211,239.393295288086
"115",269.450012207031,274.149993896484,268,271.399993896484,1192130,241.798782348633
"116",271,274.450012207031,267.75,268.5,1385595,239.215118408203
"117",268.450012207031,272.200012207031,261.5,271.100006103516,2304827,241.531524658203
"118",274.200012207031,275.5,268.950012207031,274.25,2367482,244.337966918945
"119",273.850006103516,274.450012207031,267.149993896484,272.75,1890787,243.001556396484
"120",272,272.950012207031,267.799987792969,268.25,980663,238.992370605469
"121",267.799987792969,270.700012207031,264.350006103516,265.799987792969,2041181,236.8095703125
"122",264.850006103516,266.399993896484,257.850006103516,259.75,1539547,231.419464111328
"123",255.800003051758,260.899993896484,246.350006103516,254.649993896484,3890653,226.875686645508
"124",254.5,258.850006103516,250.75,254,2401324,226.296585083008
"125",255,258.350006103516,251.300003051758,252.399993896484,1810125,224.87109375
"126",252.649993896484,255.600006103516,250.5,251.649993896484,1929833,224.202911376953
"127",251.899993896484,254.149993896484,246.649993896484,253.300003051758,2113615,225.672958374023
"128",254.800003051758,256.399993896484,251,252.050003051758,1262640,224.559265136719
"129",251.75,262.950012207031,251.100006103516,261.5,3592025,232.978561401367
"130",263,266.75,261.200012207031,262.100006103516,3349316,233.513153076172
"131",260,267.75,260,266.700012207031,1943253,237.611434936523
"132",266.649993896484,268.75,261.600006103516,264.799987792969,1736695,235.918655395508
"133",268.5,272,265.049987792969,265.75,2340177,236.765014648438
"134",266.25,270,258.25,269,2456357,239.660598754883
"135",268,270,263.5,268.25,1688534,238.992370605469
"136",268,279.350006103516,266.850006103516,277.25,2864129,247.010772705078
"137",276.950012207031,276.950012207031,269.5,272,2547022,244.984237670898
"138",274.950012207031,284,270.25,279.75,2616046,251.964492797852
"139",277.149993896484,289.799987792969,274.350006103516,280.299987792969,5049006,252.459854125977
"140",280,280.200012207031,269.5,275.899993896484,3385991,248.496887207031
"141",276.049987792969,280.450012207031,270.5,274.350006103516,2616286,247.100799560547
"142",274,282.950012207031,270.799987792969,276.850006103516,3236167,249.352523803711
"143",277,290,277,286.850006103516,7421999,258.359313964844
"144",286.299987792969,293.700012207031,283.450012207031,290.399993896484,2773138,261.556701660156
"145",289.899993896484,293,286.049987792969,289.450012207031,2175750,260.701049804688
"146",291.399993896484,296.100006103516,287.149993896484,292.799987792969,4015896,263.718292236328
"147",294.950012207031,299.5,287.549987792969,291.600006103516,11145442,262.637542724609
"148",292.899993896484,294.399993896484,285,286.25,3627740,257.818878173828
"149",288.350006103516,290.649993896484,285,286.649993896484,2113372,258.179138183594
"150",287.299987792969,288.049987792969,273.100006103516,275.899993896484,5083429,248.496887207031
"151",275,278,272.5,276.799987792969,3620771,249.30744934082
"152",277,277.799987792969,271.5,272.549987792969,2127601,245.479598999023
"153",273,276,270.100006103516,271.299987792969,2781246,244.353744506836
"154",271,272.049987792969,263.100006103516,264,2584615,237.77880859375
"155",262,265.600006103516,260.049987792969,261.549987792969,2026369,235.572143554688
"156",262.100006103516,267.5,262,266.950012207031,3368667,240.435821533203
"157",265.5,267.399993896484,261.649993896484,263.450012207031,2679639,237.283462524414
"158",266.25,269,264.299987792969,266.700012207031,1804401,240.210647583008
"159",264.600006103516,266.5,261.200012207031,261.850006103516,4447592,235.842376708984
"160",258,264.799987792969,257.549987792969,262.600006103516,6870652,236.517883300781
"161",263,263,255.699996948242,259.25,3566372,233.500595092773
"162",259,264.299987792969,257.100006103516,260.700012207031,3052623,234.806579589844
"163",264,266,261.450012207031,263.75,2527938,237.553619384766
"164",264.100006103516,265,252.5,253.850006103516,6296138,228.636947631836
"165",255,256.799987792969,249.399993896484,250.5,3213653,225.619674682617
"166",252,252,248.699996948242,250.550003051758,4947003,225.664703369141
"167",251.399993896484,254.850006103516,250.649993896484,251.399993896484,2067525,226.430282592773
"168",252,254.5,248.800003051758,250.300003051758,1674997,225.439559936523
"169",250,251,239.75,241.149993896484,4263761,217.198333740234
"170",240,245.5,237.199996948242,244.350006103516,3165366,220.080520629883
"171",246,247,242.5,245.949996948242,1624909,221.521591186523
"172",246.199996948242,250.5,245,247.75,2248742,223.142807006836
"173",247,250.800003051758,235.699996948242,241.25,1994669,217.28840637207
"174",238.199996948242,242.850006103516,229,230.75,4318217,207.831298828125
"175",231.949996948242,233,225.550003051758,230.600006103516,4642573,207.696182250977
"176",234,242.449996948242,232.300003051758,241.600006103516,5074936,217.603652954102
"177",240.449996948242,245,236.5,243.550003051758,2939173,219.359970092773
"178",243.350006103516,244.649993896484,238,238.850006103516,2947278,215.12678527832
"179",241,241.800003051758,236.300003051758,239.850006103516,2286893,216.027481079102
"180",242.600006103516,243.649993896484,216.5,231.199996948242,5453773,208.236587524414
"181",231.300003051758,233.199996948242,223.300003051758,226.100006103516,2291403,203.643142700195
"182",225.699996948242,235.100006103516,222.149993896484,231.100006103516,2889656,208.146530151367
"183",235,235,226.550003051758,228.300003051758,2397083,205.624649047852
"184",233,236.300003051758,220.149993896484,222.050003051758,6857884,199.995391845703
"185",216.050003051758,221.949996948242,205.550003051758,212.25,7769507,191.16877746582
