"","JKCEMENT.NS.Open","JKCEMENT.NS.High","JKCEMENT.NS.Low","JKCEMENT.NS.Close","JKCEMENT.NS.Volume","JKCEMENT.NS.Adjusted"
"37",1025.15002441406,1032.69995117188,1003.65002441406,1019.45001220703,47575,971.934020996094
"38",1015,1031.19995117188,1010.45001220703,1029.19995117188,16993,981.229553222656
"39",1028,1037.84997558594,1005,1016.75,25202,969.35986328125
"40",1015,1030,1005.45001220703,1024.90002441406,7934,977.129943847656
"41",1015,1025,992,1011.79998779297,59951,964.640502929688
"42",1018,1031,1004,1024.90002441406,21133,977.129943847656
"43",1018.54998779297,1024.69995117188,1006,1012.84997558594,15082,965.641540527344
"44",1019.79998779297,1021,1006,1010.15002441406,9118,963.067504882812
"45",1006,1018,1002.04998779297,1010.70001220703,17122,963.591857910156
"46",1015.09997558594,1048.94995117188,995,1013.65002441406,43664,966.404357910156
"47",1028.34997558594,1030,996.549987792969,1004.34997558594,31414,957.537780761719
"48",1010.25,1020,983.599975585938,1005.84997558594,30244,958.967895507812
"49",990,1004.84997558594,976.049987792969,991.450012207031,55724,945.239074707031
"50",990.849975585938,1026,988.25,1010.95001220703,21322,963.830139160156
"51",1007.70001220703,1048,1007.5,1041.09997558594,38559,992.574768066406
"52",1048,1048,1026.94995117188,1039.09997558594,25015,990.668212890625
"53",1030,1035.19995117188,996.049987792969,1023.20001220703,40909,975.509216308594
"54",1025,1025,1006,1014.90002441406,17878,967.596008300781
"55",1012.29998779297,1018.54998779297,1001.34997558594,1014.09997558594,27641,966.833312988281
"56",1001,1018.90002441406,1001,1014.90002441406,24869,967.596008300781
"57",991.25,1018.90002441406,991.25,1014.04998779297,27454,966.785705566406
"58",1011.95001220703,1011.95001220703,980,992.150024414062,93852,945.906494140625
"59",992.299987792969,1019,983.950012207031,1014.90002441406,128834,967.596008300781
"60",1010,1018.95001220703,996.650024414062,1015.04998779297,109906,967.739074707031
"61",1007.04998779297,1017.70001220703,999.049987792969,1004.84997558594,53612,958.014404296875
"62",999,1004.70001220703,992,999.400024414062,51486,952.818481445312
"63",1008,1009.40002441406,990.450012207031,995.549987792969,13844,949.14794921875
"64",995.299987792969,998.099975585938,982,985.650024414062,32483,939.709411621094
"65",990.049987792969,991.950012207031,975.549987792969,977.400024414062,25680,931.843994140625
"66",985.25,985.25,950,956.25,120357,911.679748535156
"67",961,963.900024414062,942.200012207031,947.450012207031,63278,903.289916992188
"68",948,979.799987792969,933.200012207031,974.5,66629,929.0791015625
"69",971.849975585938,974.900024414062,952,957.299987792969,35592,912.680786132812
"70",964,979,952.5,958.200012207031,39216,913.538879394531
"71",963.849975585938,967.75,942.5,960.349975585938,161805,915.588623046875
"72",966,969.900024414062,926.700012207031,934.900024414062,37524,891.324829101562
"73",932,941.150024414062,927.099975585938,936.049987792969,157057,892.421203613281
"74",936.349975585938,957.799987792969,936.349975585938,955.049987792969,83956,910.53564453125
"75",962.900024414062,965,945,958.200012207031,22758,913.538879394531
"76",957.5,971.799987792969,948.849975585938,967.299987792969,28756,922.214660644531
"77",965,974,955.549987792969,965.900024414062,12862,920.879943847656
"78",965.099975585938,975,951.299987792969,957.900024414062,17680,913.252807617188
"79",957,974,955.349975585938,966.400024414062,9082,921.356689453125
"80",971.450012207031,985,960,980.200012207031,21711,934.513488769531
"81",971,1003.79998779297,971,1000.20001220703,279851,953.581237792969
"82",1000.20001220703,1014.25,989,999.799987792969,115661,953.199829101562
"83",999.549987792969,999.549987792969,973.400024414062,987.900024414062,10995,941.854553222656
"84",973.700012207031,999,970.099975585938,993.849975585938,10093,947.527221679688
"85",993,1010.79998779297,990,1009,68829,961.971130371094
"86",1015,1015,995.150024414062,1001,15400,954.343933105469
"87",1008,1010,985.049987792969,1001.15002441406,42518,954.486999511719
"88",1009,1009,990.099975585938,998.25,9980,951.722045898438
"89",1000,1012.79998779297,994.450012207031,1002.70001220703,48577,955.964721679688
"90",1017.34997558594,1022.95001220703,952.299987792969,963.049987792969,52103,918.162780761719
"91",962,994.900024414062,940,956.900024414062,40803,912.299438476562
"92",954.549987792969,979.799987792969,952.049987792969,975.450012207031,15262,929.984802246094
"93",984,984.900024414062,962.400024414062,973.650024414062,14335,928.268798828125
"94",983.5,983.5,955.049987792969,967.75,14440,922.643676757812
"95",969,971.599975585938,951.700012207031,957.75,17767,913.109802246094
"96",966.900024414062,966.900024414062,932.950012207031,939.099975585938,26848,895.329040527344
"97",949.950012207031,949.950012207031,926.349975585938,939.75,11647,895.948791503906
"98",939.099975585938,945,929.900024414062,940.599975585938,5514,896.759094238281
"99",940.549987792969,945,931.400024414062,938.349975585938,7729,894.614135742188
"100",935,962,935,956.299987792969,7714,911.727355957031
"101",950,973,946.299987792969,952.900024414062,5958,908.48583984375
"102",959.900024414062,959.900024414062,939,952.099975585938,7992,907.72314453125
"103",956.200012207031,959.099975585938,938.049987792969,940.099975585938,23602,896.282409667969
"104",948.5,948.5,933.099975585938,939.650024414062,8477,895.853393554688
"105",948,948,926.299987792969,937.849975585938,6423,894.137329101562
"106",934,934,908,912.950012207031,10287,870.397888183594
"107",912.950012207031,915,901,910.349975585938,14085,867.919006347656
"108",912.099975585938,924.900024414062,903.950012207031,916.25,15065,873.544067382812
"109",910.700012207031,925,910.25,917,8886,874.259155273438
"110",918.099975585938,922.549987792969,907,911.299987792969,13901,868.824768066406
"111",918.700012207031,924.900024414062,907,910.599975585938,10002,868.157409667969
"112",912.5,925,905.150024414062,920.25,19299,877.357604980469
"113",922,935,907,921.849975585938,66977,878.883056640625
"114",927,940,904,922.75,47283,879.741149902344
"115",920,922.799987792969,904,909.799987792969,27768,867.394775390625
"116",905.099975585938,909.599975585938,885.650024414062,890.5,18970,848.994262695312
"117",885.549987792969,895.5,875,876.549987792969,8428,835.694519042969
"118",877.599975585938,889,866.599975585938,870.150024414062,11510,829.592834472656
"119",870,883.599975585938,861.049987792969,876.049987792969,8658,835.217834472656
"120",881.049987792969,900,878,882.650024414062,13100,841.510192871094
"121",887.599975585938,887.599975585938,868.349975585938,885.200012207031,16953,843.941345214844
"122",889.950012207031,889.950012207031,870,874.049987792969,7821,833.310913085938
"123",875,875,860,863,6165,822.776062011719
"124",868,875,860.150024414062,869.849975585938,35890,829.306823730469
"125",879,879,856,861.25,9133,821.107666015625
"126",863,865,851,856.299987792969,16548,816.388305664062
"127",857.349975585938,864.75,844.299987792969,855.950012207031,9275,816.0546875
"128",856,861.450012207031,851.650024414062,856,36217,816.102355957031
"129",862.950012207031,864.900024414062,851.049987792969,857.150024414062,271407,817.198791503906
"130",860,865.950012207031,840.599975585938,846.75,22315,807.283447265625
"131",859.900024414062,859.900024414062,841.049987792969,845.599975585938,26554,806.186950683594
"132",849.900024414062,849.900024414062,825,828.200012207031,36273,789.598083496094
"133",828,844.5,816.150024414062,819.950012207031,33574,781.732604980469
"134",820,825.450012207031,780,801.049987792969,169235,763.713500976562
"135",809.700012207031,823.450012207031,755.049987792969,784.849975585938,48512,748.268676757812
"136",774,795,764.549987792969,775.650024414062,23139,749.041137695312
"137",781.450012207031,793,778.900024414062,784.450012207031,12226,757.539245605469
"138",787,787.5,766.849975585938,771.5,6031,745.033447265625
"139",771.549987792969,771.549987792969,760.200012207031,763.400024414062,6955,737.211364746094
"140",772.900024414062,774.700012207031,748.349975585938,752.150024414062,20330,726.347351074219
"141",771.599975585938,800,756.200012207031,773.450012207031,153333,746.916687011719
"142",787.700012207031,795,756,759.450012207031,52376,733.396850585938
"143",765.549987792969,819,763.049987792969,795.549987792969,298366,768.258361816406
"144",809.5,809.5,796.200012207031,798.599975585938,113000,771.203796386719
"145",770,783.799987792969,757.849975585938,771.549987792969,212417,745.081787109375
"146",779.799987792969,779.799987792969,762,768.200012207031,26320,741.8466796875
"147",774.450012207031,778.5,765.049987792969,770.150024414062,31697,743.729858398438
"148",770.200012207031,777.450012207031,760.049987792969,767.25,24072,740.929321289062
"149",776.450012207031,776.450012207031,758.150024414062,762.849975585938,20225,736.68017578125
"150",772.849975585938,772.849975585938,757.200012207031,763.349975585938,11163,737.1630859375
"151",769.799987792969,778.5,761.75,773.650024414062,14673,747.109680175781
"152",781.849975585938,785,766,775.450012207031,19490,748.848022460938
"153",775.450012207031,793.900024414062,770,784.099975585938,15353,757.201232910156
"154",793.900024414062,793.900024414062,765,767.549987792969,12286,741.218994140625
"155",768,769.950012207031,750,752,24909,726.202453613281
"156",758.049987792969,782.200012207031,753.200012207031,779.400024414062,49634,752.662536621094
"157",785.900024414062,785.900024414062,775,782.25,11288,755.414733886719
"158",782,793.400024414062,777.25,786.200012207031,56878,759.229187011719
"159",797,797,781.299987792969,784.900024414062,13649,757.973815917969
"160",785,804.799987792969,783,801,38500,773.521545410156
"161",801.099975585938,804.799987792969,782.5,790.25,24046,763.140319824219
"162",796.5,802,781.950012207031,797.599975585938,86264,770.238098144531
"163",791,804,791,800.25,12226,772.797241210938
"164",800.25,804.799987792969,799,801,14109,773.521545410156
"165",805,819,798.049987792969,812.150024414062,33407,784.2890625
"166",813,817.549987792969,800.599975585938,803.950012207031,11693,776.370239257812
"167",811,811,795,800.599975585938,23041,773.135192871094
"168",807,808,798.299987792969,804.900024414062,9390,777.287719726562
"169",808.849975585938,808.900024414062,800,805.599975585938,119311,777.963745117188
"170",801.150024414062,810.950012207031,801.150024414062,808.150024414062,13888,780.42626953125
"171",800.200012207031,811.849975585938,800.200012207031,810.700012207031,20011,782.888732910156
"172",805,812,801.200012207031,809,6394,781.247009277344
"173",811,811,800,801.950012207031,8829,774.438903808594
"174",800.099975585938,805.950012207031,799.150024414062,800.650024414062,11217,773.183471679688
"175",800.049987792969,802.849975585938,780.200012207031,791.700012207031,9068,764.54052734375
"176",792.700012207031,799.950012207031,791.75,796.5,10762,769.175903320312
"177",786.950012207031,799,774.799987792969,793.5,7259,766.278747558594
"178",785.549987792969,799.599975585938,780.950012207031,793.650024414062,5876,766.423706054688
"179",794,799.950012207031,764.549987792969,782,13018,755.173278808594
"180",782,808,770.5,804.349975585938,71723,776.756530761719
"181",804,804.049987792969,772.200012207031,783.150024414062,39834,756.283874511719
"182",780.200012207031,800,761.450012207031,771.099975585938,32126,744.647216796875
"183",775.150024414062,798,769.700012207031,783.400024414062,7627,756.525329589844
"184",798.799987792969,798.799987792969,772,786.25,14073,759.277526855469
"185",772.049987792969,792.200012207031,760,767,11446,740.687866210938
"186",772.049987792969,773.849975585938,714.950012207031,752.700012207031,33574,726.878479003906
"187",745.200012207031,766,735.599975585938,749.900024414062,14705,724.174560546875
"188",732.200012207031,749.950012207031,715,733.75,13126,708.578491210938
"189",730,738.200012207031,702,723.799987792969,32384,698.969909667969
"190",723,723,690.299987792969,707.400024414062,9881,683.132446289062
"191",709.900024414062,720,675.049987792969,697.450012207031,14669,673.523803710938
"192",690,703.450012207031,686.849975585938,695.549987792969,8770,671.68896484375
"193",695,702.700012207031,666.049987792969,688.400024414062,43546,664.784240722656
"194",702,710.75,688.099975585938,697.75,6871,673.813415527344
"195",685.849975585938,719.049987792969,685.849975585938,703.849975585938,6222,679.704223632812
"196",714,720.75,692.349975585938,703.5,12222,679.3662109375
"197",704,715.650024414062,696.049987792969,705.900024414062,9571,681.683959960938
"198",709.950012207031,709.950012207031,673,684.5,13053,661.01806640625
"199",697.849975585938,700,673,684,4019,660.53515625
"200",680.049987792969,683.950012207031,670,672.5,4916,649.429748535156
"201",669.099975585938,687.150024414062,668,673.849975585938,3817,650.733337402344
"202",672.200012207031,676.049987792969,665,668.950012207031,7527,646.001403808594
"203",676.950012207031,729.200012207031,658.099975585938,676.400024414062,18481,653.195922851562
"204",676,689.700012207031,649.549987792969,670.099975585938,625077,647.111999511719
"205",664.5,679.799987792969,664.150024414062,669.849975585938,7099,646.87060546875
"206",670,675.049987792969,665.049987792969,672.650024414062,6494,649.574523925781
"207",675.049987792969,683.599975585938,672.200012207031,675,16494,651.843933105469
"208",676.150024414062,718.900024414062,676.099975585938,699.950012207031,69198,675.938049316406
"209",693,700,678.349975585938,693.849975585938,17003,670.047241210938
"210",699,699,681,683.200012207031,6708,659.762634277344
"211",692.400024414062,698.299987792969,685.900024414062,691.049987792969,711,667.343383789062
"212",691.049987792969,697.700012207031,683.700012207031,689.75,5216,666.087890625
"213",696.549987792969,710,685.299987792969,695.349975585938,10865,671.495727539062
"214",688.650024414062,702.049987792969,688.599975585938,693.75,6994,669.95068359375
"215",701.950012207031,701.950012207031,686,695,9286,671.157836914062
"216",696,703.75,682.099975585938,699.400024414062,45660,675.406860351562
"217",700.099975585938,709,694,696.400024414062,22962,672.509887695312
"218",699,732.950012207031,699,726.549987792969,58256,701.62548828125
"219",729,745,715.599975585938,720.400024414062,39245,695.6865234375
"220",726.099975585938,736,718.950012207031,726.700012207031,21797,701.770385742188
"221",728.200012207031,741.599975585938,722,725.650024414062,22960,700.75634765625
"222",720.849975585938,737,699,716.650024414062,13529,692.065124511719
"223",706.650024414062,722,698.400024414062,709.849975585938,8706,685.498413085938
"224",700.849975585938,713.700012207031,698,701.099975585938,69945,677.048522949219
"225",705,712.799987792969,698,702.049987792969,381690,677.966003417969
"226",708.049987792969,715.75,701.599975585938,711.450012207031,9004,687.043579101562
"227",721.450012207031,722.049987792969,707.200012207031,712.049987792969,4919,687.622924804688
"228",701.049987792969,715,701.049987792969,713.299987792969,5414,688.830078125
"229",715.450012207031,715.450012207031,708.049987792969,710.299987792969,27079,685.933044433594
"230",710.950012207031,729.5,709.349975585938,715.400024414062,54576,690.858032226562
"231",719.900024414062,723.349975585938,708.200012207031,710.299987792969,29775,685.933044433594
"232",710,713.099975585938,702.650024414062,710.099975585938,24968,685.739868164062
"233",720,720,706.549987792969,710.049987792969,15181,685.691528320312
"234",706.049987792969,738.799987792969,706.049987792969,721.650024414062,18877,696.893615722656
"235",721.650024414062,746.400024414062,720.549987792969,729.5,16459,704.474304199219
"236",745.5,756,721.099975585938,734,49789,708.819885253906
"237",739.900024414062,741,725,735.200012207031,7952,709.978820800781
"238",738,741.549987792969,716.299987792969,733.450012207031,11225,708.288879394531
"239",736,774.700012207031,733.150024414062,749.650024414062,64166,723.933166503906
"240",750,755,739,752.150024414062,13667,726.347351074219
"241",750,751.450012207031,745,747.700012207031,18956,722.049926757812
"242",740.200012207031,740.200012207031,725.299987792969,729,7318,703.991516113281
"243",739,739,720,722.299987792969,31665,697.521362304688
"244",725.049987792969,732.700012207031,711.400024414062,719.25,42979,694.575866699219
"245",725,726.700012207031,707.200012207031,708.200012207031,31978,683.904968261719
"246",713,718.200012207031,708.650024414062,713.549987792969,11366,689.071472167969
"247",713.650024414062,732.650024414062,713.650024414062,719.25,14952,694.575866699219
"248",730,738.799987792969,725,727.150024414062,72539,702.204956054688
"249",730,737.700012207031,718,724.349975585938,25623,699.500915527344
"250",724,726,711.849975585938,715.400024414062,13177,690.858032226562
"251",717.549987792969,726.049987792969,712,713.700012207031,7266,689.216369628906
"252",713.950012207031,719.049987792969,694.150024414062,702.950012207031,15685,678.835205078125
"253",702.950012207031,708.75,698,698.900024414062,8067,674.924133300781
"254",698,711.900024414062,695.450012207031,704.650024414062,15253,680.476867675781
"255",704.650024414062,705.950012207031,697.299987792969,700.150024414062,15227,676.131286621094
"256",691.099975585938,720,691.099975585938,715,10398,690.471801757812
"257",714.900024414062,722.349975585938,705.349975585938,714.650024414062,17050,690.1337890625
"258",716.650024414062,736,715.099975585938,733.150024414062,31927,707.999084472656
"259",735,742,710.099975585938,716.900024414062,17440,692.306579589844
"260",728.950012207031,742,713.150024414062,733.650024414062,26439,708.48193359375
"261",735,751,735,741.5,133888,716.062561035156
"262",750,750,715.549987792969,719.849975585938,20192,695.1552734375
"263",721.549987792969,729.5,710.099975585938,712.599975585938,12058,688.154052734375
"264",723.950012207031,723.950012207031,705,716.950012207031,11919,692.354858398438
"265",716.950012207031,724.099975585938,701,710.099975585938,44200,685.739868164062
"266",715,715,683,701.799987792969,10450,677.724548339844
"267",692.200012207031,710,684.5,705.5,17768,681.297607421875
"268",705,710.400024414062,700,703.349975585938,4682,679.221374511719
"269",700,711,700,708.799987792969,8243,684.484436035156
"270",716.900024414062,720,702.599975585938,712.150024414062,5627,687.719482421875
"271",704.200012207031,715,696,699.5,10493,675.503540039062
"272",705,713.150024414062,682.5,692,13551,668.2607421875
"273",691,700.75,686.450012207031,694.400024414062,28250,670.578491210938
"274",704.700012207031,706,690.700012207031,699.049987792969,31721,675.06884765625
"275",692.5,722.299987792969,690.299987792969,694.849975585938,19637,671.013000488281
"276",703.900024414062,705,690,696.650024414062,9332,672.751281738281
"277",700.5,710,685,689.700012207031,15656,666.039672851562
"278",690.049987792969,704,685.5,697.650024414062,9719,673.716918945312
"279",703.799987792969,772.349975585938,695.299987792969,720.450012207031,52056,695.734741210938
"280",708.099975585938,717.950012207031,705,706.349975585938,12342,682.118469238281
"281",711.150024414062,714.200012207031,697.150024414062,701.5,14312,677.434875488281
"282",690.5,716.299987792969,690.5,713.200012207031,20504,688.733520507812
"283",716.799987792969,721,701.25,716.299987792969,16743,691.727172851562
"284",722,727.75,713,715.25,38051,690.713134765625
"285",718,721.049987792969,702.299987792969,713.799987792969,32974,689.312866210938
"286",700.200012207031,713.400024414062,700.200012207031,706.950012207031,8081,682.697875976562
"287",703.200012207031,725,698,709.299987792969,22903,684.967224121094
"288",717.900024414062,728.950012207031,707.25,725.400024414062,18595,700.515014648438
"289",723.900024414062,733,717.049987792969,731.299987792969,13613,706.212524414062
"290",731.299987792969,756,725.299987792969,752.400024414062,39110,726.588806152344
"291",757,782,754,776.200012207031,41293,749.572265625
"292",780,805,773.099975585938,802.549987792969,112701,775.018371582031
"293",800,814,786,810.650024414062,52535,782.840515136719
"294",811.900024414062,829,806.150024414062,827.049987792969,30936,798.677856445312
"295",829,848.900024414062,828,845.150024414062,65543,816.156921386719
"296",845,845,815.5,829.25,14596,800.802368164062
"297",822,835,816,828.299987792969,10946,799.884948730469
"298",825.849975585938,844.400024414062,823.549987792969,835.400024414062,66479,806.741394042969
"299",844.950012207031,846.900024414062,821.299987792969,832.150024414062,12548,803.602905273438
"300",844,847,826.549987792969,837,39378,808.286437988281
"301",830.5,851,830.049987792969,837.75,25939,809.010864257812
"302",849.950012207031,849.950012207031,831.049987792969,843.049987792969,11156,814.12890625
"303",827,838.950012207031,812.200012207031,820,21401,791.86962890625
"304",819.25,827.900024414062,807.599975585938,820.25,9780,792.111083984375
"305",817,842.950012207031,814.200012207031,838.25,31256,809.493591308594
"306",829.599975585938,836.900024414062,821,826.849975585938,41712,798.484680175781
"307",873,885,842.5,851.5,73721,822.2890625
"308",851,874.849975585938,844.549987792969,859.900024414062,44511,830.401000976562
"309",855,865.950012207031,827.25,838.400024414062,20142,809.638488769531
"310",826.849975585938,860,826.849975585938,851.299987792969,125895,822.095825195312
"311",859.700012207031,864.5,853,860,260379,830.497497558594
"312",864.099975585938,874,861,866.650024414062,29019,836.919372558594
"313",860,872,848,865,15768,835.325927734375
"314",860.150024414062,874.200012207031,850.299987792969,870.099975585938,14165,840.250915527344
"315",867.900024414062,889.200012207031,864.900024414062,873.950012207031,267665,843.968872070312
"316",880,887.400024414062,874,875.049987792969,16255,845.031188964844
"317",870,898.549987792969,870,886.150024414062,46912,855.750427246094
"318",882.150024414062,901.200012207031,880,885.849975585938,41539,855.460632324219
"319",880,891,877,884,341313,853.674133300781
"320",879.299987792969,883.450012207031,862.25,869.950012207031,30009,840.106140136719
"321",869,881,851.349975585938,868.700012207031,99689,838.899108886719
"322",860,890,841.150024414062,876.299987792969,49949,846.23828125
"323",875,924,875,905.349975585938,599372,874.291687011719
"324",907,918.950012207031,876.599975585938,892.400024414062,176323,861.785949707031
"325",892,914,872.549987792969,903.349975585938,94873,872.360290527344
"326",895,912.299987792969,885.549987792969,904.400024414062,76880,873.374389648438
"327",900,904.049987792969,870,872.200012207031,90256,842.278991699219
"328",861,869.400024414062,841.599975585938,849.75,34090,820.599060058594
"329",858.049987792969,861.799987792969,839,845.650024414062,54491,816.639770507812
"330",838.450012207031,852.700012207031,824.150024414062,846.299987792969,69225,817.267517089844
"331",840,847.950012207031,831.150024414062,840.349975585938,12563,811.521606445312
"332",833.799987792969,856,833.799987792969,844.349975585938,29289,815.384216308594
"333",850,860,830,839.349975585938,24740,810.555908203125
"334",840,852.900024414062,826,845.700012207031,23209,816.688049316406
"335",858.349975585938,860,847,851.400024414062,3647,822.192504882812
"336",853.299987792969,855.849975585938,843.950012207031,845.349975585938,6295,816.349975585938
"337",847.400024414062,853.150024414062,827,840.25,21188,811.424987792969
"338",893.25,919,870.349975585938,910.849975585938,153055,879.60302734375
"339",918,995,902.950012207031,947.950012207031,194254,915.430236816406
"340",948,989.900024414062,935,964.450012207031,70824,931.364318847656
"341",995,1019.90002441406,966.25,989.950012207031,118552,955.989562988281
"342",988,1046.05004882812,987.950012207031,1039.05004882812,175269,1003.40521240234
"343",1049.94995117188,1074.75,1013.79998779297,1029.80004882812,92995,994.472534179688
"344",1035,1075,1035,1068.15002441406,302655,1031.50671386719
"345",1070,1071.05004882812,1029,1035.05004882812,32843,999.542297363281
"346",1024.59997558594,1050,1010,1021.84997558594,175570,986.795104980469
"347",1023.04998779297,1059,1023.04998779297,1043,72005,1007.21954345703
"348",1046,1068.5,1040,1049.59997558594,51945,1013.59313964844
"349",1041,1055,1035,1037.30004882812,93175,1001.71527099609
"350",1049.65002441406,1049.65002441406,1004,1013.95001220703,442273,979.166137695312
"351",1023.95001220703,1026,1003.54998779297,1023.20001220703,16774,988.098815917969
"352",1023.20001220703,1025.90002441406,1014.09997558594,1024.59997558594,17978,989.450866699219
"353",1026,1038.80004882812,1012.70001220703,1029.05004882812,25136,993.748229980469
"354",1022.20001220703,1048.90002441406,1020,1031.40002441406,69874,996.017578125
"355",1035.65002441406,1035.65002441406,1014,1022.5,128088,987.4228515625
"356",1017,1029,1000.5,1011.5,30768,976.80029296875
"357",1009.40002441406,1010,976.099975585938,986.849975585938,95363,952.995788574219
"358",986.849975585938,1024.90002441406,972.049987792969,1002.09997558594,59661,967.72265625
"359",1002,1009,990.549987792969,996.650024414062,102478,962.459655761719
"360",986.099975585938,1019.45001220703,986.099975585938,1007.04998779297,33208,972.502868652344
"361",1019,1019.04998779297,1000.54998779297,1010.40002441406,18831,975.737976074219
"362",1019,1023.90002441406,997.599975585938,1009.29998779297,105017,974.675659179688
"363",1001,1026.94995117188,1000.5,1006.34997558594,75992,971.826843261719
"364",1008,1034.84997558594,1008,1018.15002441406,47567,983.222106933594
"365",1016.04998779297,1028.90002441406,1006.79998779297,1010.65002441406,20374,975.979370117188
"366",1018.90002441406,1018.90002441406,994.099975585938,1001.75,30573,967.384582519531
"367",1001.75,1024.84997558594,1000.54998779297,1009.70001220703,61248,975.061950683594
"368",1006.45001220703,1010,1001,1007.15002441406,5913,972.599426269531
"369",1009.90002441406,1021.90002441406,990,996.700012207031,123095,962.507934570312
"370",1013.90002441406,1013.90002441406,991.549987792969,996.349975585938,23996,962.169860839844
"371",1006,1018.79998779297,984.049987792969,1000.5,61717,966.177612304688
"372",1001,1001,978.099975585938,986.450012207031,92745,952.609558105469
"373",987.5,1001.45001220703,966,974.650024414062,95152,941.21435546875
"374",974.650024414062,992.400024414062,974.650024414062,980.349975585938,10220,946.71875
"375",981.900024414062,988.349975585938,966.099975585938,977.700012207031,80074,944.159790039062
"376",977,986.950012207031,962.549987792969,971.400024414062,53719,938.075927734375
"377",973,987.200012207031,964.150024414062,967.75,6972,934.551086425781
"378",972.549987792969,988,962.5,968.599975585938,38218,935.371887207031
"379",972.549987792969,998.950012207031,972,990.900024414062,11718,956.906921386719
"380",997.549987792969,1000.84997558594,972.900024414062,976.349975585938,30988,942.856018066406
"381",990,1018,979.049987792969,984.950012207031,79440,951.161010742188
"382",972,993.25,935.950012207031,957.5,63131,924.652770996094
"383",955,972,950.75,968,97662,944.658386230469
"384",973.099975585938,986.950012207031,959.549987792969,971.950012207031,21857,948.513122558594
"385",980,1003.45001220703,969.049987792969,976.200012207031,31792,952.660705566406
"386",970.5,988.799987792969,960.049987792969,982.25,8930,958.564758300781
"387",978.450012207031,988.5,965.200012207031,979.900024414062,30485,956.271423339844
"388",981,983.700012207031,950.099975585938,953.549987792969,11697,930.556762695312
"389",953.549987792969,972,950,966,34686,942.706604003906
"390",980,980,950.549987792969,955.400024414062,13790,932.362243652344
"391",947.599975585938,969,946.099975585938,962.950012207031,56250,939.730224609375
"392",969,986,921.299987792969,955.150024414062,112629,932.118286132812
"393",947.349975585938,971,947.349975585938,961.099975585938,54411,937.924743652344
"394",974.200012207031,980,967,972.349975585938,47742,948.903442382812
"395",972.599975585938,984.799987792969,966.150024414062,971.950012207031,117382,948.513122558594
"396",985,993,971,990.25,56110,966.371887207031
"397",990,1005,962.099975585938,970,158786,946.610168457031
"398",970,993.950012207031,970,988.900024414062,7786,965.054443359375
"399",988.900024414062,1019,980,1013.79998779297,33346,989.353942871094
"400",1017,1042.84997558594,1017,1025.84997558594,54787,1001.11340332031
"401",1020,1038.90002441406,1020,1027.75,36108,1002.96759033203
"402",1022,1027.80004882812,1003,1005,123402,980.766235351562
"403",1001,1009.95001220703,987.849975585938,994.400024414062,21993,970.421875
"404",994.400024414062,1004.54998779297,973.599975585938,990.700012207031,12632,966.81103515625
"405",1014.79998779297,1028.40002441406,984.200012207031,1025.59997558594,11616,1000.86944580078
"406",1030,1075,1026,1067.75,44257,1042.0029296875
"407",1075,1085.05004882812,1055.19995117188,1063.55004882812,17371,1037.904296875
"408",1055,1068.90002441406,1034.90002441406,1054.40002441406,15106,1028.97497558594
"409",1052.69995117188,1059.55004882812,1020,1029.19995117188,20049,1004.38256835938
"410",1029.19995117188,1047,972.200012207031,988.849975585938,54146,965.005615234375
"411",983.849975585938,1008,979.75,998.5,15668,974.422912597656
"412",993,1005.90002441406,988.049987792969,998.400024414062,8738,974.325317382812
"413",998.400024414062,999,978.200012207031,981.25,10965,957.588928222656
"414",986.900024414062,1000,979.450012207031,998.650024414062,49398,974.5693359375
"415",1009,1030.15002441406,995,1015.15002441406,25359,990.67138671875
"416",1026,1026,1014.25,1020.29998779297,7615,995.697204589844
"417",1016.65002441406,1026.09997558594,1015.25,1022.15002441406,8529,997.502746582031
"418",1002.65002441406,1038,1002.65002441406,1035.34997558594,14960,1010.38421630859
"419",1040.09997558594,1055.5,1018.34997558594,1019.95001220703,54440,995.355712890625
"420",1020,1034.44995117188,1002,1020.79998779297,6945,996.185180664062
"421",1025.59997558594,1030,1017.04998779297,1019.95001220703,36892,995.355712890625
"422",1018.59997558594,1099,982.849975585938,1086.15002441406,87536,1059.95935058594
"423",1099.59997558594,1130.75,1092.09997558594,1116.90002441406,327413,1089.96813964844
"424",1120.05004882812,1140,1116.90002441406,1138.80004882812,76596,1111.33984375
"425",1148,1148,1055.09997558594,1070.19995117188,201613,1044.39404296875
"426",1074,1089,1025,1041.25,56698,1016.14202880859
"427",1049.59997558594,1077,1041.44995117188,1067,15162,1041.27124023438
"428",1070,1070,1016.59997558594,1050.34997558594,38842,1025.02270507812
"429",1069,1069,1027,1039.19995117188,27919,1014.14154052734
"430",1039.19995117188,1043,1015.20001220703,1027.19995117188,10784,1002.43084716797
"431",1032,1040,1005.15002441406,1027.25,12910,1002.47967529297
"432",1027.25,1048,1016.04998779297,1032.59997558594,8703,1007.70062255859
"433",1036.59997558594,1054,1028.09997558594,1048.75,6891,1023.46124267578
"434",1046.69995117188,1046.69995117188,1028,1040.40002441406,16115,1015.31262207031
"435",1042.5,1056.94995117188,1030,1040.19995117188,107031,1015.11737060547
"436",1029.19995117188,1055.90002441406,1029.19995117188,1035.44995117188,61935,1010.48205566406
"437",1038.55004882812,1064.65002441406,1038.55004882812,1061.05004882812,32648,1035.46472167969
