"","PIDILITIND.NS.Open","PIDILITIND.NS.High","PIDILITIND.NS.Low","PIDILITIND.NS.Close","PIDILITIND.NS.Volume","PIDILITIND.NS.Adjusted"
"61",918.5,944.700012207031,918.450012207031,941.400024414062,822645,906.853393554688
"62",940.349975585938,965,937.200012207031,963.150024414062,770460,927.805297851562
"63",967,979.299987792969,950.5,957.049987792969,609583,921.929077148438
"64",959.549987792969,976.599975585938,959.200012207031,966.349975585938,379400,930.8876953125
"65",970,982.049987792969,968.349975585938,979.049987792969,303200,943.121704101562
"66",982.700012207031,999,979.099975585938,991.299987792969,641435,954.922180175781
"67",993.900024414062,1009.75,984.200012207031,1000.15002441406,707921,963.447509765625
"68",1012.70001220703,1012.70001220703,983.599975585938,985.200012207031,579312,949.046020507812
"69",980.150024414062,1008.59997558594,975,1005.90002441406,637270,968.986450195312
"70",1009,1028.40002441406,1007,1024.90002441406,926199,987.289184570312
"71",1032.94995117188,1045.94995117188,1024,1038.44995117188,1036816,1000.34191894531
"72",1038.44995117188,1047.34997558594,1033.25,1039.65002441406,713419,1001.49798583984
"73",1039.80004882812,1055,1039.69995117188,1051.59997558594,666465,1013.00921630859
"74",1051,1064.5,1048.34997558594,1058.40002441406,630602,1019.55975341797
"75",1053,1070,1053,1062.34997558594,360833,1023.36486816406
"76",1065,1072.59997558594,1063.25,1068.05004882812,197511,1028.85559082031
"77",1067.5,1080.5,1063.34997558594,1066.90002441406,412316,1027.74780273438
"78",1067,1080.15002441406,1058.30004882812,1073.75,476632,1034.34655761719
"79",1077,1093,1075,1085.75,1150813,1045.90637207031
"80",1085,1099,1063.05004882812,1068.69995117188,490937,1029.48168945312
"81",1072,1090,1068,1086.19995117188,312968,1046.33947753906
"82",1088,1110,1086.59997558594,1102.84997558594,456691,1062.37854003906
"83",1110,1111.75,1076.05004882812,1085.05004882812,608318,1045.23193359375
"84",1080,1086.05004882812,1060.55004882812,1070.55004882812,516465,1031.26391601562
"85",1072,1085,1065,1080.90002441406,349927,1041.23425292969
"86",1080.90002441406,1109.69995117188,1079.94995117188,1104.84997558594,422580,1064.30529785156
"87",1106,1110.90002441406,1081.90002441406,1090.65002441406,367784,1050.62646484375
"88",1087,1099.30004882812,1082.09997558594,1088.44995117188,257383,1048.50708007812
"89",1090.30004882812,1104.90002441406,1090.30004882812,1103.15002441406,330315,1062.66760253906
"90",1105,1117.90002441406,1094.09997558594,1102.09997558594,370407,1061.65600585938
"91",1102,1124.80004882812,1084.94995117188,1091.09997558594,767738,1051.05993652344
"92",1087,1097.90002441406,1081.05004882812,1093.84997558594,552005,1053.70861816406
"93",1098,1099.90002441406,1068.44995117188,1072.15002441406,577284,1032.80517578125
"94",1072,1089.90002441406,1065.75,1081.40002441406,685003,1041.71569824219
"95",1083.90002441406,1109,1081.19995117188,1095.55004882812,558710,1055.3466796875
"96",1102,1123,1097.65002441406,1118.09997558594,578884,1077.06909179688
"97",1123,1135,1080.09997558594,1088.34997558594,1059131,1048.41064453125
"98",1088.25,1090.94995117188,1066.25,1080.55004882812,714606,1040.89697265625
"99",1081,1147.30004882812,1041.5,1139.55004882812,2422116,1097.73205566406
"100",1144,1159.40002441406,1128.25,1154.44995117188,1217933,1112.08483886719
"101",1156.84997558594,1179,1151.69995117188,1168.94995117188,1315415,1126.052734375
"102",1165.30004882812,1195.40002441406,1157.55004882812,1187.80004882812,2012873,1144.21130371094
"103",1188,1192,1142.75,1157.59997558594,13140065,1115.11950683594
"104",1152.65002441406,1154.69995117188,1114,1119.34997558594,883238,1078.27319335938
"105",1127,1147.65002441406,1106,1120.34997558594,1040512,1079.23657226562
"106",1116,1118,1081.55004882812,1091.44995117188,444345,1051.39685058594
"107",1094,1098.65002441406,1075.34997558594,1088.25,575198,1048.314453125
"108",1090.80004882812,1110.40002441406,1083,1087.34997558594,633611,1047.447265625
"109",1085,1086.90002441406,1057.5,1070.34997558594,629503,1031.07116699219
"110",1079,1079,1046.05004882812,1057.90002441406,1137368,1019.07806396484
"111",1060,1066,1051.5,1058.59997558594,935205,1019.75250244141
"112",1063.90002441406,1091.30004882812,1061.05004882812,1083.40002441406,747149,1043.64245605469
"113",1089.94995117188,1101.80004882812,1078.25,1083,649820,1043.25720214844
"114",1089.09997558594,1098.5,1073,1083.84997558594,465585,1044.07580566406
"115",1090,1090,1072.30004882812,1078.05004882812,351245,1038.48876953125
"116",1077.25,1078.75,1054.09997558594,1060.09997558594,379977,1021.197265625
"117",1060,1078,1058.25,1072.75,336627,1033.38317871094
"118",1074.69995117188,1077.09997558594,1033.90002441406,1038.30004882812,563297,1000.19732666016
"119",1025,1056,1019.15002441406,1050.69995117188,911722,1012.14233398438
"120",1050.69995117188,1063.44995117188,1037.09997558594,1042.55004882812,367886,1004.29144287109
"121",1050,1061.80004882812,1037.55004882812,1054.84997558594,417044,1016.14001464844
"122",1058.5,1058.59997558594,1040,1043.5,304662,1005.20660400391
"123",1035.09997558594,1046,1025.15002441406,1028.30004882812,444386,990.564453125
"124",1041.15002441406,1068.94995117188,1034,1063.5,642171,1024.47277832031
"125",1063.34997558594,1085.80004882812,1055.09997558594,1059.69995117188,458630,1020.81201171875
"126",1060.90002441406,1077.94995117188,1060,1064.05004882812,437192,1025.00244140625
"127",1065,1074,1056.69995117188,1069.40002441406,191772,1030.15612792969
"128",1070,1076.44995117188,1058.69995117188,1062.5,243731,1023.50927734375
"129",1058,1071.55004882812,1051.19995117188,1056.59997558594,379840,1017.82586669922
"130",1063.75,1076.94995117188,1060.5,1068.90002441406,240883,1029.67443847656
"131",1075,1082.69995117188,1067.59997558594,1074.40002441406,362587,1034.97265625
"132",1079.5,1098.5,1075.30004882812,1085.19995117188,716923,1045.37622070312
"133",1090.15002441406,1107.5,1081,1084.90002441406,916917,1045.08740234375
"134",1091.34997558594,1091.34997558594,1061.05004882812,1064.5,327645,1025.43603515625
"135",1069,1069,1036.30004882812,1053,415489,1014.35784912109
"136",1051,1072.44995117188,1049,1057.94995117188,303632,1019.12640380859
"137",1060,1078.69995117188,1056.40002441406,1060.09997558594,385288,1021.197265625
"138",1064.94995117188,1070.34997558594,1041,1045.59997558594,303036,1007.22937011719
"139",1040,1047.55004882812,1029,1030.94995117188,388800,993.117065429688
"140",1041.30004882812,1057.59997558594,1041.30004882812,1050.40002441406,385603,1011.85339355469
"141",1045.19995117188,1080.30004882812,1045.19995117188,1076.94995117188,560377,1037.42895507812
"142",1085.94995117188,1124,1077,1117.65002441406,831067,1076.6357421875
"143",1117.94995117188,1132.30004882812,1095.05004882812,1114.34997558594,872282,1073.45642089844
"144",1125,1131.09997558594,1110.90002441406,1128.19995117188,658818,1086.79821777344
